trade_id,strategy_name,session_date,direction,level_type,academic_source_key,academic_source_doi,setup_mode,feature_method,vpin_rank_column,vpin_prior_rank,vpin_proxy_value,drawdown_rank_column,prior_session_drawdown_rank,session_return_column,session_return_at_signal,min_session_return,vpin_rank_cutoff,drawdown_rank_cutoff,vpin_signal_timestamp,vpin_intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
29,vpin_toxicity_continuation,2021-08-12,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9047619047619048,0.29631889657171345,vpin_prior_drawdown_rank63_at_1330,0.3968253968253968,vpin_session_ret,0.0021409656882078743,0.0005,0.45,0.3,2021-08-12 13:30:00-04:00,2021-08-12 13:30:00-04:00,0.02,1.0,15:31:00,4446.75,2021-08-12 13:29:00-04:00,4448.0,4430.25,2021-08-12 13:30:00-04:00,2021-08-12 13:30:00-04:00,4447.25,4358.25,4536.25,89.0,1,7.25,1.0,fixed_contracts,2021-08-12 15:31:00-04:00,4453.0,eod_flatten,287.5,282.5,0.06460674157303371,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
30,vpin_toxicity_continuation,2021-08-18,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9523809523809523,0.2701487360098079,vpin_prior_drawdown_rank63_at_1330,0.9365079365079365,vpin_session_ret,0.0005077001184634611,0.0005,0.45,0.3,2021-08-18 13:30:00-04:00,2021-08-18 13:30:00-04:00,0.02,1.0,15:31:00,4434.0,2021-08-18 13:29:00-04:00,4449.75,4430.25,2021-08-18 13:30:00-04:00,2021-08-18 13:30:00-04:00,4434.0,4345.25,4522.75,88.75,1,11.5,17.5,fixed_contracts,2021-08-18 15:31:00-04:00,4418.0,eod_flatten,-800.0,-805.0,-0.18028169014084508,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
31,vpin_toxicity_continuation,2021-08-20,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.8571428571428571,0.2463687718101138,vpin_prior_drawdown_rank63_at_1330,0.8571428571428571,vpin_session_ret,0.007839127471029217,0.0005,0.45,0.3,2021-08-20 13:30:00-04:00,2021-08-20 13:30:00-04:00,0.02,1.0,15:31:00,4435.5,2021-08-20 13:29:00-04:00,4439.0,4400.0,2021-08-20 13:30:00-04:00,2021-08-20 13:30:00-04:00,4435.75,4347.0,4524.5,88.75,1,1.5,8.0,fixed_contracts,2021-08-20 15:31:00-04:00,4435.0,eod_flatten,-37.5,-42.5,-0.008450704225352112,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
32,vpin_toxicity_continuation,2021-08-27,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7619047619047619,0.3999179266713624,vpin_prior_drawdown_rank63_at_1330,0.7777777777777778,vpin_session_ret,0.0067009157918249684,0.0005,0.45,0.3,2021-08-27 13:30:00-04:00,2021-08-27 13:30:00-04:00,0.02,1.0,15:31:00,4507.0,2021-08-27 13:29:00-04:00,4508.0,4473.75,2021-08-27 13:30:00-04:00,2021-08-27 13:30:00-04:00,4507.25,4417.0,4597.5,90.25,1,2.0,3.75,fixed_contracts,2021-08-27 15:31:00-04:00,4506.75,eod_flatten,-25.0,-30.0,-0.00554016620498615,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
33,vpin_toxicity_continuation,2021-09-01,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7142857142857143,0.3092923345483789,vpin_prior_drawdown_rank63_at_1330,0.6349206349206349,vpin_session_ret,0.0012700165654333517,0.0005,0.45,0.3,2021-09-01 13:30:00-04:00,2021-09-01 13:30:00-04:00,0.02,1.0,15:31:00,4533.25,2021-09-01 13:29:00-04:00,4534.25,4521.75,2021-09-01 13:30:00-04:00,2021-09-01 13:30:00-04:00,4533.5,4442.75,4624.25,90.75,1,1.5,11.0,fixed_contracts,2021-09-01 15:31:00-04:00,4524.5,eod_flatten,-450.0,-455.0,-0.09917355371900827,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
34,vpin_toxicity_continuation,2021-09-03,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.6666666666666666,0.3976706988666923,vpin_prior_drawdown_rank63_at_1330,0.7301587301587301,vpin_session_ret,0.0014905597880092714,0.0005,0.45,0.3,2021-09-03 13:30:00-04:00,2021-09-03 13:30:00-04:00,0.02,1.0,15:31:00,4535.25,2021-09-03 13:29:00-04:00,4537.5,4519.25,2021-09-03 13:30:00-04:00,2021-09-03 13:30:00-04:00,4535.75,4445.0,4626.5,90.75,1,4.25,1.25,fixed_contracts,2021-09-03 15:31:00-04:00,4536.5,eod_flatten,37.5,32.5,0.008264462809917356,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
35,vpin_toxicity_continuation,2021-10-01,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7619047619047619,0.32142902250014516,vpin_prior_drawdown_rank63_at_1330,1.0,vpin_session_ret,0.0017942929906813454,0.0005,0.45,0.3,2021-10-01 13:30:00-04:00,2021-10-01 13:30:00-04:00,0.02,1.0,15:31:00,4327.0,2021-10-01 13:29:00-04:00,4329.5,4277.0,2021-10-01 13:30:00-04:00,2021-10-01 13:30:00-04:00,4327.25,4240.5,4414.0,86.75,1,38.5,0.25,fixed_contracts,2021-10-01 15:31:00-04:00,4350.75,eod_flatten,1175.0,1170.0,0.27089337175792505,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
36,vpin_toxicity_continuation,2021-10-06,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.5714285714285714,0.532687645778461,vpin_prior_drawdown_rank63_at_1330,0.49206349206349204,vpin_session_ret,0.004595962534178932,0.0005,0.45,0.3,2021-10-06 13:30:00-04:00,2021-10-06 13:30:00-04:00,0.02,1.0,15:31:00,4317.0,2021-10-06 13:29:00-04:00,4319.5,4279.5,2021-10-06 13:30:00-04:00,2021-10-06 13:30:00-04:00,4317.25,4230.75,4403.75,86.5,1,32.5,1.25,fixed_contracts,2021-10-06 15:31:00-04:00,4342.25,eod_flatten,1250.0,1245.0,0.28901734104046245,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
37,vpin_toxicity_continuation,2021-10-21,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9047619047619048,0.4801241757440803,vpin_prior_drawdown_rank63_at_1330,0.6031746031746031,vpin_session_ret,0.0013822846400530775,0.0005,0.45,0.3,2021-10-21 13:30:00-04:00,2021-10-21 13:30:00-04:00,0.02,1.0,15:31:00,4527.75,2021-10-21 13:29:00-04:00,4533.5,4517.75,2021-10-21 13:30:00-04:00,2021-10-21 13:30:00-04:00,4528.0,4437.25,4618.75,90.75,1,9.75,5.75,fixed_contracts,2021-10-21 15:31:00-04:00,4536.75,eod_flatten,437.5,432.5,0.09641873278236915,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
38,vpin_toxicity_continuation,2021-10-27,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.5714285714285714,0.2773039685031991,vpin_prior_drawdown_rank63_at_1330,0.7777777777777778,vpin_session_ret,0.0007660319544757765,0.0005,0.45,0.3,2021-10-27 13:30:00-04:00,2021-10-27 13:30:00-04:00,0.02,1.0,15:31:00,4572.5,2021-10-27 13:29:00-04:00,4576.75,4558.0,2021-10-27 13:30:00-04:00,2021-10-27 13:30:00-04:00,4573.0,4481.5,4664.5,91.5,1,3.25,22.5,fixed_contracts,2021-10-27 15:31:00-04:00,4555.25,eod_flatten,-887.5,-892.5,-0.19398907103825136,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
39,vpin_toxicity_continuation,2021-10-29,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7142857142857143,0.3217638421565684,vpin_prior_drawdown_rank63_at_1330,0.5873015873015873,vpin_session_ret,0.006353031381784335,0.0005,0.45,0.3,2021-10-29 13:30:00-04:00,2021-10-29 13:30:00-04:00,0.02,1.0,15:31:00,4593.75,2021-10-29 13:29:00-04:00,4596.75,4560.25,2021-10-29 13:30:00-04:00,2021-10-29 13:30:00-04:00,4594.25,4502.25,4686.25,92.0,1,0.5,13.25,fixed_contracts,2021-10-29 15:31:00-04:00,4583.75,eod_flatten,-525.0,-530.0,-0.11413043478260869,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
40,vpin_toxicity_continuation,2021-11-02,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.8571428571428571,0.2789525392170855,vpin_prior_drawdown_rank63_at_1330,0.6825396825396826,vpin_session_ret,0.0024408765458885373,0.0005,0.45,0.3,2021-11-02 13:30:00-04:00,2021-11-02 13:30:00-04:00,0.02,1.0,15:31:00,4620.25,2021-11-02 13:29:00-04:00,4627.0,4605.5,2021-11-02 13:30:00-04:00,2021-11-02 13:30:00-04:00,4620.5,4528.0,4713.0,92.5,1,4.25,3.75,fixed_contracts,2021-11-02 15:31:00-04:00,4620.25,eod_flatten,-12.5,-17.5,-0.002702702702702703,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
41,vpin_toxicity_continuation,2021-11-16,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.5714285714285714,0.23686629382190558,vpin_prior_drawdown_rank63_at_1330,0.6666666666666666,vpin_session_ret,0.006469896267778941,0.0005,0.45,0.3,2021-11-16 13:30:00-05:00,2021-11-16 13:30:00-05:00,0.02,1.0,15:31:00,4705.75,2021-11-16 13:29:00-05:00,4708.0,4675.5,2021-11-16 13:30:00-05:00,2021-11-16 13:30:00-05:00,4705.75,4611.5,4800.0,94.25,1,4.0,5.5,fixed_contracts,2021-11-16 15:31:00-05:00,4702.25,eod_flatten,-175.0,-180.0,-0.03713527851458886,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
42,vpin_toxicity_continuation,2021-11-24,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9047619047619048,0.18595637185095854,vpin_prior_drawdown_rank63_at_1330,0.8888888888888888,vpin_session_ret,0.006271777003484358,0.0005,0.45,0.3,2021-11-24 13:30:00-05:00,2021-11-24 13:30:00-05:00,0.02,1.0,15:31:00,4693.0,2021-11-24 13:29:00-05:00,4694.75,4656.25,2021-11-24 13:30:00-05:00,2021-11-24 13:30:00-05:00,4693.25,4599.25,4787.25,94.0,1,6.0,15.5,fixed_contracts,2021-11-24 15:31:00-05:00,4697.25,eod_flatten,200.0,195.0,0.0425531914893617,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
43,vpin_toxicity_continuation,2021-11-29,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9047619047619048,0.4234533532582514,vpin_prior_drawdown_rank63_at_1330,0.9841269841269841,vpin_session_ret,0.003333871054471249,0.0005,0.45,0.3,2021-11-29 13:30:00-05:00,2021-11-29 13:30:00-05:00,0.02,1.0,15:31:00,4664.75,2021-11-29 13:29:00-05:00,4669.75,4621.25,2021-11-29 13:30:00-05:00,2021-11-29 13:30:00-05:00,4665.0,4571.5,4758.5,93.5,1,3.0,6.75,fixed_contracts,2021-11-29 15:31:00-05:00,4660.25,eod_flatten,-237.5,-242.5,-0.05080213903743316,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
44,vpin_toxicity_continuation,2021-12-06,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7619047619047619,0.3816846629767504,vpin_prior_drawdown_rank63_at_1330,1.0,vpin_session_ret,0.008206138191367174,0.0005,0.45,0.3,2021-12-06 13:30:00-05:00,2021-12-06 13:30:00-05:00,0.02,1.0,15:31:00,4607.25,2021-12-06 13:29:00-05:00,4610.5,4539.25,2021-12-06 13:30:00-05:00,2021-12-06 13:30:00-05:00,4607.5,4515.25,4699.75,92.25,1,4.25,18.5,fixed_contracts,2021-12-06 15:31:00-05:00,4594.5,eod_flatten,-650.0,-655.0,-0.14092140921409213,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
45,vpin_toxicity_continuation,2021-12-17,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.5238095238095238,0.4216130331235607,vpin_prior_drawdown_rank63_at_1330,0.8571428571428571,vpin_session_ret,0.002701826434669874,0.0005,0.45,0.3,2021-12-17 13:30:00-05:00,2021-12-17 13:30:00-05:00,0.02,1.0,15:31:00,4639.0,2021-12-17 13:29:00-05:00,4657.0,4590.0,2021-12-17 13:30:00-05:00,2021-12-17 13:30:00-05:00,4639.25,4546.25,4732.25,93.0,1,7.75,15.75,fixed_contracts,2021-12-17 15:31:00-05:00,4627.0,eod_flatten,-612.5,-617.5,-0.13172043010752688,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
46,vpin_toxicity_continuation,2022-01-06,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.6666666666666666,0.3498541149584525,vpin_prior_drawdown_rank63_at_1330,0.7619047619047619,vpin_session_ret,0.0011731456300325682,0.0005,0.45,0.3,2022-01-06 13:30:00-05:00,2022-01-06 13:30:00-05:00,0.02,1.0,15:31:00,4693.75,2022-01-06 13:29:00-05:00,4715.75,4662.0,2022-01-06 13:30:00-05:00,2022-01-06 13:30:00-05:00,4694.25,4600.25,4788.25,94.0,1,15.25,4.0,fixed_contracts,2022-01-06 15:31:00-05:00,4697.0,eod_flatten,137.5,132.5,0.02925531914893617,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
47,vpin_toxicity_continuation,2022-01-11,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9523809523809523,0.29636731494901414,vpin_prior_drawdown_rank63_at_1330,0.8095238095238095,vpin_session_ret,0.006818791946308744,0.0005,0.45,0.3,2022-01-11 13:30:00-05:00,2022-01-11 13:30:00-05:00,0.02,1.0,15:31:00,4688.0,2022-01-11 13:29:00-05:00,4691.0,4627.25,2022-01-11 13:30:00-05:00,2022-01-11 13:30:00-05:00,4688.25,4594.25,4782.25,94.0,1,16.25,4.75,fixed_contracts,2022-01-11 15:31:00-05:00,4703.75,eod_flatten,775.0,770.0,0.16489361702127658,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
48,vpin_toxicity_continuation,2022-01-25,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.8095238095238095,0.3237554114361998,vpin_prior_drawdown_rank63_at_1330,0.9841269841269841,vpin_session_ret,0.0011532030213918798,0.0005,0.45,0.3,2022-01-25 13:30:00-05:00,2022-01-25 13:30:00-05:00,0.02,1.0,15:31:00,4340.75,2022-01-25 13:29:00-05:00,4351.75,4276.5,2022-01-25 13:30:00-05:00,2022-01-25 13:30:00-05:00,4341.0,4254.0,4428.0,87.0,1,61.75,4.0,fixed_contracts,2022-01-25 15:31:00-05:00,4359.0,eod_flatten,900.0,895.0,0.20689655172413793,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
49,vpin_toxicity_continuation,2022-01-31,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7619047619047619,0.3477618661450445,vpin_prior_drawdown_rank63_at_1330,0.5873015873015873,vpin_session_ret,0.01307670534956129,0.0005,0.45,0.3,2022-01-31 13:30:00-05:00,2022-01-31 13:30:00-05:00,0.02,1.0,15:31:00,4474.0,2022-01-31 13:29:00-05:00,4481.5,4402.75,2022-01-31 13:30:00-05:00,2022-01-31 13:30:00-05:00,4474.25,4384.75,4563.75,89.5,1,14.5,12.5,fixed_contracts,2022-01-31 15:31:00-05:00,4475.0,eod_flatten,37.5,32.5,0.008379888268156424,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
50,vpin_toxicity_continuation,2022-02-04,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9523809523809523,0.3694575238478274,vpin_prior_drawdown_rank63_at_1330,0.7619047619047619,vpin_session_ret,0.007384202282389785,0.0005,0.45,0.3,2022-02-04 13:30:00-05:00,2022-02-04 13:30:00-05:00,0.02,1.0,15:31:00,4502.0,2022-02-04 13:29:00-05:00,4508.5,4442.5,2022-02-04 13:30:00-05:00,2022-02-04 13:30:00-05:00,4502.25,4412.0,4592.5,90.25,1,30.25,4.5,fixed_contracts,2022-02-04 15:31:00-05:00,4525.75,eod_flatten,1175.0,1170.0,0.26038781163434904,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
51,vpin_toxicity_continuation,2022-02-08,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9523809523809523,0.3594397219874894,vpin_prior_drawdown_rank63_at_1330,0.5555555555555556,vpin_session_ret,0.005975650619904016,0.0005,0.45,0.3,2022-02-08 13:30:00-05:00,2022-02-08 13:30:00-05:00,0.02,1.0,15:31:00,4503.25,2022-02-08 13:29:00-05:00,4517.25,4456.25,2022-02-08 13:30:00-05:00,2022-02-08 13:30:00-05:00,4503.5,4413.25,4593.75,90.25,1,9.5,18.0,fixed_contracts,2022-02-08 15:31:00-05:00,4507.5,eod_flatten,200.0,195.0,0.0443213296398892,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
52,vpin_toxicity_continuation,2022-02-09,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.6190476190476191,0.23548328519194203,vpin_prior_drawdown_rank63_at_1330,0.4603174603174603,vpin_session_ret,0.002852597509462873,0.0005,0.45,0.3,2022-02-09 13:30:00-05:00,2022-02-09 13:30:00-05:00,0.02,1.0,15:31:00,4570.25,2022-02-09 13:29:00-05:00,4575.25,4554.5,2022-02-09 13:30:00-05:00,2022-02-09 13:30:00-05:00,4570.5,4479.0,4662.0,91.5,1,10.25,8.25,fixed_contracts,2022-02-09 15:31:00-05:00,4576.5,eod_flatten,300.0,295.0,0.06557377049180328,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
53,vpin_toxicity_continuation,2022-02-15,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.6666666666666666,0.6189401752552813,vpin_prior_drawdown_rank63_at_1330,0.5238095238095238,vpin_session_ret,0.003658467946192401,0.0005,0.45,0.3,2022-02-15 13:30:00-05:00,2022-02-15 13:30:00-05:00,0.02,1.0,15:31:00,4458.0,2022-02-15 13:29:00-05:00,4464.25,4436.0,2022-02-15 13:30:00-05:00,2022-02-15 13:30:00-05:00,4458.5,4369.25,4547.75,89.25,1,5.25,9.75,fixed_contracts,2022-02-15 15:31:00-05:00,4456.75,eod_flatten,-87.5,-92.5,-0.0196078431372549,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
54,vpin_toxicity_continuation,2022-02-24,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7619047619047619,0.2910174347928279,vpin_prior_drawdown_rank63_at_1330,0.9682539682539683,vpin_session_ret,0.012942820684207268,0.0005,0.45,0.3,2022-02-24 13:30:00-05:00,2022-02-24 13:30:00-05:00,0.02,1.0,15:31:00,4167.5,2022-02-24 13:29:00-05:00,4197.0,4108.75,2022-02-24 13:30:00-05:00,2022-02-24 13:30:00-05:00,4167.75,4084.25,4251.25,83.5,1,84.5,1.25,fixed_contracts,2022-02-24 15:28:00-05:00,4251.0,target,4162.5,4157.5,0.9970059880239521,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
55,vpin_toxicity_continuation,2022-03-02,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.47619047619047616,0.4136096109434466,vpin_prior_drawdown_rank63_at_1330,0.9841269841269841,vpin_session_ret,0.013744513744513798,0.0005,0.45,0.3,2022-03-02 13:30:00-05:00,2022-03-02 13:30:00-05:00,0.02,1.0,15:31:00,4388.5,2022-03-02 13:29:00-05:00,4394.5,4318.75,2022-03-02 13:30:00-05:00,2022-03-02 13:30:00-05:00,4388.75,4300.75,4476.75,88.0,1,9.0,9.0,fixed_contracts,2022-03-02 15:31:00-05:00,4391.0,eod_flatten,112.5,107.5,0.02556818181818182,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
56,vpin_toxicity_continuation,2022-03-08,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.6190476190476191,0.7639564949497231,vpin_prior_drawdown_rank63_at_1330,0.9841269841269841,vpin_session_ret,0.00904223676383098,0.0005,0.45,0.3,2022-03-08 13:30:00-05:00,2022-03-08 13:30:00-05:00,0.02,1.0,15:31:00,4240.5,2022-03-08 13:29:00-05:00,4275.0,4153.25,2022-03-08 13:30:00-05:00,2022-03-08 13:30:00-05:00,4241.0,4156.0,4326.0,85.0,1,0.0,60.25,fixed_contracts,2022-03-08 15:31:00-05:00,4188.0,eod_flatten,-2650.0,-2655.0,-0.6235294117647059,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
57,vpin_toxicity_continuation,2022-03-09,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9523809523809523,0.1893657211498891,vpin_prior_drawdown_rank63_at_1330,0.746031746031746,vpin_session_ret,0.00841077520291722,0.0005,0.45,0.3,2022-03-09 13:30:00-05:00,2022-03-09 13:30:00-05:00,0.02,1.0,15:31:00,4286.25,2022-03-09 13:29:00-05:00,4290.75,4230.75,2022-03-09 13:30:00-05:00,2022-03-09 13:30:00-05:00,4286.75,4201.0,4372.5,85.75,1,7.25,20.5,fixed_contracts,2022-03-09 15:31:00-05:00,4292.5,eod_flatten,287.5,282.5,0.06705539358600583,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
