trade_id,strategy_name,session_date,contract_symbol,direction,entry_timestamp,exit_timestamp,entry_trigger_price,entry_price,exit_price,initial_stop_price,stop_price,target_price,exit_reason,risk_points,gross_pnl,gross_pnl_before_slippage,net_pnl,r_multiple,commission,slippage_cost,total_transaction_cost,cost_accounting_error,net_liq_after,contracts,entry_event_index,exit_event_index,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,aoi_side,aoi_lineage_id,aoi_box_low,aoi_box_high,aoi_width_points,aoi_additional_category_count,aoi_categories,aoi_confluences,trigger_kind,trigger_value,aoi_eligible_timestamp,aoi_eligible_event_index,aoi_tap_timestamp,aoi_tap_event_index,bubble_qualified_timestamp,bubble_qualified_event_index,order_armed_timestamp,order_armed_event_index,entry_profile_poc,entry_profile_vah,entry_profile_val,midpoint_activated,midpoint_activated_at,source_quality_label,fill_model,managed_bracket_inverted_at_activation,managed_target_already_reached_at_activation
188,yush_range_exact_databento,2026-03-02,ESH6,short,2026-03-02 14:31:05.606012057+00:00,2026-03-02 14:31:07.937674401+00:00,6815.5,6815.5,6817.5,6817.5,6817.5,,initial_stop,2.0,-100.0,-100.0,-105.0,-1.0,5.0,0.0,5.0,0.0,47822.5,1,7511,7732,0.25,2.0,fixed_contracts,VAH,1,6816.0,6817.0,1.0,2,"market,delta_profile","ORH,DELTA_4T",delta_4tick_3m,305,2026-03-02 09:30:32.010801807-05:00,4680,2026-03-02 09:30:51.727952031-05:00,6091,2026-03-02 09:30:55.494621651-05:00,6423,2026-03-02 09:30:55.494621651-05:00,6423,6812.5,6816.0,6809.75,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
189,yush_range_exact_databento,2026-03-05,ESH6,short,2026-03-05 14:30:43.066062389+00:00,2026-03-05 14:30:44.611085491+00:00,6844.25,6844.25,6846.5,6846.5,6846.5,,initial_stop,2.25,-112.5,-112.5,-117.5,-1.0,5.0,0.0,5.0,0.0,47705.0,1,4113,4191,0.0,2.25,fixed_contracts,VAH,2,6844.75,6846.0,1.25,1,market,ORH,delta_4tick_3m,306,2026-03-05 09:30:32.085943879-05:00,3567,2026-03-05 09:30:40.835010931-05:00,3984,2026-03-05 09:30:41.682006189-05:00,4024,2026-03-05 09:30:41.682006189-05:00,4024,6842.5,6844.75,6841.75,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
190,yush_range_exact_databento,2026-03-09,ESH6,long,2026-03-09 13:32:24.250360583+00:00,2026-03-09 13:32:36.358555279+00:00,6688.5,6688.5,6684.5,6684.5,6684.5,,initial_stop,4.0,-200.0,-200.0,-205.0,-1.0,5.0,0.0,5.0,0.0,47500.0,1,10552,11321,0.25,4.0,fixed_contracts,VAL,2,6685.0,6688.0,3.0,1,big_trade,BIG_TRADE,delta_4tick_3m,301,2026-03-09 09:31:29.203915855-04:00,7815,2026-03-09 09:32:23.941942103-04:00,10544,2026-03-09 09:32:24.240008667-04:00,10549,2026-03-09 09:32:24.240008667-04:00,10549,6688.0,6690.25,6685.0,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
191,yush_range_exact_databento,2026-03-10,ESH6,short,2026-03-10 13:30:24.071164175+00:00,2026-03-10 13:30:28.873153903+00:00,6800.0,6800.0,6802.25,6802.25,6802.25,,initial_stop,2.25,-112.5,-112.5,-117.5,-1.0,5.0,0.0,5.0,0.0,47382.5,1,3952,4241,0.75,2.25,fixed_contracts,VAH,1,6800.5,6801.75,1.25,1,market,PDC,delta_4tick_3m,325,2026-03-10 09:30:01.113655599-04:00,858,2026-03-10 09:30:24.053532227-04:00,3910,2026-03-10 09:30:24.053683901-04:00,3911,2026-03-10 09:30:24.053683901-04:00,3911,6799.0,6800.5,6796.25,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
192,yush_range_exact_databento,2026-03-10,ESH6,long,2026-03-10 13:31:09.505683879+00:00,2026-03-10 13:31:12.933581527+00:00,6800.5,6800.5,6801.75,6798.0,6801.75,6802.5,managed_stop,2.5,62.5,62.5,57.5,0.5,5.0,0.0,5.0,0.0,47440.0,1,6742,7008,1.25,0.75,fixed_contracts,VAL,14,6798.5,6800.0,1.5,1,delta_profile,DELTA_4T,delta_4tick_3m,308,2026-03-10 09:31:07.295132255-04:00,6590,2026-03-10 09:31:07.360315615-04:00,6597,2026-03-10 09:31:07.360330667-04:00,6598,2026-03-10 09:31:07.360330667-04:00,6598,6800.25,6802.5,6798.5,True,2026-03-10 09:31:12.928830081-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
193,yush_range_exact_databento,2026-03-10,ESH6,short,2026-03-10 13:31:37.406484459+00:00,2026-03-10 13:31:44.474987065+00:00,6800.25,6800.25,6802.75,6802.75,6802.75,,initial_stop,2.5,-125.0,-125.0,-130.0,-1.0,5.0,0.0,5.0,0.0,47310.0,1,8279,8628,0.75,2.5,fixed_contracts,VAH,5,6800.75,6802.25,1.5,2,"market,delta_profile","PDC,DELTA_4T",delta_4tick_3m,506,2026-03-10 09:30:39.380277001-04:00,4928,2026-03-10 09:31:36.969663435-04:00,8259,2026-03-10 09:31:36.969871189-04:00,8260,2026-03-10 09:31:36.969871189-04:00,8260,6800.0,6802.25,6798.5,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
194,yush_range_exact_databento,2026-03-11,ESH6,short,2026-03-11 13:30:53.328069891+00:00,2026-03-11 13:31:21.558314071+00:00,6796.25,6796.25,6795.0,6799.5,6795.0,6794.25,managed_stop,3.25,62.5,62.5,57.5,0.38461538461538464,5.0,0.0,5.0,0.0,47367.5,1,3792,5082,1.25,2.25,fixed_contracts,VAH,3,6796.75,6799.0,2.25,2,"market,big_trade","ORH,BIG_TRADE",big_trade_100ms,293,2026-03-11 09:30:33.841877527-04:00,2996,2026-03-11 09:30:51.088334167-04:00,3642,2026-03-11 09:30:53.009809577-04:00,3777,2026-03-11 09:30:53.009809577-04:00,3777,6795.25,6796.75,6794.0,True,2026-03-11 09:31:21.558314071-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
195,yush_range_exact_databento,2026-03-12,ESH6,long,2026-03-12 13:33:13.504213721+00:00,2026-03-12 13:33:24.338082843+00:00,6721.25,6721.25,6717.75,6717.75,6717.75,,initial_stop,3.5,-175.0,-175.0,-180.0,-1.0,5.0,0.0,5.0,0.0,47187.5,1,12050,13029,1.0,3.5,fixed_contracts,VAL,2,6718.25,6720.75,2.5,2,"market,big_trade","ORL,BIG_TRADE",delta_4tick_3m,313,2026-03-12 09:30:32.339756303-04:00,3171,2026-03-12 09:33:13.500490255-04:00,12039,2026-03-12 09:33:13.500495995-04:00,12040,2026-03-12 09:33:13.500495995-04:00,12040,6720.75,6725.5,6718.25,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
196,yush_range_exact_databento,2026-03-12,ESH6,short,2026-03-12 13:33:32.683169791+00:00,2026-03-12 13:33:40.846087067+00:00,6720.25,6720.25,6719.0,6724.0,6719.0,6717.25,managed_stop,3.75,62.5,62.5,57.5,0.3333333333333333,5.0,0.0,5.0,0.0,47245.0,1,13503,13817,1.25,1.0,fixed_contracts,VAH,5,6720.75,6723.5,2.75,1,big_trade,BIG_TRADE,delta_4tick_3m,303,2026-03-12 09:33:18.716547493-04:00,12737,2026-03-12 09:33:32.667290897-04:00,13495,2026-03-12 09:33:32.679468003-04:00,13499,2026-03-12 09:33:32.679468003-04:00,13499,6720.75,6723.5,6717.25,True,2026-03-12 09:33:40.845565157-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
197,yush_range_exact_databento,2026-03-13,ESH6,short,2026-03-13 13:31:04.359520229+00:00,2026-03-13 13:31:08.308456665+00:00,6714.5,6714.5,6713.25,6716.25,6713.25,6711.5,managed_stop,1.75,62.5,62.5,57.5,0.7142857142857143,5.0,0.0,5.0,0.0,47302.5,1,5489,5979,1.5,0.5,fixed_contracts,VAH,1,6715.0,6715.75,0.75,3,"market,delta_profile,big_trade","ORH,DELTA_4T,BIG_TRADE",delta_4tick_3m,433,2026-03-13 09:30:32.084032369-04:00,3462,2026-03-13 09:31:00.205288517-04:00,5052,2026-03-13 09:31:00.581453445-04:00,5083,2026-03-13 09:31:00.581453445-04:00,5083,6712.5,6715.75,6711.25,True,2026-03-13 09:31:08.289842617-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
