campaign_id,variant_id,run_id,source_config_path,report_path,passed,halted,terminal_stage,terminal_status,profitable_combo_rate,profitable_monkey_rate,median_net_profit,trade_path_profitable_rate,trade_path_median_net_profit,one_tick_worse_profitable,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,apex_rule_violations
es_daily_time_series_momentum,long_only_trend_1000,run1,campaigns/es_daily_time_series_momentum/variants/long_only_trend_1000/config.yaml,backtest-campaigns/es_daily_time_series_momentum/long_only_trend_1000/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,,,,,,-572.5,0.9722894482090997,-0.16400829711174925,0.0020511817861100555,142,143.9722412314098,0.0,0
es_daily_time_series_momentum,long_only_trend_1000,rescue1,campaigns/es_daily_time_series_momentum/rescue_attempts/parameter_space_rescue_1/long_only_trend_1000/config.yaml,backtest-campaigns/es_daily_time_series_momentum/long_only_trend_1000/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.2839506172839506,,,,,,2822.5,1.1703636637996078,1.610401778121528,0.05494314590481889,123,249.30376307828666,0.19309123117803365,0
es_daily_time_series_momentum,short_term_alignment_1000_two_sided,run1,campaigns/es_daily_time_series_momentum/variants/short_term_alignment_1000_two_sided/config.yaml,backtest-campaigns/es_daily_time_series_momentum/short_term_alignment_1000_two_sided/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,,,,,,-6951.25,0.7417572211386645,-0.8988220875006913,-0.14948914404981342,239,242.48307790241222,0.0,0
es_daily_time_series_momentum,short_term_alignment_1000_two_sided,rescue1,campaigns/es_daily_time_series_momentum/rescue_attempts/parameter_space_rescue_1/short_term_alignment_1000_two_sided/config.yaml,backtest-campaigns/es_daily_time_series_momentum/short_term_alignment_1000_two_sided/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,,,,,,-3692.5,0.5051926298157454,-1.2447049341268945,-0.2357667584940312,121,168.040557132484,0.0,0
es_daily_time_series_momentum,sixty_day_trend_1000_two_sided,run1,campaigns/es_daily_time_series_momentum/variants/sixty_day_trend_1000_two_sided/config.yaml,backtest-campaigns/es_daily_time_series_momentum/sixty_day_trend_1000_two_sided/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,,,,,,-6626.25,0.7781822746673361,-0.7520711549246879,-0.12256380546343362,269,243.19654843450536,0.0,0
es_daily_time_series_momentum,sixty_day_trend_1000_two_sided,rescue1,campaigns/es_daily_time_series_momentum/rescue_attempts/parameter_space_rescue_1/sixty_day_trend_1000_two_sided/config.yaml,backtest-campaigns/es_daily_time_series_momentum/sixty_day_trend_1000_two_sided/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.19753086419753085,,,,,,2822.5,1.1703636637996078,1.610401778121528,0.05494314590481889,123,249.30376307828666,0.19309123117803365,0
es_daily_time_series_momentum,twenty_day_trend_1000_two_sided,run1,campaigns/es_daily_time_series_momentum/variants/twenty_day_trend_1000_two_sided/config.yaml,backtest-campaigns/es_daily_time_series_momentum/twenty_day_trend_1000_two_sided/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,,,,,,-7438.75,0.776781695423856,-0.726581091785469,-0.12318495328528764,299,242.14835744366346,0.0,0
es_daily_time_series_momentum,twenty_day_trend_1000_two_sided,rescue1,campaigns/es_daily_time_series_momentum/rescue_attempts/parameter_space_rescue_1/twenty_day_trend_1000_two_sided/config.yaml,backtest-campaigns/es_daily_time_series_momentum/twenty_day_trend_1000_two_sided/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,,,,,,-7776.25,0.8003786420228469,-0.5708971932978288,-0.1056136895119945,354,240.7964564001423,0.0,0
es_daily_time_series_momentum,vol_norm_trend_1000_two_sided,run1,campaigns/es_daily_time_series_momentum/variants/vol_norm_trend_1000_two_sided/config.yaml,backtest-campaigns/es_daily_time_series_momentum/vol_norm_trend_1000_two_sided/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.012345679012345678,,,,,,452.5,1.033920539730135,0.14326643386111598,0.025585997420133434,92,102.37122758766594,0.9005524861878453,0
es_daily_time_series_momentum,vol_norm_trend_1000_two_sided,rescue1,campaigns/es_daily_time_series_momentum/rescue_attempts/parameter_space_rescue_1/vol_norm_trend_1000_two_sided/config.yaml,backtest-campaigns/es_daily_time_series_momentum/vol_norm_trend_1000_two_sided/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.14814814814814814,,,,,,1392.5,1.104542042042042,1.0879858221603893,0.040345675105104756,89,249.66233766233765,0.39138240574506283,0
