campaign_id,variant_id,terminal_stage,decision,entry_combos,combos_passing_all_windows,min_full_signals_per_year,min_limited_core_signals_per_year,min_latest252_signals_per_year
nq_chartfanatics_measured_move_pullback,late_morning_15_30_two_sided_measured_continuation,pre_pnl_density_screen,FAIL,9,6,89.77056912241079,41.50378832247286,126.95124503823273
nq_chartfanatics_measured_move_pullback,late_morning_5_15_two_sided_measured_continuation,pre_pnl_density_screen,FAIL,9,6,95.21120967528417,27.885357779161453,147.77918367731777
nq_chartfanatics_measured_move_pullback,midday_5_15_two_sided_measured_continuation,pre_pnl_density_screen,FAIL,9,6,97.8667604213295,19.454900776159153,182.49241474245954
nq_chartfanatics_measured_move_pullback,morning_5_15_long_measured_breakout,pre_pnl_density_screen,FAIL,9,3,47.15221812490264,14.915423928388684,78.35272154703426
nq_chartfanatics_measured_move_pullback,morning_5_15_short_measured_breakdown,pre_pnl_density_screen,FAIL,9,0,35.75278077602508,8.4304570030023,49.59033009305966
