campaign_id,variant_id,instrument,timeframe,edge,signal_type,signal_time,direction,calendar_events,available_signal_bars,missing_signal_bars,events_per_year,latest_365d_events,terminal_stage,decision,failure_reason
nq_vix_expiration_pressure,post_vix_settlement_next_session_long_1000,NQ,1m,VIX expiration settlement pressure,next_regular_session,10:00:00,long,185,184,1,11.982843,12,pre_pnl_data_quality_event_density_screen,FAIL,Missing NQ signal-time bars for 1/185 VIX event sessions: 2011-04-21.
nq_vix_expiration_pressure,prior_session_late_hedge_unwind_long_1500,NQ,1m,VIX expiration settlement pressure,previous_regular_session,15:00:00,long,185,182,3,11.982843,12,pre_pnl_data_quality_event_density_screen,FAIL,"Missing NQ signal-time bars for 3/185 VIX event sessions: 2011-03-15, 2011-10-18, 2014-03-17."
nq_vix_expiration_pressure,vix_settlement_late_reversal_long_1500,NQ,1m,VIX expiration settlement pressure,vix_expiration_session,15:00:00,long,185,182,3,11.982843,12,pre_pnl_data_quality_event_density_screen,FAIL,"Missing NQ signal-time bars for 3/185 VIX event sessions: 2011-02-16, 2011-10-19, 2020-03-18."
nq_vix_expiration_pressure,vix_settlement_midday_reversal_long_1200,NQ,1m,VIX expiration settlement pressure,vix_expiration_session,12:00:00,long,185,182,3,11.982843,12,pre_pnl_data_quality_event_density_screen,FAIL,"Missing NQ signal-time bars for 3/185 VIX event sessions: 2011-02-16, 2011-10-19, 2020-03-18."
nq_vix_expiration_pressure,vix_settlement_open_pressure_short_1000,NQ,1m,VIX expiration settlement pressure,vix_expiration_session,10:00:00,short,185,182,3,11.982843,12,pre_pnl_data_quality_event_density_screen,FAIL,"Missing NQ signal-time bars for 3/185 VIX event sessions: 2011-02-16, 2011-10-19, 2020-03-18."
