selection_objective,train_start,train_end,test_start,test_end,train_rows,test_rows,selected_params,train_run_id,train_total_trades,train_trades_per_year,train_net_profit,train_profit_factor,train_expectancy_r,train_max_drawdown,train_max_drawdown_pct,train_cagr,train_mar,train_win_rate,train_apex_rule_violations,test_total_trades,test_trades_per_year,test_net_profit,test_profit_factor,test_expectancy_r,test_max_drawdown,test_max_drawdown_pct,test_cagr,test_mar,test_worst_day,test_best_day,test_best_day_concentration,test_max_consecutive_losses,test_positive_month_rate,test_win_rate,test_average_trade,test_apex_rule_violations,test_apex_forced_flatten_trades,entry.params.share_rank_min,entry.params.min_abs_return_ticks,sl.params.stop_pct,tp.params.target_r_multiple
MAR,2021-06-09,2025-06-08,2025-06-09,2026-06-09,388050,97110,"{'entry.params.share_rank_min': np.float64(0.35), 'entry.params.min_abs_return_ticks': np.int64(4), 'sl.params.stop_pct': np.float64(0.006), 'tp.params.target_r_multiple': np.float64(1.5)}",25,243,60.914168060738646,27010.0,1.429633753529248,0.08006044557143577,3860.0,0.023417356750690083,0.04237794778418236,1.8096810940429273,0.5432098765432098,0,81,83.09004739336493,-13517.5,0.6568509233991242,-0.07632061940897855,18070.0,0.11740627639529595,-0.09233118190265321,-0.7864245825477231,-2167.5,2657.5,0.0,4,0.23076923076923078,0.43209876543209874,-166.8827160493827,0,0,0.35,4,0.006,1.5
