campaign_id,variant_id,symbol,test_run_id,terminal_stage,stage_status,passed,total_combinations,profitable_iterations,profitable_iteration_rate,benchmark_passing_iterations,apex_rule_violating_iterations,top_run_id,top_net_profit,top_profit_factor,top_expectancy_r,top_mar,top_max_drawdown,top_win_rate,top_total_trades,top_trades_per_year,top_consecutive_losses,top_failure_reason,effective_config_path,source_config_path,variant_summary_path
es_video_aoi_lvn_orderflow_playbook,trend_lvn_buyer_trap_short_sierra_developing_vap_3m_1500,ES,run4,limited_core_grid_test,failed,False,81,0,0.0,0,0,19,-5067.5,0.46119085592769804,-0.4547045142430543,-0.6448437937422108,5160.0,0.2604166666666667,96,62.62267267937671,10,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/trend_lvn_buyer_trap_short_sierra_developing_vap_3m_1500/ES/run4/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_3m_sierra_developing_vap_run4/trend_lvn_buyer_trap_short_sierra_developing_vap_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/trend_lvn_buyer_trap_short_sierra_developing_vap_3m_1500/ES/run4/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,trend_lvn_seller_trap_long_sierra_developing_vap_3m_1500,ES,run4,limited_core_grid_test,failed,False,81,0,0.0,0,0,24,-1482.5,0.8326277166243297,-0.19587363090968854,-0.38007605985568843,2557.5,0.2403846153846154,104,67.95120914996143,13,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/trend_lvn_seller_trap_long_sierra_developing_vap_3m_1500/ES/run4/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_3m_sierra_developing_vap_run4/trend_lvn_seller_trap_long_sierra_developing_vap_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/trend_lvn_seller_trap_long_sierra_developing_vap_3m_1500/ES/run4/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,trend_lvn_two_sided_base_sierra_developing_vap_3m_1500,ES,run4,limited_core_grid_test,failed,False,81,0,0.0,0,0,19,-6722.5,0.5646049222797928,-0.3867703701571517,-0.6379138309126621,6907.5,0.28125,192,124.80697643377282,14,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/trend_lvn_two_sided_base_sierra_developing_vap_3m_1500/ES/run4/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_3m_sierra_developing_vap_run4/trend_lvn_two_sided_base_sierra_developing_vap_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/trend_lvn_two_sided_base_sierra_developing_vap_3m_1500/ES/run4/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,trend_lvn_two_sided_delta_shift_sierra_developing_vap_3m_1500,ES,run4,limited_core_grid_test,failed,False,81,0,0.0,0,0,19,-5487.5,0.5815859702630576,-0.32580760421181937,-0.6255690698651735,5765.0,0.3032258064516129,155,101.11441445799271,9,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/trend_lvn_two_sided_delta_shift_sierra_developing_vap_3m_1500/ES/run4/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_3m_sierra_developing_vap_run4/trend_lvn_two_sided_delta_shift_sierra_developing_vap_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/trend_lvn_two_sided_delta_shift_sierra_developing_vap_3m_1500/ES/run4/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,trend_lvn_two_sided_strong_sierra_developing_vap_3m_1500,ES,run4,limited_core_grid_test,failed,False,81,0,0.0,0,0,10,-5365.0,0.5370010787486516,-0.3962593546990201,-0.6274459763085428,5627.5,0.2753623188405797,138,90.17745392198886,9,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/trend_lvn_two_sided_strong_sierra_developing_vap_3m_1500/ES/run4/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_3m_sierra_developing_vap_run4/trend_lvn_two_sided_strong_sierra_developing_vap_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/trend_lvn_two_sided_strong_sierra_developing_vap_3m_1500/ES/run4/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model1_range_midpoint_two_sided_exact_3m_1500,ES,run5,limited_core_grid_test,failed,False,81,0,0.0,0,0,27,-7070.0,0.5008824567596187,-0.22291776770583,-0.6526379440630198,7605.0,0.44607843137254904,204,141.89474519450118,9,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_midpoint_two_sided_exact_3m_1500/ES/run5/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_run5/video_model1_range_midpoint_two_sided_exact_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_midpoint_two_sided_exact_3m_1500/ES/run5/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model1_range_opposite_edge_two_sided_exact_3m_1500,ES,run5,limited_core_grid_test,failed,False,81,0,0.0,0,0,21,-6577.5,0.5071187710753091,-0.3691933520908739,-0.6538122387323302,7045.0,0.29064039408866993,203,141.19638181385383,13,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_opposite_edge_two_sided_exact_3m_1500/ES/run5/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_run5/video_model1_range_opposite_edge_two_sided_exact_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_opposite_edge_two_sided_exact_3m_1500/ES/run5/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_buyer_trap_short_exact_3m_1500,ES,run5,limited_core_grid_test,failed,False,81,0,0.0,0,0,21,-5.0,0.9991273996509599,-0.1630622224566324,-0.001453412356385023,2465.0,0.32967032967032966,91,65.03179416943846,10,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_buyer_trap_short_exact_3m_1500/ES/run5/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_run5/video_model2_trend_lvn_buyer_trap_short_exact_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_buyer_trap_short_exact_3m_1500/ES/run5/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_seller_trap_long_exact_3m_1500,ES,run5,limited_core_grid_test,failed,False,81,0,0.0,0,0,24,-3792.5,0.5655784650630011,-0.2627834210808349,-0.600370716561193,4482.5,0.25862068965517243,116,81.62764655120512,16,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_seller_trap_long_exact_3m_1500/ES/run5/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_run5/video_model2_trend_lvn_seller_trap_long_exact_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_seller_trap_long_exact_3m_1500/ES/run5/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_structural_two_sided_exact_3m_1500,ES,run5,limited_core_grid_test,failed,False,81,0,0.0,0,0,24,-3707.5,0.7388624757879908,-0.18894245998930656,-0.5283860810750869,4980.0,0.29381443298969073,194,136.51520199080855,14,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_structural_two_sided_exact_3m_1500/ES/run5/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_run5/video_model2_trend_lvn_structural_two_sided_exact_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_structural_two_sided_exact_3m_1500/ES/run5/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model1_range_midpoint_quality_minrr_3m_1500,ES,run6,limited_core_grid_test,failed,False,54,6,0.1111111111111111,0,0,36,162.5,1.0840879689521346,0.12383897801544858,0.1279714380030331,950.0,0.44,25,18.706067628644224,4,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_midpoint_quality_minrr_3m_1500/ES/run6/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_quality_run6/video_model1_range_midpoint_quality_minrr_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_midpoint_quality_minrr_3m_1500/ES/run6/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model1_range_opposite_edge_quality_minrr_3m_1500,ES,run6,limited_core_grid_test,failed,False,54,0,0.0,0,0,36,-50.0,0.9753086419753086,-0.0010816569051863211,-0.03363029687369214,1112.5,0.4,25,18.706067628644224,7,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_opposite_edge_quality_minrr_3m_1500/ES/run6/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_quality_run6/video_model1_range_opposite_edge_quality_minrr_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_opposite_edge_quality_minrr_3m_1500/ES/run6/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_long_high_confluence_minrr_3m_1500,ES,run6,limited_core_grid_test,failed,False,54,0,0.0,0,0,54,-920.0,0.6771929824561403,-0.08818681318681316,-0.36640303799357665,1775.0,0.3103448275862069,29,20.402407704654898,7,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_long_high_confluence_minrr_3m_1500/ES/run6/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_quality_run6/video_model2_trend_lvn_long_high_confluence_minrr_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_long_high_confluence_minrr_3m_1500/ES/run6/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_high_confluence_minrr_3m_1500,ES,run6,limited_monkey_test,failed,False,54,40,0.7407407407407407,0,0,1,1150.0,1.2270483711747284,-0.05299028408363449,0.4598106461613078,1800.0,0.26153846153846155,65,46.554513366886724,12,min_trades_per_year;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_high_confluence_minrr_3m_1500/ES/run6/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_quality_run6/video_model2_trend_lvn_short_high_confluence_minrr_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_high_confluence_minrr_3m_1500/ES/run6/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_two_sided_high_confluence_minrr_3m_1500,ES,run6,limited_core_grid_test,failed,False,54,0,0.0,0,0,53,-520.0,0.8937148696985181,-0.05214870163849751,-0.13045773901787214,2815.0,0.2653061224489796,49,34.47303370786517,10,min_total_net_profit;min_trades_per_year;max_consecutive_losses;preferred_min_total_trades,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_two_sided_high_confluence_minrr_3m_1500/ES/run6/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_quality_run6/video_model2_trend_lvn_two_sided_high_confluence_minrr_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_two_sided_high_confluence_minrr_3m_1500/ES/run6/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model1_range_midpoint_two_sided_orb30_exact_3m_1500,ES,run7,limited_core_grid_test,failed,False,81,0,0.0,0,0,81,-7417.5,0.4900309384668271,-0.2293162600772538,-0.6511459783101593,8000.0,0.4466019417475728,206,143.2858701473885,9,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_midpoint_two_sided_orb30_exact_3m_1500/ES/run7/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_orb30_run7/video_model1_range_midpoint_two_sided_orb30_exact_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_midpoint_two_sided_orb30_exact_3m_1500/ES/run7/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model1_range_opposite_edge_two_sided_orb30_exact_3m_1500,ES,run7,limited_core_grid_test,failed,False,81,0,0.0,0,0,21,-6887.5,0.4951438519332967,-0.3766911384140502,-0.6654845619591911,7250.0,0.2878048780487804,205,142.5874791716258,13,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_opposite_edge_two_sided_orb30_exact_3m_1500/ES/run7/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_orb30_run7/video_model1_range_opposite_edge_two_sided_orb30_exact_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_opposite_edge_two_sided_orb30_exact_3m_1500/ES/run7/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_buyer_trap_short_orb30_exact_3m_1500,ES,run7,limited_core_grid_test,failed,False,81,0,0.0,0,0,21,-5.0,0.99912739965096,-0.1630622224566324,-0.001453412356385,2465.0,0.3296703296703296,91,65.03179416943846,10,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_buyer_trap_short_orb30_exact_3m_1500/ES/run7/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_orb30_run7/video_model2_trend_lvn_buyer_trap_short_orb30_exact_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_buyer_trap_short_orb30_exact_3m_1500/ES/run7/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_seller_trap_long_orb30_exact_3m_1500,ES,run7,limited_core_grid_test,failed,False,81,0,0.0,0,0,51,-3792.5,0.5655784650630011,-0.2627834210808349,-0.600370716561193,4482.5,0.2586206896551724,116,81.62764655120512,16,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_seller_trap_long_orb30_exact_3m_1500/ES/run7/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_orb30_run7/video_model2_trend_lvn_seller_trap_long_orb30_exact_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_seller_trap_long_orb30_exact_3m_1500/ES/run7/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_structural_two_sided_orb30_exact_3m_1500,ES,run7,limited_core_grid_test,failed,False,81,0,0.0,0,0,24,-3707.5,0.7388624757879908,-0.1889424599893065,-0.5283860810750869,4980.0,0.2938144329896907,194,136.51520199080855,14,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_structural_two_sided_orb30_exact_3m_1500/ES/run7/effective_config.yaml,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_orb30_run7/video_model2_trend_lvn_structural_two_sided_orb30_exact_3m_1500/config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_structural_two_sided_orb30_exact_3m_1500/ES/run7/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,ALL_3M_RUN7_EXACT_ORB30,ES,run7,limited_core_grid_test,failed,False,405,0,0.0,0,0,,,,,,,,,,,all five exact-ORB variants failed limited_core_grid_test; 0/405 profitable core rows and 0 benchmark-pass rows,,campaigns/es_video_aoi_lvn_orderflow_playbook/rescue_attempts/user_exact_video_orb30_run7,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/campaign_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model1_range_vah_buyer_trap_short_quality_orb30_3m_1500,ES,run8,limited_core_grid_test,failed,False,24,0,0.0,0,0,13,-305.0,0.7142857142857143,-0.2192708333333333,-0.4740709180679328,507.5,0.3125,16,12.618453192264612,5,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_vah_buyer_trap_short_quality_orb30_3m_1500/ES/run8/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_vah_buyer_trap_short_quality_orb30_3m_1500/ES/run8/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_vah_buyer_trap_short_quality_orb30_3m_1500/ES/run8/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_confirmed_orb30_3m_1500,ES,run8,limited_core_grid_test,failed,False,36,16,0.4444444444444444,0,0,1,897.5,1.1665893271461716,-0.0651015904114106,0.3256197273693955,1985.0,0.2647058823529412,68,48.70318321458919,12,min_trades_per_year;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_confirmed_orb30_3m_1500/ES/run8/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_confirmed_orb30_3m_1500/ES/run8/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_confirmed_orb30_3m_1500/ES/run8/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_quality_orb30_minrr_3m_1500,ES,run8,limited_core_grid_test,failed,False,54,33,0.6111111111111112,0,0,1,897.5,1.1665893271461716,-0.0651015904114106,0.3256197273693955,1985.0,0.2647058823529412,68,48.70318321458919,12,min_trades_per_year;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_quality_orb30_minrr_3m_1500/ES/run8/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_quality_orb30_minrr_3m_1500/ES/run8/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_quality_orb30_minrr_3m_1500/ES/run8/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_stronger_trend_orb30_3m_1500,ES,run8,limited_core_grid_test,failed,False,24,14,0.5833333333333334,0,0,17,2570.0,2.439775910364146,0.2848931545862492,4.26268587177114,470.0,0.3461538461538461,26,20.162777119198857,4,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_stronger_trend_orb30_3m_1500/ES/run8/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_stronger_trend_orb30_3m_1500/ES/run8/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_stronger_trend_orb30_3m_1500/ES/run8/variant_test_summary.json
