campaign_id,variant_id,run_id,symbol,timeframe,config_path,report_path,terminal_stage,stage_status,passed,decision,percentage_profitable_iterations,profitable_iterations,total_combinations_tested,number_passing_benchmark,apex_rule_violating_iterations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trade_count,top_trades_per_year,top_best_day_concentration,top_failure_reason,rescue_attempt
es_rolling_range_orderflow_sweep_reversal,afternoon_signed_24bar_sweep_reclaim_1500,rescue1,ES,5m,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/afternoon_signed_24bar_sweep_reclaim_1500/ES/rescue1/effective_config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/afternoon_signed_24bar_sweep_reclaim_1500/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.037037037037037035,3,81,0,0,675.0,1.4272151898734178,1.107462152425031,0.23918188636841892,30,22.270712773465068,0.32592592592592595,min_trades_per_year;preferred_min_total_trades,parameter_space_only
es_rolling_range_orderflow_sweep_reversal,afternoon_signed_24bar_sweep_reclaim_1500,run1,ES,5m,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/afternoon_signed_24bar_sweep_reclaim_1500/ES/run1/effective_config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/afternoon_signed_24bar_sweep_reclaim_1500/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,0,-5941.25,0.5851082402234636,-0.6449756845818734,-0.3186648416079616,227,148.0612866222291,0.0,min_total_net_profit;max_consecutive_losses,none
es_rolling_range_orderflow_sweep_reversal,all_day_large20_36bar_sweep_reclaim_1500,rescue1,ES,5m,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/all_day_large20_36bar_sweep_reclaim_1500/ES/rescue1/effective_config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/all_day_large20_36bar_sweep_reclaim_1500/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.09876543209876543,8,81,0,0,65.0,1.3880597014925373,1.0673149372522188,0.4083333333333333,2,5.490187891440502,3.576923076923077,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,parameter_space_only
es_rolling_range_orderflow_sweep_reversal,all_day_large20_36bar_sweep_reclaim_1500,run1,ES,5m,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/all_day_large20_36bar_sweep_reclaim_1500/ES/run1/effective_config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/all_day_large20_36bar_sweep_reclaim_1500/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,0,-3412.5,0.5699432892249527,-0.6467854373113856,-0.22025005188048666,115,76.50714344441143,0.0,min_total_net_profit,none
es_rolling_range_orderflow_sweep_reversal,midday_signed_24bar_sweep_reclaim_1400,rescue1,ES,5m,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/midday_signed_24bar_sweep_reclaim_1400/ES/rescue1/effective_config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/midday_signed_24bar_sweep_reclaim_1400/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.037037037037037035,3,81,0,0,395.0,1.1539961013645224,0.6695313479736004,0.07448514761434792,41,28.967223684917524,0.4936708860759494,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,parameter_space_only
es_rolling_range_orderflow_sweep_reversal,midday_signed_24bar_sweep_reclaim_1400,run1,ES,5m,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/midday_signed_24bar_sweep_reclaim_1400/ES/run1/effective_config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/midday_signed_24bar_sweep_reclaim_1400/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,0,-4578.75,0.33856988082340195,-0.6615587431074402,-0.5601626245694042,177,116.69759133557714,0.0,min_total_net_profit,none
es_rolling_range_orderflow_sweep_reversal,morning_large10_12bar_sweep_reclaim_1130,rescue1,ES,5m,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/morning_large10_12bar_sweep_reclaim_1130/ES/rescue1/effective_config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/morning_large10_12bar_sweep_reclaim_1130/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,min_trades_per_year;preferred_min_total_trades,parameter_space_only
es_rolling_range_orderflow_sweep_reversal,morning_large10_12bar_sweep_reclaim_1130,run1,ES,5m,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/morning_large10_12bar_sweep_reclaim_1130/ES/run1/effective_config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/morning_large10_12bar_sweep_reclaim_1130/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,0,-3741.25,0.2430450177035913,-0.6645743296142318,-0.7441919191919191,102,67.49864116758933,0.0,min_total_net_profit;max_consecutive_losses,none
es_rolling_range_orderflow_sweep_reversal,morning_signed_12bar_sweep_reclaim_1130,rescue1,ES,5m,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/morning_signed_12bar_sweep_reclaim_1130/ES/rescue1/effective_config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/morning_signed_12bar_sweep_reclaim_1130/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,min_trades_per_year;preferred_min_total_trades,parameter_space_only
es_rolling_range_orderflow_sweep_reversal,morning_signed_12bar_sweep_reclaim_1130,run1,ES,5m,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/morning_signed_12bar_sweep_reclaim_1130/ES/run1/effective_config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/morning_signed_12bar_sweep_reclaim_1130/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,0,-3621.875,0.22568145376803847,-0.6644832680931233,-0.7863830029619503,95,62.86638147961751,0.0,min_total_net_profit;max_consecutive_losses,none
