wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.min_impulse_ticks,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
5,2015-01-03,2019-01-03,2019-01-03,2020-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,81,16,0.06,0.005,2.0,644,644,644,0,0,0,0,0,0,0,644,161.3335810125316,25565.0,1.185859687386405,0.08920326578975031,6465.0,0.03661852166525064,0.040212510944306334,1.0981467605904536,0.4829192546583851,0,0,True,-785.0,0.05867396831605711,8,False,min_profit_factor
5,2015-01-03,2019-01-03,2019-01-03,2020-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,72,16,0.03,0.005,2.0,656,656,656,0,0,0,0,0,0,0,656,164.33979680779618,22625.0,1.1599505125486038,0.07720062684743464,6465.0,0.03721566838297595,0.035820999935381126,0.9625246970377453,0.47560975609756095,0,0,True,-785.0,0.06629834254143646,8,False,min_profit_factor
5,2015-01-03,2019-01-03,2019-01-03,2020-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,15,8,0.03,0.0035,2.0,714,714,714,0,0,0,0,0,0,0,714,178.8651541167253,17975.0,1.1353182519667255,0.0768127153484801,5215.0,0.030265219662236668,0.02875861648836886,0.9502199821880801,0.44537815126050423,0,0,True,-550.0,0.05897079276773296,9,False,min_profit_factor;max_consecutive_losses
5,2015-01-03,2019-01-03,2019-01-03,2020-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,80,16,0.06,0.005,1.5,644,644,644,0,0,0,0,0,0,0,644,161.3335810125316,22585.0,1.1692838136641308,0.07757663339526945,6605.0,0.03791673244449547,0.03576086627612529,0.9431420898009593,0.4922360248447205,0,0,True,-785.0,0.050365286694708876,8,False,min_profit_factor
5,2015-01-03,2019-01-03,2019-01-03,2020-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,51,12,0.06,0.0035,2.0,674,674,674,0,0,0,0,0,0,0,674,168.85113112149998,18775.0,1.1492270397011486,0.08871545106821369,4970.0,0.032088323594925264,0.029984992086791395,0.9344518107369589,0.45252225519287836,0,0,True,-550.0,0.05645805592543276,10,False,min_profit_factor;max_consecutive_losses
5,2015-01-03,2019-01-03,2019-01-03,2020-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,54,12,0.06,0.005,2.0,674,674,674,0,0,0,0,0,0,0,674,168.849120500693,24010.0,1.167527211833659,0.08346903636588829,7130.0,0.040979366630266106,0.03789671660065097,0.924775556991201,0.4821958456973294,0,0,True,-780.0,0.06247396917950854,9,False,min_profit_factor;max_consecutive_losses
5,2015-01-03,2019-01-03,2019-01-03,2020-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,78,16,0.06,0.0035,2.0,644,644,644,0,0,0,0,0,0,0,644,161.33550213983085,18985.0,1.1571540913041678,0.09058559337947955,5110.0,0.03314630428437064,0.03030590245745124,0.914307133532871,0.453416149068323,0,0,True,-550.0,0.05583355280484593,10,False,min_profit_factor;max_consecutive_losses
5,2015-01-03,2019-01-03,2019-01-03,2020-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,42,12,0.03,0.0035,2.0,685,685,685,0,0,0,0,0,0,0,685,171.606861748112,18325.0,1.1433881064162754,0.08279287338998963,5670.0,0.03258714330871577,0.029296317973254826,0.899014611244528,0.44963503649635034,0,0,True,-550.0,0.057844474761255114,10,False,min_profit_factor;max_consecutive_losses
5,2015-01-03,2019-01-03,2019-01-03,2020-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,69,16,0.03,0.0035,2.0,656,656,656,0,0,0,0,0,0,0,656,164.3417537324985,18235.0,1.1480173708348553,0.08309241825711283,5670.0,0.03260400793536701,0.02915841760707516,0.8943200377351685,0.4496951219512195,0,0,True,-550.0,0.058129969838223196,10,False,min_profit_factor;max_consecutive_losses
5,2015-01-03,2019-01-03,2019-01-03,2020-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,68,16,0.03,0.0035,1.5,656,656,656,0,0,0,0,0,0,0,656,164.3417537324985,18202.5,1.1549478612470738,0.08580677055087502,5100.0,0.03290641029777075,0.029108606664606684,0.8845877262576602,0.47560975609756095,0,0,True,-550.0,0.04395000686718857,10,False,min_profit_factor;max_consecutive_losses
