wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.min_impulse_ticks,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,54,12,0.06,0.005,2.0,652,652,652,0,0,0,0,0,0,0,652,163.0899233359332,23340.0,1.2315476190476191,0.09268468091125223,5530.0,0.03468606912124443,0.03683714052331388,1.0620154274198794,0.5,0,0,True,-645.0,0.054413024850042846,9,False,max_consecutive_losses
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,27,8,0.06,0.005,2.0,695,695,695,0,0,0,0,0,0,0,695,173.84585386268952,21460.0,1.197851841607892,0.084949995689078,5915.0,0.0366083861983599,0.034012762773503624,0.9290975731409717,0.4935251798561151,0,0,True,-655.0,0.05917986952469711,9,False,min_profit_factor;max_consecutive_losses
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,45,12,0.03,0.005,2.0,661,661,661,0,0,0,0,0,0,0,661,165.34116460897522,21110.0,1.2034698795180723,0.08360527727472868,6235.0,0.039578506363665215,0.03348438649635077,0.8460245110990567,0.4962178517397882,0,0,True,-645.0,0.060161061108479394,9,False,max_consecutive_losses
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,81,16,0.06,0.005,2.0,615,615,615,0,0,0,0,0,0,0,615,153.8348203245382,19620.0,1.2007161125319694,0.08282219056773868,5815.0,0.0373246894958118,0.031225901837043768,0.8366017844715794,0.4943089430894309,0,0,True,-645.0,0.06472986748216106,8,True,
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,53,12,0.06,0.005,1.5,652,652,652,0,0,0,0,0,0,0,652,163.0899233359332,19537.5,1.1938244047619047,0.07899353197830328,5915.0,0.037322144051487524,0.031100417520860457,0.833296647640502,0.5,0,0,True,-645.0,0.04900831733845169,9,False,min_profit_factor;max_consecutive_losses
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,36,12,0.0,0.005,2.0,677,677,677,0,0,0,0,0,0,0,677,169.34337131660547,20460.0,1.191959468968429,0.07974975634472789,6330.0,0.04010009185645054,0.03250096227964572,0.8104959558694272,0.49926144756277696,0,0,True,-645.0,0.06207233626588465,9,False,min_profit_factor;max_consecutive_losses
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,9,8,0.0,0.005,2.0,721,721,721,0,0,0,0,0,0,0,721,180.3494397625887,20050.0,1.1764809435789103,0.07734963867550776,6540.0,0.04075147210019628,0.031879201400510704,0.7822834306973946,0.49514563106796117,0,0,True,-655.0,0.06334164588528678,9,False,min_profit_factor;max_consecutive_losses
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,12,8,0.03,0.002,2.0,705,705,705,0,0,0,0,0,0,0,705,176.35687838425923,10785.0,1.141303635768097,0.11135271345822445,3525.0,0.02267026818444916,0.01752043302021078,0.7728374837766168,0.4198581560283688,0,0,True,-270.0,0.04728789986091794,9,False,min_profit_factor;max_consecutive_losses
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,18,8,0.03,0.005,2.0,705,705,705,0,0,0,0,0,0,0,705,176.34723305495845,19240.0,1.1721931355439208,0.07609984923494208,6460.0,0.040544781271574716,0.03064753285083799,0.755893406985142,0.48936170212765956,0,0,True,-655.0,0.06600831600831601,9,False,min_profit_factor;max_consecutive_losses
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,42,12,0.03,0.0035,2.0,661,661,661,0,0,0,0,0,0,0,661,165.34116460897522,13135.0,1.1344146541137945,0.07851936739647805,4485.0,0.028671983468405927,0.021219267299744216,0.7400697382211465,0.46142208774583965,0,0,True,-465.0,0.06851922344880092,10,False,min_profit_factor;max_consecutive_losses
