wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.min_impulse_ticks,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
9,2019-01-03,2023-01-03,2023-01-03,2024-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,11,8,0.03,0.002,1.5,796,796,796,0,0,0,0,0,0,0,796,199.54204825737264,38700.0,1.1937955381957486,0.0971459663590686,5862.5,0.03041188981688022,0.05922455321875919,1.9474144347940654,0.4484924623115578,0,0,True,-680.0,0.025516795865633074,8,False,min_profit_factor
9,2019-01-03,2023-01-03,2023-01-03,2024-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,3,8,0.0,0.002,2.0,804,804,804,0,0,0,0,0,0,0,804,201.5474959785523,51880.0,1.234226506241676,0.1264386166210536,8730.0,0.04206316702401889,0.07730420531920035,1.8378122901458689,0.39303482587064675,0,0,True,-680.0,0.025250578257517347,10,False,min_win_rate;max_consecutive_losses
9,2019-01-03,2023-01-03,2023-01-03,2024-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,12,8,0.03,0.002,2.0,796,796,796,0,0,0,0,0,0,0,796,199.54204825737264,49145.0,1.2230922874392847,0.12629065044247606,8260.0,0.04016044730764556,0.07362681241203672,1.8333165427173914,0.39321608040201006,0,0,True,-680.0,0.02665581442669651,10,False,min_win_rate;max_consecutive_losses
9,2019-01-03,2023-01-03,2023-01-03,2024-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,30,12,0.0,0.002,2.0,797,797,797,0,0,0,0,0,0,0,797,199.7927292225201,49560.0,1.2240506329113925,0.12076869239980154,8730.0,0.04253867706176148,0.07418723366660918,1.7439948487090342,0.3889585947302384,0,0,True,-680.0,0.026432606941081516,10,False,min_win_rate;max_consecutive_losses
9,2019-01-03,2023-01-03,2023-01-03,2024-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,57,16,0.0,0.002,2.0,790,790,790,0,0,0,0,0,0,0,790,198.03796246648793,49370.0,1.2239002267573695,0.12105103729127345,8730.0,0.042578096422562,0.07393076375236274,1.7363567177509387,0.38734177215189874,0,0,True,-680.0,0.02653433259064209,10,False,min_win_rate;max_consecutive_losses
9,2019-01-03,2023-01-03,2023-01-03,2024-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,39,12,0.03,0.002,2.0,790,790,790,0,0,0,0,0,0,0,790,198.03796246648793,46530.0,1.2112215715647556,0.11912128350870452,8260.0,0.040677632226928,0.07007520639512332,1.7226962966820512,0.3886075949367089,0,0,True,-680.0,0.028153879217709003,10,False,min_win_rate;max_consecutive_losses
9,2019-01-03,2023-01-03,2023-01-03,2024-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,66,16,0.03,0.002,2.0,782,782,782,0,0,0,0,0,0,0,782,196.0325147453083,46025.0,1.2095951546063117,0.11880678901888002,8260.0,0.04077904766606601,0.06938525783473137,1.701492845122762,0.38618925831202044,0,0,True,-680.0,0.02846279196089082,10,False,min_win_rate;max_consecutive_losses
9,2019-01-03,2023-01-03,2023-01-03,2024-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,18,8,0.03,0.005,2.0,796,796,796,0,0,0,0,0,0,0,796,199.5396706622501,85805.0,1.2057377835323455,0.08432237543392619,17885.0,0.07202835222810657,0.1200789473028403,1.667106682137644,0.457286432160804,0,0,True,-1685.0,0.03822621059378824,10,False,max_consecutive_losses
9,2019-01-03,2023-01-03,2023-01-03,2024-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,38,12,0.03,0.002,1.5,790,790,790,0,0,0,0,0,0,0,790,198.03796246648793,36162.5,1.1810886602068154,0.08972236888039264,5862.5,0.03374303885062774,0.055635802235115106,1.6488082914346076,0.4443037974683544,0,0,True,-680.0,0.027307293466989284,8,False,min_profit_factor
9,2019-01-03,2023-01-03,2023-01-03,2024-01-03,MAR,5499e83d5e81934ebf55a1771db8258104e6398004050b11fb182f26f7c1c957,79a817cca75130793cf9356a3e230392b37416c5f9173bc67de43fa11c3d98f6,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,45,12,0.03,0.005,2.0,790,790,790,0,0,0,0,0,0,0,790,198.03560279293666,81750.0,1.1956748088131455,0.0794749287804521,17885.0,0.07322415557830092,0.11521912952336333,1.5735125740051157,0.4531645569620253,0,0,True,-1685.0,0.04012232415902141,10,False,min_profit_factor;max_consecutive_losses
