window_id,train_start,train_end,test_start,test_end,objective,train_objective,selected_params,train_mar,train_cagr,train_max_drawdown_pct,train_net_profit,train_profit_factor,train_max_drawdown,test_mar,test_cagr,test_max_drawdown_pct,test_net_profit,test_profit_factor,test_max_drawdown,test_trades,test_passed
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.847720090271861,"{'entry.params.min_impulse_ticks': 12, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.005, 'tp.params.target_r_multiple': 1.5}",0.847720090271861,0.016419236479403798,0.019368700432873077,10090.0,1.1410498357447403,3065.0,-0.013844104574938256,-0.0005099203936622665,0.03683303538354995,-75.0,0.9975747776879548,5717.5,164,False
2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",0.3536706624440069,0.009820798161074062,0.02776820133513022,5960.0,1.0693386074108546,4430.0,4.250705691310498,0.06409345784426801,0.01507830993222867,9445.0,1.3960167714884697,2325.0,169,False
3,2013-01-03,2017-01-03,2017-01-03,2018-01-03,MAR,1.0137352196448743,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.005, 'tp.params.target_r_multiple': 2.0}",1.0137352196448743,0.03683309575969429,0.03633403974323536,23250.0,1.2385716484531322,5915.0,-0.12227593761917435,-0.0038108113251286158,0.031165668399921017,-570.0,0.9799507562434049,4735.0,168,False
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,1.0620154274198794,"{'entry.params.min_impulse_ticks': 12, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.005, 'tp.params.target_r_multiple': 2.0}",1.0620154274198794,0.03683714052331388,0.03468606912124443,23340.0,1.2315476190476191,5530.0,0.5422566046343702,0.025148234623670218,0.04637700013008976,3760.0,1.0577972484820537,7130.0,192,False
5,2015-01-03,2019-01-03,2019-01-03,2020-01-03,MAR,1.0981467605904536,"{'entry.params.min_impulse_ticks': 16, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.005, 'tp.params.target_r_multiple': 2.0}",1.0981467605904536,0.040212510944306334,0.03661852166525064,25565.0,1.185859687386405,6465.0,0.0862654725849349,0.005013857018881129,0.058121249077313135,750.0,1.0148235991698784,9055.0,176,False
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,1.0665672249568197,"{'entry.params.min_impulse_ticks': 16, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.005, 'tp.params.target_r_multiple': 1.5}",1.0665672249568197,0.0403567628370749,0.03783799266727773,25685.0,1.1679306963059823,6720.0,2.1713192462480766,0.13820679373517808,0.06365107018417122,20605.0,1.2118439315272709,10230.0,198,False
7,2017-01-03,2021-01-03,2021-01-03,2022-01-03,MAR,0.8426911475226276,"{'entry.params.min_impulse_ticks': 16, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.005, 'tp.params.target_r_multiple': 1.5}",0.8426911475226276,0.05001003851465646,0.05934563174382179,32265.0,1.1411540817219354,10230.0,6.392275065735524,0.3605524970563101,0.056404408969973396,53215.0,1.5325494120590444,9275.0,199,False
8,2018-01-03,2022-01-03,2022-01-03,2023-01-03,MAR,2.4279951161606292,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.005, 'tp.params.target_r_multiple': 1.0}",2.4279951161606292,0.11652215715411396,0.04799110030269319,82845.0,1.2952318163999856,9275.0,-0.30958262761681443,-0.04537886740137709,0.14658079411854058,-6730.0,0.9483796740172579,24125.0,205,False
9,2019-01-03,2023-01-03,2023-01-03,2024-01-03,MAR,1.9474144347940654,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.03, 'sl.params.stop_pct': 0.002, 'tp.params.target_r_multiple': 1.5}",1.9474144347940654,0.05922455321875919,0.03041188981688022,38700.0,1.1937955381957486,5862.5,-0.4714351070204521,-0.041802425939532206,0.08867058332530739,-6250.0,0.9122622306450481,13810.0,200,False
10,2020-01-03,2024-01-03,2024-01-03,2025-01-03,MAR,1.467884777686776,"{'entry.params.min_impulse_ticks': 16, 'entry.params.min_orderflow_imbalance': 0.03, 'sl.params.stop_pct': 0.005, 'tp.params.target_r_multiple': 2.0}",1.467884777686776,0.11834671792195106,0.08062398338134713,84565.0,1.1687250598563448,20570.0,-0.19789080052885957,-0.03780180958458479,0.1910235821147832,-5090.0,0.9682964808470881,33900.0,188,False
