variant_id,entry_combo,full_signals,signals_per_year_full,limited_core_start,limited_core_end,limited_core_signals,signals_per_year_limited_core,latest_252_signals,fails_full_50_per_year,fails_limited_core_50_per_year,fails_latest_252_50,passes_full_50_per_year,passes_limited_core_50_per_year,passes_latest_252_count_50
prior_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=2",901,59.546814,2011-02-22,2012-09-07,77,52.301887,65,False,False,False,True,True,True
prior_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=3",1118,73.888277,2011-02-22,2012-09-07,95,64.528302,78,False,False,False,True,True,True
prior_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=6",1384,91.468135,2011-02-22,2012-09-07,118,80.150943,90,False,False,False,True,True,True
prior_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=2",787,52.012589,2011-02-22,2012-09-07,53,36.0,64,False,True,False,True,False,True
prior_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=3",985,65.098348,2011-02-22,2012-09-07,67,45.509434,77,False,True,False,True,False,True
prior_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=6",1273,84.132179,2011-02-22,2012-09-07,95,64.528302,89,False,False,False,True,True,True
prior_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=2",619,40.90952,2011-02-22,2012-09-07,29,19.698113,60,True,True,False,False,False,True
prior_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=3",806,53.268293,2011-02-22,2012-09-07,43,29.207547,75,False,True,False,True,False,True
prior_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=6",1084,71.641227,2011-02-22,2012-09-07,66,44.830189,87,False,True,False,True,False,True
prior_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=2",712,47.055862,2011-02-22,2012-09-07,79,53.660377,46,True,False,True,False,True,False
prior_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=3",875,57.828482,2011-02-22,2012-09-07,94,63.849057,58,False,False,False,True,True,True
prior_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=6",1075,71.04642,2011-02-22,2012-09-07,115,78.113208,69,False,False,False,True,True,True
prior_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=2",655,43.288749,2011-02-22,2012-09-07,64,43.471698,46,True,True,True,False,False,False
prior_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=3",817,53.995279,2011-02-22,2012-09-07,80,54.339623,58,False,False,False,True,True,True
prior_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=6",1025,67.741935,2011-02-22,2012-09-07,103,69.962264,69,False,False,False,True,True,True
prior_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=2",555,36.67978,2011-02-22,2012-09-07,53,36.0,46,True,True,True,False,False,False
prior_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=3",700,46.262785,2011-02-22,2012-09-07,66,44.830189,58,True,True,False,False,False,True
prior_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=6",905,59.811172,2011-02-22,2012-09-07,83,56.377358,69,False,False,False,True,True,True
prior_session_two_sided_fvg_inversion_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=2",2267,149.825334,2011-02-22,2012-09-07,212,144.0,153,False,False,False,True,True,True
prior_session_two_sided_fvg_inversion_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=3",2618,173.022817,2011-02-22,2012-09-07,251,170.490566,178,False,False,False,True,True,True
prior_session_two_sided_fvg_inversion_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=6",2983,197.145555,2011-02-22,2012-09-07,294,199.698113,203,False,False,False,True,True,True
prior_session_two_sided_fvg_inversion_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=2",2047,135.285602,2011-02-22,2012-09-07,170,115.471698,152,False,False,False,True,True,True
prior_session_two_sided_fvg_inversion_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=3",2422,160.069237,2011-02-22,2012-09-07,216,146.716981,177,False,False,False,True,True,True
prior_session_two_sided_fvg_inversion_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=6",2865,189.346971,2011-02-22,2012-09-07,267,181.358491,202,False,False,False,True,True,True
prior_session_two_sided_fvg_inversion_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=2",1657,109.510622,2011-02-22,2012-09-07,100,67.924528,145,False,False,False,True,True,True
prior_session_two_sided_fvg_inversion_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=3",2029,134.095987,2011-02-22,2012-09-07,143,97.132075,172,False,False,False,True,True,True
prior_session_two_sided_fvg_inversion_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=6",2533,167.405193,2011-02-22,2012-09-07,200,135.849057,198,False,False,False,True,True,True
session_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=2",2164,143.018096,2011-02-22,2012-09-07,198,134.490566,140,False,False,False,True,True,True
session_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=3",2505,165.554681,2011-02-22,2012-09-07,227,154.188679,161,False,False,False,True,True,True
