wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.min_spread_bps,entry.params.min_absorption_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,1,True,73,6,0.03,0.006,1.5,278,278,278,0,0,0,0,0,0,0,278,70.26640966162124,553.75,1.0234317147995344,0.0230704585290305,3983.75,0.025889520714865964,0.0009318098653783302,0.035991777354274376,0.4460431654676259,0,0,True,-542.5,1.492099322799097,9,False,min_profit_factor;min_expectancy_r;min_mar;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,2,False,74,6,0.03,0.006,2.0,278,278,278,0,0,0,0,0,0,0,278,70.26640966162124,597.5,1.0252829789484819,0.024846035921875474,4540.0,0.029389868910826993,0.0010053199278754477,0.0342063427001233,0.4460431654676259,0,0,True,-542.5,1.3514644351464435,9,False,min_profit_factor;min_expectancy_r;min_mar;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,3,False,76,6,0.03,0.008,1.5,278,278,278,0,0,0,0,0,0,0,278,70.26640966162124,466.25,1.019656408094435,0.016999700361439503,4015.0,0.026102149445369958,0.0007847418402042727,0.030064261253529508,0.4460431654676259,0,0,True,-542.5,1.6916890080428955,9,False,min_profit_factor;min_expectancy_r;min_mar;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,4,False,75,6,0.03,0.006,2.5,278,278,278,0,0,0,0,0,0,0,278,70.26640966162124,-140.0,0.9940759547233683,0.017748471698287926,4540.0,0.029530856167168062,-0.00023598871982133396,-0.00799125898976483,0.4460431654676259,0,0,False,-542.5,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,5,False,77,6,0.03,0.008,2.0,278,278,278,0,0,0,0,0,0,0,278,70.26640966162124,-177.5,0.9925168634064081,0.012340628701782265,4015.0,0.02621184919210054,-0.0002992279556814914,-0.011415751459903473,0.4460431654676259,0,0,False,-542.5,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,6,False,78,6,0.03,0.008,2.5,278,278,278,0,0,0,0,0,0,0,278,70.26640966162124,-490.0,0.9793423271500843,0.009910140659783432,4015.0,0.026265434622618367,-0.0008266820920722617,-0.03147414478191684,0.4460431654676259,0,0,False,-542.5,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,7,False,47,5,0.03,0.006,2.0,309,309,309,0,0,0,0,0,0,0,309,78.10187260949986,-720.0,0.972347575612098,0.014997178593417993,5260.0,0.03411707475271607,-0.0012154148673312326,-0.035624826458325626,0.4336569579288026,0,0,False,-555.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,8,False,46,5,0.03,0.006,1.5,309,309,309,0,0,0,0,0,0,0,309,78.10187260949986,-776.25,0.9701872299567931,0.013298600874288856,4703.75,0.03063085063085063,-0.001310553487759436,-0.042785409506044834,0.4336569579288026,0,0,False,-555.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,9,False,79,6,0.03,0.01,1.5,278,278,278,0,0,0,0,0,0,0,278,70.26640966162124,-690.0,0.9714522134877948,0.007255776951145826,4015.0,0.02629984442806845,-0.0011646852226496751,-0.04428487118374994,0.4460431654676259,0,0,False,-655.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,10,False,49,5,0.03,0.008,1.5,309,309,309,0,0,0,0,0,0,0,309,78.10187260949986,-1038.75,0.960522565320665,0.008957026555213854,4922.5,0.03206448723690103,-0.0017548883818658823,-0.05472996866908541,0.4336569579288026,0,0,False,-742.5,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,11,False,80,6,0.03,0.01,2.0,278,278,278,0,0,0,0,0,0,0,278,70.26640966162124,-940.0,0.9611088125775755,0.005691810732816141,4015.0,0.026342983679160173,-0.0015876652253974388,-0.06026899779972283,0.4460431654676259,0,0,False,-655.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,12,False,81,6,0.03,0.01,2.5,278,278,278,0,0,0,0,0,0,0,278,70.26640966162124,-940.0,0.9611088125775755,0.005691810732816141,4015.0,0.026342983679160173,-0.0015876652253974388,-0.06026899779972283,0.4460431654676259,0,0,False,-655.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
