wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.min_spread_bps,entry.params.min_absorption_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,13,False,48,5,0.03,0.006,2.5,309,309,309,0,0,0,0,0,0,0,309,78.10187260949986,-1407.5,0.9459433509361498,0.00904316719916556,5260.0,0.03426989168499064,-0.0023800624416590033,-0.06945053878595746,0.4336569579288026,0,0,False,-555.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,14,False,50,5,0.03,0.008,2.0,309,309,309,0,0,0,0,0,0,0,309,78.10187260949986,-1632.5,0.937957244655582,0.005097292513723201,4922.5,0.032188981526892264,-0.0027620942827432104,-0.0858086883064511,0.4336569579288026,0,0,False,-742.5,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,15,False,20,4,0.03,0.006,2.0,337,337,337,0,0,0,0,0,0,0,337,85.17906494951927,-2210.0,0.9231771964890936,0.005176327281304327,6027.5,0.03928565609163937,-0.003744628109953241,-0.0953179476300043,0.4332344213649852,0,0,False,-580.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,16,False,51,5,0.03,0.008,2.5,309,309,309,0,0,0,0,0,0,0,309,78.10187260949986,-1945.0,0.9260807600950118,0.0029106398416336365,4922.5,0.03225489393070686,-0.0032934129055681716,-0.10210583586612952,0.4336569579288026,0,0,False,-742.5,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,17,False,52,5,0.03,0.01,1.5,309,309,309,0,0,0,0,0,0,0,309,78.10187260949986,-1970.0,0.9259050305594735,0.0022718226587787435,4747.5,0.03114901992946773,-0.0033359545846064487,-0.1070966146658937,0.4336569579288026,0,0,False,-655.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,18,False,19,4,0.03,0.006,1.5,337,337,337,0,0,0,0,0,0,0,337,85.17906494951927,-2266.25,0.9212218649517685,0.0036188776812719693,5471.25,0.03580309524588555,-0.0038404826943702064,-0.1072667786959439,0.4332344213649852,0,0,False,-580.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,19,False,22,4,0.03,0.008,1.5,337,337,337,0,0,0,0,0,0,0,337,85.17906494951927,-2628.75,0.9097966886849104,0.0013046981305315647,5740.0,0.03758481547263397,-0.004458867315028758,-0.1186348066089435,0.4332344213649852,0,0,False,-767.5,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,20,False,53,5,0.03,0.01,2.0,309,309,309,0,0,0,0,0,0,0,309,78.10187260949986,-2220.0,0.9165021156558533,0.000864759200216762,4747.5,0.031200197157643966,-0.0037616669322666496,-0.12056548595703509,0.4336569579288026,0,0,False,-655.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,21,False,54,5,0.03,0.01,2.5,309,309,309,0,0,0,0,0,0,0,309,78.10187260949986,-2220.0,0.9165021156558533,0.000864759200216762,4747.5,0.031200197157643966,-0.0037616669322666496,-0.12056548595703509,0.4336569579288026,0,0,False,-655.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,22,False,21,4,0.03,0.006,2.5,337,337,337,0,0,0,0,0,0,0,337,85.17906494951927,-2897.5,0.8992786999217868,-0.0002829888042268424,6027.5,0.03946248526908472,-0.0049180589839100675,-0.12462618485316031,0.4332344213649852,0,0,False,-580.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,23,False,23,4,0.03,0.008,2.0,337,337,337,0,0,0,0,0,0,0,337,85.17906494951927,-3222.5,0.8894226644934374,-0.0022343458422298896,5740.0,0.03773150810997354,-0.005474198718456225,-0.14508295566932916,0.4332344213649852,0,0,False,-767.5,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,24,False,24,4,0.03,0.008,2.5,337,337,337,0,0,0,0,0,0,0,337,85.17906494951927,-3535.0,0.8786994938663464,-0.004239318173611716,5740.0,0.03780917564140566,-0.0060098169065233575,-0.15895128112610515,0.4332344213649852,0,0,False,-767.5,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,25,False,25,4,0.03,0.01,1.5,337,337,337,0,0,0,0,0,0,0,337,85.17906494951927,-3722.5,0.8741548343475322,-0.003922743849387112,5765.0,0.038014539819653484,-0.006331597839550951,-0.1665572664982655,0.4332344213649852,0,0,False,-955.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,26,False,67,6,0.02,0.008,1.5,349,349,349,0,0,0,0,0,0,0,349,88.21214738095615,-5313.75,0.8396091156051917,-0.012585561419975239,8257.5,0.054295741655502314,-0.009074928206162736,-0.1671388571085682,0.40974212034383956,0,0,False,-667.5,0.0,11,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,27,False,59,6,0.01,0.008,2.0,447,447,447,0,0,0,0,0,0,0,447,112.12878320701779,-6385.0,0.8489293741866792,-0.012019736180628226,9800.0,0.06449914439910491,-0.010852341101157958,-0.168255582337749,0.4116331096196868,0,0,False,-667.5,0.0,10,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,28,False,58,6,0.01,0.008,1.5,447,447,447,0,0,0,0,0,0,0,447,112.12878320701779,-6666.25,0.8422749319768129,-0.012849274703314867,10156.25,0.06681084103542413,-0.011338616466194607,-0.16971222469992106,0.4116331096196868,0,0,False,-667.5,0.0,10,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,29,False,62,6,0.01,0.01,2.0,447,447,447,0,0,0,0,0,0,0,447,112.12878320701779,-6735.0,0.8413520994052176,-0.010571059560996413,9987.5,0.06580356113389665,-0.011457592486837309,-0.17411812201961951,0.4116331096196868,0,0,False,-655.0,0.0,10,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,30,False,61,6,0.01,0.01,1.5,447,447,447,0,0,0,0,0,0,0,447,112.12878320701779,-6797.5,0.839879865732289,-0.010764223211707214,10006.25,0.06594610625520031,-0.011565789627768885,-0.17538244916252113,0.4116331096196868,0,0,False,-655.0,0.0,10,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,31,False,26,4,0.03,0.01,2.0,337,337,337,0,0,0,0,0,0,0,337,85.17906494951927,-3972.5,0.8657031778228533,-0.0052128999582762865,5765.0,0.03807731048034214,-0.006761118869909821,-0.17756293143131338,0.4332344213649852,0,0,False,-955.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,de37da05c1e8c0357e5fb525a616bc60b9fe989747fcfc33b41900db15ffa022,5a9c2011dbdb96099d45ed29ccd076b6362e8e6b77965046f9e268dc116c1cc3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,bf2dedb50d4030ee7776d382c20f29937fb4baa5bea3135701a7087b9a00a86d,32,False,27,4,0.03,0.01,2.5,337,337,337,0,0,0,0,0,0,0,337,85.17906494951927,-3972.5,0.8657031778228533,-0.0052128999582762865,5765.0,0.03807731048034214,-0.006761118869909821,-0.17756293143131338,0.4332344213649852,0,0,False,-955.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
