trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,academic_source_key,setup_mode,leader_symbol,traded_symbol,lookback_minutes,es_return_bps,nq_return_bps,nq_minus_es_return_bps,min_spread_bps,min_abs_es_return_bps,signal_timestamp,intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,orderflow_absorption_filter,orderflow_window_minutes,es_signed_absorption_imbalance,min_absorption_imbalance,entry_window_mode,entry_window_start,entry_window_end,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
24,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",24,es_nq_relative_value_orderflow_absorption_reversion,2015-07-22,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,3.5616763623402825,-5.953669625460289,-9.515345987800572,6.0,0.0,2015-07-22 14:17:00-04:00,2015-07-22 14:17:00-04:00,0.008,2.0,15:30:00,2106.5,2015-07-22 14:16:00-04:00,2106.5,2106.0,2015-07-22 14:17:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.0348632656324964,0.03,True,13:00:00,14:30:00,2015-07-22 14:17:00-04:00,2106.25,2119.0,2087.125,12.75,1,0.75,2.75,fixed_contracts,2015-07-22 15:30:00-04:00,2106.25,eod_flatten,0.0,-5.0,0.0,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
25,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",25,es_nq_relative_value_orderflow_absorption_reversion,2015-07-29,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,0.0,-6.031032403092107,-6.031032403092107,6.0,0.0,2015-07-29 13:57:00-04:00,2015-07-29 13:57:00-04:00,0.008,2.0,15:30:00,2095.75,2015-07-29 13:56:00-04:00,2095.75,2095.25,2015-07-29 13:57:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.03946286244074589,0.03,True,13:00:00,14:30:00,2015-07-29 13:57:00-04:00,2095.25,2108.0,2076.125,12.75,1,4.0,9.0,fixed_contracts,2015-07-29 15:30:00-04:00,2102.5,eod_flatten,-362.5,-367.5,-0.5686274509803921,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
26,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",26,es_nq_relative_value_orderflow_absorption_reversion,2015-08-03,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-1.198897014746958,4.93664637156499,6.135543386311948,6.0,0.0,2015-08-03 13:52:00-04:00,2015-08-03 13:52:00-04:00,0.008,2.0,15:30:00,2085.0,2015-08-03 13:51:00-04:00,2085.75,2084.75,2015-08-03 13:52:00-04:00,es_signed_imbalance_counter_to_es_return,60,0.03144231315445646,0.03,True,13:00:00,14:30:00,2015-08-03 13:52:00-04:00,2085.25,2072.5,2104.375,12.75,1,0.25,4.75,fixed_contracts,2015-08-03 15:30:00-04:00,2084.25,eod_flatten,-50.0,-55.0,-0.0784313725490196,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
27,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",27,es_nq_relative_value_orderflow_absorption_reversion,2015-08-06,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-3.6170725825901417,6.652622241933859,10.269694824524,6.0,0.0,2015-08-06 13:00:00-04:00,2015-08-06 13:00:00-04:00,0.008,2.0,15:30:00,2072.75,2015-08-06 12:59:00-04:00,2072.75,2071.75,2015-08-06 13:00:00-04:00,es_signed_imbalance_counter_to_es_return,60,0.033747539241930274,0.03,True,13:00:00,14:30:00,2015-08-06 13:00:00-04:00,2072.75,2060.25,2091.5,12.5,1,7.0,1.0,fixed_contracts,2015-08-06 15:30:00-04:00,2075.25,eod_flatten,125.0,120.0,0.2,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
28,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",28,es_nq_relative_value_orderflow_absorption_reversion,2015-08-27,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,1.261988894498689,-20.272227048943048,-21.534215943441737,6.0,0.0,2015-08-27 13:41:00-04:00,2015-08-27 13:41:00-04:00,0.008,2.0,15:30:00,1981.25,2015-08-27 13:40:00-04:00,1982.0,1980.0,2015-08-27 13:41:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.03168025791769391,0.03,True,13:00:00,14:30:00,2015-08-27 13:41:00-04:00,1981.0,1993.0,1963.0,12.0,1,18.75,3.75,fixed_contracts,2015-08-27 14:49:00-04:00,1963.25,target,887.5,882.5,1.4791666666666667,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
29,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",29,es_nq_relative_value_orderflow_absorption_reversion,2015-09-10,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,12.827090815803466,6.409135931946253,-6.417954883857213,6.0,0.0,2015-09-10 13:20:00-04:00,2015-09-10 13:20:00-04:00,0.008,2.0,15:30:00,1951.5,2015-09-10 13:19:00-04:00,1951.5,1950.0,2015-09-10 13:20:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.03761630230035961,0.03,True,13:00:00,14:30:00,2015-09-10 13:20:00-04:00,1951.0,1962.75,1933.375,11.75,1,1.0,14.25,fixed_contracts,2015-09-10 13:37:00-04:00,1963.0,stop,-600.0,-605.0,-1.0212765957446808,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
30,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",30,es_nq_relative_value_orderflow_absorption_reversion,2015-09-17,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-17.596782302664593,-7.415435514231961,10.181346788432633,6.0,0.0,2015-09-17 14:04:00-04:00,2015-09-17 14:04:00-04:00,0.008,2.0,15:30:00,1985.5,2015-09-17 14:03:00-04:00,1993.25,1985.25,2015-09-17 14:04:00-04:00,es_signed_imbalance_counter_to_es_return,60,0.0379561214637194,0.03,True,13:00:00,14:30:00,2015-09-17 14:04:00-04:00,1985.75,1973.75,2003.75,12.0,1,19.25,9.75,fixed_contracts,2015-09-17 14:45:00-04:00,2003.5,target,887.5,882.5,1.4791666666666667,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
31,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",31,es_nq_relative_value_orderflow_absorption_reversion,2015-09-24,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-5.24383848977461,4.755111745124996,9.998950234899606,6.0,0.0,2015-09-24 13:17:00-04:00,2015-09-24 13:17:00-04:00,0.008,2.0,15:30:00,1906.0,2015-09-24 13:16:00-04:00,1907.5,1905.5,2015-09-24 13:17:00-04:00,es_signed_imbalance_counter_to_es_return,60,0.035489006670562866,0.03,True,13:00:00,14:30:00,2015-09-24 13:17:00-04:00,1906.5,1895.0,1923.75,11.5,1,18.25,4.5,fixed_contracts,2015-09-24 14:50:00-04:00,1923.5,target,850.0,845.0,1.4782608695652173,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
32,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",32,es_nq_relative_value_orderflow_absorption_reversion,2015-10-01,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,1.3190871916624047,-18.13675110331925,-19.455838294981653,6.0,0.0,2015-10-01 13:47:00-04:00,2015-10-01 13:47:00-04:00,0.008,2.0,15:30:00,1895.5,2015-10-01 13:46:00-04:00,1896.75,1895.25,2015-10-01 13:47:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.03079715864246251,0.03,True,13:00:00,14:30:00,2015-10-01 13:47:00-04:00,1895.25,1906.75,1878.0,11.5,1,0.0,12.5,fixed_contracts,2015-10-01 14:17:00-04:00,1907.0,stop,-587.5,-592.5,-1.0217391304347827,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
33,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",33,es_nq_relative_value_orderflow_absorption_reversion,2015-10-02,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,1.3029315960921828,-14.264487369984868,-15.567418966077051,6.0,0.0,2015-10-02 14:01:00-04:00,2015-10-02 14:01:00-04:00,0.008,2.0,15:30:00,1919.0,2015-10-02 14:00:00-04:00,1919.75,1918.0,2015-10-02 14:01:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.03215293316470474,0.03,True,13:00:00,14:30:00,2015-10-02 14:01:00-04:00,1918.75,1930.5,1901.125,11.75,1,0.0,13.0,fixed_contracts,2015-10-02 15:17:00-04:00,1930.75,stop,-600.0,-605.0,-1.0212765957446808,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
34,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",34,es_nq_relative_value_orderflow_absorption_reversion,2015-11-20,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-1.1971746677841288,11.214953271028172,12.4121279388123,6.0,0.0,2015-11-20 13:18:00-05:00,2015-11-20 13:18:00-05:00,0.008,2.0,15:30:00,2088.0,2015-11-20 13:17:00-05:00,2088.5,2087.75,2015-11-20 13:18:00-05:00,es_signed_imbalance_counter_to_es_return,60,0.04946920428462127,0.03,True,13:00:00,14:30:00,2015-11-20 13:18:00-05:00,2088.25,2075.5,2107.375,12.75,1,1.0,6.5,fixed_contracts,2015-11-20 15:30:00-05:00,2084.25,eod_flatten,-200.0,-205.0,-0.3137254901960784,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
35,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",35,es_nq_relative_value_orderflow_absorption_reversion,2015-12-04,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,33.6862367661217,18.643796942416913,-15.04243982370479,6.0,0.0,2015-12-04 13:36:00-05:00,2015-12-04 13:36:00-05:00,0.008,2.0,15:30:00,2085.0,2015-12-04 13:35:00-05:00,2085.5,2084.5,2015-12-04 13:36:00-05:00,es_signed_imbalance_counter_to_es_return,60,-0.03460548235650462,0.03,True,13:00:00,14:30:00,2015-12-04 13:36:00-05:00,2084.75,2097.5,2065.625,12.75,1,1.25,8.25,fixed_contracts,2015-12-04 15:30:00-05:00,2090.5,eod_flatten,-287.5,-292.5,-0.45098039215686275,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
36,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",36,es_nq_relative_value_orderflow_absorption_reversion,2015-12-08,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-7.267441860464574,1.0662117496540446,8.333653610118619,6.0,0.0,2015-12-08 13:02:00-05:00,2015-12-08 13:02:00-05:00,0.008,2.0,15:30:00,2062.5,2015-12-08 13:01:00-05:00,2063.5,2062.25,2015-12-08 13:02:00-05:00,es_signed_imbalance_counter_to_es_return,60,0.03879940232829253,0.03,True,13:00:00,14:30:00,2015-12-08 13:02:00-05:00,2063.0,2050.5,2081.75,12.5,1,6.5,5.75,fixed_contracts,2015-12-08 15:30:00-05:00,2059.75,eod_flatten,-162.5,-167.5,-0.26,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
37,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",37,es_nq_relative_value_orderflow_absorption_reversion,2015-12-11,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-1.2388503468785395,9.328870109202025,10.567720456080565,6.0,0.0,2015-12-11 14:05:00-05:00,2015-12-11 14:05:00-05:00,0.008,2.0,15:30:00,2017.75,2015-12-11 14:04:00-05:00,2019.25,2017.5,2015-12-11 14:05:00-05:00,es_signed_imbalance_counter_to_es_return,60,0.060175054704595186,0.03,True,13:00:00,14:30:00,2015-12-11 14:05:00-05:00,2018.0,2005.75,2036.375,12.25,1,5.5,10.75,fixed_contracts,2015-12-11 15:30:00-05:00,2010.75,eod_flatten,-362.5,-367.5,-0.5918367346938775,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
38,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",38,es_nq_relative_value_orderflow_absorption_reversion,2015-12-14,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-7.457121551081025,7.730962504832739,15.188084055913764,6.0,0.0,2015-12-14 13:25:00-05:00,2015-12-14 13:25:00-05:00,0.008,2.0,15:30:00,2010.0,2015-12-14 13:24:00-05:00,2010.75,2009.75,2015-12-14 13:25:00-05:00,es_signed_imbalance_counter_to_es_return,60,0.07879893828798938,0.03,True,13:00:00,14:30:00,2015-12-14 13:25:00-05:00,2010.25,1998.0,2028.625,12.25,1,6.75,4.75,fixed_contracts,2015-12-14 15:30:00-05:00,2012.75,eod_flatten,125.0,120.0,0.20408163265306123,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
39,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",39,es_nq_relative_value_orderflow_absorption_reversion,2015-12-28,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-6.1109753116594945,0.5430945527606923,6.654069864420187,6.0,0.0,2015-12-28 14:22:00-05:00,2015-12-28 14:22:00-05:00,0.008,2.0,15:30:00,2044.25,2015-12-28 14:21:00-05:00,2044.75,2044.0,2015-12-28 14:22:00-05:00,es_signed_imbalance_counter_to_es_return,60,0.03127515577949375,0.03,True,13:00:00,14:30:00,2015-12-28 14:22:00-05:00,2044.5,2032.0,2063.25,12.5,1,3.0,0.75,fixed_contracts,2015-12-28 15:30:00-05:00,2046.5,eod_flatten,100.0,95.0,0.16,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
40,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",40,es_nq_relative_value_orderflow_absorption_reversion,2015-12-31,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,1.2193634922574859,-10.809057990596171,-12.028421482853657,6.0,0.0,2015-12-31 14:00:00-05:00,2015-12-31 14:00:00-05:00,0.008,2.0,15:30:00,2050.5,2015-12-31 13:59:00-05:00,2050.5,2049.25,2015-12-31 14:00:00-05:00,es_signed_imbalance_counter_to_es_return,60,-0.038225901062373724,0.03,True,13:00:00,14:30:00,2015-12-31 14:00:00-05:00,2050.0,2062.5,2031.25,12.5,1,11.0,1.0,fixed_contracts,2015-12-31 15:30:00-05:00,2041.0,eod_flatten,450.0,445.0,0.72,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
