trade_id,strategy_name,session_date,direction,level_type,setup_mode,feature_method,price_reference,level_reference,prev_rth_high,current_close,close_above_prev_rth_high_points,min_close_above_prev_high_ticks,hour_window_minutes,hour_window_start_timestamp,hour_window_end_timestamp,hour_open,hour_close,hour_return_points,hour_return_ticks,hour_signed_volume_delta,hour_volume,hour_delta_ratio,min_negative_hour_ticks,min_hour_delta,positive_delta_dislocation_signal_timestamp,positive_delta_dislocation_intended_entry_timestamp,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
30,positive_delta_dislocation,2012-05-22,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2546.0,2548.5,2.5,1.0,60,2012-05-22 12:30:00-04:00,2012-05-22 13:30:00-04:00,2551.5,2548.5,-3.0,-12.0,901.0,15635.0,0.0576271186440678,1.0,500.0,2012-05-22 13:30:00-04:00,2012-05-22 13:30:00-04:00,16:00:00,2546.0,2012-05-22 12:30:00-04:00,2549.25,2548.25,2012-05-22 13:30:00-04:00,2012-05-22 13:30:00-04:00,2548.5,2048.5,3048.5,500.0,1,7.5,26.25,fixed_contracts,2012-05-22 16:00:00-04:00,2539.5,eod_flatten,-180.0,-185.0,-0.018,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
31,positive_delta_dislocation,2012-05-29,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2536.5,2539.0,2.5,1.0,60,2012-05-29 12:30:00-04:00,2012-05-29 13:30:00-04:00,2540.25,2539.0,-1.25,-5.0,1267.0,25117.0,0.050443922442966915,1.0,500.0,2012-05-29 13:30:00-04:00,2012-05-29 13:30:00-04:00,16:00:00,2536.5,2012-05-29 12:30:00-04:00,2541.25,2539.0,2012-05-29 13:30:00-04:00,2012-05-29 13:30:00-04:00,2539.5,2039.5,3039.5,500.0,1,20.25,2.25,fixed_contracts,2012-05-29 16:00:00-04:00,2556.25,eod_flatten,335.0,330.0,0.0335,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
32,positive_delta_dislocation,2012-06-08,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2545.75,2551.0,5.25,1.0,60,2012-06-08 13:30:00-04:00,2012-06-08 14:30:00-04:00,2552.25,2551.0,-1.25,-5.0,1082.0,5430.0,0.1992633517495396,1.0,500.0,2012-06-08 14:30:00-04:00,2012-06-08 14:30:00-04:00,16:00:00,2545.75,2012-06-08 13:30:00-04:00,2551.25,2550.25,2012-06-08 14:30:00-04:00,2012-06-08 14:30:00-04:00,2551.0,2051.0,3051.0,500.0,1,10.75,1.0,fixed_contracts,2012-06-08 16:00:00-04:00,2558.25,eod_flatten,145.0,140.0,0.0145,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
33,positive_delta_dislocation,2012-07-26,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2560.75,2569.75,9.0,1.0,60,2012-07-26 11:30:00-04:00,2012-07-26 12:30:00-04:00,2571.25,2569.75,-1.5,-6.0,711.0,23403.0,0.030380720420458914,1.0,500.0,2012-07-26 12:30:00-04:00,2012-07-26 12:30:00-04:00,16:00:00,2560.75,2012-07-26 11:30:00-04:00,2571.25,2569.5,2012-07-26 12:30:00-04:00,2012-07-26 12:30:00-04:00,2570.0,2070.0,3070.0,500.0,1,17.75,3.5,fixed_contracts,2012-07-26 16:00:00-04:00,2577.75,eod_flatten,155.0,150.0,0.0155,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
34,positive_delta_dislocation,2012-10-04,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2817.25,2818.75,1.5,1.0,60,2012-10-04 13:30:00-04:00,2012-10-04 14:30:00-04:00,2819.5,2818.75,-0.75,-3.0,1306.0,15138.0,0.08627295547628484,1.0,500.0,2012-10-04 14:30:00-04:00,2012-10-04 14:30:00-04:00,16:00:00,2817.25,2012-10-04 13:30:00-04:00,2819.0,2818.25,2012-10-04 14:30:00-04:00,2012-10-04 14:30:00-04:00,2818.75,2318.75,3318.75,500.0,1,11.25,1.25,fixed_contracts,2012-10-04 16:00:00-04:00,2822.0,eod_flatten,65.0,60.0,0.0065,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
35,positive_delta_dislocation,2012-11-06,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2673.5,2682.5,9.0,1.0,60,2012-11-06 12:30:00-05:00,2012-11-06 13:30:00-05:00,2685.5,2682.5,-3.0,-12.0,1633.0,37913.0,0.04307229710125814,1.0,500.0,2012-11-06 13:30:00-05:00,2012-11-06 13:30:00-05:00,16:00:00,2673.5,2012-11-06 12:30:00-05:00,2684.25,2682.5,2012-11-06 13:30:00-05:00,2012-11-06 13:30:00-05:00,2683.0,2183.0,3183.0,500.0,1,2.5,13.0,fixed_contracts,2012-11-06 16:00:00-05:00,2674.75,eod_flatten,-165.0,-170.0,-0.0165,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
36,positive_delta_dislocation,2012-11-29,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2658.75,2679.0,20.25,1.0,60,2012-11-29 11:30:00-05:00,2012-11-29 12:30:00-05:00,2679.75,2679.0,-0.75,-3.0,824.0,55524.0,0.014840429363878683,1.0,500.0,2012-11-29 12:30:00-05:00,2012-11-29 12:30:00-05:00,16:00:00,2658.75,2012-11-29 11:30:00-05:00,2680.0,2678.75,2012-11-29 12:30:00-05:00,2012-11-29 12:30:00-05:00,2679.5,2179.5,3179.5,500.0,1,6.75,5.25,fixed_contracts,2012-11-29 16:00:00-05:00,2679.0,eod_flatten,-10.0,-15.0,-0.001,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
37,positive_delta_dislocation,2012-12-17,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2644.5,2652.0,7.5,1.0,60,2012-12-17 12:30:00-05:00,2012-12-17 13:30:00-05:00,2657.75,2652.0,-5.75,-23.0,609.0,3023.0,0.2014555077737347,1.0,500.0,2012-12-17 13:30:00-05:00,2012-12-17 13:30:00-05:00,16:00:00,2644.5,2012-12-17 12:30:00-05:00,2652.25,2651.5,2012-12-17 13:30:00-05:00,2012-12-17 13:30:00-05:00,2652.0,2152.0,3152.0,500.0,1,12.0,10.5,fixed_contracts,2012-12-17 16:00:00-05:00,2663.25,eod_flatten,225.0,220.0,0.0225,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
38,positive_delta_dislocation,2013-01-23,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2741.5,2753.25,11.75,1.0,60,2013-01-23 10:30:00-05:00,2013-01-23 11:30:00-05:00,2756.75,2753.25,-3.5,-14.0,626.0,25756.0,0.02430501630687995,1.0,500.0,2013-01-23 11:30:00-05:00,2013-01-23 11:30:00-05:00,16:00:00,2741.5,2013-01-23 10:30:00-05:00,2754.75,2753.0,2013-01-23 11:30:00-05:00,2013-01-23 11:30:00-05:00,2753.5,2253.5,3253.5,500.0,1,7.75,2.0,fixed_contracts,2013-01-23 16:00:00-05:00,2755.25,eod_flatten,35.0,30.0,0.0035,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
39,positive_delta_dislocation,2013-02-01,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2746.25,2760.25,14.0,1.0,60,2013-02-01 13:30:00-05:00,2013-02-01 14:30:00-05:00,2760.75,2760.25,-0.5,-2.0,519.0,14789.0,0.035093650686320914,1.0,500.0,2013-02-01 14:30:00-05:00,2013-02-01 14:30:00-05:00,16:00:00,2746.25,2013-02-01 13:30:00-05:00,2760.25,2759.25,2013-02-01 14:30:00-05:00,2013-02-01 14:30:00-05:00,2760.5,2260.5,3260.5,500.0,1,0.25,7.0,fixed_contracts,2013-02-01 16:00:00-05:00,2758.0,eod_flatten,-50.0,-55.0,-0.005,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
40,positive_delta_dislocation,2013-04-09,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2780.0,2803.75,23.75,1.0,60,2013-04-09 13:30:00-04:00,2013-04-09 14:30:00-04:00,2804.75,2803.75,-1.0,-4.0,768.0,26466.0,0.02901836318295171,1.0,500.0,2013-04-09 14:30:00-04:00,2013-04-09 14:30:00-04:00,16:00:00,2780.0,2013-04-09 13:30:00-04:00,2804.75,2803.5,2013-04-09 14:30:00-04:00,2013-04-09 14:30:00-04:00,2804.0,2304.0,3304.0,500.0,1,5.75,7.25,fixed_contracts,2013-04-09 16:00:00-04:00,2797.75,eod_flatten,-125.0,-130.0,-0.0125,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
41,positive_delta_dislocation,2013-04-25,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2838.25,2841.0,2.75,1.0,60,2013-04-25 14:30:00-04:00,2013-04-25 15:30:00-04:00,2847.25,2841.0,-6.25,-25.0,938.0,22614.0,0.041478729990271516,1.0,500.0,2013-04-25 15:30:00-04:00,2013-04-25 15:30:00-04:00,16:00:00,2838.25,2013-04-25 14:30:00-04:00,2841.75,2840.25,2013-04-25 15:30:00-04:00,2013-04-25 15:30:00-04:00,2841.5,2341.5,3341.5,500.0,1,5.5,2.0,fixed_contracts,2013-04-25 16:00:00-04:00,2843.0,eod_flatten,30.0,25.0,0.003,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
42,positive_delta_dislocation,2013-04-29,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2842.75,2867.25,24.5,1.0,60,2013-04-29 12:30:00-04:00,2013-04-29 13:30:00-04:00,2867.75,2867.25,-0.5,-2.0,671.0,12225.0,0.05488752556237219,1.0,500.0,2013-04-29 13:30:00-04:00,2013-04-29 13:30:00-04:00,16:00:00,2842.75,2013-04-29 12:30:00-04:00,2867.75,2867.25,2013-04-29 13:30:00-04:00,2013-04-29 13:30:00-04:00,2867.25,2367.25,3367.25,500.0,1,3.25,7.5,fixed_contracts,2013-04-29 16:00:00-04:00,2860.25,eod_flatten,-140.0,-145.0,-0.014,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
43,positive_delta_dislocation,2013-04-30,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2871.75,2876.75,5.0,1.0,60,2013-04-30 14:30:00-04:00,2013-04-30 15:30:00-04:00,2877.75,2876.75,-1.0,-4.0,780.0,16112.0,0.0484111221449851,1.0,500.0,2013-04-30 15:30:00-04:00,2013-04-30 15:30:00-04:00,16:00:00,2871.75,2013-04-30 14:30:00-04:00,2877.25,2876.75,2013-04-30 15:30:00-04:00,2013-04-30 15:30:00-04:00,2877.0,2377.0,3377.0,500.0,1,4.5,0.75,fixed_contracts,2013-04-30 16:00:00-04:00,2881.0,eod_flatten,80.0,75.0,0.008,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
44,positive_delta_dislocation,2013-06-10,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2992.0,2993.25,1.25,1.0,60,2013-06-10 09:30:00-04:00,2013-06-10 10:30:00-04:00,2994.75,2993.25,-1.5,-6.0,1112.0,63786.0,0.01743329257203775,1.0,500.0,2013-06-10 10:30:00-04:00,2013-06-10 10:30:00-04:00,16:00:00,2992.0,2013-06-10 09:30:00-04:00,2994.0,2992.25,2013-06-10 10:30:00-04:00,2013-06-10 10:30:00-04:00,2994.0,2494.0,3494.0,500.0,1,10.0,10.5,fixed_contracts,2013-06-10 16:00:00-04:00,2989.5,eod_flatten,-90.0,-95.0,-0.009,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
45,positive_delta_dislocation,2013-06-27,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2892.75,2906.0,13.25,1.0,60,2013-06-27 11:30:00-04:00,2013-06-27 12:30:00-04:00,2907.25,2906.0,-1.25,-5.0,739.0,14793.0,0.04995606029878997,1.0,500.0,2013-06-27 12:30:00-04:00,2013-06-27 12:30:00-04:00,16:00:00,2892.75,2013-06-27 11:30:00-04:00,2906.0,2905.5,2013-06-27 12:30:00-04:00,2013-06-27 12:30:00-04:00,2906.25,2406.25,3406.25,500.0,1,5.5,8.0,fixed_contracts,2013-06-27 16:00:00-04:00,2899.75,eod_flatten,-130.0,-135.0,-0.013,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
46,positive_delta_dislocation,2013-07-01,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,2922.0,2939.0,17.0,1.0,60,2013-07-01 10:30:00-04:00,2013-07-01 11:30:00-04:00,2941.75,2939.0,-2.75,-11.0,1616.0,22616.0,0.07145383799080297,1.0,500.0,2013-07-01 11:30:00-04:00,2013-07-01 11:30:00-04:00,16:00:00,2922.0,2013-07-01 10:30:00-04:00,2939.5,2938.75,2013-07-01 11:30:00-04:00,2013-07-01 11:30:00-04:00,2939.0,2439.0,3439.0,500.0,1,4.25,20.0,fixed_contracts,2013-07-01 16:00:00-04:00,2921.75,eod_flatten,-345.0,-350.0,-0.0345,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
47,positive_delta_dislocation,2013-07-15,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3070.5,3074.75,4.25,1.0,60,2013-07-15 14:30:00-04:00,2013-07-15 15:30:00-04:00,3075.25,3074.75,-0.5,-2.0,1075.0,9297.0,0.11562869742927827,1.0,500.0,2013-07-15 15:30:00-04:00,2013-07-15 15:30:00-04:00,16:00:00,3070.5,2013-07-15 14:30:00-04:00,3074.75,3074.25,2013-07-15 15:30:00-04:00,2013-07-15 15:30:00-04:00,3074.75,2574.75,3574.75,500.0,1,1.25,1.75,fixed_contracts,2013-07-15 16:00:00-04:00,3074.5,eod_flatten,-5.0,-10.0,-0.0005,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
48,positive_delta_dislocation,2013-08-02,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3123.5,3127.75,4.25,1.0,60,2013-08-02 13:30:00-04:00,2013-08-02 14:30:00-04:00,3128.0,3127.75,-0.25,-1.0,603.0,11635.0,0.0518263859045982,1.0,500.0,2013-08-02 14:30:00-04:00,2013-08-02 14:30:00-04:00,16:00:00,3123.5,2013-08-02 13:30:00-04:00,3128.0,3127.5,2013-08-02 14:30:00-04:00,2013-08-02 14:30:00-04:00,3128.25,2628.25,3628.25,500.0,1,8.25,2.5,fixed_contracts,2013-08-02 16:00:00-04:00,3135.75,eod_flatten,150.0,145.0,0.015,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
49,positive_delta_dislocation,2013-08-26,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3126.5,3142.25,15.75,1.0,60,2013-08-26 11:30:00-04:00,2013-08-26 12:30:00-04:00,3142.5,3142.25,-0.25,-1.0,538.0,25030.0,0.02149420695165801,1.0,500.0,2013-08-26 12:30:00-04:00,2013-08-26 12:30:00-04:00,16:00:00,3126.5,2013-08-26 11:30:00-04:00,3142.5,3141.5,2013-08-26 12:30:00-04:00,2013-08-26 12:30:00-04:00,3142.5,2642.5,3642.5,500.0,1,4.75,25.25,fixed_contracts,2013-08-26 16:00:00-04:00,3121.5,eod_flatten,-420.0,-425.0,-0.042,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
50,positive_delta_dislocation,2013-09-04,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3113.0,3121.5,8.5,1.0,60,2013-09-04 14:30:00-04:00,2013-09-04 15:30:00-04:00,3125.25,3121.5,-3.75,-15.0,1150.0,19398.0,0.05928446231570265,1.0,500.0,2013-09-04 15:30:00-04:00,2013-09-04 15:30:00-04:00,16:00:00,3113.0,2013-09-04 14:30:00-04:00,3121.5,3120.0,2013-09-04 15:30:00-04:00,2013-09-04 15:30:00-04:00,3121.75,2621.75,3621.75,500.0,1,3.5,3.25,fixed_contracts,2013-09-04 16:00:00-04:00,3124.0,eod_flatten,45.0,40.0,0.0045,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
51,positive_delta_dislocation,2013-09-19,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3229.75,3230.25,0.5,1.0,60,2013-09-19 09:30:00-04:00,2013-09-19 10:30:00-04:00,3231.5,3230.25,-1.25,-5.0,1129.0,48145.0,0.023449994807352787,1.0,500.0,2013-09-19 10:30:00-04:00,2013-09-19 10:30:00-04:00,16:00:00,3229.75,2013-09-19 09:30:00-04:00,3230.75,3229.25,2013-09-19 10:30:00-04:00,2013-09-19 10:30:00-04:00,3230.5,2730.5,3730.5,500.0,1,4.0,5.5,fixed_contracts,2013-09-19 16:00:00-04:00,3229.0,eod_flatten,-30.0,-35.0,-0.003,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
52,positive_delta_dislocation,2013-09-20,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3237.75,3238.25,0.5,1.0,60,2013-09-20 09:30:00-04:00,2013-09-20 10:30:00-04:00,3238.5,3238.25,-0.25,-1.0,810.0,37086.0,0.021841126031386507,1.0,500.0,2013-09-20 10:30:00-04:00,2013-09-20 10:30:00-04:00,16:00:00,3237.75,2013-09-20 09:30:00-04:00,3238.5,3237.75,2013-09-20 10:30:00-04:00,2013-09-20 10:30:00-04:00,3238.75,2738.75,3738.75,500.0,1,2.75,21.0,fixed_contracts,2013-09-20 16:00:00-04:00,3219.5,eod_flatten,-385.0,-390.0,-0.0385,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
53,positive_delta_dislocation,2013-10-11,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3209.5,3224.5,15.0,1.0,60,2013-10-11 12:30:00-04:00,2013-10-11 13:30:00-04:00,3224.75,3224.5,-0.25,-1.0,2897.0,21613.0,0.13403969832970897,1.0,500.0,2013-10-11 13:30:00-04:00,2013-10-11 13:30:00-04:00,16:00:00,3209.5,2013-10-11 12:30:00-04:00,3224.75,3224.25,2013-10-11 13:30:00-04:00,2013-10-11 13:30:00-04:00,3224.75,2724.75,3724.75,500.0,1,4.75,5.0,fixed_contracts,2013-10-11 16:00:00-04:00,3226.5,eod_flatten,35.0,30.0,0.0035,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
54,positive_delta_dislocation,2013-10-16,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3263.5,3271.75,8.25,1.0,60,2013-10-16 12:30:00-04:00,2013-10-16 13:30:00-04:00,3272.5,3271.75,-0.75,-3.0,1180.0,20520.0,0.057504873294346975,1.0,500.0,2013-10-16 13:30:00-04:00,2013-10-16 13:30:00-04:00,16:00:00,3263.5,2013-10-16 12:30:00-04:00,3272.0,3271.5,2013-10-16 13:30:00-04:00,2013-10-16 13:30:00-04:00,3272.0,2772.0,3772.0,500.0,1,3.75,6.75,fixed_contracts,2013-10-16 16:00:00-04:00,3274.0,eod_flatten,40.0,35.0,0.004,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
55,positive_delta_dislocation,2013-10-21,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3348.0,3352.5,4.5,1.0,60,2013-10-21 09:30:00-04:00,2013-10-21 10:30:00-04:00,3353.25,3352.5,-0.75,-3.0,626.0,48350.0,0.01294725956566701,1.0,500.0,2013-10-21 10:30:00-04:00,2013-10-21 10:30:00-04:00,16:00:00,3348.0,2013-10-21 09:30:00-04:00,3356.25,3352.25,2013-10-21 10:30:00-04:00,2013-10-21 10:30:00-04:00,3352.75,2852.75,3852.75,500.0,1,5.75,9.5,fixed_contracts,2013-10-21 16:00:00-04:00,3353.75,eod_flatten,20.0,15.0,0.002,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
56,positive_delta_dislocation,2013-11-13,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3366.75,3384.5,17.75,1.0,60,2013-11-13 13:30:00-05:00,2013-11-13 14:30:00-05:00,3385.0,3384.5,-0.5,-2.0,1283.0,21885.0,0.058624628741146906,1.0,500.0,2013-11-13 14:30:00-05:00,2013-11-13 14:30:00-05:00,16:00:00,3366.75,2013-11-13 13:30:00-05:00,3385.25,3384.5,2013-11-13 14:30:00-05:00,2013-11-13 14:30:00-05:00,3384.75,2884.75,3884.75,500.0,1,18.75,1.75,fixed_contracts,2013-11-13 16:00:00-05:00,3403.0,eod_flatten,365.0,360.0,0.0365,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
57,positive_delta_dislocation,2013-12-09,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3511.0,3516.0,5.0,1.0,60,2013-12-09 09:30:00-05:00,2013-12-09 10:30:00-05:00,3517.25,3516.0,-1.25,-5.0,1838.0,42640.0,0.043105065666041276,1.0,500.0,2013-12-09 10:30:00-05:00,2013-12-09 10:30:00-05:00,16:00:00,3511.0,2013-12-09 09:30:00-05:00,3516.75,3516.0,2013-12-09 10:30:00-05:00,2013-12-09 10:30:00-05:00,3516.25,3016.25,4016.25,500.0,1,8.5,3.25,fixed_contracts,2013-12-09 16:00:00-05:00,3516.0,eod_flatten,-5.0,-10.0,-0.0005,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
58,positive_delta_dislocation,2013-12-20,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3498.5,3532.5,34.0,1.0,60,2013-12-20 14:30:00-05:00,2013-12-20 15:30:00-05:00,3535.0,3532.5,-2.5,-10.0,850.0,15322.0,0.05547578645085498,1.0,500.0,2013-12-20 15:30:00-05:00,2013-12-20 15:30:00-05:00,16:00:00,3498.5,2013-12-20 14:30:00-05:00,3532.75,3532.0,2013-12-20 15:30:00-05:00,2013-12-20 15:30:00-05:00,3532.75,3032.75,4032.75,500.0,1,2.0,4.75,fixed_contracts,2013-12-20 16:00:00-05:00,3528.25,eod_flatten,-90.0,-95.0,-0.009,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
59,positive_delta_dislocation,2013-12-23,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,3537.25,3554.5,17.25,1.0,60,2013-12-23 09:30:00-05:00,2013-12-23 10:30:00-05:00,3557.75,3554.5,-3.25,-13.0,1372.0,33284.0,0.04122100709049393,1.0,500.0,2013-12-23 10:30:00-05:00,2013-12-23 10:30:00-05:00,16:00:00,3537.25,2013-12-23 09:30:00-05:00,3554.5,3553.5,2013-12-23 10:30:00-05:00,2013-12-23 10:30:00-05:00,3554.75,3054.75,4054.75,500.0,1,12.0,2.75,fixed_contracts,2013-12-23 16:00:00-05:00,3565.75,eod_flatten,220.0,215.0,0.022,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
