session_date,net_pnl,gross_pnl,trades,wins,losses
2011-01-11,-60.0,-55.0,1,0,1
2011-01-13,-65.0,-60.0,1,0,1
2011-02-01,-70.0,-65.0,1,0,1
2011-02-17,-40.0,-35.0,1,0,1
2011-02-25,5.0,10.0,1,1,0
2011-03-21,-155.0,-150.0,1,0,1
2011-04-19,170.0,175.0,1,1,0
2011-05-31,400.0,405.0,1,1,0
2011-06-30,35.0,40.0,1,1,0
2011-07-06,45.0,50.0,1,1,0
2011-09-07,530.0,535.0,1,1,0
2011-09-13,60.0,65.0,1,1,0
2011-09-16,130.0,135.0,1,1,0
2011-09-27,-205.0,-200.0,1,0,1
2011-10-14,340.0,345.0,1,1,0
2011-12-02,-535.0,-530.0,1,0,1
2011-12-20,40.0,45.0,1,1,0
2011-12-23,320.0,325.0,1,1,0
2012-01-03,-90.0,-85.0,1,0,1
2012-01-17,-190.0,-185.0,1,0,1
2012-01-23,-70.0,-65.0,1,0,1
2012-03-07,35.0,40.0,1,1,0
2012-03-08,280.0,285.0,1,1,0
2012-03-13,700.0,705.0,1,1,0
2012-03-21,-170.0,-165.0,1,0,1
2012-04-12,75.0,80.0,1,1,0
2012-04-25,135.0,140.0,1,1,0
2012-05-01,-480.0,-475.0,1,0,1
2012-05-21,260.0,265.0,1,1,0
2012-05-22,-185.0,-180.0,1,0,1
2012-05-29,330.0,335.0,1,1,0
2012-06-08,140.0,145.0,1,1,0
2012-07-26,150.0,155.0,1,1,0
2012-10-04,60.0,65.0,1,1,0
2012-11-06,-170.0,-165.0,1,0,1
2012-11-29,-15.0,-10.0,1,0,1
2012-12-17,220.0,225.0,1,1,0
2013-01-23,30.0,35.0,1,1,0
2013-02-01,-55.0,-50.0,1,0,1
2013-04-09,-130.0,-125.0,1,0,1
2013-04-25,25.0,30.0,1,1,0
2013-04-29,-145.0,-140.0,1,0,1
2013-04-30,75.0,80.0,1,1,0
2013-06-10,-95.0,-90.0,1,0,1
2013-06-27,-135.0,-130.0,1,0,1
2013-07-01,-350.0,-345.0,1,0,1
2013-07-15,-10.0,-5.0,1,0,1
2013-08-02,145.0,150.0,1,1,0
2013-08-26,-425.0,-420.0,1,0,1
