campaign_id,variant_id,run_id,symbol,timeframe,config_path,report_path,terminal_stage,stage_status,passed,decision,percentage_profitable_iterations,profitable_iterations,total_combinations_tested,apex_rule_violating_iterations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trade_count,top_trades_per_year,top_best_day_concentration,top_failure_reason,rescue_attempt
es_opening_range_retest_orderflow,or15_signed_absorption_retest_1030,run1,ES,5m,backtest-campaigns/es_opening_range_retest_orderflow/or15_signed_absorption_retest_1030/ES/run1/effective_config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or15_signed_absorption_retest_1030/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-935.0,0.8519398258115598,-0.294205731682379,-0.019257433819006114,107,71.58421471046523,0.0,min_total_net_profit,none
es_opening_range_retest_orderflow,or15_signed_absorption_retest_1030,rescue1,ES,5m,backtest-campaigns/es_opening_range_retest_orderflow/or15_signed_absorption_retest_1030/ES/rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or15_signed_absorption_retest_1030/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-353.125,0.9694528546712803,-0.09187902577886349,0.004677519107162769,155,102.37953509399843,0.0,min_total_net_profit,parameter_space_only
es_opening_range_retest_orderflow,or15_signed_aligned_retest_1030,run1,ES,5m,backtest-campaigns/es_opening_range_retest_orderflow/or15_signed_aligned_retest_1030/ES/run1/effective_config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or15_signed_aligned_retest_1030/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-2502.5,0.812687125748503,-0.413272557089028,-0.06289999084487173,158,105.31264296440858,0.0,min_total_net_profit;max_consecutive_losses,none
es_opening_range_retest_orderflow,or15_signed_aligned_retest_1030,rescue1,ES,5m,backtest-campaigns/es_opening_range_retest_orderflow/or15_signed_aligned_retest_1030/ES/rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or15_signed_aligned_retest_1030/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-1126.25,0.8866381479617513,-0.34329828861895145,-0.004027136657559295,134,89.29767945720965,0.0,min_total_net_profit,parameter_space_only
es_opening_range_retest_orderflow,or30_large10_absorption_retest_1130,run1,ES,5m,backtest-campaigns/es_opening_range_retest_orderflow/or30_large10_absorption_retest_1130/ES/run1/effective_config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or30_large10_absorption_retest_1130/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-2037.5,0.6890499809233117,-0.6309518673358449,-0.19963203463203466,120,78.96704451617747,0.0,min_total_net_profit,none
es_opening_range_retest_orderflow,or30_large10_absorption_retest_1130,rescue1,ES,5m,backtest-campaigns/es_opening_range_retest_orderflow/or30_large10_absorption_retest_1130/ES/rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or30_large10_absorption_retest_1130/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.024691358024691357,2,81,0,1184.375,1.083494888967219,0.4351539558627941,0.035537388266652384,160,105.1026627366738,0.19894459102902376,,parameter_space_only
es_opening_range_retest_orderflow,or30_signed_absorption_retest_1100,run1,ES,5m,backtest-campaigns/es_opening_range_retest_orderflow/or30_signed_absorption_retest_1100/ES/run1/effective_config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or30_signed_absorption_retest_1100/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-1540.0,0.8146811070998796,-0.6162582136520597,-0.10746140083587684,113,73.57449863827681,0.0,min_total_net_profit,none
es_opening_range_retest_orderflow,or30_signed_absorption_retest_1100,rescue1,ES,5m,backtest-campaigns/es_opening_range_retest_orderflow/or30_signed_absorption_retest_1100/ES/rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or30_signed_absorption_retest_1100/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.012345679012345678,1,81,0,53.75,1.004038317054846,0.014830093111275366,0.010358884526611743,143,93.10582249648743,4.383720930232558,max_best_day_concentration,parameter_space_only
es_opening_range_retest_orderflow,or60_large20_aligned_retest_1230,run1,ES,5m,backtest-campaigns/es_opening_range_retest_orderflow/or60_large20_aligned_retest_1230/ES/run1/effective_config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or60_large20_aligned_retest_1230/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-2972.5,0.7382786704820603,-0.5869448884163198,-0.16478591185263328,147,95.88228655757628,0.0,min_total_net_profit,none
es_opening_range_retest_orderflow,or60_large20_aligned_retest_1230,rescue1,ES,5m,backtest-campaigns/es_opening_range_retest_orderflow/or60_large20_aligned_retest_1230/ES/rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or60_large20_aligned_retest_1230/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-245.0,0.9864434914925992,-0.06191219239796776,0.0032377983812126986,164,106.95877637313923,0.0,min_total_net_profit,parameter_space_only
