variant_id,run_dir,terminal_stage,decision,core_profitable_rate,core_profitable_iterations,core_combinations,core_benchmark_passing,core_top_net,core_top_pf,core_top_trades,core_top_mar,core_top_failure,failure_reason,monkey_net_beat_rate,monkey_drawdown_beat_rate,monkey_profitable_rate,monkey_median_net,monkey_core_net,monkey_core_trades
high_credit_card_chargeoff_short_1000,backtest-campaigns/nq_credit_quality_stress_state/high_credit_card_chargeoff_short_1000/NQ/run1,limited_core_grid_test,FAIL,0.1111111111111111,3,27,0,65.0,1.0024285447412666,223,0.01598671826707465,max_best_day_concentration,limited_core_grid_test failed: profitable_iteration_rate=0.1111111111111111 below 0.7; benchmark_passing=0/27; top_net=65.0; top_pf=1.0024285447412666; top_trades=223; top_failure=max_best_day_concentration,,,,,,
high_business_loan_chargeoff_short_1030,backtest-campaigns/nq_credit_quality_stress_state/high_business_loan_chargeoff_short_1030/NQ/run1,limited_monkey_test,FAIL,0.7037037037037037,19,27,10,4265.0,1.1618903017650408,223,1.879790529239225,,limited_monkey_test failed: core_beats_monkey_max_drawdown_rate=0.86325 below 0.9; core_beats_monkey_net_profit_rate=0.978125; monkey_profitable_rate=0.08875; monkey_median_net=-4150.0; core_net=2227.5; core_trades=223,0.978125,0.86325,0.08875,-4150.0,2227.5,223
high_all_loan_chargeoff_short_1130,backtest-campaigns/nq_credit_quality_stress_state/high_all_loan_chargeoff_short_1130/NQ/run1,limited_core_grid_test,FAIL,0.3333333333333333,9,27,3,1205.0,1.0352906721335482,371,0.1625557696054812,,limited_core_grid_test failed: profitable_iteration_rate=0.3333333333333333 below 0.7; benchmark_passing=3/27; top_net=1205.0; top_pf=1.0352906721335482; top_trades=371; top_failure=,,,,,,
falling_credit_card_delinquency_long_1200,backtest-campaigns/nq_credit_quality_stress_state/falling_credit_card_delinquency_long_1200/NQ/run1,limited_core_grid_test,FAIL,0.0,0,27,0,-2750.0,0.9197548876568428,371,-0.36221955292353775,min_total_net_profit,limited_core_grid_test failed: profitable_iteration_rate=0.0 below 0.7; benchmark_passing=0/27; top_net=-2750.0; top_pf=0.9197548876568428; top_trades=371; top_failure=min_total_net_profit,,,,,,
falling_consumer_loan_delinquency_long_1330,backtest-campaigns/nq_credit_quality_stress_state/falling_consumer_loan_delinquency_long_1330/NQ/run1,limited_core_grid_test,FAIL,0.0,0,27,0,-5365.0,0.817950458092976,371,-0.509836132360805,min_total_net_profit;max_consecutive_losses,limited_core_grid_test failed: profitable_iteration_rate=0.0 below 0.7; benchmark_passing=0/27; top_net=-5365.0; top_pf=0.817950458092976; top_trades=371; top_failure=min_total_net_profit;max_consecutive_losses,,,,,,
