run_id,ending_balance,net_pnl,trader_net_pnl,account_ending_balance,final_account_phase,max_drawdown,worst_day,best_day,best_day_concentration,max_consecutive_losses,account_breached,breach_reason,payout_eligible,profit_before_drawdown,drawdown_before_profit,accounts_purchased,accounts_breached,accounts_terminated,challenge_passes,funded_accounts_started,payout_count,gross_payouts,net_payouts,total_challenge_fees
1,51025.25,1025.25,1025.25,49170.0,funded,2647.5,-942.5,2188.75,0.049609020852221214,5,True,trailing_drawdown,True,True,True,6,5,0,4,4,3,1792.5,1613.25,588.0
2,53893.875,3893.875,3893.875,49075.0,challenge,5120.0,-942.5,2188.75,0.05294669045387197,6,True,trailing_drawdown,True,True,False,7,6,0,2,2,3,5088.75,4579.875,686.0
3,54449.03125,4449.03125,4449.03125,50402.5,challenge,3900.0,-942.5,2188.75,0.0501058776397871,5,True,trailing_drawdown,True,True,False,5,4,0,2,2,5,5487.8125,4939.03125,490.0
4,50451.8125,451.8125,451.8125,49292.5,challenge,3780.0,-942.5,2188.75,0.04938236787184838,7,True,trailing_drawdown,True,True,True,8,7,0,4,4,1,1373.125,1235.8125,784.0
5,53879.125,3879.125,3879.125,49340.0,challenge,5615.0,-942.5,2188.75,0.05056309558186543,6,True,trailing_drawdown,True,True,True,8,7,0,4,4,4,5181.25,4663.125,784.0
6,54473.765625,4473.765625,4473.765625,50622.5,challenge,5385.0,-942.5,2188.75,0.04941860465116279,8,True,trailing_drawdown,True,True,False,4,3,0,2,2,4,5406.40625,4865.765625,392.0
7,51896.4375,1896.4375,1896.4375,51142.5,challenge,4690.0,-942.5,2188.75,0.05124978048352163,5,True,trailing_drawdown,True,True,True,7,6,0,2,2,2,2869.375,2582.4375,686.0
8,53000.75,3000.75,3000.75,50017.5,funded,4980.0,-942.5,2188.75,0.05105849419723567,8,True,trailing_drawdown,True,True,True,6,5,0,3,3,4,3987.5,3588.75,588.0
9,50188.21875,188.21875,188.21875,50287.8125,funded,2722.5,-942.5,2188.75,0.05323159238766948,5,True,trailing_drawdown,True,True,True,4,3,0,3,3,2,644.6875,580.21875,392.0
10,54576.46875,4576.46875,4576.46875,51137.5,challenge,3310.0,-942.5,2188.75,0.04938236787184838,6,True,trailing_drawdown,True,True,True,7,5,1,2,2,6,5847.1875,5262.46875,686.0
11,49314.0,-686.0,-686.0,52975.0,challenge,4317.5,-942.5,2188.75,0.05179553925338697,6,True,trailing_drawdown,False,True,True,7,6,0,3,3,0,0.0,0.0,686.0
12,49412.0,-588.0,-588.0,50843.75,challenge,2620.0,-942.5,2188.75,0.04938236787184838,7,True,trailing_drawdown,False,True,True,6,5,0,4,4,0,0.0,0.0,588.0
13,55055.984375,5055.984375,5055.984375,50317.5,challenge,3089.53125,-942.5,2188.75,0.05208209399167162,8,True,trailing_drawdown,True,True,True,6,5,0,3,3,6,6271.09375,5643.984375,588.0
14,57955.25,7955.25,7955.25,49120.0,challenge,4537.5,-942.5,2188.75,0.05136403637430331,6,True,trailing_drawdown,True,True,True,6,4,1,1,1,5,9492.5,8543.25,588.0
15,57989.53125,7989.53125,7989.53125,49565.0,challenge,4387.5,-942.5,2188.75,0.04999714465193307,6,True,trailing_drawdown,True,True,True,4,2,1,1,1,5,9312.8125,8381.53125,392.0
16,53023.96875,3023.96875,3023.96875,50025.0,challenge,3976.25,-942.5,2188.75,0.05347544588321525,6,True,trailing_drawdown,True,True,True,7,6,0,2,2,4,4122.1875,3709.96875,686.0
17,51768.328125,1768.328125,1768.328125,50977.5,challenge,4114.53125,-942.5,2188.75,0.05079484799257368,5,True,trailing_drawdown,True,True,True,7,6,0,3,3,3,2727.03125,2454.328125,686.0
18,54895.421875,4895.421875,4895.421875,51020.0,challenge,5902.03125,-942.5,2188.75,0.05468115670476548,7,True,trailing_drawdown,True,True,True,8,7,0,3,3,4,6310.46875,5679.421875,784.0
19,51046.625,1046.625,1046.625,49022.5,challenge,3005.0,-942.5,2188.75,0.05173738328802742,6,True,trailing_drawdown,True,True,False,6,5,0,3,3,4,1816.25,1634.625,588.0
20,51531.125,1531.125,1531.125,48505.0,challenge,4585.0,-942.5,2188.75,0.050966352311095586,8,True,trailing_drawdown,True,True,True,9,8,0,4,4,2,2681.25,2413.125,882.0
21,52272.46875,2272.46875,2272.46875,,,3921.5625,-942.5,2188.75,0.05576255533263272,8,True,trailing_drawdown,True,True,True,7,7,0,2,2,3,3287.1875,2958.46875,686.0
22,50354.625,354.625,354.625,49515.0,funded,2732.5,-942.5,2188.75,0.053238066281544545,7,True,trailing_drawdown,True,True,True,7,6,0,4,4,1,1156.25,1040.625,686.0
