variant_id,terminal_stage,decision,core_profitable_rate,core_profitable_iterations,core_combinations,core_benchmark_passing,core_top_net,core_top_pf,core_top_trades,core_top_failure,run_dir,failure_reason
productivity_minus_ulc_4q_pressure_short_1000,limited_core_grid_test,FAIL,0.0,0,27,0,-2397.5,0.8922955974842768,242,min_total_net_profit,backtest-campaigns/nq_productivity_unit_labor_cost_state/productivity_minus_ulc_4q_pressure_short_1000/NQ/run1,limited_core_grid_test failed: profitable_iteration_rate=0.0 below 0.7; benchmark_passing=0/27; top_net=-2397.5; top_pf=0.8922955974842768; top_trades=242; top_failure=min_total_net_profit
productivity_1q_weakness_short_1030,limited_core_grid_test,FAIL,0.0,0,27,0,-312.5,0.9883893739550437,241,min_total_net_profit;max_consecutive_losses,backtest-campaigns/nq_productivity_unit_labor_cost_state/productivity_1q_weakness_short_1030/NQ/run1,limited_core_grid_test failed: profitable_iteration_rate=0.0 below 0.7; benchmark_passing=0/27; top_net=-312.5; top_pf=0.9883893739550437; top_trades=241; top_failure=min_total_net_profit;max_consecutive_losses
unit_labor_cost_4q_pressure_short_1130,limited_core_grid_test,FAIL,0.0,0,27,0,-1730.0,0.9206785878037598,180,min_total_net_profit,backtest-campaigns/nq_productivity_unit_labor_cost_state/unit_labor_cost_4q_pressure_short_1130/NQ/run1,limited_core_grid_test failed: profitable_iteration_rate=0.0 below 0.7; benchmark_passing=0/27; top_net=-1730.0; top_pf=0.9206785878037598; top_trades=180; top_failure=min_total_net_profit
unit_labor_cost_1q_relief_long_1200,limited_core_grid_test,FAIL,0.0,0,27,0,-3305.0,0.8220247711362413,203,min_total_net_profit,backtest-campaigns/nq_productivity_unit_labor_cost_state/unit_labor_cost_1q_relief_long_1200/NQ/run1,limited_core_grid_test failed: profitable_iteration_rate=0.0 below 0.7; benchmark_passing=0/27; top_net=-3305.0; top_pf=0.8220247711362413; top_trades=203; top_failure=min_total_net_profit
productivity_minus_ulc_4q_margin_long_1330,limited_core_grid_test,FAIL,0.0,0,27,0,-1125.0,0.8198558847077662,83,min_total_net_profit;max_consecutive_losses,backtest-campaigns/nq_productivity_unit_labor_cost_state/productivity_minus_ulc_4q_margin_long_1330/NQ/run1,limited_core_grid_test failed: profitable_iteration_rate=0.0 below 0.7; benchmark_passing=0/27; top_net=-1125.0; top_pf=0.8198558847077662; top_trades=83; top_failure=min_total_net_profit;max_consecutive_losses
