variant_id,stage,status,passed,expected_combinations,total_combinations_tested,benchmark_passing,profitable_iterations,profitable_iteration_rate,required_profitable_iteration_rate,apex_rule_violating_iterations,top_run_id,top_net_profit,top_profit_factor,top_expectancy_r,top_total_trades,top_trades_per_year,top_max_drawdown,top_mar,top_win_rate,top_apex_rule_violations,top_failure_reason,fixed_net_profit,fixed_profit_factor,fixed_total_trades,fixed_max_drawdown,fixed_mar,fixed_win_rate,summary_path,stage_result_path
multifamily_starts_weakness_short_1200,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,1,-1855.0,0.5936473165388828,-0.18763670361761728,94,71.50381453065003,1930.0,-0.7325235844395681,0.43617021276595747,0,min_total_net_profit,-3610.0,0.619198312236287,113,3950.0,-0.6980151531239023,0.34513274336283184,backtest-campaigns/nq_housing_construction_state/multifamily_starts_weakness_short_1200/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_housing_construction_state/multifamily_starts_weakness_short_1200/NQ/run1/limited_core_grid_test/stage_result.json
permit_starts_ratio_high_long_1330,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,19,-2250.0,0.6790299572039943,-0.13412342153912027,157,106.38746990062859,2655.0,-0.5765790944721724,0.46496815286624205,0,min_total_net_profit,-5830.0,0.6536976536976536,217,6672.5,-0.5969471147938646,0.3548387096774194,backtest-campaigns/nq_housing_construction_state/permit_starts_ratio_high_long_1330/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_housing_construction_state/permit_starts_ratio_high_long_1330/NQ/run1/limited_core_grid_test/stage_result.json
permits_3m_strength_long_1000,limited_core_grid_test,failed,False,27,27,0,1,0.037037037037037035,0.7,0,27,80.0,1.0025396825396826,0.02939674047551254,272,176.3976251980543,4630.0,0.011412147468353383,0.40808823529411764,0,max_consecutive_losses;max_best_day_concentration,-1807.5,0.9202162877951887,292,4115.0,-0.28794588451849673,0.4143835616438356,backtest-campaigns/nq_housing_construction_state/permits_3m_strength_long_1000/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_housing_construction_state/permits_3m_strength_long_1000/NQ/run1/limited_core_grid_test/stage_result.json
single_family_permits_strength_long_1130,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,3,-1595.0,0.9072674418604652,-0.0019503635811660054,313,203.06108528355693,2350.0,-0.4411531192813995,0.3610223642172524,0,min_total_net_profit;max_consecutive_losses,-3642.5,0.8499794069192751,313,4275.0,-0.5550153497328234,0.402555910543131,backtest-campaigns/nq_housing_construction_state/single_family_permits_strength_long_1130/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_housing_construction_state/single_family_permits_strength_long_1130/NQ/run1/limited_core_grid_test/stage_result.json
starts_3m_weakness_short_1030,limited_core_grid_test,failed,False,27,27,0,6,0.2222222222222222,0.7,0,9,1475.0,1.2147016011644833,0.14767998233902124,75,50.802011629329606,1300.0,0.7815249515830872,0.4533333333333333,0,preferred_min_total_trades,-710.0,0.903137789904502,94,1392.5,-0.3464450588622226,0.4148936170212766,backtest-campaigns/nq_housing_construction_state/starts_3m_weakness_short_1030/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_housing_construction_state/starts_3m_weakness_short_1030/NQ/run1/limited_core_grid_test/stage_result.json
