campaign_id,variant_id,test_run_id,decision,terminal_stage,profitable_iterations,total_combinations,profitable_rate,passing_benchmark,top_net_profit,top_profit_factor,top_mar,top_trades_per_year,top_total_trades,top_failure_reason,report_path,fixed_config_core_trade_log,fixed_config_core_equity_curve
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,rescue1,FAIL,limited_core_grid_test,0,81,0.0,0,-182.5,0.9722222222222222,-0.04352621723744769,41.58762555441617,64,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_high_vr_large10_continuation_1400/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_high_vr_large10_continuation_1400/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_high_vr_large10_continuation_1400/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,rescue1,FAIL,limited_core_grid_test,0,81,0.0,0,-1153.75,0.8485395470955037,-0.2631660318153747,37.57893153500965,57,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_variance_ratio_orderflow_regime/afternoon_high_vr_signed_continuation_1530/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_variance_ratio_orderflow_regime/afternoon_high_vr_signed_continuation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_variance_ratio_orderflow_regime/afternoon_high_vr_signed_continuation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,rescue1,FAIL,limited_core_grid_test,0,81,0.0,0,-4818.125,0.7376820470940519,-0.6579968197656149,91.14737793851718,138,min_total_net_profit,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_low_vr_large10_reversion_1430/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_low_vr_large10_reversion_1430/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_low_vr_large10_reversion_1430/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,rescue1,FAIL,limited_core_grid_test,0,81,0.0,0,-977.5,0.7331058020477815,-0.4778047351396036,44.19340409494742,68,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_high_vr_signed_continuation_1130/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_high_vr_signed_continuation_1130/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_high_vr_signed_continuation_1130/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,rescue1,FAIL,limited_core_grid_test,0,81,0.0,0,-1568.125,0.7063436329588015,-0.4819165010958517,62.099571523788356,93,min_total_net_profit,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_low_vr_signed_reversion_1130/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_low_vr_signed_reversion_1130/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_low_vr_signed_reversion_1130/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,run1,FAIL,limited_core_grid_test,0,81,0.0,0,-725.0,0.8543445504771472,-0.21560072679723996,45.49321009773999,70,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_high_vr_signed_continuation_1130/ES/run1/campaign_test_summary.json,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_high_vr_signed_continuation_1130/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_high_vr_signed_continuation_1130/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,run1,FAIL,limited_core_grid_test,0,81,0.0,0,-9519.375,0.721655701754386,-0.6572972626515813,202.7572095781748,312,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_low_vr_large10_reversion_1430/ES/run1/campaign_test_summary.json,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_low_vr_large10_reversion_1430/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_low_vr_large10_reversion_1430/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,run1,FAIL,limited_core_grid_test,0,81,0.0,0,-3966.25,0.7069634281492427,-0.47739774426285175,82.5254444595446,127,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_high_vr_large10_continuation_1400/ES/run1/campaign_test_summary.json,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_high_vr_large10_continuation_1400/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_variance_ratio_orderflow_regime/midday_high_vr_large10_continuation_1400/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,run1,FAIL,limited_core_grid_test,0,81,0.0,0,-4623.125,0.616338174273859,-0.5281673133965065,61.41797311734453,94,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_variance_ratio_orderflow_regime/afternoon_high_vr_signed_continuation_1530/ES/run1/campaign_test_summary.json,backtest-campaigns/es_variance_ratio_orderflow_regime/afternoon_high_vr_signed_continuation_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_variance_ratio_orderflow_regime/afternoon_high_vr_signed_continuation_1530/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,run1,FAIL,limited_core_grid_test,0,81,0.0,0,-2313.75,0.614856429463171,-0.5845451422929847,64.57418522744184,99,min_total_net_profit,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_low_vr_signed_reversion_1130/ES/run1/campaign_test_summary.json,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_low_vr_signed_reversion_1130/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_variance_ratio_orderflow_regime/morning_low_vr_signed_reversion_1130/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
