window_id,train_start,train_end,test_start,test_end,objective,train_objective,selected_params,train_mar,train_cagr,train_max_drawdown_pct,train_net_profit,train_profit_factor,train_max_drawdown,test_mar,test_cagr,test_max_drawdown_pct,test_net_profit,test_profit_factor,test_max_drawdown,test_trades,test_passed
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.40974949578726555,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 2.0}",0.40974949578726555,0.02682102471021408,0.06545712682008782,15010.0,1.1935088793631354,9912.5,1.2525164997112679,0.021896492168421267,0.017481998978431727,2250.0,1.3414264036418817,2652.5,40,False
2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,1.0551924643131412,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 2.0}",1.0551924643131412,0.035083484861451186,0.033248422489719126,22120.0,1.3086583408916486,5612.5,3.6564734276208357,0.09152954935185798,0.025032193222148936,13447.5,1.446352999751058,3985.0,88,False
3,2021-05-06,2025-05-06,2025-05-06,2026-05-06,MAR,2.296904114947545,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 2.0}",2.296904114947545,0.051233017914534607,0.022305248870044637,32910.0,1.4284598359588596,3985.0,4.502328032119855,0.07560058045841211,0.016791442098193075,3667.5,1.5633640552995391,2562.5,29,False
