campaign_id,variant_id,run_id,status,windows,early_exit,stitched_oos_trades,oos_trades_per_year,oos_net_profit,oos_profit_factor,oos_mar,oos_expectancy_r,reason,wfa_summary_path,wfa_results_path,wfa_oos_trade_log_path
es_nq_relative_value_orderflow_absorption_reversion,midday60_two_sided_absorption_1400,rescue1,failed,2,True,40,40.80309072008192,-1937.5,0.7169466764061359,-0.6975521321854036,-0.06912198055590268,profit_factor_lt_1.2;mar_lt_0.4;trades_per_year_lt_50;expectancy_not_positive,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/walk_forward_analysis/wfa_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/walk_forward_analysis/wfa_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/walk_forward_analysis/wfa_oos_trade_log.csv
es_nq_relative_value_orderflow_absorption_reversion,morning30_outperform_absorption_short_1030,rescue1,failed,1,True,0,0.0,0.0,0.0,0.0,0.0,early_exit_no_oos_trades_or_no_profitable_is_selection,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/walk_forward_analysis/wfa_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/walk_forward_analysis/wfa_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/walk_forward_analysis/wfa_oos_trade_log.csv
