campaign_id,variant_id,run_id,symbol,timeframe,dataset_id,terminal_stage,stage_status,stage_passed,total_combinations,profitable_combinations,profitable_combo_rate,benchmark_passing_combinations,apex_rule_violating_iterations,combos_meeting_50_tpy,top_net_profit,top_profit_factor,top_mar,top_total_trades,top_trades_per_year,top_best_day_concentration,top_failure_reason,wfa_status,wfa_windows,wfa_early_exit,wfa_stitched_oos_trades,wfa_net_profit,wfa_profit_factor,wfa_mar,wfa_trades_per_year,wfa_expectancy_r,wfa_failure_reason,source_config_path,report_path,core_grid_summary_path,core_grid_results_path,fixed_config_core_trade_log_path,fixed_config_core_metrics_path,fixed_config_core_equity_curve_path,wfa_summary_path,wfa_results_path,wfa_oos_trade_log_path,wfa_equity_curve_path,created_at,updated_at,rescue_attempt
es_nq_relative_value_orderflow_absorption_reversion,late_morning30_two_sided_absorption_1130,rescue1,ES,1m,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,limited_core_grid_test,failed,False,81,0,0.0,0,0,81,-232.5,0.9519628099173554,-0.1767045695620025,89,58.36123783009447,0.0,min_total_net_profit,skipped,,,,,,,,,,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/rescue1/effective_config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/rescue1/limited_core_grid_test/core_grid_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/rescue1/limited_core_grid_test/fixed_config_core_metrics.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,,,,,2026-06-18T23:11:32,2026-06-18T23:11:32,parameter_space_only
es_nq_relative_value_orderflow_absorption_reversion,late_morning30_two_sided_absorption_1130,run1,ES,1m,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,limited_core_grid_test,failed,False,81,0,0.0,0,0,81,-232.5,0.9519628099173554,-0.1767045695620025,89,58.36123783009447,0.0,min_total_net_profit,skipped,,,,,,,,,,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/run1/effective_config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/run1/campaign_test_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/run1/limited_core_grid_test/core_grid_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/run1/limited_core_grid_test/fixed_config_core_metrics.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,,,,,2026-06-18T23:01:22,2026-06-18T23:01:22,none
es_nq_relative_value_orderflow_absorption_reversion,midday60_two_sided_absorption_1400,rescue1,ES,1m,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,walk_forward_analysis,failed,False,81,71,0.8765432098765432,16,0,81,4457.5,1.4503662541045719,1.4420098992321169,131,86.52113528541615,0.18115535614133482,,failed,2,True,40,-1937.5,0.7169466764061359,-0.6975521321854036,40.80309072008192,-0.06912198055590268,profit_factor_lt_1.2;mar_lt_0.4;trades_per_year_lt_50;expectancy_not_positive,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/effective_config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/limited_core_grid_test/core_grid_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/limited_core_grid_test/fixed_config_core_metrics.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/walk_forward_analysis/wfa_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/walk_forward_analysis/wfa_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/walk_forward_analysis/wfa_oos_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/rescue1/walk_forward_analysis/equity_curve.csv,2026-06-18T23:28:08,2026-06-18T23:28:08,parameter_space_only
es_nq_relative_value_orderflow_absorption_reversion,midday60_two_sided_absorption_1400,run1,ES,1m,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,limited_core_grid_test,failed,False,81,17,0.20987654320987653,5,0,81,3872.5,1.3575715604801477,1.333698925366294,138,90.65263168412297,0.20852162685603615,,skipped,,,,,,,,,,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/run1/effective_config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/run1/campaign_test_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/run1/limited_core_grid_test/core_grid_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/run1/limited_core_grid_test/fixed_config_core_metrics.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/midday60_two_sided_absorption_1400/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,,,,,2026-06-18T23:03:05,2026-06-18T23:03:05,none
es_nq_relative_value_orderflow_absorption_reversion,morning15_two_sided_absorption_1000,rescue1,ES,1m,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,limited_core_grid_test,failed,False,81,0,0.0,0,0,81,-2048.125,0.7677862811791383,-0.3834393023839738,109,71.09392070615692,0.0,min_total_net_profit,skipped,,,,,,,,,,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/rescue1/effective_config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/rescue1/limited_core_grid_test/core_grid_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/rescue1/limited_core_grid_test/fixed_config_core_metrics.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,,,,,2026-06-18T23:29:52,2026-06-18T23:29:52,parameter_space_only
es_nq_relative_value_orderflow_absorption_reversion,morning15_two_sided_absorption_1000,run1,ES,1m,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,limited_core_grid_test,failed,False,81,0,0.0,0,0,81,-2595.0,0.765370705244123,-0.462648549059443,149,97.18741008978621,0.0,min_total_net_profit,skipped,,,,,,,,,,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/run1/effective_config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/run1/campaign_test_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/run1/limited_core_grid_test/core_grid_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/run1/limited_core_grid_test/fixed_config_core_metrics.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,,,,,2026-06-18T23:04:45,2026-06-18T23:04:45,none
es_nq_relative_value_orderflow_absorption_reversion,morning30_outperform_absorption_short_1030,rescue1,ES,1m,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,walk_forward_analysis,failed,False,81,67,0.8271604938271605,15,0,81,2748.75,1.2343849925389043,0.6879008032450797,139,90.33383828773505,0.24374715779899955,,failed,1,True,0,0.0,0.0,0.0,0.0,0.0,early_exit_no_oos_trades_or_no_profitable_is_selection,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/effective_config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/limited_core_grid_test/core_grid_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_metrics.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/walk_forward_analysis/wfa_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/walk_forward_analysis/wfa_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/walk_forward_analysis/wfa_oos_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/rescue1/walk_forward_analysis/equity_curve.csv,2026-06-18T23:39:13,2026-06-18T23:39:13,parameter_space_only
es_nq_relative_value_orderflow_absorption_reversion,morning30_outperform_absorption_short_1030,run1,ES,1m,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,limited_core_grid_test,failed,False,81,26,0.32098765432098764,3,0,81,2062.5,1.244227353463588,0.5147136063494272,105,68.23779151231784,0.35515151515151516,,skipped,,,,,,,,,,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/run1/effective_config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/run1/campaign_test_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/run1/limited_core_grid_test/core_grid_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/run1/limited_core_grid_test/fixed_config_core_metrics.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_outperform_absorption_short_1030/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,,,,,2026-06-18T23:06:34,2026-06-18T23:06:34,none
es_nq_relative_value_orderflow_absorption_reversion,morning30_underperform_absorption_long_1030,rescue1,ES,1m,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,limited_core_grid_test,failed,False,81,0,0.0,0,0,81,-15.0,0.9978655282817502,-0.0044481981063089725,83,55.622040020641016,0.0,min_total_net_profit,skipped,,,,,,,,,,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/rescue1/effective_config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/rescue1/limited_core_grid_test/core_grid_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_metrics.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,,,,,2026-06-18T23:41:06,2026-06-18T23:41:06,parameter_space_only
es_nq_relative_value_orderflow_absorption_reversion,morning30_underperform_absorption_long_1030,run1,ES,1m,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,limited_core_grid_test,failed,False,81,0,0.0,0,0,81,-15.0,0.9978655282817502,-0.0044481981063089725,83,55.622040020641016,0.0,min_total_net_profit,skipped,,,,,,,,,,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/run1/effective_config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/run1/campaign_test_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/run1/limited_core_grid_test/core_grid_results.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/run1/limited_core_grid_test/fixed_config_core_metrics.json,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning30_underperform_absorption_long_1030/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,,,,,2026-06-18T23:08:21,2026-06-18T23:08:21,none
