variant_id,run_dir,terminal_stage,decision,core_profitable_rate,core_profitable_iterations,core_combinations,core_benchmark_passing,core_top_net,core_top_pf,core_top_trades,core_top_mar,core_top_failure,failure_reason
strong_trade_balance_share_long_1000,backtest-campaigns/nq_trade_balance_quantity_state/strong_trade_balance_share_long_1000/NQ/run1,limited_core_grid_test,FAIL,0.0,0,27,0,-2875.0,0.9150162577593851,371,-0.30226217366751834,min_total_net_profit,limited_core_grid_test failed: profitable_iteration_rate=0.0 below 0.7; benchmark_passing=0/27; top_net=-2875.0; top_pf=0.9150162577593851; top_trades=371; top_failure=min_total_net_profit
high_export_import_ratio_long_1030,backtest-campaigns/nq_trade_balance_quantity_state/high_export_import_ratio_long_1030/NQ/run1,limited_core_grid_test,FAIL,0.0,0,27,0,-3900.0,0.8926950061906728,371,-0.5315937143925333,min_total_net_profit,limited_core_grid_test failed: profitable_iteration_rate=0.0 below 0.7; benchmark_passing=0/27; top_net=-3900.0; top_pf=0.8926950061906728; top_trades=371; top_failure=min_total_net_profit
export_growth_strength_long_1130,backtest-campaigns/nq_trade_balance_quantity_state/export_growth_strength_long_1130/NQ/run1,limited_core_grid_test,FAIL,0.0,0,27,0,-1390.0,0.8489951113525258,105,-0.8591747357244145,min_total_net_profit,limited_core_grid_test failed: profitable_iteration_rate=0.0 below 0.7; benchmark_passing=0/27; top_net=-1390.0; top_pf=0.8489951113525258; top_trades=105; top_failure=min_total_net_profit
weak_import_growth_short_1200,backtest-campaigns/nq_trade_balance_quantity_state/weak_import_growth_short_1200/NQ/run1,limited_core_grid_test,FAIL,0.0,0,27,0,-182.5,0.9863398203592815,166,-0.051594079186158534,min_total_net_profit,limited_core_grid_test failed: profitable_iteration_rate=0.0 below 0.7; benchmark_passing=0/27; top_net=-182.5; top_pf=0.9863398203592815; top_trades=166; top_failure=min_total_net_profit
deteriorating_balance_short_1330,backtest-campaigns/nq_trade_balance_quantity_state/deteriorating_balance_short_1330/NQ/run1,limited_core_grid_test,FAIL,0.037037037037037035,1,27,0,50.0,1.0045187528242205,141,0.02251859612619322,max_best_day_concentration,limited_core_grid_test failed: profitable_iteration_rate=0.037037037037037035 below 0.7; benchmark_passing=0/27; top_net=50.0; top_pf=1.0045187528242205; top_trades=141; top_failure=max_best_day_concentration
