run_id,ending_balance,net_pnl,trader_net_pnl,account_ending_balance,final_account_phase,max_drawdown,worst_day,best_day,best_day_concentration,max_consecutive_losses,account_breached,breach_reason,payout_eligible,profit_before_drawdown,drawdown_before_profit,accounts_purchased,accounts_breached,accounts_terminated,challenge_passes,funded_accounts_started,payout_count,gross_payouts,net_payouts,total_challenge_fees
1,56076.0625,6076.0625,6076.0625,49870.0,challenge,7136.875,-1742.5,2107.5,0.04091041444239542,5,True,trailing_drawdown,True,True,False,5,4,0,4,4,5,7295.625,6566.0625,490.0
2,55035.1875,5035.1875,5035.1875,52043.125,funded,4105.625,-1742.5,2107.5,0.04245781918912113,10,True,trailing_drawdown,True,True,False,7,6,0,5,5,4,6356.875,5721.1875,686.0
3,51154.25,1154.25,1154.25,50577.5,challenge,2710.0,-1742.5,2107.5,0.041890280262373285,4,True,trailing_drawdown,True,True,True,9,8,0,6,6,3,2262.5,2036.25,882.0
4,62374.375,12374.375,12374.375,56381.25,funded,5557.5,-1742.5,2107.5,0.04083115373437954,11,True,trailing_drawdown,True,True,False,5,3,1,2,2,8,14293.75,12864.375,490.0
5,57698.734375,7698.734375,7698.734375,53492.5,funded,3086.40625,-1742.5,2107.5,0.041712023750618506,3,True,trailing_drawdown,True,True,False,5,3,1,2,2,6,9098.59375,8188.734375,490.0
6,57255.25,7255.25,7255.25,56240.0,funded,2895.0,-1742.5,2107.5,0.041230558544458576,7,True,trailing_drawdown,True,True,False,8,7,0,3,3,6,8932.5,8039.25,784.0
7,58020.0,8020.0,8020.0,51225.0,funded,4695.0,-1742.5,2107.5,0.04638239339752407,10,True,trailing_drawdown,True,True,True,10,8,1,3,3,5,10000.0,9000.0,980.0
8,59647.8125,9647.8125,9647.8125,,,6716.25,-1742.5,2107.5,0.0433932156277346,6,True,trailing_drawdown,True,True,False,6,5,1,3,3,7,11373.125,10235.8125,588.0
9,57004.3125,7004.3125,7004.3125,52107.5,funded,4100.0,-1742.5,2107.5,0.04283101310842394,6,True,trailing_drawdown,True,True,True,4,3,0,3,3,6,8218.125,7396.3125,392.0
10,56387.125,6387.125,6387.125,50745.0,challenge,5990.0,-1742.5,2107.5,0.04223870127267261,7,True,trailing_drawdown,True,True,False,5,4,0,3,3,4,7641.25,6877.125,490.0
11,57765.265625,7765.265625,7765.265625,50532.5,funded,3692.65625,-1742.5,2107.5,0.04197998107663961,4,True,trailing_drawdown,True,True,True,6,4,1,3,3,7,9281.40625,8353.265625,588.0
12,58590.71875,8590.71875,8590.71875,52062.5,funded,5440.0,-1742.5,2107.5,0.041427097154651336,4,True,trailing_drawdown,True,True,False,5,3,1,3,3,7,10089.6875,9080.71875,490.0
13,57414.6875,7414.6875,7414.6875,49565.0,challenge,4587.5,-1742.5,2107.5,0.04281578546396465,7,True,trailing_drawdown,True,True,True,6,4,1,3,3,7,8891.875,8002.6875,588.0
14,59018.5,9018.5,9018.5,51397.5,challenge,4852.5,-1717.5,2107.5,0.041596763051416165,4,True,trailing_drawdown,True,True,True,5,3,1,2,2,6,10565.0,9508.5,490.0
15,58510.0,8510.0,8510.0,51110.0,challenge,3535.0,-1742.5,2107.5,0.04200717560294997,7,True,trailing_drawdown,True,True,True,5,3,1,2,2,5,10000.0,9000.0,490.0
16,57359.125,7359.125,7359.125,51012.5,challenge,3862.5,-1742.5,2107.5,0.0416501976284585,4,True,trailing_drawdown,True,True,False,5,3,1,3,3,5,8721.25,7849.125,490.0
17,57035.3125,7035.3125,7035.3125,52060.0,challenge,3650.0,-1742.5,2107.5,0.04219641605766343,9,True,trailing_drawdown,True,True,False,8,6,1,2,2,5,8688.125,7819.3125,784.0
