trade_id,strategy_name,session_date,direction,level_type,setup_mode,feature_method,share_mode,lookback_minutes,trend_lookback_minutes,rank_window,configured_direction,share_rank,share_value,es_pullback_return_ticks,trend_return_ticks,trend_start_timestamp,trend_end_timestamp,share_rank_min,min_abs_return_ticks,min_trend_return_ticks,crowding_signal_timestamp,crowding_intended_entry_timestamp,signal_close_timestamp,intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,volatility_feature_csv,volatility_feature_session_date,volatility_gate_column,volatility_gate_value,volatility_gate_max,volatility_filter_result,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
50,volatility_filtered_trend_mes_participation_crowding,2026-03-24,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9325396825396826,0.5035646543266401,-5.0,72.0,2026-03-24 09:45:00-04:00,2026-03-24 10:15:00-04:00,0.55,3.0,4.0,2026-03-24 10:30:00-04:00,2026-03-24 10:30:00-04:00,2026-03-24 10:30:00-04:00,2026-03-24 10:30:00-04:00,0.003,2.5,12:00:00,6600.0,2026-03-24 10:29:00-04:00,6607.5,6598.25,2026-03-24 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-24,range10_rank_252,0.6626984126984127,0.95,passed,2026-03-24 10:30:00-04:00,6600.5,6587.25,6633.625,13.25,1,34.75,3.5,fixed_contracts,2026-03-24 10:52:00-04:00,6633.375,target,1643.75,1638.75,2.481132075471698,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
51,volatility_filtered_trend_mes_participation_crowding,2026-03-25,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8412698412698413,0.4691090192231508,5.0,-35.0,2026-03-25 09:45:00-04:00,2026-03-25 10:15:00-04:00,0.55,3.0,4.0,2026-03-25 10:30:00-04:00,2026-03-25 10:30:00-04:00,2026-03-25 10:30:00-04:00,2026-03-25 10:30:00-04:00,0.003,2.5,12:00:00,6657.0,2026-03-25 10:29:00-04:00,6657.0,6654.0,2026-03-25 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-25,range10_rank_252,0.6547619047619048,0.95,passed,2026-03-25 10:30:00-04:00,6656.5,6670.0,6622.75,13.5,1,40.0,11.0,fixed_contracts,2026-03-25 11:17:00-04:00,6623.0,target,1675.0,1670.0,2.4814814814814814,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
52,volatility_filtered_trend_mes_participation_crowding,2026-03-26,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7142857142857143,0.4262415182542867,-34.0,58.0,2026-03-26 09:45:00-04:00,2026-03-26 10:15:00-04:00,0.55,3.0,4.0,2026-03-26 10:30:00-04:00,2026-03-26 10:30:00-04:00,2026-03-26 10:30:00-04:00,2026-03-26 10:30:00-04:00,0.003,2.5,12:00:00,6609.25,2026-03-26 10:29:00-04:00,6614.0,6608.75,2026-03-26 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-26,range10_rank_252,0.6587301587301587,0.95,passed,2026-03-26 10:30:00-04:00,6609.5,6596.25,6642.625,13.25,1,12.5,14.0,fixed_contracts,2026-03-26 10:46:00-04:00,6596.0,stop,-675.0,-680.0,-1.0188679245283019,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
53,volatility_filtered_trend_mes_participation_crowding,2026-04-07,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8055555555555556,0.4621777556072171,69.0,-92.0,2026-04-07 09:45:00-04:00,2026-04-07 10:15:00-04:00,0.55,3.0,4.0,2026-04-07 10:30:00-04:00,2026-04-07 10:30:00-04:00,2026-04-07 10:30:00-04:00,2026-04-07 10:30:00-04:00,0.003,2.5,12:00:00,6606.75,2026-04-07 10:29:00-04:00,6608.25,6600.5,2026-04-07 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-04-07,range10_rank_252,0.8373015873015873,0.95,passed,2026-04-07 10:30:00-04:00,6606.5,6619.75,6573.375,13.25,1,33.75,10.0,fixed_contracts,2026-04-07 11:06:00-04:00,6573.625,target,1643.75,1638.75,2.481132075471698,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
54,volatility_filtered_trend_mes_participation_crowding,2026-04-20,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6111111111111112,0.397793628501737,-13.0,18.0,2026-04-20 09:45:00-04:00,2026-04-20 10:15:00-04:00,0.55,3.0,4.0,2026-04-20 10:30:00-04:00,2026-04-20 10:30:00-04:00,2026-04-20 10:30:00-04:00,2026-04-20 10:30:00-04:00,0.003,2.5,12:00:00,7149.75,2026-04-20 10:29:00-04:00,7150.75,7148.5,2026-04-20 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-04-20,range10_rank_252,0.4801587301587302,0.95,passed,2026-04-20 10:30:00-04:00,7150.0,7135.5,7186.25,14.5,1,0.5,25.25,fixed_contracts,2026-04-20 10:51:00-04:00,7135.25,stop,-737.5,-742.5,-1.0172413793103448,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
55,volatility_filtered_trend_mes_participation_crowding,2026-04-21,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6984126984126984,0.4162534050429559,-18.0,54.0,2026-04-21 09:45:00-04:00,2026-04-21 10:15:00-04:00,0.55,3.0,4.0,2026-04-21 10:30:00-04:00,2026-04-21 10:30:00-04:00,2026-04-21 10:30:00-04:00,2026-04-21 10:30:00-04:00,0.003,2.5,12:00:00,7165.5,2026-04-21 10:29:00-04:00,7165.75,7162.75,2026-04-21 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-04-21,range10_rank_252,0.46825396825396826,0.95,passed,2026-04-21 10:30:00-04:00,7165.75,7151.25,7202.0,14.5,1,1.75,15.0,fixed_contracts,2026-04-21 10:46:00-04:00,7151.0,stop,-737.5,-742.5,-1.0172413793103448,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
56,volatility_filtered_trend_mes_participation_crowding,2026-04-23,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7341269841269841,0.4269411115708178,17.0,-20.0,2026-04-23 09:45:00-04:00,2026-04-23 10:15:00-04:00,0.55,3.0,4.0,2026-04-23 10:30:00-04:00,2026-04-23 10:30:00-04:00,2026-04-23 10:30:00-04:00,2026-04-23 10:30:00-04:00,0.003,2.5,12:00:00,7163.0,2026-04-23 10:29:00-04:00,7163.0,7161.0,2026-04-23 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-04-23,range10_rank_252,0.42857142857142855,0.95,passed,2026-04-23 10:30:00-04:00,7162.75,7177.25,7126.5,14.5,1,1.0,15.75,fixed_contracts,2026-04-23 10:57:00-04:00,7177.5,stop,-737.5,-742.5,-1.0172413793103448,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
57,volatility_filtered_trend_mes_participation_crowding,2026-04-24,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7142857142857143,0.4218138506040497,-7.0,4.0,2026-04-24 09:45:00-04:00,2026-04-24 10:15:00-04:00,0.55,3.0,4.0,2026-04-24 10:30:00-04:00,2026-04-24 10:30:00-04:00,2026-04-24 10:30:00-04:00,2026-04-24 10:30:00-04:00,0.003,2.5,12:00:00,7154.0,2026-04-24 10:29:00-04:00,7155.5,7152.0,2026-04-24 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-04-24,range10_rank_252,0.4603174603174603,0.95,passed,2026-04-24 10:30:00-04:00,7154.25,7139.75,7190.5,14.5,1,37.25,4.75,fixed_contracts,2026-04-24 11:44:00-04:00,7190.25,target,1800.0,1795.0,2.4827586206896552,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
58,volatility_filtered_trend_mes_participation_crowding,2026-04-30,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7777777777777778,0.4318467375754183,16.0,-49.0,2026-04-30 09:45:00-04:00,2026-04-30 10:15:00-04:00,0.55,3.0,4.0,2026-04-30 10:30:00-04:00,2026-04-30 10:30:00-04:00,2026-04-30 10:30:00-04:00,2026-04-30 10:30:00-04:00,0.003,2.5,12:00:00,7173.25,2026-04-30 10:29:00-04:00,7174.0,7169.0,2026-04-30 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-04-30,range10_rank_252,0.26587301587301587,0.95,passed,2026-04-30 10:30:00-04:00,7173.0,7187.5,7136.75,14.5,1,8.25,15.75,fixed_contracts,2026-04-30 10:51:00-04:00,7187.75,stop,-737.5,-742.5,-1.0172413793103448,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
59,volatility_filtered_trend_mes_participation_crowding,2026-05-11,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5992063492063492,0.3917161436245405,-25.0,28.0,2026-05-11 09:45:00-04:00,2026-05-11 10:15:00-04:00,0.55,3.0,4.0,2026-05-11 10:30:00-04:00,2026-05-11 10:30:00-04:00,2026-05-11 10:30:00-04:00,2026-05-11 10:30:00-04:00,0.003,2.5,12:00:00,7430.25,2026-05-11 10:29:00-04:00,7433.75,7430.25,2026-05-11 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-05-11,range10_rank_252,0.2222222222222222,0.95,passed,2026-05-11 10:30:00-04:00,7430.5,7415.5,7468.0,15.0,1,19.25,9.0,fixed_contracts,2026-05-11 12:00:00-04:00,7448.25,eod_flatten,887.5,882.5,1.1833333333333333,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
60,volatility_filtered_trend_mes_participation_crowding,2026-05-18,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5873015873015873,0.3901793411610428,-16.0,77.0,2026-05-18 09:45:00-04:00,2026-05-18 10:15:00-04:00,0.55,3.0,4.0,2026-05-18 10:30:00-04:00,2026-05-18 10:30:00-04:00,2026-05-18 10:30:00-04:00,2026-05-18 10:30:00-04:00,0.003,2.5,12:00:00,7435.25,2026-05-18 10:29:00-04:00,7439.25,7432.25,2026-05-18 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-05-18,range10_rank_252,0.38095238095238093,0.95,passed,2026-05-18 10:30:00-04:00,7435.25,7420.25,7472.75,15.0,1,3.25,18.5,fixed_contracts,2026-05-18 10:33:00-04:00,7420.0,stop,-762.5,-767.5,-1.0166666666666666,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
61,volatility_filtered_trend_mes_participation_crowding,2026-05-20,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8928571428571429,0.4589675163338548,106.0,-28.0,2026-05-20 09:45:00-04:00,2026-05-20 10:15:00-04:00,0.55,3.0,4.0,2026-05-20 10:30:00-04:00,2026-05-20 10:30:00-04:00,2026-05-20 10:30:00-04:00,2026-05-20 10:30:00-04:00,0.003,2.5,12:00:00,7417.75,2026-05-20 10:29:00-04:00,7417.75,7413.5,2026-05-20 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-05-20,range10_rank_252,0.4722222222222222,0.95,passed,2026-05-20 10:30:00-04:00,7417.25,7432.25,7379.75,15.0,1,4.5,15.25,fixed_contracts,2026-05-20 10:56:00-04:00,7432.5,stop,-762.5,-767.5,-1.0166666666666666,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
62,volatility_filtered_trend_mes_participation_crowding,2026-05-21,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8214285714285714,0.4328634040064089,-37.0,73.0,2026-05-21 09:45:00-04:00,2026-05-21 10:15:00-04:00,0.55,3.0,4.0,2026-05-21 10:30:00-04:00,2026-05-21 10:30:00-04:00,2026-05-21 10:30:00-04:00,2026-05-21 10:30:00-04:00,0.003,2.5,12:00:00,7422.25,2026-05-21 10:29:00-04:00,7423.75,7419.5,2026-05-21 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-05-21,range10_rank_252,0.49206349206349204,0.95,passed,2026-05-21 10:30:00-04:00,7422.5,7407.5,7460.0,15.0,1,13.25,14.0,fixed_contracts,2026-05-21 12:00:00-04:00,7429.75,eod_flatten,362.5,357.5,0.48333333333333334,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
63,volatility_filtered_trend_mes_participation_crowding,2026-05-22,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8412698412698413,0.4384881667255387,6.0,-75.0,2026-05-22 09:45:00-04:00,2026-05-22 10:15:00-04:00,0.55,3.0,4.0,2026-05-22 10:30:00-04:00,2026-05-22 10:30:00-04:00,2026-05-22 10:30:00-04:00,2026-05-22 10:30:00-04:00,0.003,2.5,12:00:00,7491.25,2026-05-22 10:29:00-04:00,7491.5,7488.25,2026-05-22 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-05-22,range10_rank_252,0.5119047619047619,0.95,passed,2026-05-22 10:30:00-04:00,7491.0,7506.0,7453.5,15.0,1,2.5,15.0,fixed_contracts,2026-05-22 11:06:00-04:00,7506.25,stop,-762.5,-767.5,-1.0166666666666666,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
64,volatility_filtered_trend_mes_participation_crowding,2026-05-27,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7579365079365079,0.4189721881936274,-31.0,53.0,2026-05-27 09:45:00-04:00,2026-05-27 10:15:00-04:00,0.55,3.0,4.0,2026-05-27 10:30:00-04:00,2026-05-27 10:30:00-04:00,2026-05-27 10:30:00-04:00,2026-05-27 10:30:00-04:00,0.003,2.5,12:00:00,7533.75,2026-05-27 10:29:00-04:00,7534.5,7531.0,2026-05-27 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-05-27,range10_rank_252,0.5158730158730159,0.95,passed,2026-05-27 10:30:00-04:00,7534.0,7518.75,7572.125,15.25,1,9.5,15.5,fixed_contracts,2026-05-27 11:44:00-04:00,7518.5,stop,-775.0,-780.0,-1.0163934426229508,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
65,volatility_filtered_trend_mes_participation_crowding,2026-05-28,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.753968253968254,0.4166946493289951,-12.0,144.0,2026-05-28 09:45:00-04:00,2026-05-28 10:15:00-04:00,0.55,3.0,4.0,2026-05-28 10:30:00-04:00,2026-05-28 10:30:00-04:00,2026-05-28 10:30:00-04:00,2026-05-28 10:30:00-04:00,0.003,2.5,12:00:00,7561.5,2026-05-28 10:29:00-04:00,7562.0,7559.75,2026-05-28 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-05-28,range10_rank_252,0.4444444444444444,0.95,passed,2026-05-28 10:30:00-04:00,7561.75,7546.5,7599.875,15.25,1,15.25,10.5,fixed_contracts,2026-05-28 12:00:00-04:00,7574.5,eod_flatten,637.5,632.5,0.8360655737704918,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
66,volatility_filtered_trend_mes_participation_crowding,2026-06-02,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6071428571428571,0.390381872406639,-20.0,35.0,2026-06-02 09:45:00-04:00,2026-06-02 10:15:00-04:00,0.55,3.0,4.0,2026-06-02 10:30:00-04:00,2026-06-02 10:30:00-04:00,2026-06-02 10:30:00-04:00,2026-06-02 10:30:00-04:00,0.003,2.5,12:00:00,7604.75,2026-06-02 10:29:00-04:00,7606.5,7603.75,2026-06-02 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-06-02,range10_rank_252,0.3055555555555556,0.95,passed,2026-06-02 10:30:00-04:00,7605.25,7590.0,7643.375,15.25,1,26.75,0.5,fixed_contracts,2026-06-02 12:00:00-04:00,7624.5,eod_flatten,962.5,957.5,1.2622950819672132,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
67,volatility_filtered_trend_mes_participation_crowding,2026-06-03,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7261904761904762,0.4068400310011048,-5.0,15.0,2026-06-03 09:45:00-04:00,2026-06-03 10:15:00-04:00,0.55,3.0,4.0,2026-06-03 10:30:00-04:00,2026-06-03 10:30:00-04:00,2026-06-03 10:30:00-04:00,2026-06-03 10:30:00-04:00,0.003,2.5,12:00:00,7595.0,2026-06-03 10:29:00-04:00,7595.25,7591.0,2026-06-03 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-06-03,range10_rank_252,0.16666666666666666,0.95,passed,2026-06-03 10:30:00-04:00,7595.0,7579.75,7633.125,15.25,1,2.25,16.25,fixed_contracts,2026-06-03 11:37:00-04:00,7579.5,stop,-775.0,-780.0,-1.0163934426229508,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
68,volatility_filtered_trend_mes_participation_crowding,2026-06-08,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7936507936507936,0.4251284909282308,35.0,-45.0,2026-06-08 09:45:00-04:00,2026-06-08 10:15:00-04:00,0.55,3.0,4.0,2026-06-08 10:30:00-04:00,2026-06-08 10:30:00-04:00,2026-06-08 10:30:00-04:00,2026-06-08 10:30:00-04:00,0.003,2.5,12:00:00,7448.0,2026-06-08 10:29:00-04:00,7450.5,7446.25,2026-06-08 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-06-08,range10_rank_252,0.376984126984127,0.95,passed,2026-06-08 10:30:00-04:00,7447.5,7462.5,7410.0,15.0,1,5.5,16.0,fixed_contracts,2026-06-08 10:46:00-04:00,7462.75,stop,-762.5,-767.5,-1.0166666666666666,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
