selection_objective,train_start,train_end,test_start,test_end,train_rows,test_rows,selected_params,train_run_id,train_total_trades,train_trades_per_year,train_net_profit,train_profit_factor,train_expectancy_r,train_max_drawdown,train_max_drawdown_pct,train_cagr,train_mar,train_win_rate,train_apex_rule_violations,test_total_trades,test_trades_per_year,test_net_profit,test_profit_factor,test_expectancy_r,test_max_drawdown,test_max_drawdown_pct,test_cagr,test_mar,test_worst_day,test_best_day,test_best_day_concentration,test_max_consecutive_losses,test_positive_month_rate,test_win_rate,test_average_trade,test_apex_rule_violations,test_apex_forced_flatten_trades,entry.params.share_rank_min,entry.params.min_abs_return_ticks,sl.params.stop_pct,tp.params.target_r_multiple
MAR,2021-06-09,2025-06-08,2025-06-09,2026-06-09,388050,97110,"{'entry.params.share_rank_min': np.float64(0.55), 'entry.params.min_abs_return_ticks': np.int64(3), 'sl.params.stop_pct': np.float64(0.002), 'tp.params.target_r_multiple': np.float64(2.5)}",65,202,50.63835141642978,16090.0,1.3274651470438588,0.16230728830630511,3706.25,0.02333102514872053,0.025872445990232418,1.108928811542225,0.44554455445544555,0,68,70.96060442525634,-96.25,0.9962376624645753,0.016490913514903772,6086.25,0.03978753830439224,-0.0006695943874388544,-0.01682924895519199,-780.0,1795.0,0.0,5,0.38461538461538464,0.4264705882352941,-1.4154411764705883,0,0,0.55,3,0.002,2.5
