wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.term_spread_rank_min,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,c084c2c7aa834803c0e3e883eb740e68a0a98c275446ae34592c8a259c94f8ee,6bf7cf3d9c43d68e4eddfe12d0bbaa42f29bfd24f1970b77a6b10d8a58c896e5,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,27,0.65,0.006,2.0,317,317,317,0,0,0,0,0,0,0,317,87.57320951633109,8530.0,1.3003521126760564,0.09419601861046281,2470.0,0.015669606039459494,0.015396656175242107,0.982580936398143,0.48580441640378547,0,0,True,-505.0,0.11957796014067995,8,False,preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,c084c2c7aa834803c0e3e883eb740e68a0a98c275446ae34592c8a259c94f8ee,6bf7cf3d9c43d68e4eddfe12d0bbaa42f29bfd24f1970b77a6b10d8a58c896e5,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,26,0.65,0.006,1.5,317,317,317,0,0,0,0,0,0,0,317,87.57320951633109,5827.5,1.205193661971831,0.06735695379893977,2470.0,0.015885265933500547,0.0105849482061664,0.6663374884926371,0.48580441640378547,0,0,True,-505.0,0.13084513084513086,8,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,c084c2c7aa834803c0e3e883eb740e68a0a98c275446ae34592c8a259c94f8ee,6bf7cf3d9c43d68e4eddfe12d0bbaa42f29bfd24f1970b77a6b10d8a58c896e5,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,18,0.6,0.006,2.0,359,359,359,0,0,0,0,0,0,0,359,99.17596913679135,8250.0,1.2540024630541873,0.08680637977261384,3580.0,0.022511475822171917,0.014900895497659716,0.6619244164784427,0.47075208913649025,0,0,True,-505.0,0.12363636363636364,9,False,min_profit_factor;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,c084c2c7aa834803c0e3e883eb740e68a0a98c275446ae34592c8a259c94f8ee,6bf7cf3d9c43d68e4eddfe12d0bbaa42f29bfd24f1970b77a6b10d8a58c896e5,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,24,0.65,0.004,2.0,317,317,317,0,0,0,0,0,0,0,317,87.57320951633109,4665.0,1.17303412462908,0.0886791549724229,2125.0,0.013678349586431077,0.008496567946961076,0.6211690886588884,0.4605678233438486,0,0,True,-345.0,0.1457663451232583,8,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,c084c2c7aa834803c0e3e883eb740e68a0a98c275446ae34592c8a259c94f8ee,6bf7cf3d9c43d68e4eddfe12d0bbaa42f29bfd24f1970b77a6b10d8a58c896e5,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,17,0.6,0.006,1.5,359,359,359,0,0,0,0,0,0,0,359,99.17596913679135,5217.5,1.160637315270936,0.059824749689475175,3580.0,0.022866632600919774,0.009490521394172058,0.41503799705909983,0.47075208913649025,0,0,True,-505.0,0.14614278869190225,9,False,min_profit_factor;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,c084c2c7aa834803c0e3e883eb740e68a0a98c275446ae34592c8a259c94f8ee,6bf7cf3d9c43d68e4eddfe12d0bbaa42f29bfd24f1970b77a6b10d8a58c896e5,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,9,0.55,0.006,2.0,397,397,397,0,0,0,0,0,0,0,397,109.6737040314935,6450.0,1.1750576740398968,0.06809514111024814,4615.0,0.029224582845201533,0.011698609815197658,0.40030031830269514,0.4634760705289673,0,0,True,-505.0,0.15813953488372093,11,False,min_profit_factor;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,c084c2c7aa834803c0e3e883eb740e68a0a98c275446ae34592c8a259c94f8ee,6bf7cf3d9c43d68e4eddfe12d0bbaa42f29bfd24f1970b77a6b10d8a58c896e5,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,21,0.65,0.0025,2.0,317,317,317,0,0,0,0,0,0,0,317,87.57343950248965,2555.0,1.1071728187919463,0.095475085428675,1855.0,0.012048975349939917,0.004676851999851239,0.3881535038474919,0.42586750788643535,0,0,True,-230.0,0.1643835616438356,9,False,min_profit_factor;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,c084c2c7aa834803c0e3e883eb740e68a0a98c275446ae34592c8a259c94f8ee,6bf7cf3d9c43d68e4eddfe12d0bbaa42f29bfd24f1970b77a6b10d8a58c896e5,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,15,0.6,0.004,2.0,359,359,359,0,0,0,0,0,0,0,359,99.17596913679135,3670.0,1.1178170144462278,0.07321902588965926,3075.0,0.01974507978296465,0.006700051993479006,0.339327673887627,0.44846796657381616,0,0,True,-345.0,0.18528610354223432,9,False,min_profit_factor;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,c084c2c7aa834803c0e3e883eb740e68a0a98c275446ae34592c8a259c94f8ee,6bf7cf3d9c43d68e4eddfe12d0bbaa42f29bfd24f1970b77a6b10d8a58c896e5,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,25,0.65,0.006,1.0,317,317,317,0,0,0,0,0,0,0,317,87.57320951633109,2810.0,1.100933908045977,0.04200294737371161,2460.0,0.016060062020564713,0.005140488986687064,0.32007902460804516,0.49842271293375395,0,0,True,-505.0,0.1797153024911032,8,False,min_profit_factor;min_expectancy_r;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,c084c2c7aa834803c0e3e883eb740e68a0a98c275446ae34592c8a259c94f8ee,6bf7cf3d9c43d68e4eddfe12d0bbaa42f29bfd24f1970b77a6b10d8a58c896e5,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,23,0.65,0.004,1.5,317,317,317,0,0,0,0,0,0,0,317,87.57320951633109,2537.5,1.0954844778927564,0.061934948457476977,2310.0,0.015092860293036704,0.004645000057728499,0.30776141616255026,0.47003154574132494,0,0,True,-345.0,0.2,8,False,min_profit_factor;min_mar;preferred_min_total_trades;min_positive_month_rate
