variant_id,official_verdict,failed_stage,combinations_tested,profitable_combinations,benchmark_passing_combinations,shortlist_max_trades_per_year,shortlist_max_density_total_trades,shortlist_max_density_net_profit,shortlist_max_density_profit_factor,shortlist_best_net_profit,shortlist_best_net_profit_factor,shortlist_best_net_trades_per_year,full_history_fixed_total_trades,full_history_fixed_trades_per_year,full_history_fixed_net_profit,full_history_fixed_profit_factor,full_history_fixed_expectancy_r,full_history_fixed_max_drawdown,full_history_fixed_win_rate
tpo_vah_short_rejection,FAIL,limited_core_grid_test,8,0,0,60.422709741376195,89,-1570.0,0.5727891156462585,-1340.0,0.3984287317620651,46.251456460087496,680,46.003099605802895,-8637.5,0.6757999436989772,-0.25428600177342436,9710.0,0.2485294117647059
tpo_val_long_rejection,FAIL,limited_core_grid_test,8,0,0,54.26571428571429,78,-765.0,0.6699029126213593,-635.0,0.707035755478662,50.09142857142857,579,39.84921902131855,-9845.0,0.5985728848114169,-0.15861504140871788,9902.5,0.28324697754749567
tpo_value_edge_strong_close_rejection,FAIL,limited_core_grid_test,8,0,0,90.29461118655094,133,-1702.5,0.6193404136389045,-1370.0,0.5640413683373111,67.33450234319234,1057,71.50775924019656,-15585.0,0.6518485423880264,-0.17568604893958353,16222.5,0.2923368022705771
tpo_value_edge_two_bar_confirmation,FAIL,limited_core_grid_test,8,0,0,70.73614951105273,104,-2732.5,0.5182899955927721,-1957.5,0.4375,50.33155608546826,765,52.20784660347461,-15225.0,0.6187554776511832,-0.19734861489778624,16030.0,0.3503267973856209
tpo_value_edge_two_sided_rejection,FAIL,limited_core_grid_test,8,0,0,112.698537270432,166,-2405.0,0.5521415270018621,-2210.0,0.5557788944723618,103.1938413560582,1264,85.5116439731395,-18882.5,0.6332426920462271,-0.2162467749326816,19440.0,0.2626582278481013
