campaign_id,variant_id,symbol,run_id,output_dir,source_config_path,effective_config_path,passed,terminal_stage,terminal_status,failure_criteria,total_combinations,profitable_combos,profitable_combo_rate,benchmark_passing_combos,benchmark_passing_rate,apex_rule_violating_iterations,top_total_trades,top_trades_per_year,top_net_profit,top_profit_factor,top_expectancy_r,top_max_drawdown,top_mar,top_win_rate,top_best_day_concentration,top_failure_reason,fixed_total_trades,fixed_trades_per_year,fixed_net_profit,fixed_profit_factor,fixed_expectancy_r,fixed_mar,fixed_win_rate,fixed_max_drawdown,fixed_apex_rule_violations,fixed_config_core_trade_log,fixed_config_core_equity_curve,stage_summary_path,top_params_json
es_pivot_filtered_opening_range_orderflow_breakout,or15_large10_pivot_flow_breakout_1030,ES,rescue1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/rescue1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/rescue1/source_config.yaml,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/rescue1/effective_config.yaml,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.48148148148148145 expected {'min': 0.7},81,39,0.48148148148148145,3,0.037037037037037035,0,100,65.55693354688736,1550.0,1.1123595505617978,0.05212441188479081,3914.375,0.265803816750647,0.51,0.3919354838709677,,100,65.55693354688736,587.5,1.0439088191330343,0.029764017529834774,0.1122570610376708,0.54,3490.0,0,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/rescue1/campaign_test_summary.json,"{""entry.params.base_params.breakout_buffer_ticks"": 2, ""entry.params.base_params.min_orderflow_imbalance"": 0.02, ""sl.params.max_stop_points"": 16, ""tp.params.target_r_multiple"": 1.25}"
es_pivot_filtered_opening_range_orderflow_breakout,or15_large10_pivot_flow_breakout_1030,ES,run1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/run1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/run1/source_config.yaml,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/run1/effective_config.yaml,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2222222222222222 expected {'min': 0.7},54,12,0.2222222222222222,0,0.0,0,100,65.55693354688736,887.5,1.0673624288425048,0.031914296729048726,3302.5,0.17920490860174704,0.55,0.543661971830986,max_best_day_concentration,100,65.55693354688736,587.5,1.0439088191330343,0.029764017529834774,0.1122570610376708,0.54,3490.0,0,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/run1/campaign_test_summary.json,"{""entry.params.base_params.breakout_buffer_ticks"": 2, ""entry.params.base_params.min_orderflow_imbalance"": 0.02, ""sl.params.max_stop_points"": 16, ""tp.params.target_r_multiple"": 1.0}"
es_pivot_filtered_opening_range_orderflow_breakout,or15_signed_pivot_flow_breakout_1030,ES,rescue1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/rescue1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/rescue1/source_config.yaml,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/rescue1/effective_config.yaml,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.4444444444444444 expected {'min': 0.7},81,36,0.4444444444444444,12,0.14814814814814814,0,101,66.21250288235625,1982.5,1.1437114896701703,0.06463197865288378,3481.875,0.3820129929550587,0.5148514851485149,0.3064312736443884,,100,65.55693354688736,675.0,1.050561797752809,0.03219560207432254,0.13036404071899535,0.55,3452.5,0,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/rescue1/campaign_test_summary.json,"{""entry.params.base_params.breakout_buffer_ticks"": 2, ""entry.params.base_params.min_orderflow_imbalance"": 0.02, ""sl.params.max_stop_points"": 16, ""tp.params.target_r_multiple"": 1.25}"
es_pivot_filtered_opening_range_orderflow_breakout,or15_signed_pivot_flow_breakout_1030,ES,run1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/run1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/run1/source_config.yaml,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/run1/effective_config.yaml,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2222222222222222 expected {'min': 0.7},54,12,0.2222222222222222,0,0.0,0,101,66.21250288235625,1195.0,1.0907020872865276,0.04112749655343037,2995.0,0.2659762672256012,0.5544554455445545,0.40376569037656906,max_best_day_concentration,100,65.55693354688736,675.0,1.050561797752809,0.03219560207432254,0.13036404071899535,0.55,3452.5,0,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or15_signed_pivot_flow_breakout_1030/ES/run1/campaign_test_summary.json,"{""entry.params.base_params.breakout_buffer_ticks"": 2, ""entry.params.base_params.min_orderflow_imbalance"": 0.02, ""sl.params.max_stop_points"": 16, ""tp.params.target_r_multiple"": 1.0}"
es_pivot_filtered_opening_range_orderflow_breakout,or30_large20_pivot_flow_breakout_1100,ES,rescue1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/rescue1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/rescue1/source_config.yaml,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/rescue1/effective_config.yaml,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2962962962962963 expected {'min': 0.7},81,24,0.2962962962962963,0,0.0,0,67,44.72676042036858,1465.0,1.184392699811202,0.04196487766681827,2175.0,0.459454116398456,0.5671641791044776,0.3720136518771331,min_trades_per_year;preferred_min_total_trades,67,44.72676042036858,1552.5,1.1954059156702328,0.043253136831822754,0.48966320414605596,0.5671641791044776,2162.5,0,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/rescue1/campaign_test_summary.json,"{""entry.params.base_params.breakout_buffer_ticks"": 2, ""entry.params.base_params.min_orderflow_imbalance"": 0.04, ""sl.params.max_stop_points"": 16, ""tp.params.target_r_multiple"": 1.0}"
es_pivot_filtered_opening_range_orderflow_breakout,or30_large20_pivot_flow_breakout_1100,ES,run1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/run1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/run1/source_config.yaml,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/run1/effective_config.yaml,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2222222222222222 expected {'min': 0.7},54,12,0.2222222222222222,0,0.0,0,67,44.72676042036858,1552.5,1.1954059156702328,0.043253136831822754,2162.5,0.48966320414605596,0.5671641791044776,0.35104669887278583,min_trades_per_year;preferred_min_total_trades,67,44.72676042036858,1552.5,1.1954059156702328,0.043253136831822754,0.48966320414605596,0.5671641791044776,2162.5,0,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_large20_pivot_flow_breakout_1100/ES/run1/campaign_test_summary.json,"{""entry.params.base_params.breakout_buffer_ticks"": 2, ""entry.params.base_params.min_orderflow_imbalance"": 0.06, ""sl.params.max_stop_points"": 16, ""tp.params.target_r_multiple"": 1.0}"
es_pivot_filtered_opening_range_orderflow_breakout,or30_signed_pivot_flow_breakout_1100,ES,rescue1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/rescue1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/rescue1/source_config.yaml,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/rescue1/effective_config.yaml,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},81,0,0.0,0,0.0,0,95,62.27947500280447,-1525.0,0.8858532934131736,-0.05279156383589287,5337.5,-0.19203307814652956,0.5052631578947369,0.0,min_total_net_profit;max_consecutive_losses,94,61.623901581722315,-1532.5,0.8853562745464747,-0.050991711627217724,-0.19446475493625498,0.5106382978723404,5295.0,0,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/rescue1/campaign_test_summary.json,"{""entry.params.base_params.breakout_buffer_ticks"": 2, ""entry.params.base_params.min_orderflow_imbalance"": 0.02, ""sl.params.max_stop_points"": 16, ""tp.params.target_r_multiple"": 1.0}"
es_pivot_filtered_opening_range_orderflow_breakout,or30_signed_pivot_flow_breakout_1100,ES,run1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/run1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/run1/source_config.yaml,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/run1/effective_config.yaml,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},54,0,0.0,0,0.0,0,95,62.27947500280447,-1525.0,0.8858532934131736,-0.05279156383589287,5337.5,-0.19203307814652956,0.5052631578947369,0.0,min_total_net_profit;max_consecutive_losses,94,61.623901581722315,-1532.5,0.8853562745464747,-0.050991711627217724,-0.19446475493625498,0.5106382978723404,5295.0,0,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or30_signed_pivot_flow_breakout_1100/ES/run1/campaign_test_summary.json,"{""entry.params.base_params.breakout_buffer_ticks"": 2, ""entry.params.base_params.min_orderflow_imbalance"": 0.02, ""sl.params.max_stop_points"": 16, ""tp.params.target_r_multiple"": 1.0}"
es_pivot_filtered_opening_range_orderflow_breakout,or60_signed_pivot_flow_breakout_1200,ES,rescue1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/rescue1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/rescue1/source_config.yaml,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/rescue1/effective_config.yaml,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},81,0,0.0,0,0.0,0,40,26.413393512909526,-300.0,0.9391789153573239,-0.013011681423803951,1530.0,-0.13058351326087303,0.525,0.0,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,38,25.09272383726405,-752.5,0.8369447453954496,-0.04500787268494646,-0.32153502858567307,0.5263157894736842,1555.0,0,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/rescue1/campaign_test_summary.json,"{""entry.params.base_params.breakout_buffer_ticks"": 2, ""entry.params.base_params.min_orderflow_imbalance"": 0.0, ""sl.params.max_stop_points"": 16, ""tp.params.target_r_multiple"": 1.25}"
es_pivot_filtered_opening_range_orderflow_breakout,or60_signed_pivot_flow_breakout_1200,ES,run1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/run1,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/run1/source_config.yaml,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/run1/effective_config.yaml,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.3333333333333333 expected {'min': 0.7},54,18,0.3333333333333333,0,0.0,0,32,21.130714810327618,1696.25,1.52152190622598,0.1321082102914517,740.0,1.5338359968237867,0.59375,0.5092114959469418,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,38,25.09272383726405,-752.5,0.8369447453954496,-0.04500787268494646,-0.32153502858567307,0.5263157894736842,1555.0,0,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,backtest-campaigns/es_pivot_filtered_opening_range_orderflow_breakout/or60_signed_pivot_flow_breakout_1200/ES/run1/campaign_test_summary.json,"{""entry.params.base_params.breakout_buffer_ticks"": 4, ""entry.params.base_params.min_orderflow_imbalance"": 0.02, ""sl.params.max_stop_points"": 16, ""tp.params.target_r_multiple"": 1.5}"
