run_id,entry.params.share_rank_min,entry.params.min_abs_return_ticks,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,0.4,2,0.003,1.0,287,287,287,0,0,0,0,0,0,0,287,71.9468086374003,20865.0,1.2960519314674896,0.09986261245484203,6145.0,0.03655834015021938,0.03318775385792261,0.9078025348402875,0.554006968641115,0,0,True,-930.0,0.04349388928828181,5,True,
2,0.4,2,0.003,1.5,287,287,287,0,0,0,0,0,0,0,287,71.94536841668784,16027.5,1.2025272468804296,0.07623331846020352,7775.0,0.04890436915722519,0.02577522300646895,0.5270535833639496,0.49477351916376305,0,0,True,-930.0,0.0854780845421931,5,True,
3,0.4,2,0.003,2.0,287,287,287,0,0,0,0,0,0,0,287,71.94536841668784,15615.0,1.189502427184466,0.0743470168746894,8267.5,0.052155947386682645,0.025135750708610072,0.4819345054218719,0.47735191637630664,0,0,True,-930.0,0.11255203330131285,5,False,min_profit_factor
4,0.4,2,0.0045,1.0,287,287,287,0,0,0,0,0,0,0,287,71.94403112051191,18202.5,1.2172719405568322,0.05978613037431141,7465.0,0.04441337458353165,0.029126888099847648,0.6558134429768778,0.5365853658536586,0,0,True,-1380.0,0.07457766790276062,5,True,
5,0.4,2,0.0045,1.5,287,287,287,0,0,0,0,0,0,0,287,71.94403112051191,18196.25,1.2092966413618587,0.061256357899588984,7158.75,0.04227279329139179,0.029117302144232804,0.6887953190962212,0.519163763066202,0,0,True,-1380.0,0.10929449749261523,5,True,
6,0.4,2,0.0045,2.0,287,287,287,0,0,0,0,0,0,0,287,71.94403112051191,23440.0,1.2696112261329653,0.07888665072085216,7460.0,0.044630571343105,0.03706775901316006,0.8305463698458049,0.519163763066202,0,0,True,-1380.0,0.11337457337883959,5,True,
7,0.4,2,0.006,1.0,287,287,287,0,0,0,0,0,0,0,287,71.94389396474071,27140.0,1.321002986486886,0.06886263150697086,5715.0,0.032785004374202245,0.04256979846425657,1.2984533409961583,0.5400696864111498,0,0,True,-1730.0,0.06521739130434782,5,True,
8,0.4,2,0.006,1.5,287,287,287,0,0,0,0,0,0,0,287,71.94389396474071,31996.25,1.3772475387608325,0.0822169860228206,5368.75,0.03156649174640973,0.04966212083829369,1.5732543621652888,0.5365853658536586,0,0,True,-1730.0,0.08266593741454077,5,True,
9,0.4,2,0.006,2.0,287,287,287,0,0,0,0,0,0,0,287,71.94389396474071,33352.5,1.3932382243706891,0.0853394198102898,5352.5,0.02977871121187254,0.05161749506290869,1.7333690063231884,0.5365853658536586,0,0,True,-1730.0,0.09467056442545536,5,True,
10,0.4,3,0.003,1.0,281,281,281,0,0,0,0,0,0,0,281,70.44269417111319,21995.0,1.3223300970873786,0.10730792595481921,5240.0,0.032145475408791,0.0348964346935301,1.0855784289936734,0.5551601423487544,0,0,True,-930.0,0.041259377131166175,5,True,
