point,timestamp,trade_id,net_pnl,cumulative_net_pnl,equity,peak_equity,drawdown,drawdown_pct
0,2026-05-01 12:53:45.797055789-04:00,,0.0,0.0,150000.0,150000.0,0.0,0.0
1,2026-05-01 13:20:27.473191001-04:00,1,407.5,407.5,150407.5,150407.5,0.0,0.0
2,2026-05-04 10:08:18.256847783-04:00,2,82.5,490.0,150490.0,150490.0,0.0,0.0
3,2026-05-05 10:47:57.744318303-04:00,3,207.5,697.5,150697.5,150697.5,0.0,0.0
4,2026-05-06 10:06:17.307150237-04:00,4,170.0,867.5,150867.5,150867.5,0.0,0.0
5,2026-05-07 10:15:59.153435691-04:00,5,157.5,1025.0,151025.0,151025.0,0.0,0.0
6,2026-05-08 10:21:25.091905261-04:00,6,-230.0,795.0,150795.0,151025.0,230.0,0.0015229266677702366
7,2026-05-11 10:29:05.022863051-04:00,7,357.5,1152.5,151152.5,151152.5,0.0,0.0
8,2026-05-12 10:14:32.751804029-04:00,8,307.5,1460.0,151460.0,151460.0,0.0,0.0
9,2026-05-13 13:00:58.409329497-04:00,9,-217.5,1242.5,151242.5,151460.0,217.5,0.0014360227122672653
10,2026-05-14 12:34:02.389332407-04:00,10,982.5,2225.0,152225.0,152225.0,0.0,0.0
11,2026-05-15 10:30:10.426925531-04:00,11,-292.5,1932.5,151932.5,152225.0,292.5,0.0019214977828871736
12,2026-05-19 10:06:10.702361801-04:00,12,-117.5,1815.0,151815.0,152225.0,410.0,0.002693381507636722
13,2026-05-20 10:14:33.296744617-04:00,13,345.0,2160.0,152160.0,152225.0,65.0,0.0004269995073082608
14,2026-05-21 11:13:31.595488179-04:00,14,245.0,2405.0,152405.0,152405.0,0.0,0.0
15,2026-05-26 12:43:26.565458009-04:00,15,-205.0,2200.0,152200.0,152405.0,205.0,0.001345100226370526
16,2026-05-27 10:36:14.906474663-04:00,16,132.5,2332.5,152332.5,152405.0,72.5,0.00047570617761884455
17,2026-05-28 10:53:42.423981513-04:00,17,-255.0,2077.5,152077.5,152405.0,327.5,0.0021488796299334013
18,2026-05-29 10:00:46.476637235-04:00,18,-130.0,1947.5,151947.5,152405.0,457.5,0.003001870017387881
