timestamp_utc,timestamp_epoch,ib_timestamp,symbol,expiry,exchange,open,high,low,close,volume,wap,bar_count
2026-05-31T22:00:00Z,1780264800,1780264800,ES,202606,CME,7595.0,7597.0,7591.5,7595.25,1062,,353
2026-05-31T22:01:00Z,1780264860,1780264860,ES,202606,CME,7595.0,7595.5,7591.75,7592.25,609,,272
2026-05-31T22:02:00Z,1780264920,1780264920,ES,202606,CME,7592.25,7593.0,7587.75,7588.25,662,,270
2026-05-31T22:03:00Z,1780264980,1780264980,ES,202606,CME,7588.5,7589.25,7586.25,7586.5,250,,138
2026-05-31T22:04:00Z,1780265040,1780265040,ES,202606,CME,7586.5,7588.25,7585.25,7586.75,366,,153
2026-05-31T22:05:00Z,1780265100,1780265100,ES,202606,CME,7587.25,7589.0,7587.25,7589.0,234,,119
2026-05-31T22:06:00Z,1780265160,1780265160,ES,202606,CME,7589.25,7589.25,7585.75,7587.0,329,,110
2026-05-31T22:07:00Z,1780265220,1780265220,ES,202606,CME,7587.0,7588.25,7586.5,7588.25,86,,46
2026-05-31T22:08:00Z,1780265280,1780265280,ES,202606,CME,7588.25,7588.75,7586.25,7586.75,262,,113
2026-05-31T22:09:00Z,1780265340,1780265340,ES,202606,CME,7587.25,7588.75,7586.75,7588.75,127,,51
2026-05-31T22:10:00Z,1780265400,1780265400,ES,202606,CME,7589.0,7591.5,7587.75,7590.75,400,,152
2026-05-31T22:11:00Z,1780265460,1780265460,ES,202606,CME,7590.5,7591.25,7589.75,7590.0,139,,77
2026-05-31T22:12:00Z,1780265520,1780265520,ES,202606,CME,7590.25,7591.0,7590.0,7590.75,130,,65
2026-05-31T22:13:00Z,1780265580,1780265580,ES,202606,CME,7591.25,7592.5,7591.25,7592.5,149,,67
2026-05-31T22:14:00Z,1780265640,1780265640,ES,202606,CME,7592.5,7594.75,7591.5,7594.75,355,,144
2026-05-31T22:15:00Z,1780265700,1780265700,ES,202606,CME,7594.25,7594.5,7593.5,7593.75,165,,64
2026-05-31T22:16:00Z,1780265760,1780265760,ES,202606,CME,7594.0,7595.0,7592.0,7594.5,469,,147
2026-05-31T22:17:00Z,1780265820,1780265820,ES,202606,CME,7594.5,7594.5,7593.5,7593.75,205,,76
2026-05-31T22:18:00Z,1780265880,1780265880,ES,202606,CME,7593.5,7595.0,7593.5,7594.5,155,,66
2026-05-31T22:19:00Z,1780265940,1780265940,ES,202606,CME,7594.5,7595.5,7594.0,7594.25,219,,85
2026-05-31T22:20:00Z,1780266000,1780266000,ES,202606,CME,7594.25,7594.25,7592.25,7593.0,458,,162
2026-05-31T22:21:00Z,1780266060,1780266060,ES,202606,CME,7593.25,7594.25,7592.25,7593.75,424,,121
2026-05-31T22:22:00Z,1780266120,1780266120,ES,202606,CME,7593.75,7596.0,7593.5,7595.25,277,,133
2026-05-31T22:23:00Z,1780266180,1780266180,ES,202606,CME,7595.25,7596.0,7594.0,7596.0,226,,89
2026-05-31T22:24:00Z,1780266240,1780266240,ES,202606,CME,7596.0,7597.5,7595.75,7596.5,272,,119
2026-05-31T22:25:00Z,1780266300,1780266300,ES,202606,CME,7596.5,7597.0,7595.25,7597.0,253,,101
2026-05-31T22:26:00Z,1780266360,1780266360,ES,202606,CME,7597.0,7597.5,7596.25,7596.75,144,,52
2026-05-31T22:27:00Z,1780266420,1780266420,ES,202606,CME,7596.75,7597.0,7596.25,7596.25,93,,38
2026-05-31T22:28:00Z,1780266480,1780266480,ES,202606,CME,7596.0,7596.5,7595.25,7596.5,207,,83
2026-05-31T22:29:00Z,1780266540,1780266540,ES,202606,CME,7596.25,7597.0,7595.5,7595.75,262,,70
2026-05-31T22:30:00Z,1780266600,1780266600,ES,202606,CME,7595.5,7598.75,7595.5,7598.0,447,,185
2026-05-31T22:31:00Z,1780266660,1780266660,ES,202606,CME,7598.0,7598.0,7596.5,7596.5,117,,60
2026-05-31T22:32:00Z,1780266720,1780266720,ES,202606,CME,7596.75,7598.0,7596.5,7597.75,113,,63
2026-05-31T22:33:00Z,1780266780,1780266780,ES,202606,CME,7597.75,7598.5,7597.25,7597.25,165,,69
2026-05-31T22:34:00Z,1780266840,1780266840,ES,202606,CME,7597.5,7598.0,7596.5,7597.75,106,,49
2026-05-31T22:35:00Z,1780266900,1780266900,ES,202606,CME,7597.5,7597.5,7596.0,7596.25,205,,69
2026-05-31T22:36:00Z,1780266960,1780266960,ES,202606,CME,7596.25,7597.5,7596.25,7597.25,132,,52
2026-05-31T22:37:00Z,1780267020,1780267020,ES,202606,CME,7597.25,7597.25,7595.25,7596.5,201,,92
2026-05-31T22:38:00Z,1780267080,1780267080,ES,202606,CME,7596.25,7597.0,7595.75,7596.5,149,,47
2026-05-31T22:39:00Z,1780267140,1780267140,ES,202606,CME,7596.5,7596.5,7596.25,7596.25,28,,18
2026-05-31T22:40:00Z,1780267200,1780267200,ES,202606,CME,7596.25,7598.0,7596.25,7597.5,103,,41
2026-05-31T22:41:00Z,1780267260,1780267260,ES,202606,CME,7597.25,7598.25,7597.25,7598.25,78,,38
2026-05-31T22:42:00Z,1780267320,1780267320,ES,202606,CME,7598.25,7598.5,7597.75,7598.0,85,,39
2026-05-31T22:43:00Z,1780267380,1780267380,ES,202606,CME,7598.25,7598.25,7597.75,7598.25,47,,28
2026-05-31T22:44:00Z,1780267440,1780267440,ES,202606,CME,7598.25,7600.0,7598.25,7599.75,134,,65
2026-05-31T22:45:00Z,1780267500,1780267500,ES,202606,CME,7600.0,7601.75,7599.75,7601.0,300,,134
2026-05-31T22:46:00Z,1780267560,1780267560,ES,202606,CME,7600.75,7602.25,7600.0,7601.0,382,,127
2026-05-31T22:47:00Z,1780267620,1780267620,ES,202606,CME,7601.0,7602.5,7601.0,7602.0,220,,96
2026-05-31T22:48:00Z,1780267680,1780267680,ES,202606,CME,7602.0,7602.5,7601.75,7601.75,154,,52
2026-05-31T22:49:00Z,1780267740,1780267740,ES,202606,CME,7601.75,7602.25,7601.25,7602.0,78,,28
2026-05-31T22:50:00Z,1780267800,1780267800,ES,202606,CME,7602.0,7603.25,7601.75,7602.25,165,,84
2026-05-31T22:51:00Z,1780267860,1780267860,ES,202606,CME,7602.25,7602.5,7602.25,7602.5,24,,17
2026-05-31T22:52:00Z,1780267920,1780267920,ES,202606,CME,7602.75,7603.0,7602.5,7602.75,88,,47
2026-05-31T22:53:00Z,1780267980,1780267980,ES,202606,CME,7602.75,7602.75,7602.0,7602.25,96,,43
2026-05-31T22:54:00Z,1780268040,1780268040,ES,202606,CME,7602.5,7602.5,7601.75,7601.75,73,,29
2026-05-31T22:55:00Z,1780268100,1780268100,ES,202606,CME,7601.75,7602.25,7601.5,7601.75,109,,37
2026-05-31T22:56:00Z,1780268160,1780268160,ES,202606,CME,7602.0,7602.25,7601.25,7601.75,36,,22
2026-05-31T22:57:00Z,1780268220,1780268220,ES,202606,CME,7601.75,7602.75,7601.75,7602.75,44,,27
2026-05-31T22:58:00Z,1780268280,1780268280,ES,202606,CME,7602.5,7602.75,7601.75,7602.75,99,,40
2026-05-31T22:59:00Z,1780268340,1780268340,ES,202606,CME,7602.5,7602.5,7601.0,7601.5,129,,60
2026-05-31T23:00:00Z,1780268400,1780268400,ES,202606,CME,7601.5,7602.0,7600.25,7600.75,187,,77
2026-05-31T23:01:00Z,1780268460,1780268460,ES,202606,CME,7601.0,7601.5,7601.0,7601.25,163,,62
2026-05-31T23:02:00Z,1780268520,1780268520,ES,202606,CME,7601.25,7601.75,7601.0,7601.5,38,,23
2026-05-31T23:03:00Z,1780268580,1780268580,ES,202606,CME,7601.75,7603.5,7601.75,7603.25,239,,94
2026-05-31T23:04:00Z,1780268640,1780268640,ES,202606,CME,7603.5,7604.0,7602.75,7603.0,116,,55
2026-05-31T23:05:00Z,1780268700,1780268700,ES,202606,CME,7602.75,7603.75,7602.75,7602.75,77,,42
2026-05-31T23:06:00Z,1780268760,1780268760,ES,202606,CME,7602.75,7603.25,7602.75,7603.25,55,,21
2026-05-31T23:07:00Z,1780268820,1780268820,ES,202606,CME,7603.0,7603.25,7603.0,7603.25,35,,20
2026-05-31T23:08:00Z,1780268880,1780268880,ES,202606,CME,7603.0,7603.25,7602.0,7602.75,70,,33
2026-05-31T23:09:00Z,1780268940,1780268940,ES,202606,CME,7602.5,7603.25,7602.5,7603.25,47,,28
2026-05-31T23:10:00Z,1780269000,1780269000,ES,202606,CME,7603.0,7603.25,7602.5,7603.0,55,,33
2026-05-31T23:11:00Z,1780269060,1780269060,ES,202606,CME,7603.0,7603.5,7602.75,7603.0,49,,23
2026-05-31T23:12:00Z,1780269120,1780269120,ES,202606,CME,7603.0,7603.5,7602.5,7603.5,79,,31
2026-05-31T23:13:00Z,1780269180,1780269180,ES,202606,CME,7603.5,7603.5,7603.25,7603.5,32,,20
2026-05-31T23:14:00Z,1780269240,1780269240,ES,202606,CME,7603.25,7604.0,7603.0,7603.0,124,,54
2026-05-31T23:15:00Z,1780269300,1780269300,ES,202606,CME,7602.75,7603.75,7602.75,7602.75,178,,50
2026-05-31T23:16:00Z,1780269360,1780269360,ES,202606,CME,7603.0,7603.0,7602.5,7603.0,40,,19
2026-05-31T23:17:00Z,1780269420,1780269420,ES,202606,CME,7602.75,7603.5,7602.75,7603.25,64,,32
