wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.rank_threshold,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
7,2017-01-03,2021-01-03,2021-01-03,2022-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,1,True,35,0.7,0.0,0.006,1.5,350,350,350,0,0,0,0,0,0,0,350,87.90634707262971,28606.25,1.321689626089401,0.09212997759822777,8638.75,0.05705675954592363,0.044814900719083006,0.7854441975978772,0.4714285714285714,0,0,True,-1042.5,0.055101594931177625,11,False,max_consecutive_losses
7,2017-01-03,2021-01-03,2021-01-03,2022-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,2,False,31,0.7,0.0,0.004,1.0,350,350,350,0,0,0,0,0,0,0,350,87.90634707262971,19237.5,1.2823956842452935,0.10039497793704993,6065.0,0.040238845579698125,0.030770967303184626,0.7647080044142627,0.5228571428571429,0,0,True,-767.5,0.03612735542560104,8,True,
7,2017-01-03,2021-01-03,2021-01-03,2022-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,3,False,8,0.65,0.0,0.006,1.5,411,411,411,0,0,0,0,0,0,0,411,103.22716756243089,23932.5,1.2267247708594842,0.0674636628133076,8141.25,0.05022556390977444,0.03787968084467197,0.7541912503505048,0.46715328467153283,0,0,True,-1042.5,0.06586232111145932,7,True,
7,2017-01-03,2021-01-03,2021-01-03,2022-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,4,False,36,0.7,0.0,0.006,2.0,350,350,350,0,0,0,0,0,0,0,350,87.90634707262971,27487.5,1.2960021537219006,0.09019409537017176,10167.5,0.05943299722344001,0.04316731120434758,0.7263189342791997,0.45714285714285713,0,0,True,-1042.5,0.07576170986812188,11,False,max_consecutive_losses
7,2017-01-03,2021-01-03,2021-01-03,2022-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,5,False,32,0.7,0.0,0.004,1.5,350,350,350,0,0,0,0,0,0,0,350,87.90634707262971,20256.25,1.2591638945752304,0.10241121479234438,6933.75,0.04604083665338645,0.0323258902269814,0.7021134405168054,0.4657142857142857,0,0,True,-767.5,0.05189756248071583,11,False,max_consecutive_losses
7,2017-01-03,2021-01-03,2021-01-03,2022-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,6,False,33,0.7,0.0,0.004,2.0,350,350,350,0,0,0,0,0,0,0,350,87.90634707262971,21712.5,1.2613838143678333,0.10655815244841597,7617.5,0.05053487022141139,0.034536518563919705,0.6834195558948273,0.44,0,0,True,-767.5,0.0648244099021301,11,False,max_consecutive_losses
7,2017-01-03,2021-01-03,2021-01-03,2022-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,7,False,34,0.7,0.0,0.006,1.0,350,350,350,0,0,0,0,0,0,0,350,87.90634707262971,20425.0,1.2486532550141523,0.06729561504238019,8170.0,0.05405673641551567,0.03258278106757695,0.6027515389964395,0.49714285714285716,0,0,True,-1042.5,0.05116279069767442,11,False,max_consecutive_losses
7,2017-01-03,2021-01-03,2021-01-03,2022-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,8,False,58,0.75,0.0,0.004,1.0,299,299,299,0,0,0,0,0,0,0,299,75.1488119273179,13980.0,1.230028794734677,0.08662553082506928,6192.5,0.041137295932771996,0.022648825845582365,0.5505667140250509,0.5150501672240803,0,0,True,-767.5,0.04971387696709585,14,False,max_consecutive_losses
7,2017-01-03,2021-01-03,2021-01-03,2022-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,9,False,59,0.75,0.0,0.004,1.5,299,299,299,0,0,0,0,0,0,0,299,75.1488119273179,15023.75,1.2168398643284983,0.08858694692431325,6660.0,0.04423191870890616,0.02428094130216296,0.5489461459259275,0.45819397993311034,0,0,True,-767.5,0.06997254347283467,14,False,max_consecutive_losses
7,2017-01-03,2021-01-03,2021-01-03,2022-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,10,False,41,0.7,0.01,0.004,1.5,302,302,302,0,0,0,0,0,0,0,302,76.96627514827306,14158.75,1.2055120110312796,0.0846236461833917,7055.0,0.04377975746113904,0.02325384831045718,0.5311552566525383,0.45695364238410596,0,0,True,-767.5,0.07424737353226803,9,False,max_consecutive_losses
