wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.rank_threshold,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,1,True,36,0.7,0.0,0.006,2.0,346,346,346,0,0,0,0,0,0,0,346,87.44286706179982,17282.5,1.2390139335476955,0.07374095896038754,8815.0,0.05630968731035804,0.027942610979980298,0.4962309740057874,0.4682080924855491,0,0,True,-892.5,0.09879936351800955,11,False,max_consecutive_losses
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,2,False,35,0.7,0.0,0.006,1.5,346,346,346,0,0,0,0,0,0,0,346,87.44286706179982,14970.0,1.2106077658975802,0.06672739076937646,9565.0,0.06050638116173517,0.024332638040643673,0.4021499480460066,0.476878612716763,0,0,True,-892.5,0.08901135604542418,11,False,max_consecutive_losses
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,3,False,81,0.75,0.02,0.006,2.0,181,181,181,0,0,0,0,0,0,0,181,45.96586796711853,11120.0,1.2889625154290911,0.09398526329310604,7370.0,0.04652630914428206,0.0183272979847251,0.3939125695075142,0.48066298342541436,0,0,True,-892.5,0.15355215827338128,7,False,min_mar;min_trades_per_year
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,4,False,54,0.7,0.02,0.006,2.0,219,219,219,0,0,0,0,0,0,0,219,55.50280079313643,11717.5,1.2566531595663126,0.08068481741093801,8142.5,0.05183581875765919,0.019245321793053494,0.3712745791289316,0.4703196347031963,0,0,True,-892.5,0.14572221036910604,6,False,min_mar
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,5,False,80,0.75,0.02,0.006,1.5,181,181,181,0,0,0,0,0,0,0,181,45.96586796711853,10163.75,1.2686335403726707,0.08906542801055156,7802.5,0.04911518699494055,0.016789037024170117,0.3418298504269074,0.49171270718232046,0,0,True,-892.5,0.13110318534005658,7,False,min_mar;min_trades_per_year
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,6,False,32,0.7,0.0,0.004,1.5,346,346,346,0,0,0,0,0,0,0,346,87.44286706179982,9357.5,1.1440113885575776,0.06733452949983867,7003.75,0.04525080559840415,0.015411154516357772,0.3405719370640613,0.47109826589595377,0,0,True,-655.0,0.09631311781993054,11,False,min_profit_factor;min_mar;max_consecutive_losses
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,7,False,41,0.7,0.01,0.004,1.5,298,298,298,0,0,0,0,0,0,0,298,75.31206469484492,8678.75,1.1549569254117753,0.07084396075655366,6645.0,0.043072086597904735,0.014316392119790855,0.3323821354057011,0.4664429530201342,0,0,True,-655.0,0.10384559988477603,9,False,min_profit_factor;min_mar;max_consecutive_losses
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,8,False,34,0.7,0.0,0.006,1.0,346,346,346,0,0,0,0,0,0,0,346,87.44286706179982,11532.5,1.1749137375345997,0.05144204598973111,9177.5,0.0589927363887639,0.018895924396891584,0.3203093389729691,0.49710982658959535,0,0,True,-892.5,0.07760676349447214,11,False,min_profit_factor;min_mar;max_consecutive_losses
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,9,False,31,0.7,0.0,0.004,1.0,346,346,346,0,0,0,0,0,0,0,346,87.44286706179982,9082.5,1.1540516473731077,0.061231268599569226,7210.0,0.04678931827768584,0.014968025059112211,0.3199026104693337,0.5115606936416185,0,0,True,-655.0,0.06826314340765208,8,False,min_profit_factor;min_mar
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,10,False,53,0.7,0.02,0.006,1.5,219,219,219,0,0,0,0,0,0,0,219,55.50280079313643,10517.5,1.2336832750097206,0.07433554715458024,8617.5,0.05480083624136533,0.017323202993893005,0.316112019123112,0.4794520547945205,0,0,True,-892.5,0.126693605894937,6,False,min_mar
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,11,False,33,0.7,0.0,0.004,2.0,346,346,346,0,0,0,0,0,0,0,346,87.44286706179982,9245.0,1.13556712368942,0.07120077397588176,7625.0,0.048564559017881315,0.015229943405955515,0.3136020117128604,0.45375722543352603,0,0,True,-655.0,0.12790697674418605,11,False,min_profit_factor;min_mar;max_consecutive_losses
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,12,False,58,0.75,0.0,0.004,1.0,292,292,292,0,0,0,0,0,0,0,292,74.1033575149034,7252.5,1.1410786363857415,0.05974863417733981,6192.5,0.04034661932142101,0.012054873243027009,0.29878273435977276,0.5068493150684932,0,0,True,-655.0,0.08548776284039986,14,False,min_profit_factor;min_mar;max_consecutive_losses
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,b3591af43b4ff4dd8ec81c1127f4d26785c62d2aee2c89225aac5a3c634e520d,9dc846be34678425dd17bc9503d1a1854fade6cd2186d7c18a4d684139b38cda,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,13,False,63,0.75,0.0,0.006,2.0,292,292,292,0,0,0,0,0,0,0,292,74.1033575149034,10377.5,1.157694791627094,0.05605346955988161,9157.5,0.05867089519965403,0.017121471190049364,0.29182222517290524,0.4554794520547945,0,0,True,-892.5,0.1645386653818357,14,False,min_profit_factor;min_mar;max_consecutive_losses
