campaign_id,variant_id,run_id,config_path,report_path,passed,halted,failed_stage,terminal_stage,terminal_status,core_profitable_rate,core_profitable_iterations,core_total_combinations,core_passing_iterations,core_passing_rate,core_apex_rule_violations,core_top_net_profit,core_top_profit_factor,core_top_mar,core_top_trades_per_year,core_top_total_trades,core_top_failure_reason,fixed_core_net_profit,fixed_core_total_trades,fixed_core_profit_factor,fixed_core_mar,fixed_core_trades_per_year,data_subset,fixed_config_core_trade_log,fixed_config_core_equity_curve,top_entry.params.lvn_quantile,top_entry.params.min_orderflow_imbalance,top_sl.params.stop_offset_ticks,top_tp.params.target_r_multiple
es_prior_lvn_orderflow_rejection,afternoon_large20_two_sided_lvn_rejection,rescue1,campaigns/es_prior_lvn_orderflow_rejection/rescue_attempts/parameter_space_rescue_1/afternoon_large20_two_sided_lvn_rejection/config.yaml,backtest-campaigns/es_prior_lvn_orderflow_rejection/afternoon_large20_two_sided_lvn_rejection/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.0,0,81,0,0.0,0,-2697.5,0.7257941550190598,-0.6555652137725166,82.99609850649833,127,min_total_net_profit;max_consecutive_losses,-5810.0,137,0.5701072881982981,-0.6292740429371099,89.53122437315174,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_lvn_orderflow_rejection/afternoon_large20_two_sided_lvn_rejection/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_lvn_orderflow_rejection/afternoon_large20_two_sided_lvn_rejection/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,0.1,0.0,1,1.0
es_prior_lvn_orderflow_rejection,afternoon_large20_two_sided_lvn_rejection,run1,campaigns/es_prior_lvn_orderflow_rejection/variants/afternoon_large20_two_sided_lvn_rejection/config.yaml,backtest-campaigns/es_prior_lvn_orderflow_rejection/afternoon_large20_two_sided_lvn_rejection/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.0,0,81,0,0.0,0,-2697.5,0.7257941550190598,-0.6555652137725166,82.99609850649833,127,min_total_net_profit;max_consecutive_losses,-4487.5,145,0.6816246896062433,-0.6532207335723185,94.58773627027833,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_lvn_orderflow_rejection/afternoon_large20_two_sided_lvn_rejection/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_lvn_orderflow_rejection/afternoon_large20_two_sided_lvn_rejection/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,0.1,0.0,1,1.0
es_prior_lvn_orderflow_rejection,late_morning_large10_two_sided_lvn_rejection,rescue1,campaigns/es_prior_lvn_orderflow_rejection/rescue_attempts/parameter_space_rescue_1/late_morning_large10_two_sided_lvn_rejection/config.yaml,backtest-campaigns/es_prior_lvn_orderflow_rejection/late_morning_large10_two_sided_lvn_rejection/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.012345679012345678,1,81,0,0.0,0,205.0,1.0141257536606374,0.06411425408905956,81.58958160016513,124,max_consecutive_losses;max_best_day_concentration,-2702.5,128,0.8368301886792453,-0.5478677007692327,84.22097678142515,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_lvn_orderflow_rejection/late_morning_large10_two_sided_lvn_rejection/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_lvn_orderflow_rejection/late_morning_large10_two_sided_lvn_rejection/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,0.1,0.02,5,2.0
es_prior_lvn_orderflow_rejection,late_morning_large10_two_sided_lvn_rejection,run1,campaigns/es_prior_lvn_orderflow_rejection/variants/late_morning_large10_two_sided_lvn_rejection/config.yaml,backtest-campaigns/es_prior_lvn_orderflow_rejection/late_morning_large10_two_sided_lvn_rejection/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.012345679012345678,1,81,0,0.0,0,205.0,1.0141257536606374,0.06411425408905956,81.58958160016513,124,max_consecutive_losses;max_best_day_concentration,-7265.0,133,0.5390228426395939,-0.663551804146761,87.51140607114486,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_lvn_orderflow_rejection/late_morning_large10_two_sided_lvn_rejection/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_lvn_orderflow_rejection/late_morning_large10_two_sided_lvn_rejection/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,0.1,0.02,5,2.0
es_prior_lvn_orderflow_rejection,midday_signed_two_sided_lvn_rejection,rescue1,campaigns/es_prior_lvn_orderflow_rejection/rescue_attempts/parameter_space_rescue_1/midday_signed_two_sided_lvn_rejection/config.yaml,backtest-campaigns/es_prior_lvn_orderflow_rejection/midday_signed_two_sided_lvn_rejection/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.0,0,81,0,0.0,0,-1307.5,0.8606448174793498,-0.3776698585169173,67.94757959330708,104,min_total_net_profit,-2830.0,111,0.7385681293302541,-0.4957820693913128,72.52097437362582,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_lvn_orderflow_rejection/midday_signed_two_sided_lvn_rejection/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_lvn_orderflow_rejection/midday_signed_two_sided_lvn_rejection/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,0.1,0.0,1,2.0
es_prior_lvn_orderflow_rejection,midday_signed_two_sided_lvn_rejection,run1,campaigns/es_prior_lvn_orderflow_rejection/variants/midday_signed_two_sided_lvn_rejection/config.yaml,backtest-campaigns/es_prior_lvn_orderflow_rejection/midday_signed_two_sided_lvn_rejection/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.0,0,81,0,0.0,0,-1307.5,0.8606448174793498,-0.3776698585169173,67.94757959330708,104,min_total_net_profit,-4295.0,114,0.6420087518232965,-0.5364100220362984,74.48053811324972,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_lvn_orderflow_rejection/midday_signed_two_sided_lvn_rejection/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_lvn_orderflow_rejection/midday_signed_two_sided_lvn_rejection/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,0.1,0.0,1,2.0
es_prior_lvn_orderflow_rejection,morning_downside_signed_lvn_reclaim_long,rescue1,campaigns/es_prior_lvn_orderflow_rejection/rescue_attempts/parameter_space_rescue_1/morning_downside_signed_lvn_reclaim_long/config.yaml,backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_downside_signed_lvn_reclaim_long/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.20987654320987653,17,81,2,0.024691358024691357,0,1827.5,1.1109593199757135,0.5411203141943924,99.99614754405934,152,,-535.0,152,0.9729285262492093,-0.10784281317379447,99.99614754405934,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_downside_signed_lvn_reclaim_long/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_downside_signed_lvn_reclaim_long/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,0.3,0.0,7,1.0
es_prior_lvn_orderflow_rejection,morning_downside_signed_lvn_reclaim_long,run1,campaigns/es_prior_lvn_orderflow_rejection/variants/morning_downside_signed_lvn_reclaim_long/config.yaml,backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_downside_signed_lvn_reclaim_long/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.07407407407407407,6,81,0,0.0,0,427.5,1.0222251104756954,0.09650151917794378,99.99614754405934,152,max_consecutive_losses;max_best_day_concentration,-3310.0,137,0.793801588537611,-0.6108391953639782,90.12979767972733,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_downside_signed_lvn_reclaim_long/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_downside_signed_lvn_reclaim_long/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,0.3,0.0,5,2.0
es_prior_lvn_orderflow_rejection,morning_signed_two_sided_lvn_rejection,rescue1,campaigns/es_prior_lvn_orderflow_rejection/rescue_attempts/parameter_space_rescue_1/morning_signed_two_sided_lvn_rejection/config.yaml,backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_signed_two_sided_lvn_rejection/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.2839506172839506,23,81,10,0.12345679012345678,0,3577.5,1.2357495881383855,1.4460835971947001,102.4087010981788,157,,990.0,157,1.0486426728903082,0.18489438994976862,102.4087010981788,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_signed_two_sided_lvn_rejection/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_signed_two_sided_lvn_rejection/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,0.3,0.0,5,1.0
es_prior_lvn_orderflow_rejection,morning_signed_two_sided_lvn_rejection,run1,campaigns/es_prior_lvn_orderflow_rejection/variants/morning_signed_two_sided_lvn_rejection/config.yaml,backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_signed_two_sided_lvn_rejection/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.30864197530864196,25,81,12,0.14814814814814814,0,3577.5,1.2357495881383855,1.4460835971947001,102.4087010981788,157,,-3715.0,148,0.7998113970092955,-0.6462299868253224,96.53933587573249,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_signed_two_sided_lvn_rejection/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_lvn_orderflow_rejection/morning_signed_two_sided_lvn_rejection/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,0.3,0.0,5,1.0
