campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,criteria_failures,profitable_combo_rate,benchmark_pass_combos,benchmark_pass_rate,core_profitable_combos,core_combos,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,top_failure_reason,monkey_percentage_profitable,monkey_median_net_profit,trade_path_stress_percentage_profitable,trade_path_stress_median_net_profit,one_tick_worse_profitable,one_tick_worse_net_profit,source_config_path,report_path
es_volatility_managed_intraday_premium,low_20d_vol_open_long_1000,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.07407407407407407,0.07407407407407407,0,0.0,2,27,0,880.0,1.1446773530620633,0.6894401677438292,0.08304229318722074,54,54.7875,0.6051136363636364,min_profit_factor;preferred_min_total_trades;max_best_day_concentration,,,,,,,campaigns/es_volatility_managed_intraday_premium/variants/low_20d_vol_open_long_1000/config.yaml,backtest-campaigns/es_volatility_managed_intraday_premium/low_20d_vol_open_long_1000/ES/run1/campaign_test_summary.json
es_volatility_managed_intraday_premium,low_10d_range_midmorning_long_1030,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.5185185185185185,0.5185185185185185,5,0.18518518518518517,14,27,0,3055.0,1.2919254658385093,2.78233083123202,0.13137872228781322,99,94.60588783569439,0.13543371522094927,,,,,,,,campaigns/es_volatility_managed_intraday_premium/variants/low_10d_range_midmorning_long_1030/config.yaml,backtest-campaigns/es_volatility_managed_intraday_premium/low_10d_range_midmorning_long_1030/ES/run1/campaign_test_summary.json
es_volatility_managed_intraday_premium,low_5d_abs_move_lunch_long_1200,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0.0,0,27,0,-925.0,0.7635782747603834,-0.7674783397251457,-0.0997272727272727,50,44.43400625840593,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_trades_per_year;preferred_min_total_trades;min_positive_month_rate,,,,,,,campaigns/es_volatility_managed_intraday_premium/variants/low_5d_abs_move_lunch_long_1200/config.yaml,backtest-campaigns/es_volatility_managed_intraday_premium/low_5d_abs_move_lunch_long_1200/ES/run1/campaign_test_summary.json
es_volatility_managed_intraday_premium,low_downside20_afternoon_long_1330,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0.0,0,27,0,-670.0,0.8639593908629442,-0.529170658328944,-0.020253106725146186,64,70.17697768234079,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate,,,,,,,campaigns/es_volatility_managed_intraday_premium/variants/low_downside20_afternoon_long_1330/config.yaml,backtest-campaigns/es_volatility_managed_intraday_premium/low_downside20_afternoon_long_1330/ES/run1/campaign_test_summary.json
es_volatility_managed_intraday_premium,vol_downshift_late_morning_long_1100,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.037037037037037035,0.037037037037037035,0,0.0,1,27,0,162.5,1.0066537004811138,0.04877008555358883,0.024061831125904366,200,143.7530320940752,3.4307692307692306,min_profit_factor;min_expectancy_r;min_mar;max_best_day_concentration;min_positive_month_rate,,,,,,,campaigns/es_volatility_managed_intraday_premium/variants/vol_downshift_late_morning_long_1100/config.yaml,backtest-campaigns/es_volatility_managed_intraday_premium/vol_downshift_late_morning_long_1100/ES/run1/campaign_test_summary.json
es_volatility_managed_intraday_premium,low_20d_vol_open_long_1000,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.5277777777777778,0.5277777777777778,0,0.0,19,36,0,2298.75,1.4162516976007242,1.7080872559562574,0.13794279487127506,54,54.7875,0.37302882001087545,preferred_min_total_trades,,,,,,,campaigns/es_volatility_managed_intraday_premium/rescue_attempts/parameter_space_rescue_1/low_20d_vol_open_long_1000/config.yaml,backtest-campaigns/es_volatility_managed_intraday_premium/low_20d_vol_open_long_1000/ES/rescue1/campaign_test_summary.json
es_volatility_managed_intraday_premium,low_10d_range_midmorning_long_1030,rescue1,False,True,limited_monkey_test,failed,summary.percentage_profitable=0.24; summary.median_net_profit=-2081.25,0.7222222222222222,14,0.3888888888888889,26,36,0,3163.75,1.322749298648304,2.0644198165386594,0.11956496761347084,91,87.92393283133804,0.16633741604109048,,0.24,-2081.25,0.9866666666666667,1593.0540245448583,True,532.5,campaigns/es_volatility_managed_intraday_premium/rescue_attempts/parameter_space_rescue_1/low_10d_range_midmorning_long_1030/config.yaml,backtest-campaigns/es_volatility_managed_intraday_premium/low_10d_range_midmorning_long_1030/ES/rescue1/campaign_test_summary.json
es_volatility_managed_intraday_premium,low_5d_abs_move_lunch_long_1200,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.07407407407407407,0.07407407407407407,0,0.0,2,27,0,165.0,1.0973451327433628,0.5904906629560297,0.06693306693306698,22,46.1913582218248,0.9545454545454546,min_profit_factor;min_trades_per_year;preferred_min_total_trades;max_best_day_concentration;min_positive_month_rate,,,,,,,campaigns/es_volatility_managed_intraday_premium/rescue_attempts/parameter_space_rescue_1/low_5d_abs_move_lunch_long_1200/config.yaml,backtest-campaigns/es_volatility_managed_intraday_premium/low_5d_abs_move_lunch_long_1200/ES/rescue1/campaign_test_summary.json
es_volatility_managed_intraday_premium,low_downside20_afternoon_long_1330,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.037037037037037035,0.037037037037037035,0,0.0,1,27,0,76.25,1.0295256534365924,0.3008115078919233,0.03427550357374919,36,160.23831083654213,4.442622950819672,min_profit_factor;min_mar;preferred_min_total_trades;max_best_day_concentration,,,,,,,campaigns/es_volatility_managed_intraday_premium/rescue_attempts/parameter_space_rescue_1/low_downside20_afternoon_long_1330/config.yaml,backtest-campaigns/es_volatility_managed_intraday_premium/low_downside20_afternoon_long_1330/ES/rescue1/campaign_test_summary.json
es_volatility_managed_intraday_premium,vol_downshift_late_morning_long_1100,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2222222222222222,0.2222222222222222,0,0.0,8,36,0,1718.75,1.0651658767772512,0.4774787627576338,0.04465378581244399,200,143.7530320940752,0.4807272727272727,min_profit_factor;max_best_day_concentration;min_positive_month_rate,,,,,,,campaigns/es_volatility_managed_intraday_premium/rescue_attempts/parameter_space_rescue_1/vol_downshift_late_morning_long_1100/config.yaml,backtest-campaigns/es_volatility_managed_intraday_premium/vol_downshift_late_morning_long_1100/ES/rescue1/campaign_test_summary.json
