campaign_id,variant_id,symbol,terminal_stage,decision,density_declared_entry_rows,density_passing_entry_rows,min_signals_per_year,min_limited_core_signals_per_year,min_latest_365d_signals,staged_pnl_run,failure_reason
nq_chartfanatics_amd_fomc_distribution,fomc_1300_1400_two_sided_midpoint_1530,NQ,pre_pnl_density_screen,FAIL,9,0,4.428009441384736,2.037735849056604,4,False,variant failed pre-PnL density screen; no PnL inspected
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_buyside_bearish_edge_1500,NQ,pre_pnl_density_screen,FAIL,9,0,2.974036191974823,2.7169811320754715,5,False,variant failed pre-PnL density screen; no PnL inspected
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_sellside_bullish_edge_1500,NQ,pre_pnl_density_screen,FAIL,9,0,3.502753737214791,1.3584905660377358,4,False,variant failed pre-PnL density screen; no PnL inspected
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_two_sided_midpoint_1500,NQ,pre_pnl_density_screen,FAIL,9,5,4.692368214004721,3.3962264150943393,5,False,variant failed pre-PnL density screen; no PnL inspected
nq_chartfanatics_amd_fomc_distribution,fomc_1345_1400_two_sided_edge_1500,NQ,pre_pnl_density_screen,FAIL,9,0,4.163650668764752,3.3962264150943393,6,False,variant failed pre-PnL density screen; no PnL inspected
