variant_id,run_id,stage,equity_curve_csv,exists
afternoon_large10_aligned_two_sided_flip,run1,limited_core_grid_test,backtest-campaigns/nq_prior_session_flip_retest_orderflow/afternoon_large10_aligned_two_sided_flip/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
late_morning_large10_absorbed_two_sided_flip,run1,limited_core_grid_test,backtest-campaigns/nq_prior_session_flip_retest_orderflow/late_morning_large10_absorbed_two_sided_flip/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
midday_signed_aligned_two_sided_flip,run1,limited_core_grid_test,backtest-campaigns/nq_prior_session_flip_retest_orderflow/midday_signed_aligned_two_sided_flip/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
morning_signed_absorbed_two_sided_flip,run1,limited_core_grid_test,backtest-campaigns/nq_prior_session_flip_retest_orderflow/morning_signed_absorbed_two_sided_flip/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
morning_signed_aligned_two_sided_flip,run1,limited_core_grid_test,backtest-campaigns/nq_prior_session_flip_retest_orderflow/morning_signed_aligned_two_sided_flip/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
