window_id,train_start,train_end,test_start,test_end,objective,train_objective,selected_params,train_mar,train_cagr,train_max_drawdown_pct,train_net_profit,train_profit_factor,train_max_drawdown,test_mar,test_cagr,test_max_drawdown_pct,test_net_profit,test_profit_factor,test_max_drawdown,test_trades,test_passed,early_exit,early_exit_reason,campaign_id,variant_id,wfa_results_path
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,-0.09745883004402614,{},-0.09745883004402614,-0.0032586575899894443,0.03343624778296,-1935.0,0.9030318215985969,5090.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,selected_train_profit_factor_below_minimum,nq_prior_session_flip_retest_orderflow,morning_signed_aligned_two_sided_flip,backtest-campaigns/nq_prior_session_flip_retest_orderflow/morning_signed_aligned_two_sided_flip/NQ/run1/walk_forward_analysis/wfa_results.csv
