campaign_id,variant_id,run_id,config_path,report_path,passed,halted,failed_stage,terminal_stage,terminal_status,core_profitable_rate,core_profitable_iterations,core_total_combinations,core_apex_rule_violations,fixed_core_net_profit,fixed_core_total_trades,fixed_core_profit_factor,fixed_core_mar,data_subset,fixed_config_core_trade_log,fixed_config_core_equity_curve
es_prior_poc_orderflow_magnet,morning_above_poc_signed_magnet_short,run1,campaigns/es_prior_poc_orderflow_magnet/variants/morning_above_poc_signed_magnet_short/config.yaml,backtest-campaigns/es_prior_poc_orderflow_magnet/morning_above_poc_signed_magnet_short/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.024691358024691357,2,81,0,-3457.5,119,0.7304618982654454,-0.49570678718225925,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_poc_orderflow_magnet/morning_above_poc_signed_magnet_short/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_poc_orderflow_magnet/morning_above_poc_signed_magnet_short/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_prior_poc_orderflow_magnet,morning_above_poc_signed_magnet_short,rescue1,campaigns/es_prior_poc_orderflow_magnet/rescue_attempts/parameter_space_rescue_1/morning_above_poc_signed_magnet_short/config.yaml,backtest-campaigns/es_prior_poc_orderflow_magnet/morning_above_poc_signed_magnet_short/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.024691358024691357,2,81,0,-2832.5,109,0.8105034286670012,-0.4291101622835672,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_poc_orderflow_magnet/morning_above_poc_signed_magnet_short/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_poc_orderflow_magnet/morning_above_poc_signed_magnet_short/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_prior_poc_orderflow_magnet,morning_below_poc_signed_magnet_long,run1,campaigns/es_prior_poc_orderflow_magnet/variants/morning_below_poc_signed_magnet_long/config.yaml,backtest-campaigns/es_prior_poc_orderflow_magnet/morning_below_poc_signed_magnet_long/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.0,0,81,0,-6922.5,112,0.5167539267015707,-0.6038993252711756,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_poc_orderflow_magnet/morning_below_poc_signed_magnet_long/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_poc_orderflow_magnet/morning_below_poc_signed_magnet_long/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_prior_poc_orderflow_magnet,morning_below_poc_signed_magnet_long,rescue1,campaigns/es_prior_poc_orderflow_magnet/rescue_attempts/parameter_space_rescue_1/morning_below_poc_signed_magnet_long/config.yaml,backtest-campaigns/es_prior_poc_orderflow_magnet/morning_below_poc_signed_magnet_long/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.0,0,81,0,-6470.0,114,0.5224211109060712,-0.6019187567452591,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_poc_orderflow_magnet/morning_below_poc_signed_magnet_long/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_poc_orderflow_magnet/morning_below_poc_signed_magnet_long/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_prior_poc_orderflow_magnet,late_morning_large10_two_sided_magnet,run1,campaigns/es_prior_poc_orderflow_magnet/variants/late_morning_large10_two_sided_magnet/config.yaml,backtest-campaigns/es_prior_poc_orderflow_magnet/late_morning_large10_two_sided_magnet/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.0,0,81,0,-5070.0,169,0.7018962222548876,-0.5537185793508109,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_poc_orderflow_magnet/late_morning_large10_two_sided_magnet/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_poc_orderflow_magnet/late_morning_large10_two_sided_magnet/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_prior_poc_orderflow_magnet,late_morning_large10_two_sided_magnet,rescue1,campaigns/es_prior_poc_orderflow_magnet/rescue_attempts/parameter_space_rescue_1/late_morning_large10_two_sided_magnet/config.yaml,backtest-campaigns/es_prior_poc_orderflow_magnet/late_morning_large10_two_sided_magnet/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.0,0,81,0,-5637.5,160,0.7349553361542078,-0.4118784708285101,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_poc_orderflow_magnet/late_morning_large10_two_sided_magnet/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_poc_orderflow_magnet/late_morning_large10_two_sided_magnet/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_prior_poc_orderflow_magnet,midday_signed_two_sided_magnet,run1,campaigns/es_prior_poc_orderflow_magnet/variants/midday_signed_two_sided_magnet/config.yaml,backtest-campaigns/es_prior_poc_orderflow_magnet/midday_signed_two_sided_magnet/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.0,0,81,0,-4092.5,166,0.7101115636621215,-0.5195572760572101,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_poc_orderflow_magnet/midday_signed_two_sided_magnet/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_poc_orderflow_magnet/midday_signed_two_sided_magnet/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_prior_poc_orderflow_magnet,midday_signed_two_sided_magnet,rescue1,campaigns/es_prior_poc_orderflow_magnet/rescue_attempts/parameter_space_rescue_1/midday_signed_two_sided_magnet/config.yaml,backtest-campaigns/es_prior_poc_orderflow_magnet/midday_signed_two_sided_magnet/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.012345679012345678,1,81,0,-1120.0,154,0.9307573415765069,-0.16473426052072865,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_poc_orderflow_magnet/midday_signed_two_sided_magnet/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_poc_orderflow_magnet/midday_signed_two_sided_magnet/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_prior_poc_orderflow_magnet,afternoon_large20_two_sided_magnet,run1,campaigns/es_prior_poc_orderflow_magnet/variants/afternoon_large20_two_sided_magnet/config.yaml,backtest-campaigns/es_prior_poc_orderflow_magnet/afternoon_large20_two_sided_magnet/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.0,0,81,0,-7237.5,200,0.5827327760161429,-0.557380873581896,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_poc_orderflow_magnet/afternoon_large20_two_sided_magnet/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_poc_orderflow_magnet/afternoon_large20_two_sided_magnet/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_prior_poc_orderflow_magnet,afternoon_large20_two_sided_magnet,rescue1,campaigns/es_prior_poc_orderflow_magnet/rescue_attempts/parameter_space_rescue_1/afternoon_large20_two_sided_magnet/config.yaml,backtest-campaigns/es_prior_poc_orderflow_magnet/afternoon_large20_two_sided_magnet/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,limited_core_grid_test,failed,0.0,0,81,0,-4410.0,202,0.7747414123355894,-0.423382084133909,"{""end_date"": ""2012-09-06"", ""session_labels"": [""RTH""], ""start_date"": ""2011-02-22""}",backtest-campaigns/es_prior_poc_orderflow_magnet/afternoon_large20_two_sided_magnet/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_prior_poc_orderflow_magnet/afternoon_large20_two_sided_magnet/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
