wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.min_abs_move_ticks,sl.params.stop_pct,tp.params.target_r_multiple,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
3,2022-09-11,2023-09-11,2023-09-11,2023-11-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,1,True,11,96,0.003,2.0,103,105.0685699324095,4247.5,1.1682511388393741,0.06877982140071223,4225.0,0.027585081204602954,0.028893494514293794,1.0474319179989404,0.47572815533980584,0,0,True,-692.5,0.3078281341965862,7,False,min_profit_factor;preferred_min_total_trades
3,2022-09-11,2023-09-11,2023-09-11,2023-11-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,2,False,24,112,0.004,2.5,85,87.93501244086899,3656.25,1.1564171122994653,0.056851128871782064,4397.5,0.028262022204726938,0.02522718761841225,0.8926179250610348,0.47058823529411764,0,0,True,-917.5,0.5678632478632478,7,False,min_profit_factor;preferred_min_total_trades;max_best_day_concentration
3,2022-09-11,2023-09-11,2023-09-11,2023-11-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,3,False,2,80,0.003,2.0,118,120.36981798081865,4097.5,1.1456241670368725,0.05807968401547332,4940.0,0.03224122177261454,0.02787284907168508,0.8645097033934388,0.4915254237288136,0,0,True,-692.5,0.31909701037217814,8,False,min_profit_factor;preferred_min_total_trades
3,2022-09-11,2023-09-11,2023-09-11,2023-11-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,4,False,20,112,0.003,2.0,85,87.93501244086899,3200.0,1.1491493824283383,0.06690694993773977,4225.0,0.02740392411221015,0.02207803738134806,0.8056524055075354,0.4588235294117647,0,0,True,-692.5,0.38515625,7,False,min_profit_factor;preferred_min_total_trades
3,2022-09-11,2023-09-11,2023-09-11,2023-11-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,5,False,1,80,0.003,1.5,118,120.36981798081865,4085.0,1.1486670912564825,0.057405889800936465,5632.5,0.036941996310719406,0.027787796185176683,0.752200718971799,0.5084745762711864,0,0,True,-692.5,0.2481640146878825,8,False,min_profit_factor;preferred_min_total_trades
3,2022-09-11,2023-09-11,2023-09-11,2023-11-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,6,False,12,96,0.003,2.5,103,105.0685699324095,3285.0,1.1295219319862,0.05496798571603335,4568.75,0.029743255889652927,0.02234470015803658,0.7512526618113065,0.46601941747572817,0,0,True,-692.5,0.4703196347031963,7,False,min_profit_factor;preferred_min_total_trades;max_best_day_concentration
3,2022-09-11,2023-09-11,2023-09-11,2023-11-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,7,False,15,96,0.004,2.5,103,105.0685699324095,3091.25,1.1098525230987917,0.03797203703594611,4822.5,0.03121485496986124,0.021026536041882427,0.6736067190504039,0.4854368932038835,0,0,True,-917.5,0.6716538617064295,7,False,min_profit_factor;preferred_min_total_trades;max_best_day_concentration
3,2022-09-11,2023-09-11,2023-09-11,2023-11-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,8,False,21,112,0.003,2.5,85,87.93501244086899,2875.0,1.1332715262486963,0.0614910096485806,4568.75,0.02954848619588504,0.01983500451068876,0.6712697354171399,0.4470588235294118,0,0,True,-692.5,0.5373913043478261,7,False,min_profit_factor;preferred_min_total_trades;max_best_day_concentration
3,2022-09-11,2023-09-11,2023-09-11,2023-11-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,9,False,3,80,0.003,2.5,118,120.36981798081865,3135.0,1.110953813484339,0.046023590155117984,5283.75,0.03438514288503307,0.021324183076584458,0.6201568842648696,0.4830508474576271,0,0,True,-692.5,0.49282296650717705,8,False,min_profit_factor;preferred_min_total_trades;max_best_day_concentration
3,2022-09-11,2023-09-11,2023-09-11,2023-11-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,10,False,6,80,0.004,2.5,118,120.36981798081865,2691.25,1.0860305282506193,0.0289467414308077,5041.25,0.03271839304257529,0.018305270993653977,0.559479524860343,0.5,0,0,True,-917.5,0.7714816535067348,8,False,min_profit_factor;min_expectancy_r;preferred_min_total_trades;max_best_day_concentration
