wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.min_abs_move_ticks,sl.params.stop_pct,tp.params.target_r_multiple,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,1,True,24,112,0.004,2.5,100,101.72736925781727,5381.25,1.2067524733455,0.07215468576693244,4397.5,0.027761118651557715,0.03650587091492885,1.3149999959702796,0.52,0,0,True,-917.5,0.38583042973286874,7,False,preferred_min_total_trades
2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,2,False,23,112,0.004,2.0,100,101.72736925781727,5250.0,1.2017097300931707,0.07100895190280737,4397.5,0.027641152159906972,0.035615220834001926,1.2884853940951566,0.52,0,0,True,-917.5,0.3157142857142857,7,False,preferred_min_total_trades
2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,3,False,21,112,0.003,2.5,100,101.7313044840612,4606.25,1.1845452724358974,0.08308694264494194,4568.75,0.029020373810998364,0.03124821024451685,1.0767680129838355,0.48,0,0,True,-692.5,0.33541383989145185,7,False,min_profit_factor;preferred_min_total_trades
2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,4,False,20,112,0.003,2.0,100,101.7313044840612,4062.5,1.1635302405152461,0.07329049189072727,4225.0,0.027062516013323084,0.02755863129963876,1.0183321937277168,0.49,0,0,True,-692.5,0.30338461538461536,7,False,min_profit_factor;preferred_min_total_trades
2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,5,False,22,112,0.004,1.5,100,101.72736925781727,3587.5,1.1384600540331917,0.04959273424068808,4397.5,0.027969692874009175,0.02433478257457944,0.8700411078590186,0.53,0,0,True,-917.5,0.34529616724738676,7,False,min_profit_factor;preferred_min_total_trades
2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,6,False,6,80,0.004,2.5,129,131.2283063425843,3548.75,1.102884685076466,0.03944381287163359,4962.5,0.03136604250612309,0.02407188013108774,0.7674503446326891,0.5271317829457365,0,0,True,-917.5,0.5850651637900669,8,False,min_profit_factor;preferred_min_total_trades;max_best_day_concentration
2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,7,False,3,80,0.003,2.5,129,131.23338278443896,3711.25,1.116021883548261,0.05475842853529617,5283.75,0.033544424340538996,0.025175367923634395,0.750508271301873,0.49612403100775193,0,0,True,-692.5,0.4163017851128326,8,False,min_profit_factor;preferred_min_total_trades;max_best_day_concentration
2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,8,False,2,80,0.003,2.0,129,131.23338278443896,2867.5,1.0899748980232193,0.04328831167156385,4940.0,0.031686470710860955,0.01945083267967518,0.6138529234500121,0.5038759689922481,0,0,True,-692.5,0.42981691368788144,8,False,min_profit_factor;preferred_min_total_trades;max_best_day_concentration
2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,9,False,5,80,0.004,2.0,129,131.2283063425843,3017.5,1.087482786112923,0.034679678093242065,5482.5,0.03458990536277603,0.020467688118921412,0.5917243167987312,0.5271317829457365,0,0,True,-917.5,0.5492957746478874,8,False,min_profit_factor;preferred_min_total_trades;max_best_day_concentration
2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,dd627e2ac305a85f94b6a01c4f691b6c029f2af27a358d054ced653a750d3cc7,fc06336078bf201b62f9047560321c72eeb27f5ed221d5e2256ff3b92579c8a3,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,10,False,12,96,0.003,2.5,113,114.95637406698916,2078.75,1.0712510711225365,0.03783671707217062,4568.75,0.029376778279670144,0.01409994695224115,0.47996913814061265,0.4690265486725664,0,0,True,-692.5,0.7432351172579675,7,False,min_profit_factor;preferred_min_total_trades;max_best_day_concentration
