campaign_id,variant_id,test_run_id,symbol,timeframe,report_path,config_path,stage,status,passed,halted,total_combinations_tested,profitable_combo_rate,profitable_combinations,apex_rule_violating_iterations,top_net_profit,top_profit_factor,top_trades,top_trades_per_year,top_mar,top_expectancy_r,top_best_day_concentration
es_signed_orderflow_persistence,early_5m_signed_flow_continuation_1000,run1,ES,1m,backtest-campaigns/es_signed_orderflow_persistence/early_5m_signed_flow_continuation_1000/ES/run1/campaign_test_summary.json,campaigns/es_signed_orderflow_persistence/variants/early_5m_signed_flow_continuation_1000/config.yaml,limited_core_grid_test,failed,False,True,81,0.12345679012345678,10,0,1447.5,1.0905536440412886,198,132.4558237145855,0.36035583150915795,0.0338260397876177,0.5233160621761658
es_signed_orderflow_persistence,early_5m_signed_flow_continuation_1000,rescue1,ES,1m,backtest-campaigns/es_signed_orderflow_persistence/early_5m_signed_flow_continuation_1000/ES/rescue1/campaign_test_summary.json,campaigns/es_signed_orderflow_persistence/rescue_attempts/parameter_space_rescue_1/early_5m_signed_flow_continuation_1000/config.yaml,limited_core_grid_test,failed,False,True,81,0.1111111111111111,9,0,728.75,1.0471453986737829,198,132.46205742138014,0.22023079872748183,0.027875672953967125,0.3361921097770154
es_signed_orderflow_persistence,late_morning_15m_signed_flow_continuation_1130,run1,ES,1m,backtest-campaigns/es_signed_orderflow_persistence/late_morning_15m_signed_flow_continuation_1130/ES/run1/campaign_test_summary.json,campaigns/es_signed_orderflow_persistence/variants/late_morning_15m_signed_flow_continuation_1130/config.yaml,limited_core_grid_test,failed,False,True,81,0.07407407407407407,6,0,612.5,1.1249362570117287,65,46.370635213437794,0.3482335765813583,0.0557800907457658,0.4204081632653061
es_signed_orderflow_persistence,late_morning_15m_signed_flow_continuation_1130,rescue1,ES,1m,backtest-campaigns/es_signed_orderflow_persistence/late_morning_15m_signed_flow_continuation_1130/ES/rescue1/campaign_test_summary.json,campaigns/es_signed_orderflow_persistence/rescue_attempts/parameter_space_rescue_1/late_morning_15m_signed_flow_continuation_1130/config.yaml,limited_core_grid_test,failed,False,True,81,0.012345679012345678,1,0,90.625,1.0156587473002159,70,47.34539562516878,0.03489642435389931,0.020568988811653196,2.703448275862069
es_signed_orderflow_persistence,midday_30m_signed_flow_continuation_1230,run1,ES,1m,backtest-campaigns/es_signed_orderflow_persistence/midday_30m_signed_flow_continuation_1230/ES/run1/campaign_test_summary.json,campaigns/es_signed_orderflow_persistence/variants/midday_30m_signed_flow_continuation_1230/config.yaml,limited_core_grid_test,failed,False,True,81,0.037037037037037035,3,0,302.5,1.0770700636942676,42,29.902294416243652,0.16056525684274506,0.03908982767704373,2.4214876033057853
es_signed_orderflow_persistence,midday_30m_signed_flow_continuation_1230,rescue1,ES,1m,backtest-campaigns/es_signed_orderflow_persistence/midday_30m_signed_flow_continuation_1230/ES/rescue1/campaign_test_summary.json,campaigns/es_signed_orderflow_persistence/rescue_attempts/parameter_space_rescue_1/midday_30m_signed_flow_continuation_1230/config.yaml,limited_core_grid_test,failed,False,True,81,0.0,0,0,-3063.75,0.801281011837198,179,121.74527679714473,-0.5314234063094864,-0.03270704954794476,0.0
es_signed_orderflow_persistence,afternoon_60m_signed_flow_continuation_1400,run1,ES,1m,backtest-campaigns/es_signed_orderflow_persistence/afternoon_60m_signed_flow_continuation_1400/ES/run1/campaign_test_summary.json,campaigns/es_signed_orderflow_persistence/variants/afternoon_60m_signed_flow_continuation_1400/config.yaml,limited_core_grid_test,failed,False,True,81,0.012345679012345678,1,0,555.0,1.076419965576592,74,51.57905617620164,0.23564400593996865,0.027511956244248664,0.7117117117117117
es_signed_orderflow_persistence,afternoon_60m_signed_flow_continuation_1400,rescue1,ES,1m,backtest-campaigns/es_signed_orderflow_persistence/afternoon_60m_signed_flow_continuation_1400/ES/rescue1/campaign_test_summary.json,campaigns/es_signed_orderflow_persistence/rescue_attempts/parameter_space_rescue_1/afternoon_60m_signed_flow_continuation_1400/config.yaml,limited_core_grid_test,failed,False,True,81,0.0,0,0,-1038.75,0.931480870712401,149,102.1015438733633,-0.3010622123298385,-0.006686808945042249,0.0
es_signed_orderflow_persistence,late_large20_30m_flow_continuation_1500,run1,ES,1m,backtest-campaigns/es_signed_orderflow_persistence/late_large20_30m_flow_continuation_1500/ES/run1/campaign_test_summary.json,campaigns/es_signed_orderflow_persistence/variants/late_large20_30m_flow_continuation_1500/config.yaml,limited_core_grid_test,failed,False,True,81,0.0,0,0,-156.25,0.9460742018981881,35,27.548917638783927,-0.11323349304597441,-0.005075876504447917,0.0
es_signed_orderflow_persistence,late_large20_30m_flow_continuation_1500,rescue1,ES,1m,backtest-campaigns/es_signed_orderflow_persistence/late_large20_30m_flow_continuation_1500/ES/rescue1/campaign_test_summary.json,campaigns/es_signed_orderflow_persistence/rescue_attempts/parameter_space_rescue_1/late_large20_30m_flow_continuation_1500/config.yaml,limited_core_grid_test,failed,False,True,81,0.0,0,0,-212.5,0.9713708319299428,95,65.96955689960431,-0.09616780614052077,0.0052266116797009135,0.0
