trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,setup_mode,feature_method,share_mode,lookback_minutes,trend_lookback_minutes,rank_window,configured_direction,share_rank,share_value,es_pullback_return_ticks,trend_return_ticks,trend_start_timestamp,trend_end_timestamp,share_rank_min,min_abs_return_ticks,min_trend_return_ticks,crowding_signal_timestamp,crowding_intended_entry_timestamp,signal_close_timestamp,intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
11,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",11,trend_filtered_mes_participation_crowding,2024-02-15,long,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.7777777777777778,0.0674323048440211,-18.0,23.0,2024-02-15 09:45:00-05:00,2024-02-15 10:15:00-05:00,0.55,2.0,4.0,2024-02-15 10:30:00-05:00,2024-02-15 10:30:00-05:00,2024-02-15 10:30:00-05:00,2024-02-15 10:30:00-05:00,0.0025,1.5,12:00:00,5023.25,2024-02-15 10:29:00-05:00,5024.0,5022.5,2024-02-15 10:30:00-05:00,2024-02-15 10:30:00-05:00,5023.5,5010.75,5036.25,12.75,1,4.25,9.75,fixed_contracts,2024-02-15 12:00:00-05:00,5024.0,eod_flatten,25.0,20.0,0.0392156862745098,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
12,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",12,trend_filtered_mes_participation_crowding,2024-02-16,short,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.7817460317460317,0.0678462161509115,3.0,-27.0,2024-02-16 09:45:00-05:00,2024-02-16 10:15:00-05:00,0.55,2.0,4.0,2024-02-16 10:30:00-05:00,2024-02-16 10:30:00-05:00,2024-02-16 10:30:00-05:00,2024-02-16 10:30:00-05:00,0.0025,1.5,12:00:00,5028.0,2024-02-16 10:29:00-05:00,5028.75,5026.5,2024-02-16 10:30:00-05:00,2024-02-16 10:30:00-05:00,5028.0,5040.75,5015.25,12.75,1,4.25,14.0,fixed_contracts,2024-02-16 11:12:00-05:00,5041.0,stop,-650.0,-655.0,-1.0196078431372548,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
13,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",13,trend_filtered_mes_participation_crowding,2024-02-21,long,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.7777777777777778,0.0675323981036204,-11.0,19.0,2024-02-21 09:45:00-05:00,2024-02-21 10:15:00-05:00,0.55,2.0,4.0,2024-02-21 10:30:00-05:00,2024-02-21 10:30:00-05:00,2024-02-21 10:30:00-05:00,2024-02-21 10:30:00-05:00,0.0025,1.5,12:00:00,4977.75,2024-02-21 10:29:00-05:00,4979.0,4977.25,2024-02-21 10:30:00-05:00,2024-02-21 10:30:00-05:00,4978.0,4965.5,4990.5,12.5,1,9.0,3.75,fixed_contracts,2024-02-21 12:00:00-05:00,4983.5,eod_flatten,275.0,270.0,0.44,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
14,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",14,trend_filtered_mes_participation_crowding,2024-02-29,short,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.7063492063492064,0.0659605396400222,29.0,-60.0,2024-02-29 09:45:00-05:00,2024-02-29 10:15:00-05:00,0.55,2.0,4.0,2024-02-29 10:30:00-05:00,2024-02-29 10:30:00-05:00,2024-02-29 10:30:00-05:00,2024-02-29 10:30:00-05:00,0.0025,1.5,12:00:00,5093.75,2024-02-29 10:29:00-05:00,5094.25,5092.25,2024-02-29 10:30:00-05:00,2024-02-29 10:30:00-05:00,5093.5,5106.25,5080.75,12.75,1,15.75,1.75,fixed_contracts,2024-02-29 11:38:00-05:00,5081.0,target,625.0,620.0,0.9803921568627451,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
15,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",15,trend_filtered_mes_participation_crowding,2024-03-22,short,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.6150793650793651,0.063675890934211,5.0,-4.0,2024-03-22 09:45:00-04:00,2024-03-22 10:15:00-04:00,0.55,2.0,4.0,2024-03-22 10:30:00-04:00,2024-03-22 10:30:00-04:00,2024-03-22 10:30:00-04:00,2024-03-22 10:30:00-04:00,0.0025,1.5,12:00:00,5298.0,2024-03-22 10:29:00-04:00,5298.25,5296.5,2024-03-22 10:30:00-04:00,2024-03-22 10:30:00-04:00,5297.75,5311.0,5284.5,13.25,1,8.0,0.5,fixed_contracts,2024-03-22 12:00:00-04:00,5296.75,eod_flatten,50.0,45.0,0.07547169811320754,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
16,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",16,trend_filtered_mes_participation_crowding,2024-03-25,long,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.8452380952380952,0.0688897309586964,-8.0,36.0,2024-03-25 09:45:00-04:00,2024-03-25 10:15:00-04:00,0.55,2.0,4.0,2024-03-25 10:30:00-04:00,2024-03-25 10:30:00-04:00,2024-03-25 10:30:00-04:00,2024-03-25 10:30:00-04:00,0.0025,1.5,12:00:00,5282.75,2024-03-25 10:29:00-04:00,5284.5,5282.0,2024-03-25 10:30:00-04:00,2024-03-25 10:30:00-04:00,5283.25,5270.0,5296.5,13.25,1,4.0,3.5,fixed_contracts,2024-03-25 12:00:00-04:00,5284.25,eod_flatten,50.0,45.0,0.07547169811320754,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
17,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",17,trend_filtered_mes_participation_crowding,2024-04-02,short,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.6111111111111112,0.0628284732832699,22.0,-34.0,2024-04-02 09:45:00-04:00,2024-04-02 10:15:00-04:00,0.55,2.0,4.0,2024-04-02 10:30:00-04:00,2024-04-02 10:30:00-04:00,2024-04-02 10:30:00-04:00,2024-04-02 10:30:00-04:00,0.0025,1.5,12:00:00,5242.25,2024-04-02 10:29:00-04:00,5244.25,5242.0,2024-04-02 10:30:00-04:00,2024-04-02 10:30:00-04:00,5242.25,5255.5,5229.0,13.25,1,4.25,7.0,fixed_contracts,2024-04-02 12:00:00-04:00,5242.0,eod_flatten,12.5,7.5,0.018867924528301886,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
18,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",18,trend_filtered_mes_participation_crowding,2024-04-15,short,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.7222222222222222,0.0653548466848056,4.0,-104.0,2024-04-15 09:45:00-04:00,2024-04-15 10:15:00-04:00,0.55,2.0,4.0,2024-04-15 10:30:00-04:00,2024-04-15 10:30:00-04:00,2024-04-15 10:30:00-04:00,2024-04-15 10:30:00-04:00,0.0025,1.5,12:00:00,5185.5,2024-04-15 10:29:00-04:00,5186.0,5182.0,2024-04-15 10:30:00-04:00,2024-04-15 10:30:00-04:00,5185.25,5198.25,5172.25,13.0,1,15.5,4.5,fixed_contracts,2024-04-15 10:59:00-04:00,5172.5,target,637.5,632.5,0.9807692307692307,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
19,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",19,trend_filtered_mes_participation_crowding,2024-04-16,long,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.7301587301587301,0.0655719019113838,-71.0,41.0,2024-04-16 09:45:00-04:00,2024-04-16 10:15:00-04:00,0.55,2.0,4.0,2024-04-16 10:30:00-04:00,2024-04-16 10:30:00-04:00,2024-04-16 10:30:00-04:00,2024-04-16 10:30:00-04:00,0.0025,1.5,12:00:00,5089.0,2024-04-16 10:29:00-04:00,5094.0,5089.0,2024-04-16 10:30:00-04:00,2024-04-16 10:30:00-04:00,5089.25,5076.5,5102.0,12.75,1,12.75,7.75,fixed_contracts,2024-04-16 11:42:00-04:00,5101.75,target,625.0,620.0,0.9803921568627451,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
20,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",20,trend_filtered_mes_participation_crowding,2024-04-17,short,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.9523809523809524,0.0757195773473524,14.0,-78.0,2024-04-17 09:45:00-04:00,2024-04-17 10:15:00-04:00,0.55,2.0,4.0,2024-04-17 10:30:00-04:00,2024-04-17 10:30:00-04:00,2024-04-17 10:30:00-04:00,2024-04-17 10:30:00-04:00,0.0025,1.5,12:00:00,5100.25,2024-04-17 10:29:00-04:00,5101.0,5099.0,2024-04-17 10:30:00-04:00,2024-04-17 10:30:00-04:00,5100.0,5112.75,5087.25,12.75,1,13.75,1.5,fixed_contracts,2024-04-17 10:51:00-04:00,5087.5,target,625.0,620.0,0.9803921568627451,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
21,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",21,trend_filtered_mes_participation_crowding,2024-04-22,long,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.9761904761904762,0.0782219318493498,-45.0,10.0,2024-04-22 09:45:00-04:00,2024-04-22 10:15:00-04:00,0.55,2.0,4.0,2024-04-22 10:30:00-04:00,2024-04-22 10:30:00-04:00,2024-04-22 10:30:00-04:00,2024-04-22 10:30:00-04:00,0.0025,1.5,12:00:00,5016.25,2024-04-22 10:29:00-04:00,5017.5,5015.25,2024-04-22 10:30:00-04:00,2024-04-22 10:30:00-04:00,5016.5,5003.75,5029.25,12.75,1,9.25,10.5,fixed_contracts,2024-04-22 12:00:00-04:00,5025.5,eod_flatten,450.0,445.0,0.7058823529411765,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
22,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.553739452312439,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 2, 'sl.params.stop_pct': 0.0025, 'tp.params.target_r_multiple': 1.0}",22,trend_filtered_mes_participation_crowding,2024-04-24,short,trend_filtered_mes_participation_morning_notional_trend_pullback_reversal_1030,morning_notional_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,notional,15,30,252,both,0.9722222222222222,0.0782198440781335,3.0,-32.0,2024-04-24 09:45:00-04:00,2024-04-24 10:15:00-04:00,0.55,2.0,4.0,2024-04-24 10:30:00-04:00,2024-04-24 10:30:00-04:00,2024-04-24 10:30:00-04:00,2024-04-24 10:30:00-04:00,0.0025,1.5,12:00:00,5113.25,2024-04-24 10:29:00-04:00,5115.5,5112.5,2024-04-24 10:30:00-04:00,2024-04-24 10:30:00-04:00,5113.25,5126.25,5100.25,13.0,1,13.25,2.25,fixed_contracts,2024-04-24 11:02:00-04:00,5100.5,target,637.5,632.5,0.9807692307692307,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
