Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
2015-06-23,-2.154,-0.349,-0.387,-0.249,-0.272,-0.897,-0.805,-1.323,-0.026
2015-06-24,-2.046,-0.335,-0.364,-0.236,-0.283,-0.828,-0.756,-1.27,-0.02
2015-06-25,-1.989,-0.336,-0.339,-0.246,-0.279,-0.789,-0.728,-1.237,-0.024
2015-06-26,-1.978,-0.359,-0.328,-0.269,-0.28,-0.742,-0.737,-1.212,-0.029
2015-06-29,-1.108,-0.267,-0.167,-0.199,-0.226,-0.249,-0.407,-0.726,0.025
2015-06-30,-1.135,-0.237,-0.161,-0.194,-0.219,-0.324,-0.424,-0.709,-0.002
2015-07-01,-1.453,-0.273,-0.208,-0.221,-0.236,-0.515,-0.556,-0.884,-0.013
2015-07-02,-1.43,-0.269,-0.211,-0.22,-0.218,-0.512,-0.516,-0.906,-0.008
2015-07-06,-1.108,-0.221,-0.113,-0.173,-0.205,-0.396,-0.419,-0.743,0.054
2015-07-07,-1.034,-0.191,-0.106,-0.141,-0.21,-0.386,-0.432,-0.669,0.067
2015-07-08,-0.607,-0.165,0.001,-0.111,-0.214,-0.118,-0.254,-0.458,0.105
2015-07-09,-0.878,-0.196,-0.066,-0.152,-0.226,-0.238,-0.312,-0.634,0.068
2015-07-10,-1.32,-0.252,-0.136,-0.229,-0.243,-0.46,-0.52,-0.835,0.035
2015-07-13,-1.762,-0.265,-0.223,-0.234,-0.252,-0.788,-0.669,-1.119,0.026
2015-07-14,-1.936,-0.261,-0.257,-0.222,-0.263,-0.933,-0.708,-1.26,0.032
2015-07-15,-2.024,-0.247,-0.266,-0.213,-0.255,-1.043,-0.704,-1.364,0.044
2015-07-16,-2.238,-0.264,-0.319,-0.216,-0.267,-1.172,-0.777,-1.496,0.035
2015-07-17,-2.3,-0.27,-0.325,-0.207,-0.255,-1.243,-0.8,-1.528,0.028
2015-07-20,-2.304,-0.277,-0.318,-0.22,-0.259,-1.23,-0.804,-1.526,0.026
2015-07-21,-2.317,-0.257,-0.305,-0.214,-0.27,-1.271,-0.793,-1.556,0.032
2015-07-22,-2.232,-0.238,-0.261,-0.207,-0.286,-1.24,-0.784,-1.489,0.041
2015-07-23,-2.15,-0.218,-0.232,-0.2,-0.282,-1.218,-0.733,-1.476,0.059
2015-07-24,-1.921,-0.195,-0.171,-0.182,-0.29,-1.083,-0.648,-1.35,0.077
2015-07-27,-1.607,-0.155,-0.086,-0.174,-0.286,-0.906,-0.549,-1.173,0.115
2015-07-28,-1.769,-0.158,-0.134,-0.181,-0.297,-0.999,-0.671,-1.209,0.111
2015-07-29,-1.959,-0.178,-0.164,-0.197,-0.315,-1.105,-0.754,-1.295,0.09
2015-07-30,-1.98,-0.184,-0.181,-0.177,-0.321,-1.117,-0.752,-1.315,0.087
2015-07-31,-1.956,-0.163,-0.184,-0.157,-0.303,-1.149,-0.703,-1.34,0.087
2015-08-03,-1.893,-0.146,-0.181,-0.151,-0.315,-1.1,-0.665,-1.345,0.117
2015-08-04,-1.928,-0.158,-0.167,-0.168,-0.333,-1.102,-0.672,-1.361,0.105
2015-08-05,-2.021,-0.165,-0.204,-0.209,-0.31,-1.133,-0.697,-1.401,0.077
2015-08-06,-1.871,-0.146,-0.165,-0.188,-0.288,-1.084,-0.594,-1.374,0.097
2015-08-07,-1.868,-0.115,-0.147,-0.16,-0.311,-1.135,-0.628,-1.35,0.11
2015-08-10,-2.022,-0.125,-0.193,-0.187,-0.304,-1.213,-0.709,-1.417,0.104
2015-08-11,-1.675,-0.092,-0.128,-0.161,-0.321,-0.973,-0.599,-1.207,0.131
2015-08-12,-1.318,-0.059,-0.043,-0.147,-0.322,-0.747,-0.579,-0.894,0.155
2015-08-13,-1.549,-0.088,-0.075,-0.163,-0.314,-0.909,-0.619,-1.068,0.138
2015-08-14,-1.689,-0.1,-0.071,-0.168,-0.307,-1.043,-0.679,-1.149,0.139
2015-08-17,-1.667,-0.086,-0.085,-0.153,-0.291,-1.052,-0.653,-1.167,0.153
2015-08-18,-1.617,-0.088,-0.07,-0.158,-0.3,-1.001,-0.626,-1.15,0.159
2015-08-19,-1.29,-0.038,0.01,-0.131,-0.269,-0.862,-0.5,-0.984,0.194
2015-08-20,-0.908,-0.015,0.12,-0.103,-0.277,-0.633,-0.297,-0.831,0.22
2015-08-21,-0.121,0.023,0.311,-0.079,-0.289,-0.087,0.103,-0.478,0.254
2015-08-24,1.483,0.11,0.61,-0.039,-0.275,1.077,0.732,0.398,0.353
2015-08-25,1.234,0.051,0.601,-0.081,-0.317,0.98,0.517,0.411,0.306
2015-08-26,0.715,0.052,0.504,-0.113,-0.373,0.645,0.187,0.224,0.304
2015-08-27,0.364,0.006,0.343,-0.136,-0.377,0.528,0.034,0.01,0.32
2015-08-28,0.167,-0.006,0.285,-0.138,-0.378,0.404,0.04,-0.188,0.315
2015-08-31,0.46,-0.004,0.321,-0.152,-0.359,0.654,0.172,-0.056,0.344
2015-09-01,1.158,0.022,0.508,-0.112,-0.364,1.104,0.402,0.364,0.392
2015-09-02,0.914,0.017,0.473,-0.129,-0.337,0.89,0.182,0.34,0.392
2015-09-03,0.714,0.01,0.412,-0.106,-0.32,0.718,0.162,0.164,0.388
2015-09-04,1.175,0.034,0.536,-0.073,-0.343,1.021,0.276,0.49,0.409
2015-09-08,0.841,0.014,0.471,-0.103,-0.345,0.804,0.089,0.343,0.409
2015-09-09,0.603,0.005,0.356,-0.126,-0.347,0.715,0.139,0.08,0.384
2015-09-10,0.745,0.012,0.406,-0.136,-0.32,0.783,0.078,0.276,0.391
2015-09-11,0.636,0.027,0.416,-0.124,-0.318,0.635,0.04,0.2,0.396
2015-09-14,0.739,0.025,0.455,-0.116,-0.317,0.692,0.074,0.264,0.401
2015-09-15,0.452,-0.006,0.404,-0.156,-0.362,0.572,-0.077,0.149,0.38
2015-09-16,0.252,-0.006,0.329,-0.162,-0.354,0.445,-0.13,0.006,0.376
2015-09-17,0.3,0.018,0.316,-0.139,-0.262,0.367,-0.036,-0.049,0.385
2015-09-18,0.447,0.035,0.412,-0.098,-0.291,0.389,0.018,0.041,0.388
2015-09-21,0.334,0.033,0.401,-0.116,-0.283,0.299,-0.062,-0.005,0.401
2015-09-22,0.793,0.1,0.495,-0.076,-0.291,0.565,0.089,0.272,0.432
2015-09-23,0.725,0.1,0.514,-0.084,-0.32,0.515,0.041,0.243,0.441
2015-09-24,1.098,0.164,0.608,-0.07,-0.3,0.696,0.149,0.475,0.474
2015-09-25,0.873,0.161,0.528,-0.094,-0.3,0.578,0.145,0.269,0.459
2015-09-28,1.228,0.244,0.664,-0.064,-0.317,0.701,0.347,0.418,0.463
2015-09-29,1.423,0.302,0.735,-0.055,-0.318,0.759,0.353,0.59,0.48
2015-09-30,0.955,0.31,0.529,-0.053,-0.296,0.465,0.222,0.346,0.387
2015-10-01,0.769,0.31,0.512,-0.046,-0.278,0.271,0.136,0.29,0.343
2015-10-02,0.648,0.334,0.463,-0.026,-0.269,0.146,0.051,0.248,0.349
2015-10-05,0.263,0.273,0.322,-0.057,-0.279,0.004,-0.08,0.041,0.302
2015-10-06,0.143,0.246,0.301,-0.057,-0.286,-0.061,-0.099,-0.057,0.299
2015-10-07,-0.158,0.195,0.247,-0.06,-0.315,-0.225,-0.218,-0.194,0.254
2015-10-08,-0.31,0.181,0.24,-0.068,-0.324,-0.339,-0.291,-0.267,0.248
2015-10-09,-0.516,0.15,0.196,-0.075,-0.324,-0.463,-0.339,-0.398,0.221
2015-10-12,-0.532,0.147,0.195,-0.062,-0.326,-0.486,-0.364,-0.397,0.229
2015-10-13,-0.364,0.166,0.255,-0.049,-0.325,-0.411,-0.303,-0.312,0.251
2015-10-14,-0.227,0.189,0.311,-0.014,-0.334,-0.379,-0.279,-0.207,0.259
2015-10-15,-0.434,0.17,0.218,-0.022,-0.332,-0.468,-0.374,-0.288,0.228
2015-10-16,-0.649,0.145,0.181,-0.034,-0.332,-0.609,-0.451,-0.395,0.197
2015-10-19,-0.591,0.139,0.189,-0.035,-0.326,-0.558,-0.44,-0.356,0.205
2015-10-20,-0.695,0.118,0.201,-0.061,-0.339,-0.614,-0.462,-0.431,0.198
2015-10-21,-0.69,0.129,0.193,-0.044,-0.335,-0.633,-0.424,-0.475,0.209
2015-10-22,-0.762,0.129,0.127,-0.03,-0.293,-0.695,-0.474,-0.495,0.207
2015-10-23,-0.839,0.086,0.025,-0.05,-0.292,-0.608,-0.483,-0.529,0.173
2015-10-26,-0.8,0.078,0.035,-0.041,-0.311,-0.561,-0.481,-0.496,0.177
2015-10-27,-0.717,0.097,0.075,-0.014,-0.289,-0.586,-0.466,-0.44,0.189
2015-10-28,-0.801,0.068,0.022,-0.031,-0.312,-0.548,-0.528,-0.458,0.185
2015-10-29,-0.835,0.045,0.034,-0.073,-0.316,-0.525,-0.54,-0.482,0.187
2015-10-30,-0.926,0.043,0.036,-0.062,-0.31,-0.633,-0.528,-0.583,0.185
2015-11-02,-0.948,0.029,0.039,-0.081,-0.306,-0.629,-0.578,-0.542,0.172
2015-11-03,-0.982,-0.003,0.016,-0.101,-0.306,-0.588,-0.571,-0.562,0.151
2015-11-04,-0.901,-0.014,-0.011,-0.112,-0.309,-0.455,-0.506,-0.534,0.139
2015-11-05,-0.989,-0.008,-0.006,-0.12,-0.303,-0.552,-0.544,-0.578,0.133
2015-11-06,-1.094,-0.029,-0.01,-0.171,-0.313,-0.571,-0.58,-0.648,0.134
2015-11-09,-0.931,-0.005,0.017,-0.17,-0.239,-0.534,-0.465,-0.615,0.149
2015-11-10,-0.946,0.024,0.018,-0.159,-0.274,-0.555,-0.53,-0.581,0.165
2015-11-11,-1.009,0.025,0.012,-0.153,-0.283,-0.61,-0.513,-0.651,0.155
2015-11-12,-0.824,0.043,0.074,-0.149,-0.284,-0.508,-0.386,-0.603,0.165
2015-11-13,-0.618,0.062,0.135,-0.128,-0.273,-0.414,-0.279,-0.525,0.186
2015-11-16,-0.598,0.07,0.117,-0.127,-0.272,-0.386,-0.363,-0.439,0.204
2015-11-17,-0.782,0.054,0.045,-0.133,-0.273,-0.475,-0.357,-0.604,0.179
2015-11-18,-0.875,0.059,0.007,-0.134,-0.283,-0.524,-0.48,-0.565,0.17
2015-11-19,-0.994,0.058,-0.029,-0.114,-0.294,-0.615,-0.489,-0.657,0.152
2015-11-20,-1.131,0.057,-0.05,-0.113,-0.296,-0.729,-0.561,-0.711,0.141
2015-11-23,-1.033,0.061,-0.031,-0.12,-0.259,-0.684,-0.512,-0.668,0.147
2015-11-24,-0.966,0.075,-0.014,-0.113,-0.319,-0.595,-0.523,-0.603,0.16
2015-11-25,-0.964,0.083,-0.03,-0.106,-0.316,-0.595,-0.549,-0.584,0.169
2015-11-27,-1.001,0.087,-0.034,-0.105,-0.288,-0.661,-0.551,-0.615,0.165
2015-11-30,-0.877,0.095,-0.004,-0.106,-0.284,-0.578,-0.498,-0.569,0.19
2015-12-01,-1.017,0.11,-0.091,-0.091,-0.281,-0.664,-0.565,-0.613,0.161
2015-12-02,-0.959,0.107,-0.057,-0.107,-0.261,-0.641,-0.493,-0.633,0.167
2015-12-03,-1.058,0.079,0.039,-0.182,-0.345,-0.649,-0.467,-0.749,0.158
2015-12-04,-1.148,0.099,0.037,-0.168,-0.322,-0.794,-0.62,-0.703,0.175
2015-12-07,-1.103,0.124,0.037,-0.147,-0.303,-0.814,-0.523,-0.782,0.202
2015-12-08,-0.877,0.158,0.114,-0.135,-0.315,-0.699,-0.448,-0.655,0.226
2015-12-09,-0.698,0.183,0.152,-0.129,-0.301,-0.603,-0.343,-0.584,0.229
2015-12-10,-0.61,0.19,0.179,-0.122,-0.286,-0.571,-0.338,-0.508,0.236
2015-12-11,-0.118,0.275,0.263,-0.09,-0.264,-0.302,-0.027,-0.384,0.293
2015-12-14,0.044,0.321,0.312,-0.121,-0.291,-0.177,-0.089,-0.151,0.284
2015-12-15,-0.18,0.28,0.247,-0.148,-0.306,-0.253,-0.207,-0.236,0.263
2015-12-16,-0.597,0.267,0.161,-0.169,-0.318,-0.538,-0.427,-0.424,0.254
2015-12-17,-0.651,0.267,0.143,-0.137,-0.282,-0.642,-0.276,-0.613,0.238
2015-12-18,-0.288,0.302,0.242,-0.101,-0.226,-0.505,-0.099,-0.45,0.261
2015-12-21,-0.326,0.312,0.247,-0.099,-0.202,-0.584,-0.148,-0.438,0.26
2015-12-22,-0.553,0.303,0.227,-0.119,-0.225,-0.739,-0.289,-0.511,0.247
2015-12-23,-0.716,0.288,0.141,-0.125,-0.222,-0.798,-0.349,-0.612,0.245
2015-12-24,-0.723,0.285,0.152,-0.118,-0.237,-0.805,-0.355,-0.61,0.242
2015-12-28,-0.606,0.293,0.17,-0.102,-0.236,-0.731,-0.307,-0.546,0.247
2015-12-29,-0.794,0.263,0.112,-0.129,-0.28,-0.76,-0.414,-0.623,0.243
2015-12-30,-0.646,0.271,0.145,-0.128,-0.233,-0.701,-0.314,-0.59,0.258
2015-12-31,-0.595,0.264,0.141,-0.115,-0.225,-0.66,-0.259,-0.588,0.252
2016-01-04,-0.085,0.292,0.307,-0.076,-0.232,-0.376,-0.12,-0.236,0.271
2016-01-05,-0.176,0.282,0.294,-0.057,-0.238,-0.457,-0.173,-0.267,0.264
2016-01-06,0.072,0.307,0.37,-0.023,-0.225,-0.357,-0.068,-0.15,0.29
2016-01-07,0.629,0.346,0.521,-0.016,-0.227,0.005,0.159,0.141,0.329
2016-01-08,0.799,0.354,0.576,0.004,-0.227,0.092,0.257,0.213,0.329
2016-01-11,0.778,0.37,0.598,-0.023,-0.211,0.044,0.194,0.217,0.367
2016-01-12,0.769,0.41,0.598,-0.005,-0.23,-0.004,0.107,0.282,0.38
2016-01-13,0.739,0.433,0.6,-0.009,-0.235,-0.05,0.263,0.096,0.38
2016-01-14,0.901,0.467,0.628,-0.018,-0.258,0.082,0.194,0.314,0.393
2016-01-15,1.517,0.548,0.753,0.02,-0.251,0.447,0.452,0.614,0.451
2016-01-19,1.333,0.567,0.732,0.004,-0.253,0.283,0.395,0.494,0.444
2016-01-20,1.978,0.663,0.892,0.049,-0.246,0.62,0.572,0.907,0.499
2016-01-21,2.011,0.651,0.882,0.034,-0.254,0.698,0.51,0.984,0.517
2016-01-22,1.493,0.585,0.665,0.009,-0.273,0.507,0.299,0.689,0.505
2016-01-25,1.502,0.592,0.7,0.031,-0.257,0.436,0.408,0.581,0.513
2016-01-26,1.518,0.598,0.688,0.036,-0.269,0.465,0.321,0.662,0.535
2016-01-27,1.48,0.579,0.655,0.032,-0.269,0.483,0.349,0.612,0.519
2016-01-28,1.53,0.566,0.667,0.035,-0.278,0.54,0.317,0.708,0.505
2016-01-29,1.27,0.575,0.514,0.037,-0.147,0.291,0.222,0.567,0.481
2016-02-01,1.056,0.555,0.483,0.026,-0.188,0.18,0.181,0.397,0.478
2016-02-02,1.427,0.623,0.585,0.07,-0.19,0.339,0.369,0.534,0.524
2016-02-03,1.791,0.637,0.649,0.091,-0.208,0.622,0.378,0.869,0.544
2016-02-04,1.822,0.642,0.633,0.109,-0.171,0.609,0.422,0.884,0.516
2016-02-05,2.016,0.653,0.709,0.121,-0.16,0.693,0.531,0.979,0.506
2016-02-08,2.596,0.745,0.795,0.171,-0.103,0.988,0.849,1.2,0.547
2016-02-09,3.11,0.807,0.904,0.181,-0.133,1.351,0.883,1.653,0.574
2016-02-10,3.092,0.814,0.899,0.219,-0.158,1.318,0.842,1.682,0.568
2016-02-11,3.71,0.888,1.009,0.259,-0.101,1.655,1.107,1.989,0.614
2016-02-12,3.568,0.85,0.974,0.212,-0.108,1.64,0.889,2.049,0.63
2016-02-16,2.808,0.817,0.77,0.188,-0.134,1.167,0.716,1.508,0.584
2016-02-17,2.502,0.768,0.694,0.179,-0.177,1.038,0.547,1.382,0.573
2016-02-18,2.428,0.764,0.658,0.227,-0.142,0.921,0.575,1.288,0.565
2016-02-19,2.511,0.766,0.698,0.234,-0.163,0.976,0.56,1.381,0.57
2016-02-22,2.239,0.737,0.603,0.234,-0.164,0.829,0.466,1.226,0.547
2016-02-23,2.38,0.746,0.662,0.259,-0.149,0.862,0.545,1.302,0.533
2016-02-24,2.571,0.754,0.716,0.258,-0.147,0.99,0.546,1.488,0.537
2016-02-25,2.272,0.759,0.629,0.252,-0.141,0.773,0.444,1.287,0.541
2016-02-26,2.126,0.722,0.593,0.229,-0.137,0.719,0.418,1.195,0.513
2016-02-29,2.247,0.695,0.607,0.27,-0.108,0.783,0.483,1.258,0.506
2016-03-01,1.766,0.624,0.496,0.221,-0.138,0.563,0.224,1.078,0.464
2016-03-02,1.505,0.586,0.393,0.214,-0.118,0.43,0.18,0.894,0.431
2016-03-03,1.372,0.567,0.364,0.22,-0.117,0.338,0.144,0.819,0.409
2016-03-04,1.15,0.509,0.323,0.192,-0.109,0.235,0.086,0.699,0.365
2016-03-07,1.178,0.491,0.322,0.193,-0.124,0.296,0.08,0.739,0.359
2016-03-08,1.419,0.523,0.382,0.23,-0.144,0.428,0.172,0.864,0.383
2016-03-09,1.35,0.485,0.369,0.193,-0.15,0.453,0.127,0.856,0.367
2016-03-10,1.122,0.431,0.379,0.165,-0.184,0.331,0.044,0.75,0.328
2016-03-11,0.676,0.361,0.277,0.146,-0.168,0.06,-0.102,0.474,0.304
2016-03-14,0.432,0.319,0.231,0.149,-0.183,-0.084,-0.14,0.279,0.293
2016-03-15,0.347,0.343,0.28,0.149,-0.209,-0.216,-0.158,0.223,0.282
2016-03-16,0.335,0.366,0.277,0.175,-0.179,-0.304,-0.193,0.229,0.299
2016-03-17,0.14,0.343,0.235,0.202,-0.227,-0.413,-0.3,0.195,0.245
2016-03-18,0.02,0.329,0.223,0.209,-0.212,-0.529,-0.361,0.174,0.207
2016-03-21,-0.076,0.296,0.223,0.189,-0.233,-0.551,-0.42,0.146,0.198
2016-03-22,-0.143,0.298,0.197,0.185,-0.216,-0.607,-0.396,0.071,0.182
2016-03-23,0.0,0.329,0.223,0.196,-0.221,-0.527,-0.307,0.106,0.201
2016-03-24,0.142,0.336,0.267,0.185,-0.207,-0.439,-0.284,0.229,0.197
2016-03-28,0.118,0.342,0.238,0.177,-0.219,-0.42,-0.261,0.186,0.193
2016-03-29,0.112,0.373,0.204,0.214,-0.172,-0.507,-0.292,0.19,0.214
2016-03-30,-0.106,0.341,0.161,0.202,-0.159,-0.651,-0.366,0.087,0.173
2016-03-31,-0.041,0.335,0.181,0.209,-0.127,-0.639,-0.294,0.053,0.2
2016-04-01,0.138,0.325,0.246,0.225,-0.123,-0.535,-0.337,0.267,0.208
2016-04-04,0.139,0.32,0.247,0.23,-0.135,-0.523,-0.298,0.226,0.211
2016-04-05,0.507,0.343,0.354,0.268,-0.153,-0.305,-0.186,0.462,0.231
2016-04-06,0.397,0.338,0.317,0.261,-0.15,-0.369,-0.27,0.438,0.229
2016-04-07,0.657,0.363,0.35,0.313,-0.145,-0.224,-0.111,0.533,0.235
2016-04-08,0.55,0.354,0.308,0.305,-0.122,-0.295,-0.147,0.458,0.239
2016-04-11,0.543,0.341,0.301,0.304,-0.121,-0.282,-0.118,0.438,0.223
2016-04-12,0.291,0.304,0.24,0.27,-0.127,-0.396,-0.239,0.327,0.203
2016-04-13,-0.003,0.27,0.116,0.268,-0.149,-0.508,-0.325,0.146,0.176
2016-04-14,-0.131,0.238,0.064,0.25,-0.159,-0.524,-0.347,0.055,0.161
2016-04-15,-0.089,0.244,0.073,0.275,-0.149,-0.532,-0.342,0.095,0.158
2016-04-18,0.012,0.24,0.095,0.26,-0.11,-0.473,-0.373,0.227,0.158
2016-04-19,-0.242,0.2,0.0,0.247,-0.107,-0.582,-0.421,0.041,0.138
2016-04-20,-0.253,0.172,-0.008,0.229,-0.103,-0.543,-0.445,0.061,0.131
2016-04-21,-0.249,0.143,-0.032,0.215,-0.102,-0.473,-0.414,0.031,0.134
2016-04-22,-0.309,0.146,-0.034,0.17,-0.075,-0.516,-0.447,0.001,0.137
2016-04-25,-0.237,0.137,-0.006,0.166,-0.094,-0.44,-0.442,0.058,0.147
2016-04-26,-0.302,0.125,-0.013,0.152,-0.108,-0.458,-0.483,0.037,0.144
2016-04-27,-0.327,0.134,-0.023,0.165,-0.093,-0.51,-0.465,-0.013,0.151
2016-04-28,-0.253,0.125,0.047,0.233,-0.097,-0.561,-0.391,-0.005,0.143
2016-04-29,-0.057,0.119,0.1,0.256,-0.096,-0.436,-0.344,0.144,0.143
2016-05-02,0.109,0.107,0.133,0.243,-0.077,-0.297,-0.377,0.331,0.155
2016-05-03,0.317,0.146,0.193,0.269,-0.073,-0.218,-0.29,0.424,0.183
2016-05-04,0.406,0.173,0.235,0.264,-0.071,-0.195,-0.247,0.453,0.2
2016-05-05,0.415,0.185,0.229,0.278,-0.08,-0.197,-0.224,0.432,0.207
2016-05-06,0.261,0.193,0.233,0.279,-0.083,-0.361,-0.306,0.372,0.195
2016-05-09,0.163,0.204,0.211,0.261,-0.087,-0.426,-0.32,0.273,0.21
2016-05-10,-0.059,0.2,0.129,0.243,-0.106,-0.525,-0.417,0.165,0.193
2016-05-11,0.051,0.197,0.154,0.26,-0.11,-0.45,-0.362,0.217,0.196
2016-05-12,-0.055,0.18,0.154,0.238,-0.118,-0.509,-0.39,0.158,0.177
2016-05-13,0.093,0.195,0.195,0.267,-0.114,-0.45,-0.308,0.207,0.194
2016-05-16,0.038,0.17,0.158,0.244,-0.119,-0.415,-0.364,0.221,0.181
2016-05-17,-0.011,0.165,0.16,0.239,-0.152,-0.423,-0.359,0.175,0.173
2016-05-18,-0.102,0.139,0.154,0.194,-0.177,-0.412,-0.381,0.113,0.166
2016-05-19,0.037,0.167,0.195,0.197,-0.143,-0.379,-0.31,0.148,0.199
2016-05-20,-0.202,0.157,0.143,0.195,-0.147,-0.55,-0.39,0.004,0.184
2016-05-23,-0.198,0.157,0.156,0.205,-0.165,-0.551,-0.403,0.03,0.175
2016-05-24,-0.398,0.142,0.097,0.181,-0.162,-0.656,-0.508,-0.061,0.171
2016-05-25,-0.571,0.123,0.018,0.177,-0.155,-0.734,-0.572,-0.15,0.151
2016-05-26,-0.6,0.131,0.013,0.188,-0.115,-0.817,-0.559,-0.192,0.151
2016-05-27,-0.723,0.121,-0.016,0.174,-0.118,-0.884,-0.595,-0.259,0.131
2016-05-31,-0.596,0.12,-0.032,0.168,-0.086,-0.766,-0.511,-0.221,0.136
2016-06-01,-0.543,0.12,-0.026,0.185,-0.098,-0.724,-0.523,-0.102,0.082
2016-06-02,-0.553,0.122,-0.006,0.207,-0.089,-0.787,-0.541,-0.094,0.082
2016-06-03,-0.493,0.139,-0.003,0.27,-0.058,-0.841,-0.513,-0.062,0.082
2016-06-06,-0.532,0.113,-0.031,0.238,-0.067,-0.785,-0.542,-0.05,0.06
2016-06-07,-0.66,0.093,-0.074,0.25,-0.081,-0.848,-0.565,-0.139,0.044
2016-06-08,-0.667,0.075,-0.096,0.26,-0.06,-0.846,-0.563,-0.123,0.019
2016-06-09,-0.496,0.083,-0.056,0.269,-0.065,-0.727,-0.513,-0.004,0.021
2016-06-10,-0.082,0.114,0.027,0.288,-0.062,-0.449,-0.328,0.206,0.04
2016-06-13,0.533,0.146,0.142,0.304,-0.053,-0.006,-0.139,0.604,0.068
2016-06-14,0.846,0.191,0.2,0.317,-0.017,0.155,-0.089,0.849,0.086
2016-06-15,0.732,0.204,0.172,0.324,-0.012,0.044,-0.12,0.769,0.083
2016-06-16,0.973,0.231,0.227,0.349,-0.051,0.217,-0.108,0.976,0.105
2016-06-17,0.78,0.196,0.184,0.336,-0.066,0.13,-0.133,0.811,0.102
2016-06-20,0.332,0.131,0.058,0.306,-0.087,-0.076,-0.269,0.523,0.078
2016-06-21,0.19,0.118,0.014,0.283,-0.114,-0.111,-0.3,0.427,0.063
2016-06-22,0.43,0.116,0.016,0.286,-0.114,0.126,-0.187,0.557,0.06
2016-06-23,-0.116,0.069,-0.068,0.229,-0.123,-0.223,-0.446,0.294,0.036
2016-06-24,1.535,0.244,0.295,0.4,-0.058,0.654,0.21,1.204,0.121
2016-06-27,1.61,0.303,0.386,0.453,-0.076,0.544,0.282,1.17,0.158
2016-06-28,0.937,0.279,0.285,0.422,-0.07,0.021,-0.028,0.821,0.144
2016-06-29,0.449,0.228,0.143,0.408,-0.039,-0.291,-0.189,0.526,0.112
2016-06-30,0.277,0.195,0.031,0.413,-0.006,-0.356,-0.19,0.375,0.092
2016-07-01,0.118,0.168,-0.001,0.427,-0.002,-0.474,-0.227,0.264,0.081
2016-07-05,0.403,0.176,0.059,0.47,0.023,-0.325,-0.096,0.395,0.104
2016-07-06,0.576,0.171,0.112,0.474,0.04,-0.221,-0.142,0.605,0.113
2016-07-07,0.483,0.16,0.091,0.478,0.032,-0.278,-0.168,0.543,0.108
2016-07-08,0.308,0.135,0.043,0.489,0.027,-0.386,-0.282,0.486,0.104
2016-07-11,0.001,0.08,-0.072,0.425,0.02,-0.452,-0.333,0.275,0.059
2016-07-12,-0.2,0.022,-0.147,0.348,0.012,-0.435,-0.388,0.14,0.048
2016-07-13,-0.231,0.03,-0.167,0.35,0.005,-0.449,-0.395,0.106,0.058
2016-07-14,-0.397,-0.004,-0.212,0.312,0.018,-0.511,-0.431,-0.011,0.045
2016-07-15,-0.4,-0.035,-0.222,0.311,0.046,-0.5,-0.377,-0.053,0.03
2016-07-18,-0.41,-0.028,-0.232,0.282,0.077,-0.509,-0.393,-0.049,0.032
2016-07-19,-0.418,-0.026,-0.24,0.294,0.073,-0.519,-0.409,-0.039,0.03
2016-07-20,-0.529,-0.04,-0.268,0.265,0.056,-0.542,-0.422,-0.125,0.018
2016-07-21,-0.417,-0.038,-0.271,0.29,0.108,-0.506,-0.318,-0.127,0.028
2016-07-22,-0.527,-0.049,-0.265,0.285,0.105,-0.603,-0.374,-0.177,0.024
2016-07-25,-0.508,-0.058,-0.263,0.285,0.113,-0.585,-0.351,-0.175,0.018
2016-07-26,-0.523,-0.042,-0.247,0.301,0.092,-0.627,-0.374,-0.163,0.014
2016-07-27,-0.53,-0.003,-0.283,0.314,0.13,-0.688,-0.349,-0.203,0.022
2016-07-28,-0.513,-0.012,-0.253,0.311,0.15,-0.709,-0.36,-0.166,0.013
2016-07-29,-0.767,-0.021,-0.279,0.375,0.095,-0.937,-0.428,-0.349,0.01
2016-08-01,-0.848,-0.026,-0.274,0.35,0.085,-0.983,-0.423,-0.417,-0.008
2016-08-02,-0.628,-0.043,-0.209,0.351,0.089,-0.816,-0.335,-0.29,-0.003
2016-08-03,-0.544,-0.037,-0.185,0.347,0.113,-0.782,-0.317,-0.245,0.018
2016-08-04,-0.659,-0.048,-0.221,0.368,0.125,-0.883,-0.311,-0.353,0.005
2016-08-05,-0.977,-0.087,-0.269,0.328,0.118,-1.067,-0.421,-0.526,-0.03
2016-08-08,-1.088,-0.116,-0.307,0.315,0.14,-1.12,-0.417,-0.619,-0.052
2016-08-09,-1.101,-0.112,-0.336,0.333,0.159,-1.145,-0.411,-0.636,-0.054
2016-08-10,-1.036,-0.114,-0.326,0.352,0.161,-1.109,-0.387,-0.593,-0.056
2016-08-11,-1.163,-0.14,-0.352,0.323,0.136,-1.13,-0.446,-0.642,-0.075
2016-08-12,-1.206,-0.134,-0.365,0.342,0.144,-1.193,-0.443,-0.68,-0.083
2016-08-15,-1.251,-0.173,-0.37,0.324,0.098,-1.13,-0.493,-0.661,-0.097
2016-08-16,-1.102,-0.182,-0.319,0.32,0.098,-1.019,-0.463,-0.539,-0.1
2016-08-17,-1.056,-0.174,-0.316,0.327,0.105,-0.998,-0.462,-0.505,-0.089
2016-08-18,-1.058,-0.17,-0.311,0.336,0.107,-1.02,-0.488,-0.478,-0.092
