session_date,prior_close,prior_rth_return,prior_abs_rth_return,prior_volume,prior_dollar_volume,prior_amihud_illiq_1d,prior_price_impact_per_billion,amihud_illiq_3d_mean,amihud_illiq_5d_mean,amihud_illiq_20d_mean,illiq1_rank_252,illiq3_rank_252,illiq5_rank_252,illiq20_rank_252,dollar_volume1_rank_252
2011-01-03,1254.0,-0.0003985651654045963,0.0003985651654045963,534304.0,33499727937.5,1.1897564247333414e-14,1.1897564247333413e-05,,,,,,,,
2011-01-05,1266.75,0.0027706313081337086,0.0027706313081337086,1228350.0,77914408900.0,3.555993489843069e-14,3.555993489843069e-05,2.0367332294706478e-14,,,,,,,
2011-01-07,1272.75,0.008518225039619631,0.008518225039619631,1328940.0,84300052437.5,1.0104649752068704e-13,0.00010104649752068704,4.950133222215038e-14,,,,,,,
2011-01-10,1267.5,-0.003537735849056589,0.003537735849056589,1695881.0,107373186475.0,3.294803819462217e-14,3.294803819462217e-05,5.6518156871246634e-14,3.901930651988573e-14,,,,,,
2011-01-11,1266.25,0.0031689443454150368,0.0031689443454150368,1590512.0,100452561287.5,3.1546675413734524e-14,3.154667541373452e-05,5.518040370968124e-14,4.2599742054961566e-14,,,,,,
2011-01-12,1270.75,0.00019677292404574054,0.00019677292404574054,1350230.0,85766556637.5,2.294284995927012e-15,2.294284995927012e-06,2.226299953476124e-14,4.067908620468029e-14,,,,,,
2011-01-13,1282.25,0.0029331247555728357,0.0029331247555728357,1236126.0,79143557325.0,3.7060815241448784e-14,3.7060815241448785e-05,2.363392521703677e-14,4.09792622732839e-14,,,,,,
2011-01-14,1280.0,-0.0019493177387914784,0.0019493177387914784,1348810.0,86323078125.0,2.2581652335992605e-14,2.2581652335992606e-05,2.0645584191122802e-14,2.5286293236345022e-14,,,,,,
2011-01-18,1289.0,0.008607198748043832,0.008607198748043832,1245970.0,79998051837.5,1.075926044490137e-13,0.0001075926044490137,5.574502400881836e-14,4.0215206487223324e-14,,,,,,
2011-01-19,1291.5,0.0029120559114734768,0.0029120559114734768,1156503.0,74573403050.0,3.9049524258950615e-14,3.9049524258950615e-05,5.6407927014652306e-14,4.171577625626654e-14,,,,,,
