session_date,prior_close,prior_rth_return,prior_realized_variance,prior_bipower_variation,prior_jump_variation,prior_jump_share,prior_positive_jump_variation,prior_negative_jump_variation,prior_signed_jump_share,jump_variation_3d_mean,jump_share_3d_mean,jump_share_5d_mean,jump_variation_change_5d,jump_var_rank_252,jump_share_rank_252,jump_var3_rank_252,jump_share3_rank_252,negative_jump_rank_252,positive_jump_rank_252,signed_jump_rank_252,jump_change_rank_252
2011-01-24,2267.0,-0.012523140585865233,4.0152628895498115e-05,3.755836180605387e-05,2.594267089444246e-06,0.06461014286751007,4.269911502295953e-06,8.112585290000606e-06,-0.3103310949448636,5.8344289139322925e-06,0.09359886474309054,0.08788353565091622,-3.479769195613276e-07,,,,,,,,
2011-01-25,2298.25,0.011887727022564576,4.986140304259632e-05,4.618588588931292e-05,3.6755171532834008e-06,0.07371467566092006,1.8753336079100603e-05,1.0471616427222302e-05,0.28337837846225844,5.756705107059061e-06,0.09587350739127017,0.0979289802048718,2.99084528596029e-06,,,,,,,,
2011-01-26,2301.0,0.0060115859656793,7.125125741990783e-05,6.853532772600018e-05,2.7159296939076506e-06,0.03811763879340059,2.107324023356869e-05,2.0410786397560273e-05,0.015968889469165526,2.9952379788784325e-06,0.058814152440610244,0.07852578173671845,-2.6031998420778516e-06,,,,,,,,
2011-01-27,2313.0,0.0030355594102342565,5.191588653070553e-05,5.099101120947374e-05,9.248753212317905e-07,0.0178148806278166,1.149946943985688e-05,1.3020379583262867e-05,-0.062027712404424735,2.4387740561409473e-06,0.04321573169404575,0.06871060831900554,-2.9838132526713028e-06,,,,,,,,
2011-01-28,2327.75,0.0029082292115467645,3.5356226242066956e-05,3.227977361165748e-05,3.076452630409474e-06,0.08701303723272084,7.593863438320659e-06,8.981925215565788e-06,-0.08374031584431896,2.2390858818496382e-06,0.04764851888464602,0.05625407503647364,-7.923878448040063e-06,,,,,,,,
2011-01-31,2268.5,-0.025034919952723778,0.0001305155777710128,0.00012736564179613818,3.1499359748746246e-06,0.024134559480716775,1.3842522942818774e-05,3.760642392274273e-05,-0.46189285549459613,2.383754642171963e-06,0.04298749244708474,0.048158958359114976,5.556688854303784e-07,,,,,,,,
2011-02-01,2280.0,0.0038525041276828986,8.291585738582133e-05,8.993860273676351e-05,0.0,0.0,2.245334003224407e-05,2.5244228071978733e-05,-0.058512166356916986,2.0754628684280327e-06,0.037049198904479205,0.033416023226930956,-3.6755171532834008e-06,,,,,,,,
2011-02-02,2322.25,0.011102645041906944,4.176417538496042e-05,4.304371810314853e-05,0.0,0.0,1.2594608105334495e-05,4.685320228224865e-06,0.45771531712599745,1.0499786582915415e-06,0.008044853160238926,0.025792495468250843,-2.7159296939076506e-06,,,,,,,,
2011-02-03,2318.25,0.0004315460135937421,3.657702097476759e-05,3.377025167201911e-05,2.806769302748478e-06,0.07673586388253731,4.784157820450158e-06,9.869004089970695e-06,-0.34701358659692144,9.355897675828259e-07,0.025578621294179104,0.03757669211919499,1.8818939815166874e-06,,,,,,,,
2011-02-04,2321.25,0.0029163966299416977,5.11113742262215e-05,5.11143294623027e-05,0.0,0.0,1.1130125744863512e-05,1.292832414552248e-05,-0.07474290358904408,9.355897675828259e-07,0.025578621294179104,0.020174084672650815,-3.076452630409474e-06,,,,,,,,
2011-02-07,2335.75,0.005596814121192617,4.842018684693071e-05,4.76441321250173e-05,7.760547219134095e-07,0.01602750366013101,1.1766600675341944e-05,1.3627653054251342e-05,-0.07328635835203197,1.1942746748872958e-06,0.03092112251422277,0.018552673508533662,-2.373881252961215e-06,,,,,,,,
2011-02-08,2346.75,0.0027774810383505155,4.008859935837608e-05,3.828884313631924e-05,1.7997562220568384e-06,0.044894465031510226,1.1284063659882703e-05,9.62724790751535e-06,0.07923059952635512,8.586036479900826e-07,0.020307322897213747,0.02753156651483571,1.7997562220568384e-06,,,,,,,,
2011-02-09,2363.5,0.007137530627463473,3.1789347927033236e-05,2.6591658405089783e-05,5.197689521943453e-06,0.16350412515141297,1.3194144121107143e-05,1.0440973195378334e-05,0.1164864506007116,2.5911668219712335e-06,0.07480869794768473,0.0602323915451183,5.197689521943453e-06,,,,,,,,
2011-02-10,2358.5,0.00010601081310301907,3.981766173407669e-05,3.938615347064609e-05,4.3150826343060024e-07,0.01083710706852752,8.329217358141237e-06,9.105720307433432e-06,-0.04453717955214728,2.476318002476964e-06,0.07307856575048358,0.04705264018231635,-2.3752610393178777e-06,,,,,,,,
2011-02-11,2362.75,0.007569296375266488,6.530999683035292e-05,5.8816756826234645e-05,6.493240004118271e-06,0.09942183921681846,2.2126812930832925e-05,1.8797389355982422e-05,0.0813558576295854,4.040812596497441e-06,0.09125435714558632,0.06693700802568003,6.493240004118271e-06,,,,,,,,
2011-02-14,2379.0,0.009976650392697906,3.898568266080023e-05,3.6925219061729954e-05,2.0604635990702764e-06,0.05285180246803924,1.1929486919288842e-05,6.099596537804735e-06,0.3233603302884665,2.9950706222063824e-06,0.05437024958446174,0.0743018677872617,1.284408877156867e-06,,,,,,,,
2011-02-15,2384.25,0.0026282590412110007,2.3407824383071283e-05,2.154190084670693e-05,1.8659235363643538e-06,0.07971366778169285,9.201517217837304e-06,5.999917884171497e-06,0.21061165029364431,3.4732090465176337e-06,0.07732910315551685,0.08126570833729821,6.616731430751543e-08,,,,,,,,
2011-02-17,2381.75,0.0009455768018491462,3.3947006458030446e-05,3.131250727112176e-05,2.6344991869086827e-06,0.07760622987967383,1.4139989635790122e-05,1.1549999053654999e-05,0.10081711648239204,2.186962107447771e-06,0.07005723337646864,0.06408612928295039,-2.5631903350347703e-06,,,,,,,,
2011-02-18,2396.5,0.004611192622091753,2.9184894161692504e-05,2.7452562058142e-05,1.732332103550504e-06,0.05935714873430406,1.3102417350842836e-05,9.532161472305922e-06,0.1577345841701969,2.0775849422745137e-06,0.07222568213189025,0.07379013761610569,1.3008238401199038e-06,,,,,,,,
2011-02-22,2392.0,-0.001981850422447029,3.459116303871672e-05,3.3702725534118756e-05,8.884375045979616e-07,0.02568394429535554,5.657995115742729e-06,1.0046319957721969e-05,-0.27943433517798644,1.7517562650190495e-06,0.05421577430311114,0.059042558631813104,-5.6048024995203094e-06,,,,,,,,
2011-02-23,2321.0,-0.01673374285109086,0.00011525980355299571,0.00010223555822641602,1.3024245326579692e-05,0.1129990241618903,1.058924469493932e-05,4.022052312940264e-05,-0.5831807485699149,5.215004978242719e-06,0.0660133723971833,0.07107200297058332,1.0963781727509415e-05,,,,,,,,
2011-02-24,2302.75,-0.007435344827586232,0.00010749046817430652,9.977671307430205e-05,7.713755100004468e-06,0.07176222441878144,1.8926212939997918e-05,2.4462875106040323e-05,-0.1276049443622253,7.208812643727374e-06,0.07014839762534243,0.06948171429800103,5.847831563640114e-06,,,,,,,,
2011-02-25,2313.25,0.002383273751489501,0.00012423143380959215,0.0001131794343113944,1.1051999498197748e-05,0.0889629875409552,2.783703099891944e-05,2.343851380259082e-05,0.08578196903329764,1.059666664159397e-05,0.09124141204054231,0.07175306583025731,8.417500311289066e-06,,,,,,,,
2011-02-28,2346.5,0.008813413585554652,4.1405616885707346e-05,3.948729770295079e-05,1.9183191827565574e-06,0.04632992639746746,1.0908809981542515e-05,7.045605673126554e-06,0.2151673651050476,6.894691260319591e-06,0.06901837945240137,0.06914762136288999,1.859870792060533e-07,,,,,,,,
2011-03-01,2351.25,-0.002122015915119402,4.1647434855812535e-05,3.803548954202994e-05,3.611945313782598e-06,0.08672671741458995,6.693827958299596e-06,1.0629132175204578e-05,-0.2271727341387658,5.5274213315789676e-06,0.07400654378433753,0.08135617598673688,2.7235078091846364e-06,,,,,,,,
2011-03-02,2314.75,-0.019173728813559276,0.0001061111098138349,0.00010803867844730991,0.0,0.0,3.534346674013172e-06,3.180825227056091e-05,-0.7999950892374441,1.843421498846385e-06,0.044352214604019134,0.05875637115435881,-1.3024245326579692e-05,,,,,,,,
2011-03-03,2326.0,0.005620406398616495,0.0001027804268903614,0.00010258900446938671,1.9142242097469012e-07,0.0018624404156142053,2.4984119328874544e-05,1.4865086088787589e-05,0.25393312448839833,1.267789244919096e-06,0.029529719276734718,0.04477641435372536,-7.522332679029778e-06,,,,,,,,
2011-03-04,2372.0,0.01032903844106059,4.826760105813149e-05,4.755135636011016e-05,7.16244698021331e-07,0.014839036586026217,1.852446479669834e-05,9.890552306874221e-06,0.30385033584014964,3.02555706332007e-07,0.005567159000546808,0.02995162416273957,-1.0335754800176417e-05,,,,,,,,
2011-03-07,2359.25,-0.00506062203479174,6.688084112978503e-05,6.180619325788547e-05,5.07464787189956e-06,0.0758759576909626,1.7241673157306406e-05,1.8839687445714764e-05,-0.044289191474518645,1.9941049969651936e-06,0.03085914489753434,0.035860830421438596,3.156328689143003e-06,,,,,,,,
2011-03-08,2328.0,-0.01720316622691298,0.00012082374855177049,0.0001273118374270968,0.0,0.0,8.842314774003403e-06,1.108847674920587e-05,-0.1126980818893633,1.930297523306964e-06,0.030238331425662943,0.018515486938520603,-3.611945313782598e-06,,,,,,,,
2011-03-11,2337.0,0.005485640529202973,7.797687396413915e-05,6.952296157020766e-05,8.453912393931493e-06,0.10841563612590278,2.6383468404798995e-05,2.3307332235219664e-05,0.06190554649872061,4.509520088610351e-06,0.06143053127228846,0.040198614163701164,8.453912393931493e-06,,,,,,,,
2011-03-16,2298.75,0.011885110597557036,8.995966517449725e-05,8.384629348787748e-05,6.1133716866197695e-06,0.06795680791787623,3.235193711214494e-05,2.702790196148203e-05,0.0896606530721895,4.855761360183754e-06,0.058790814681259664,0.053417487664153565,5.921949265645079e-06,,,,,,,,
2011-03-17,2202.0,-0.015645954403218587,0.0002802727151294732,0.00027466984421718776,5.602870912285436e-06,0.019990782583660223,6.93378950843229e-05,8.758814988984303e-05,-0.11629844369380872,6.723384997612233e-06,0.06545440887581308,0.05444783686368036,4.886626214264105e-06,,,,,,,,
2011-03-18,2221.75,-0.006372987477638592,0.0001035657654074099,9.821796742749098e-05,5.34779797991892e-06,0.051636734966246836,2.3328686389435094e-05,1.838044978055091e-05,0.11863675595480083,5.688013526274709e-06,0.046528108489261095,0.04959999231873721,2.7315010801935984e-07,,,,,,,,
2011-03-21,2217.25,-0.01345939933259177,8.621836897489005e-05,8.263278160723907e-05,3.5855873676509775e-06,0.04158727902513711,1.9533041555305147e-05,3.275518184794266e-05,-0.25287032972354234,4.845418753285111e-06,0.037738265525014726,0.057917448123764634,3.5855873676509775e-06,,,,,,,,
2011-03-22,2259.0,0.0035539760106619855,4.796499763217452e-05,4.716623788730068e-05,7.987597448738394e-07,0.01665297163150568,2.115234632033854e-05,1.6814391375271196e-05,0.11425672070763562,3.244048364147912e-06,0.03662566187429654,0.039564915224885214,-7.655152649057654e-06,,,,,,,,
2011-03-23,2256.5,-0.002541717316830616,4.75036431947969e-05,4.6020327302772216e-05,1.483315892024682e-06,0.031225308045155376,8.743106288417974e-06,1.1213822570637917e-05,-0.12380242970595158,1.955887668183166e-06,0.029821852900599393,0.032218615250341046,-4.6300557945950875e-06,,,,,,,,
2011-03-24,2268.0,0.009345794392523255,7.618260937463681e-05,6.8890908208345e-05,7.2917011662918115e-06,0.09571346040976395,2.891817444712725e-05,2.043330308698004e-05,0.17192740286819644,3.1912589343967775e-06,0.047863913362141665,0.04736315081556179,1.6888302540063753e-06,,,,,,,,
2011-03-25,2309.0,0.010835066214293532,5.718249125164549e-05,5.412434903641971e-05,3.0581422152257782e-06,0.0534803949301138,1.8014114052387015e-05,1.5319993633431668e-05,0.08082173503331862,3.94438642451409e-06,0.06013972112834438,0.04773188280833519,-2.289655764693142e-06,,,,,,,,
2011-03-28,2314.0,-0.0007556946993414471,4.463793593664745e-05,4.217422444380254e-05,2.4637114928449124e-06,0.05519322166557037,9.666385285746682e-06,9.928698094070036e-06,-0.013386664564721408,4.271184958120834e-06,0.06812902566848271,0.05045307133642183,-1.121875874806065e-06,,,,,,,,
2011-03-29,2301.0,-0.010216152274438062,3.598350681359002e-05,3.305263824567423e-05,2.9308685679157927e-06,0.08145033176168591,1.0723321921156677e-05,1.730753130983598e-05,-0.23489150809720594,2.8175740919954946e-06,0.06337464945245669,0.06341254336245788,2.1321088230419533e-06,,,,,,,,
2011-03-30,2322.75,0.011540555253130025,4.986828597126643e-05,4.834595653754817e-05,1.5223294337182638e-06,0.030527005371618617,2.7331066829289345e-05,1.2245192760483889e-05,0.38118493827303845,2.3056364981596564e-06,0.05572351959962496,0.06327288282775054,3.901354169358177e-08,,,,,,,,
2011-03-31,2334.75,0.00032133676092538366,4.047223215308627e-05,3.8737509149944995e-05,1.7347230031412777e-06,0.04286205407647608,1.6301318408479662e-05,1.5703082539115583e-05,0.01869230017283075,2.0626403349251115e-06,0.0516131304032602,0.05270260156109295,-5.556978163150534e-06,,,,,,,,
2011-04-01,2338.75,0.0034323715542208255,2.9773421104736894e-05,2.387062014890097e-05,5.902800955835922e-06,0.19825739659110916,1.0704534758747239e-05,9.854312961855159e-06,0.04135551799627646,3.053284464231821e-06,0.09054881867973462,0.08165800189329202,2.844658740610144e-06,,,,,,,,
2011-04-04,2339.5,-0.004573981491330703,3.289250940728705e-05,3.0493631723268837e-05,2.3988776840182163e-06,0.07293082003304878,1.0138854277474825e-05,1.5252672934986852e-05,-0.20139862461688646,3.3454672143318055e-06,0.104683423566878,0.0852055215667877,-6.483380882669614e-08,,,,,,,,
2011-04-05,2332.25,-0.005755088990727963,3.781976146345838e-05,3.336649357706476e-05,4.453267886393623e-06,0.11774976134358726,1.2126277299825179e-05,1.5529804932986475e-05,-0.12306615248356807,4.2516488420825874e-06,0.12964599265591506,0.09246540748316798,1.5223993184778302e-06,,,,,,,,
2011-04-06,2323.5,-0.0013967981089502146,5.780214024684569e-05,5.6251413762082905e-05,1.5507264847627864e-06,0.026828184529852434,1.3768740321770644e-05,1.9607548115034467e-05,-0.1749387983723553,2.800957351724875e-06,0.0725029219688295,0.09172564331481474,2.8397051044522605e-08,,,,,,,,
2011-04-07,2329.25,-0.005656350053361847,5.6297884255035676e-05,5.035639919770832e-05,5.9414850573273555e-06,0.10553656031569086,1.0194623983446667e-05,2.0781685066217116e-05,-0.341779295454355,3.981826476161255e-06,0.08337150206304354,0.1042605445626577,4.206762054186078e-06,,,,,,,,
2011-04-08,2328.5,-0.00010735373054215902,8.265149389088513e-05,8.692707879894845e-05,0.0,0.0,2.4711090766354283e-05,2.8083867473055772e-05,-0.06388444690886788,2.4974038473633806e-06,0.044121581615181114,0.06460906524443585,-5.902800955835922e-06,0.058333333333333334,0.058333333333333334,,,0.9,0.8833333333333333,0.43333333333333335,
2011-04-12,2317.0,-0.009405728943993164,6.26987237304931e-05,5.6730311833084976e-05,5.968411897408123e-06,0.0951919200630463,1.2030313279556686e-05,2.6231592879366495e-05,-0.37115975196907125,3.969965651578493e-06,0.06690949345957907,0.06906128525043538,3.569534213389907e-06,0.8688524590163934,0.8032786885245902,,,0.8688524590163934,0.47540983606557374,0.09836065573770492,
2011-04-13,2294.5,-0.0022828568322643683,6.880669042450128e-05,5.753939281208633e-05,1.126729761241495e-05,0.16375293656622078,1.6132213422515494e-05,2.401283688699702e-05,-0.19630373866075795,5.745236503274358e-06,0.08631495220975571,0.07826192029496207,6.8140297260213265e-06,0.9838709677419355,0.9838709677419355,0.8833333333333333,0.8333333333333334,0.8225806451612904,0.6451612903225806,0.24193548387096775,
2011-04-14,2312.25,0.0009740259740260715,6.075134866788872e-05,6.0100575542693444e-05,6.507731251952746e-07,0.010712077006765333,1.8344351608131258e-05,1.429501626508726e-05,0.12406292176897785,5.962160878339449e-06,0.08988564454534415,0.07503869879034467,-8.999533595675118e-07,0.14285714285714285,0.12698412698412698,0.9180327868852459,0.8360655737704918,0.5238095238095238,0.6984126984126984,0.7777777777777778,
2011-04-15,2308.25,0.005225911812738238,4.978390571462695e-05,4.648773982413579e-05,3.29616589049116e-06,0.06620946756137532,1.2945691142336027e-05,8.74404142756886e-06,0.19371606824682908,5.071412209367128e-06,0.08022482704478716,0.06717328023948155,-2.6453191668361953e-06,0.625,0.546875,0.8064516129032258,0.7903225806451613,0.171875,0.515625,0.828125,
2011-04-18,2304.25,0.0019567344276552046,4.992813047686193e-05,4.275192032795903e-05,7.176210148902898e-06,0.14373080025955612,1.4069039170862988e-05,1.5206316384579734e-05,-0.03884759696813686,3.707716388196444e-06,0.07355078160923227,0.09591944029139277,7.176210148902898e-06,0.8923076923076924,0.9230769230769231,0.6349206349206349,0.7142857142857143,0.5538461538461539,0.6,0.5076923076923077,0.9333333333333333
2011-04-19,2288.25,0.0027388255915863358,0.00010907972903061159,0.00010500931590034214,4.070413130269449e-06,0.037315944643822395,3.757018727882211e-05,4.241443514773916e-05,-0.06056474009569589,4.847596389887836e-06,0.08241873748825129,0.08434424520754799,-1.8979987671386743e-06,0.6818181818181818,0.3181818181818182,0.78125,0.796875,0.9848484848484849,0.9848484848484849,0.45454545454545453,0.3770491803278688
2011-04-20,2302.5,0.003814713896457711,3.763289609653579e-05,4.013054671210003e-05,0.0,0.0,8.340339805405749e-06,5.187407070383598e-06,0.2330715354132598,3.7488744263907825e-06,0.06034891496779285,0.051593657894303833,-1.126729761241495e-05,0.05970149253731343,0.05970149253731343,0.6307692307692307,0.4461538461538462,0.029850746268656716,0.16417910447761194,0.8656716417910447,0.03225806451612903
2011-04-25,2354.75,0.00512218546579879,3.269917402280613e-05,3.109904880183088e-05,1.6001252209752497e-06,0.04893472905031907,1.5588853514466196e-05,8.189304206040228e-06,0.3111910264622626,1.8901794504148995e-06,0.028750224564713833,0.05923818830301458,9.493520957799752e-07,0.3382352941176471,0.4264705882352941,0.18181818181818182,0.09090909090909091,0.16176470588235295,0.6176470588235294,0.9411764705882353,0.5555555555555556
2011-04-26,2380.0,0.0016835016835017313,1.9611348109943336e-05,1.8236392852737286e-05,1.3749552572060503e-06,0.07011018566892509,6.212110777918697e-06,6.5325434756956e-06,-0.025142517905970736,9.916934927271e-07,0.03968163823974807,0.060018331924524534,-1.92121063328511e-06,0.2608695652173913,0.5942028985507246,0.07462686567164178,0.22388059701492538,0.07246376811594203,0.08695652173913043,0.5072463768115942,0.375
2011-04-27,2393.5,0.0029331657238633735,3.3694305156000044e-05,3.0071976063849778e-05,3.6223290921502663e-06,0.10750567715759016,8.939991338234923e-06,3.8096741576227025e-06,0.40238837499533325,2.1991365234438553e-06,0.07551686395894479,0.052773307304131344,-3.553881056752632e-06,0.6571428571428571,0.8428571428571429,0.3235294117647059,0.7647058823529411,0.014285714285714285,0.21428571428571427,0.9714285714285714,0.23076923076923078
2011-04-28,2410.0,0.005108956313210289,3.4533927883953737e-05,3.397997169724304e-05,5.539561867106947e-07,0.016040926145794485,8.3626458093921e-06,3.434495808370624e-06,0.41774102241862204,1.850413512022337e-06,0.06455226299076992,0.04851830360452576,-3.516456943558754e-06,0.14084507042253522,0.18309859154929578,0.18840579710144928,0.4927536231884058,0.014084507042253521,0.18309859154929578,0.971830985915493,0.24242424242424243
2011-04-29,2406.5,0.0013523353791740078,3.243068704829324e-05,2.86107054302254e-05,3.819981618067838e-06,0.11778910549688389,6.4907985494768324e-06,3.961690755158139e-06,0.24196224656237683,2.665422298976266e-06,0.08044523626675619,0.07207612470390254,3.819981618067838e-06,0.6805555555555556,0.9027777777777778,0.44285714285714284,0.8,0.041666666666666664,0.09722222222222222,0.8333333333333334,0.8208955223880597
2011-05-02,2405.5,0.0011445219019872166,2.7805680232908266e-05,2.2949443638707794e-05,4.856236594200471e-06,0.1746490844145245,1.2044775187018483e-05,8.836039883878667e-06,0.15366906379109807,3.076724799659668e-06,0.10282637201906764,0.09721899577674362,3.2561113732252215e-06,0.726027397260274,0.9863013698630136,0.5352112676056338,0.9577464788732394,0.2465753424657534,0.4794520547945205,0.726027397260274,0.7794117647058824
2011-05-03,2400.75,-0.003424657534246589,3.84909907735493e-05,3.6273395811946746e-05,2.2175949616025568e-06,0.0576133509955392,7.49843231540681e-06,1.08698852664819e-05,-0.18354718313447313,3.631271057956955e-06,0.11668384696898253,0.09471962884206644,8.426397043965065e-07,0.43243243243243246,0.5,0.6388888888888888,0.9722222222222222,0.44594594594594594,0.12162162162162163,0.21621621621621623,0.5507246376811594
2011-05-04,2389.0,-0.004375911648260011,5.5343643475783035e-05,4.9534979412532715e-05,5.808664063250321e-06,0.10495630028030309,1.6069498713774458e-05,1.5046669585689652e-05,0.032871307232980276,4.294165206351116e-06,0.11240624523012227,0.09420975346660904,2.1863349711000545e-06,0.8133333333333334,0.8,0.7671232876712328,0.958904109589041,0.5866666666666667,0.6666666666666666,0.5333333333333333,0.7
2011-05-05,2384.75,-0.0019878635697844205,7.373160961983644e-05,7.035542469444305e-05,3.3761849253933877e-06,0.04579019694268377,9.109569314794564e-06,1.8062976145075918e-05,-0.32950195422449874,3.8008146500820886e-06,0.06945328273950868,0.1001596076259869,2.822228738682693e-06,0.6052631578947368,0.3815789473684211,0.6621621621621622,0.5675675675675675,0.6842105263157895,0.25,0.11842105263157894,0.7323943661971831
2011-05-06,2372.0,-0.0003160889263512656,0.00011191124838722231,0.00010115206259574213,1.0759185791480179e-05,0.09614034287467238,2.2950648104602553e-05,3.297136613215947e-05,-0.17919093516788054,6.648011593374629e-06,0.08229561336588641,0.0958298551015446,6.939204173412341e-06,0.948051948051948,0.7792207792207793,0.9333333333333333,0.7733333333333333,0.948051948051948,0.8701298701298701,0.23376623376623376,0.9305555555555556
2011-05-09,2379.5,-0.006679190148194514,8.9525546452649e-05,8.378721350423117e-05,5.738332948417824e-06,0.06409715635137607,1.2687876962770274e-05,2.1452624759040343e-05,-0.25672580525290645,6.6245678884304635e-06,0.06867589872291074,0.0737194694889149,8.820963542173526e-07,0.7948717948717948,0.5128205128205128,0.9210526315789473,0.5394736842105263,0.782051282051282,0.5256410256410257,0.15384615384615385,0.5342465753424658
2011-05-10,2387.75,0.002203567681007268,5.324068978593644e-05,4.8578847039153744e-05,4.661842746782693e-06,0.08756165191560163,1.535489660925695e-05,1.5253397105736968e-05,0.00331607846112177,7.053120495560232e-06,0.08259971704721669,0.07970912967292738,2.4442477851801362e-06,0.6962025316455697,0.7341772151898734,0.974025974025974,0.7922077922077922,0.5949367088607594,0.6329113924050633,0.5189873417721519,0.6891891891891891
2011-05-11,2408.5,0.005321924240843101,3.4564725403649465e-05,3.092962870716927e-05,3.6350966964801974e-06,0.10516781643798018,7.512839068316572e-06,6.450858261896531e-06,0.0760529809051536,4.678424130560238e-06,0.08560887490165263,0.07975143290446281,-2.1735673667701234e-06,0.625,0.8125,0.7564102564102564,0.8076923076923077,0.1,0.125,0.6,0.3466666666666667
2011-05-12,2391.0,-0.005924540068599993,6.531506392825576e-05,6.194098952067119e-05,3.374074407584571e-06,0.05165844147822877,8.706815117096263e-06,1.8030340364262238e-05,-0.348710439809742,3.890337950282487e-06,0.08146263661060353,0.0809250818115718,-2.1105178088168123e-09,0.5679012345679012,0.4074074074074074,0.6329113924050633,0.7468354430379747,0.6666666666666666,0.20987654320987653,0.08641975308641975,0.4342105263157895
2011-05-13,2404.5,0.009445843828715272,7.222679677408471e-05,6.90347749811872e-05,3.192021792897503e-06,0.04419442555208006,2.6722164461431276e-05,1.9057417608913237e-05,0.16742719146584722,3.400397632320757e-06,0.06700689448942967,0.07053589834705334,-7.567163998582676e-06,0.5365853658536586,0.34146341463414637,0.5375,0.4875,0.7195121951219512,0.926829268292683,0.7804878048780488,0.07792207792207792
2011-05-16,2376.5,-0.009585330277141035,7.409188948782337e-05,7.421854939214332e-05,0.0,0.0,1.6751993057078764e-05,2.4619220560963105e-05,-0.19016187382169192,2.1886987334940246e-06,0.03195095567676961,0.05771646707677812,-5.738332948417824e-06,0.05421686746987952,0.05421686746987952,0.2839506172839506,0.14814814814814814,0.8554216867469879,0.6987951807228916,0.2289156626506024,0.11538461538461539
2011-05-17,2335.0,-0.01331079653496725,6.490633558081308e-05,6.258905462894589e-05,2.3172809518671837e-06,0.03570192233363724,1.1057756997186197e-05,2.073692027034859e-05,-0.30442715904041223,1.8364342482548956e-06,0.026632115961905765,0.04734452116038525,-2.3445617949155093e-06,0.40476190476190477,0.2857142857142857,0.14634146341463414,0.07317073170731707,0.75,0.38095238095238093,0.14285714285714285,0.34177215189873417
