session_date,prior_close,prior_rth_return,prior_abs_rth_return,prior_volume,prior_dollar_volume,prior_amihud_illiq_1d,prior_price_impact_per_billion,amihud_illiq_3d_mean,amihud_illiq_5d_mean,amihud_illiq_20d_mean,illiq1_rank_252,illiq3_rank_252,illiq5_rank_252,illiq20_rank_252,dollar_volume1_rank_252
2011-01-27,2313.0,0.0030355594102342565,0.0030355594102342565,183958.0,8507652720.0,3.568033992617245e-13,0.0003568033992617245,7.719396108091897e-13,7.80121520636679e-13,,,,,,
2011-01-28,2327.75,0.0029082292115467645,0.0029082292115467645,202626.0,9424613960.0,3.0857807268179764e-13,0.00030857807268179765,4.2428389927548527e-13,7.910181847882451e-13,,,,,,
2011-01-31,2268.5,-0.025034919952723778,0.025034919952723778,398479.0,18204697950.0,1.3751900757421674e-12,0.0013751900757421674,6.801905158952298e-13,7.999173961703068e-13,,,,,,
2011-02-01,2280.0,0.0038525041276828986,0.0038525041276828986,276392.0,12551515740.0,3.069353699972254e-13,0.0003069353699972254,6.635678394737301e-13,5.909954287131697e-13,,,,,,
2011-02-02,2322.25,0.011102645041906944,0.011102645041906944,261216.0,12090549220.0,9.18291207444995e-13,0.0009182912074449951,8.668055510614625e-13,6.53159625025582e-13,,,,,,
2011-02-03,2318.25,0.0004315460135937421,0.0004315460135937421,169877.0,7884357315.0,5.473445664020392e-14,5.473445664020392e-05,4.2665367802747484e-13,5.927458365012779e-13,7.186103025659739e-13,,,,,
2011-02-04,2321.25,0.0029163966299416977,0.0029163966299416977,232400.0,10748503075.0,2.713304922175591e-13,0.0002713304922175591,4.1478538543425274e-13,5.852963204084301e-13,7.007369947558841e-13,,,,,
2011-02-07,2335.75,0.005596814121192617,0.005596814121192617,180713.0,8414985090.0,6.651008957631578e-13,0.0006651008957631577,3.3038861487364023e-13,4.432784844126282e-13,6.57759928192138e-13,,,,,
2011-02-08,2346.75,0.0027774810383505155,0.0027774810383505155,212115.0,9968379290.0,2.7862914898681746e-13,0.0002786291489868175,4.0502017898917804e-13,4.3761724021054665e-13,6.595068952148366e-13,,,,,
2011-02-09,2363.5,0.007137530627463473,0.007137530627463473,151450.0,7131748390.0,1.000810774181487e-12,0.001000810774181487,6.481802729771541e-13,4.54121153557845e-13,6.679812707539997e-13,,,,,
2011-02-10,2358.5,0.00010601081310301907,0.00010601081310301907,171870.0,8107649830.0,1.3075405983958125e-14,1.3075405983958126e-05,4.308384430507542e-13,4.457893434265959e-13,6.532165057884638e-13,,,,,
2011-02-11,2362.75,0.007569296375266488,0.007569296375266488,282831.0,13326901830.0,5.679711962931514e-13,0.0005679711962931513,5.272857921528655e-13,5.051174842417143e-13,6.624296709736059e-13,,,,,
2011-02-14,2379.0,0.009976650392697906,0.009976650392697906,162409.0,7694005865.0,1.2966782931738648e-12,0.0012966782931738649,6.25908298483658e-13,6.314329637238557e-13,7.272635856322992e-13,,,,,
2011-02-15,2384.25,0.0026282590412110007,0.0026282590412110007,129307.0,6162876360.0,4.2646629393210815e-13,0.00042646629393210816,7.637052611330414e-13,6.610003927129139e-13,6.922997930913354e-13,,,,,
2011-02-17,2381.75,0.0009455768018491462,0.0009455768018491462,134002.0,6373420560.0,1.4836253044144732e-13,0.0001483625304414473,6.238357058491401e-13,4.905107439649059e-13,6.355756149068661e-13,,,,,
2011-02-18,2396.5,0.004611192622091753,0.004611192622091753,164555.0,7879157530.0,5.852392980511652e-13,0.0005852392980511652,3.8668937414157356e-13,6.049435223783473e-13,6.05900055735725e-13,,,,,
2011-02-22,2392.0,-0.001981850422447029,0.001981850422447029,154356.0,7384951695.0,2.683633562273462e-13,0.0002683633562273462,3.339883949066529e-13,5.450219543651863e-13,6.06613485950894e-13,,,,,
2011-02-23,2321.0,-0.01673374285109086,0.01673374285109086,367087.0,17200866260.0,9.72843030005098e-13,0.000972843030005098,6.088152280945366e-13,4.80254901731433e-13,5.88720936509556e-13,,,,,
2011-02-24,2302.75,-0.007435344827586232,0.007435344827586232,362466.0,16718029700.0,4.447500669044889e-13,0.0004447500669044889,5.619854843789777e-13,4.839116563259091e-13,5.433811794906348e-13,,,,,
2011-02-25,2313.25,0.002383273751489501,0.002383273751489501,313479.0,14454713840.0,1.6487865328017457e-13,0.0001648786532801746,5.274905833965872e-13,4.872148808936547e-13,5.212516008604969e-13,,,,,
2011-02-28,2346.5,0.008813413585554652,0.008813413585554652,201031.0,9416825195.0,9.359219697774854e-13,0.0009359219697774854,5.151835633207163e-13,5.573514152389187e-13,5.50207529386285e-13,,,,,
2011-03-01,2351.25,-0.002122015915119402,0.002122015915119402,180321.0,8478360505.0,2.502861153247696e-13,0.0002502861153247696,4.5036224612747656e-13,5.537359670584032e-13,5.472929315184336e-13,,,,,
2011-03-02,2314.75,-0.019173728813559276,0.019173728813559276,297662.0,13876123105.0,1.38177851756377e-12,0.00138177851756377,8.559955342220083e-13,6.355230645701378e-13,5.476223536095137e-13,,,,,
2011-03-03,2326.0,0.005620406398616495,0.005620406398616495,283457.0,13192256665.0,4.2603828452851707e-13,0.00042603828452851707,6.860343058056856e-13,6.317807080949433e-13,5.535774993360782e-13,,,,,
2011-03-04,2372.0,0.01032903844106059,0.01032903844106059,247649.0,11720807025.0,8.812565908669236e-13,0.0008812565908669236,8.963577976530702e-13,7.750562956122933e-13,5.517257685071747e-13,,,,,
2011-03-07,2359.25,-0.00506062203479174,0.00506062203479174,255946.0,12065149615.0,4.1944129963379155e-13,0.00041944129963379157,5.75578725009744e-13,6.717601615835544e-13,5.69961110656854e-13,,,,,
2011-03-08,2328.0,-0.01720316622691298,0.01720316622691298,357859.0,16690071355.0,1.030742521167189e-12,0.001030742521167189,7.771468038893014e-13,8.278514427520381e-13,6.079317121043355e-13,,,,,
2011-03-11,2337.0,0.005485640529202973,0.005485640529202973,314928.0,14714493595.0,3.7280525447827843e-13,0.00037280525447827844,6.076630250930864e-13,6.260567901349398e-13,5.933169300400916e-13,,,,,
2011-03-16,2298.75,0.011885110597557036,0.011885110597557036,110345.0,5050194420.0,2.353396643600314e-12,0.0023533966436003143,1.2523148064152605e-12,1.0115284619492994e-12,6.970553047707664e-13,,,,,
2011-03-17,2202.0,-0.015645954403218587,0.015645954403218587,551133.0,24491443180.0,6.388335014898288e-13,0.0006388335014898288,1.1216784665228072e-12,9.630438440738803e-13,6.789564411361835e-13,,,,,
2011-03-18,2221.75,-0.006372987477638592,0.006372987477638592,283609.0,12666604040.0,5.031330779357489e-13,0.0005031330779357489,1.165121074341964e-12,9.797821997342718e-13,7.034593247337731e-13,,,,,
2011-03-21,2217.25,-0.01345939933259177,0.01345939933259177,290720.0,12951919890.0,1.039181792884898e-12,0.001039181792884898,7.270494574368254e-13,9.814700540778135e-13,7.270198545633603e-13,,,,,
2011-03-22,2259.0,0.0035539760106619855,0.0035539760106619855,208123.0,9413816720.0,3.775276401028111e-13,0.0003775276401028111,6.399475036411527e-13,9.8241453120272e-13,6.810623219098078e-13,,,,,
2011-03-23,2256.5,-0.002541717316830616,0.002541717316830616,178556.0,8059665775.0,3.1536262021121044e-13,0.0003153626202112104,5.773573510663067e-13,5.748077265248994e-13,6.755071382237628e-13,,,,,
2011-03-24,2268.0,0.009345794392523255,0.009345794392523255,242057.0,10914022345.0,8.563107255140272e-13,0.0008563107255140272,5.164003286093497e-13,6.183031713297392e-13,7.109045479773919e-13,,,,,
2011-03-25,2309.0,0.010835066214293532,0.010835066214293532,248420.0,11410122370.0,9.496012280097512e-13,0.0009496012280097512,7.070915245783298e-13,7.075968013445396e-13,7.291226444753211e-13,,,,,
2011-03-28,2314.0,-0.0007556946993414471,0.0007556946993414471,219547.0,10188623220.0,7.417044315251919e-14,7.417044315251919e-05,6.266941322254326e-13,5.145945313980638e-13,7.194129988215798e-13,,,,,
2011-03-29,2301.0,-0.010216152274438062,0.010216152274438062,169356.0,7838885675.0,1.3032658847187565e-12,0.0013032658847187564,7.756791852936757e-13,6.997421803212528e-13,7.359341415572627e-13,,,,,
2011-03-30,2322.75,0.011540555253130025,0.011540555253130025,185537.0,8577548145.0,1.3454375373989842e-12,0.0013454375373989841,9.076246217567533e-13,9.057571637588077e-13,7.809685150819874e-13,,,,,
2011-03-31,2334.75,0.00032133676092538366,0.00032133676092538366,147816.0,6897555025.0,4.6587052913779933e-14,4.658705291377993e-05,8.984301583438403e-13,7.438124292387583e-13,7.750539350636677e-13,,,,,
2011-04-01,2338.75,0.0034323715542208255,0.0034323715542208255,139976.0,6537216175.0,5.250509486510633e-13,0.0005250509486510633,6.390251796546092e-13,6.589023733670207e-13,7.545103840073466e-13,,,,,
2011-04-04,2339.5,-0.004573981491330703,0.004573981491330703,189171.0,8876992975.0,5.15262488571554e-13,0.000515262488571554,3.6230016337879925e-13,7.471207824508276e-13,7.677592026696859e-13,,,,,
2011-04-05,2332.25,-0.005755088990727963,0.005755088990727963,180917.0,8439624460.0,6.819129237330974e-13,0.0006819129237330974,5.740754536519051e-13,6.228501902536958e-13,7.327659229781522e-13,,,,,
2011-04-06,2323.5,-0.0013967981089502146,0.0013967981089502146,200444.0,9343978150.0,1.494864485476365e-13,0.00014948644854763648,4.488872869507628e-13,3.8365997248342626e-13,7.189383311791081e-13,,,,,
2011-04-07,2329.25,-0.005656350053361847,0.005656350053361847,223463.0,10422925080.0,5.426835566740778e-13,0.0005426835566740778,4.580276429849374e-13,4.828792732354859e-13,7.020096794694658e-13,,,,,
2011-04-08,2328.5,-0.00010735373054215902,0.00010735373054215902,268816.0,12516693690.0,8.576844109233691e-15,8.576844109233692e-06,2.3358228311031613e-13,3.7958445232711986e-13,6.814664566932379e-13,0.03333333333333333,,,,0.7666666666666667
2011-04-12,2317.0,-0.009405728943993164,0.009405728943993164,205014.0,9524469300.0,9.875331262806595e-13,0.0009875331262806594,5.129311756879904e-13,4.740385798689409e-13,6.793059869489115e-13,0.7540983606557377,,,,0.5409836065573771
2011-04-13,2294.5,-0.0022828568322643683,0.0022828568322643683,251157.0,11519021600.0,1.981814872423165e-13,0.0001981814872423165,3.9809715254406997e-13,3.772922925707848e-13,6.705747985871134e-13,0.16129032258064516,0.11666666666666667,,,0.7096774193548387
2011-04-14,2312.25,0.0009740259740260715,0.0009740259740260715,251197.0,11597500600.0,8.398585243669412e-14,8.398585243669411e-05,4.232334886532235e-13,3.641921733485963e-13,5.571042590289324e-13,0.1111111111111111,0.16393442622950818,,,0.7142857142857143
2011-04-15,2308.25,0.005225911812738238,0.005225911812738238,234570.0,10791158540.0,4.842771787076569e-13,0.0004842771787076569,2.554815061288893e-13,3.525108977553121e-13,5.493764428898238e-13,0.46875,0.04838709677419355,0.016666666666666666,,0.640625
2011-04-18,2304.25,0.0019567344276552046,0.0019567344276552046,205406.0,9457852110.0,2.0688993704884697e-13,0.00020688993704884697,2.5838432273106613e-13,3.921735163432348e-13,5.345642858454788e-13,0.18461538461538463,0.06349206349206349,0.11475409836065574,,0.5076923076923077
2011-04-19,2288.25,0.0027388255915863358,0.0027388255915863358,319975.0,14513215675.0,1.8871252608091183e-13,0.00018871252608091183,2.932932139458054e-13,2.3240939630328524e-13,4.920408225052794e-13,0.16666666666666666,0.078125,0.016129032258064516,,0.9090909090909091
2011-04-20,2302.5,0.003814713896457711,0.003814713896457711,181276.0,8309457815.0,4.590809630890112e-13,0.0004590809630890112,2.848944754062568e-13,2.845892914726242e-13,4.961184886545894e-13,0.47761194029850745,0.07692307692307693,0.031746031746031744,,0.29850746268656714
2011-04-25,2354.75,0.00512218546579879,0.00512218546579879,241610.0,11362651505.0,4.5079138998013207e-13,0.0004507913899801321,3.661949597166852e-13,3.5795039898131176e-13,5.028899271430355e-13,0.47058823529411764,0.15151515151515152,0.078125,,0.6764705882352942
2011-04-26,2380.0,0.0016835016835017313,0.0016835016835017313,99756.0,4741833360.0,3.550318106289866e-13,0.00035503181062898663,4.216347212327101e-13,3.321013253655777e-13,4.778259813987834e-13,0.34782608695652173,0.22388059701492538,0.046153846153846156,,0.014492753623188406
2011-04-27,2393.5,0.0029331657238633735,0.0029331657238633735,189259.0,9050418580.0,3.2409171995041286e-13,0.00032409171995041286,3.7663830685317737e-13,3.555416819458909e-13,4.465505059958166e-13,0.34285714285714286,0.16176470588235295,0.09090909090909091,,0.42857142857142855
2011-04-28,2410.0,0.005108956313210289,0.005108956313210289,182843.0,8770697690.0,5.825028400004389e-13,0.0005825028400004388,4.2054212352661297e-13,4.342997447297963e-13,4.719671258382125e-13,0.5915492957746479,0.2318840579710145,0.19402985074626866,,0.38028169014084506
2011-04-29,2406.5,0.0013523353791740078,0.0013523353791740078,193424.0,9297350505.0,1.4545384499021937e-13,0.00014545384499021937,3.5068280164702386e-13,3.7157432111003794e-13,4.140765238517857e-13,0.1111111111111111,0.12857142857142856,0.1323529411764706,,0.4444444444444444
2011-05-02,2405.5,0.0011445219019872166,0.0011445219019872166,138148.0,6647504785.0,1.7217315955451646e-13,0.00017217315955451646,3.000432815150584e-13,3.1585067502491483e-13,3.554133049595623e-13,0.1643835616438356,0.09859154929577464,0.043478260869565216,,0.1095890410958904
2011-05-03,2400.75,-0.003424657534246589,0.003424657534246589,256522.0,12336576450.0,2.776019382789614e-13,0.0002776019382789614,1.9840964760789922e-13,3.003647005549098e-13,3.6696404922782134e-13,0.28378378378378377,0.013888888888888888,0.04285714285714286,,0.7837837837837838
2011-05-04,2389.0,-0.004375911648260011,0.004375911648260011,256669.0,12268268125.0,3.566853612648779e-13,0.0003566853612648779,2.688201530327854e-13,3.068834288178028e-13,3.585457698585121e-13,0.38666666666666666,0.0821917808219178,0.056338028169014086,,0.7733333333333333
2011-05-05,2384.75,-0.0019878635697844205,0.0019878635697844205,262263.0,12493984320.0,1.5910565587971064e-13,0.00015910565587971064,2.6446431847451683e-13,2.2220399199365714e-13,3.4073792822391996e-13,0.14473684210526316,0.08108108108108109,0.013888888888888888,,0.7894736842105263
2011-05-06,2372.0,-0.0003160889263512656,0.0003160889263512656,344550.0,16419554845.0,1.9250761018501024e-14,1.9250761018501024e-05,1.7834725938769665e-13,1.969633751993135e-13,3.076048200881901e-13,0.05194805194805195,0.013333333333333334,0.0136986301369863,,0.935064935064935
2011-05-09,2379.5,-0.006679190148194514,0.006679190148194514,306458.0,14664416590.0,4.554692037833408e-13,0.00045546920378334075,2.1127520689385092e-13,2.5362258404507834e-13,3.2290395784997534e-13,0.5256410256410257,0.039473684210526314,0.05405405405405406,,0.9102564102564102
2011-05-10,2387.75,0.002203567681007268,0.002203567681007268,231540.0,11042540325.0,1.9955260439651307e-13,0.00019955260439651307,2.247575230661184e-13,2.3801271726858866e-13,3.057474102360971e-13,0.21518987341772153,0.05194805194805195,0.05333333333333334,0.016666666666666666,0.6455696202531646
2011-05-11,2408.5,0.005321924240843101,0.005321924240843101,260051.0,12482438965.0,4.263529151446647e-13,0.0004263529151446647,3.6045824110817294e-13,2.5194622804454603e-13,3.266362137878686e-13,0.4875,0.21794871794871795,0.06578947368421052,0.06557377049180328,0.7625
2011-05-12,2391.0,-0.005924540068599993,0.005924540068599993,266224.0,12737078725.0,4.651411988976297e-13,0.00046514119889762973,3.636822394796026e-13,3.131533366481299e-13,3.005166174187172e-13,0.5555555555555556,0.24050632911392406,0.12987012987012986,0.016129032258064516,0.8148148148148148
2011-05-13,2404.5,0.009445843828715272,0.009445843828715272,246631.0,11790161290.0,8.011632408054421e-13,0.0008011632408054421,5.642191182825789e-13,4.69535832605518e-13,3.306657050968734e-13,0.7195121951219512,0.55,0.358974358974359,0.09523809523809523,0.6951219512195121
2011-05-16,2376.5,-0.009585330277141035,0.009585330277141035,256398.0,12234846030.0,7.834451086378759e-13,0.000783445108637876,6.832498494469827e-13,5.351310135764251e-13,3.6563866790693255e-13,0.7108433734939759,0.7160493827160493,0.4810126582278481,0.15625,0.7228915662650602
2011-05-17,2335.0,-0.01331079653496725,0.01331079653496725,364118.0,17144855840.0,7.763726134058442e-13,0.0007763726134058442,7.869936542830541e-13,6.504950153782914e-13,3.802434396418419e-13,0.7023809523809523,0.8048780487804879,0.675,0.18461538461538463,0.9642857142857143
2011-05-18,2341.0,0.007640159259657775,0.007640159259657775,289103.0,13467050995.0,5.673223679404189e-13,0.0005673223679404189,7.090466966613798e-13,6.786889059374422e-13,3.9826506118642043e-13,0.6,0.7349397590361446,0.7407407407407407,0.19696969696969696,0.8588235294117647
2011-05-19,2360.5,0.009299839657936904,0.009299839657936904,189662.0,8916268370.0,1.0430192623213856e-12,0.0010430192623213856,7.95571414555883e-13,7.942645186221933e-13,4.409803979984442e-13,0.8604651162790697,0.8095238095238095,0.8658536585365854,0.22388059701492538,0.37209302325581395
2011-05-20,2368.25,-0.0003165892781764601,0.0003165892781764601,192137.0,9088777100.0,3.483298959729798e-14,3.483298959729798e-05,5.483915399530343e-13,6.409984683805646e-13,4.197679993238585e-13,0.05747126436781609,0.5058823529411764,0.6506024096385542,0.22058823529411764,0.39080459770114945
2011-05-23,2349.75,-0.0065532184758482215,0.0065532184758482215,222463.0,10486900475.0,6.248956487639615e-13,0.0006248956487639616,5.675826335608818e-13,6.092885764057816e-13,4.2847321226305e-13,0.6477272727272727,0.5348837209302325,0.5595238095238095,0.2318840579710145,0.5454545454545454
2011-05-24,2316.25,-0.0010781671159029171,0.0010781671159029171,207824.0,9611490525.0,1.1217480921388279e-13,0.00011217480921388279,2.573011491917142e-13,4.764490155673894e-13,4.163303621922949e-13,0.11235955056179775,0.09195402298850575,0.35294117647058826,0.21428571428571427,0.48314606741573035
2011-05-25,2301.25,-0.008616047388260606,0.008616047388260606,210077.0,9706441790.0,8.87662809366171e-13,0.000887662809366171,5.415777557813386e-13,5.405171038525398e-13,4.4450891666308266e-13,0.7666666666666667,0.5,0.46511627906976744,0.2676056338028169,0.4888888888888889
2011-05-26,2310.25,0.005440104450005423,0.005440104450005423,209968.0,9693322060.0,5.612218820680991e-13,0.0005612218820680991,5.203531668827177e-13,4.4415762780188246e-13,4.434448687664657e-13,0.5824175824175825,0.47191011235955055,0.2988505747126437,0.2638888888888889,0.4835164835164835
2011-05-27,2325.0,0.009443178117876982,0.009443178117876982,205390.0,9521801260.0,9.91742828906406e-13,0.000991742828906406,8.135425067802255e-13,6.355395956637041e-13,4.85759317962275e-13,0.8260869565217391,0.8444444444444444,0.6590909090909091,0.3287671232876712,0.45652173913043476
2011-05-31,2336.25,0.0031129240017173654,0.0031129240017173654,126095.0,5884392170.0,5.290136876987527e-13,0.0005290136876987527,6.939927995577527e-13,6.163632034506623e-13,5.036013443694869e-13,0.5591397849462365,0.7142857142857143,0.5730337078651685,0.3783783783783784,0.03225806451612903
2011-06-01,2371.75,0.00561797752808979,0.00561797752808979,198322.0,9350487595.0,6.008218791813488e-13,0.0006008218791813488,7.071927985955026e-13,7.140926174441555e-13,5.197623414146061e-13,0.6276595744680851,0.7282608695652174,0.7888888888888889,0.38666666666666666,0.40425531914893614
2011-06-02,2322.0,-0.019425675675675658,0.019425675675675658,275822.0,12947219905.0,1.5003742748027154e-12,0.0015003742748027154,8.767366138942724e-13,8.366349105314644e-13,5.769467870914981e-13,0.9789473684210527,0.8817204301075269,0.9010989010989011,0.5394736842105263,0.8210526315789474
2011-06-03,2327.25,0.0,0.0,239395.0,11138345710.0,0.0,0.0,7.003987179946883e-13,7.243905341178446e-13,5.689915042975125e-13,0.015625,0.7021276595744681,0.782608695652174,0.5194805194805194,0.6354166666666666
2011-06-06,2291.75,-0.004019991308126913,0.004019991308126913,235325.0,10847742705.0,3.705832095624832e-13,0.0003705832095624832,6.236524947883997e-13,6.0015861024906e-13,5.865581267247117e-13,0.38144329896907214,0.5789473684210527,0.5268817204301075,0.5512820512820513,0.6082474226804123
2011-06-07,2273.5,-0.006120218579234948,0.006120218579234948,183494.0,8394735730.0,7.290543474005165e-13,0.0007290543474005165,3.6654585232100005e-13,6.401667421894127e-13,6.002373839055704e-13,0.6938775510204082,0.22916666666666666,0.648936170212766,0.5822784810126582,0.24489795918367346
2011-06-08,2269.25,-0.004605768176335179,0.004605768176335179,191638.0,8734200905.0,5.273256507871888e-13,0.0005273256507871888,5.42321069250063e-13,6.254674965105807e-13,6.166260362251041e-13,0.5454545454545454,0.4845360824742268,0.5894736842105263,0.625,0.30303030303030304
2011-06-09,2252.5,-0.0055187637969095205,0.0055187637969095205,230098.0,10391580940.0,5.310802878574817e-13,0.0005310802878574817,5.958200953483958e-13,4.31608699121534e-13,6.21862404860745e-13,0.56,0.5612244897959183,0.23958333333333334,0.6296296296296297,0.55
2011-06-10,2256.25,0.001887211367673114,0.001887211367673114,144985.0,6545546020.0,2.8831992959895405e-13,0.00028831992959895406,4.48908622747875e-13,4.892726850413249e-13,6.130213413958114e-13,0.2871287128712871,0.35353535353535354,0.38144329896907214,0.6097560975609756,0.07920792079207921
2011-06-14,2221.5,-0.01123845554690106,0.01123845554690106,111329.0,4973280225.0,2.25976720362687e-12,0.00225976720362687,1.026389140361102e-12,8.671094838542021e-13,6.859515395368828e-13,0.9901960784313726,0.95,0.9081632653061225,0.7831325301204819,0.0196078431372549
2011-06-15,2246.5,0.0051454138702460295,0.0051454138702460295,238378.0,10707698720.0,4.80534053562354e-13,0.00048053405356235395,1.0095403955960595e-12,8.174054250865699e-13,6.708059867831066e-13,0.49514563106796117,0.9405940594059405,0.8787878787878788,0.7142857142857143,0.5922330097087378
2011-06-16,2204.75,-0.009657495788882642,0.009657495788882642,353686.0,15675896330.0,6.160729559304659e-13,0.0006160729559304658,1.11879140437323e-12,8.351548861152253e-13,6.627910039093377e-13,0.6442307692307693,0.9607843137254902,0.89,0.6823529411764706,0.9326923076923077
2011-06-17,2195.75,-0.004533605349654302,0.004533605349654302,303878.0,13368807440.0,3.3911815769666747e-13,0.0003391181576966675,4.785750557298292e-13,7.967624600830623e-13,6.513807933971502e-13,0.3333333333333333,0.3786407766990291,0.8514851485148515,0.627906976744186,0.8666666666666667
2011-06-20,2188.75,-0.012185490240324892,0.012185490240324892,251806.0,11074486440.0,1.1003210222292613e-12,0.0011003210222292612,6.851707119521317e-13,9.591626786091238e-13,6.54245881392544e-13,0.8679245283018868,0.6730769230769231,0.9313725490196079,0.6436781609195402,0.6415094339622641
2011-06-21,2200.0,0.00778744846541457,0.00778744846541457,181505.0,7970989480.0,9.769738731877701e-13,0.00097697387318777,8.054710177045664e-13,7.026040125213038e-13,7.013529255720675e-13,0.8037383177570093,0.819047619047619,0.7184466019417476,0.8295454545454546,0.205607476635514
2011-06-22,2247.5,0.01777425563228796,0.01777425563228796,308386.0,13778177925.0,1.290029474799946e-12,0.0012900294747999461,1.1224414567389926e-12,8.645030967688222e-13,7.346096168738667e-13,0.8981481481481481,0.9716981132075472,0.8942307692307693,0.9438202247191011,0.8796296296296297
2011-06-23,2231.5,-0.0029043789097408235,0.0029043789097408235,188403.0,8452617995.0,3.4360702346407453e-13,0.00034360702346407455,8.702034571505972e-13,8.10009910275544e-13,7.461812275863763e-13,0.3302752293577982,0.8504672897196262,0.8476190476190476,0.9555555555555556,0.27522935779816515
2011-06-24,2252.5,0.01992302467738294,0.01992302467738294,353505.0,15709825815.0,1.268188770009156e-12,0.001268188770009156,9.672750894243924e-13,9.958240327380416e-13,7.652075256185256e-13,0.8818181818181818,0.9074074074074074,0.9716981132075472,0.967032967032967,0.9363636363636364
2011-06-27,2213.0,-0.012384246346089478,0.012384246346089478,251752.0,11202440425.0,1.1054953988822018e-12,0.0011054953988822017,9.057637307851442e-13,9.968589080686297e-13,7.924212014592308e-13,0.8558558558558559,0.8807339449541285,0.9719626168224299,1.0,0.6486486486486487
2011-06-28,2248.0,0.01501298114911398,0.01501298114911398,236862.0,10604438430.0,1.4157261837309738e-12,0.0014157261837309738,1.2631367842074439e-12,1.0846093701772705e-12,8.136203692004591e-13,0.9642857142857143,1.0,1.0,1.0,0.5625
2011-06-29,2282.0,0.012646993565564646,0.012646993565564646,191653.0,8702522610.0,1.4532560422229856e-12,0.0014532560422229855,1.324825874945387e-12,1.1172546836618783e-12,8.598324869266709e-13,0.9646017699115044,1.0,1.0,1.0,0.3008849557522124
2011-06-30,2291.5,0.0014202993554026655,0.0014202993554026655,195442.0,8936417340.0,1.589338659291695e-13,0.00015893386592916948,1.0093053639610431e-12,1.0803200521548972e-12,8.377380862640618e-13,0.13157894736842105,0.9017857142857143,0.9818181818181818,0.9894736842105263,0.35964912280701755
2011-07-01,2321.0,0.009240134797260602,0.009240134797260602,167823.0,7770584135.0,1.189117141868589e-12,0.001189117141868589,9.337690166735814e-13,1.064505726526784e-12,8.221752296173555e-13,0.8608695652173913,0.8761061946902655,0.963963963963964,0.9791666666666666,0.1565217391304348
2011-07-05,2357.25,0.01463467125793616,0.01463467125793616,203928.0,9559662380.0,1.5308774176537562e-12,0.0015308774176537561,9.596428084838385e-13,1.1495821302810947e-12,8.987191005000433e-13,0.9827586206896551,0.8771929824561403,1.0,1.0,0.47413793103448276
