signal_date,holiday_date,holiday_name,regular_session,source,notes
2015-09-04,2015-09-07,Labor Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2015-11-25,2015-11-26,Thanksgiving Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2015-12-23,2015-12-25,Christmas Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2015-12-31,2016-01-01,New Year's Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2016-01-15,2016-01-18,Martin Luther King Jr. Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2016-02-12,2016-02-15,Washington's Birthday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2016-03-24,2016-03-25,Good Friday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2016-05-27,2016-05-30,Memorial Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2016-07-01,2016-07-04,Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2016-09-02,2016-09-05,Labor Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2016-11-23,2016-11-24,Thanksgiving Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2016-12-23,2016-12-26,Christmas Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2016-12-30,2017-01-02,New Year's Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2017-01-13,2017-01-16,Martin Luther King Jr. Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2017-02-17,2017-02-20,Washington's Birthday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2017-04-13,2017-04-14,Good Friday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2017-05-26,2017-05-29,Memorial Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2017-06-30,2017-07-04,Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2017-09-01,2017-09-04,Labor Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2017-11-22,2017-11-23,Thanksgiving Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2017-12-22,2017-12-25,Christmas Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2017-12-29,2018-01-01,New Year's Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2018-01-12,2018-01-15,Martin Luther King Jr. Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2018-02-16,2018-02-19,Washington's Birthday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2018-03-29,2018-03-30,Good Friday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2018-05-25,2018-05-28,Memorial Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2018-07-02,2018-07-04,Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2018-08-31,2018-09-03,Labor Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2018-11-21,2018-11-22,Thanksgiving Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2018-12-21,2018-12-25,Christmas Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2018-12-31,2019-01-01,New Year's Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2019-01-18,2019-01-21,Martin Luther King Jr. Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2019-02-15,2019-02-18,Washington's Birthday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2019-04-18,2019-04-19,Good Friday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2019-05-24,2019-05-27,Memorial Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2019-07-02,2019-07-04,Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2019-08-30,2019-09-02,Labor Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2019-11-27,2019-11-28,Thanksgiving Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2019-12-23,2019-12-25,Christmas Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2019-12-31,2020-01-01,New Year's Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2020-01-17,2020-01-20,Martin Luther King Jr. Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2020-02-14,2020-02-17,Washington's Birthday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2020-04-09,2020-04-10,Good Friday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2020-05-22,2020-05-25,Memorial Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2020-07-02,2020-07-03,Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2020-09-04,2020-09-07,Labor Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2020-11-25,2020-11-26,Thanksgiving Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2020-12-23,2020-12-25,Christmas Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2020-12-31,2021-01-01,New Year's Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2021-01-15,2021-01-18,Martin Luther King Jr. Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2021-02-12,2021-02-15,Washington's Birthday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2021-04-01,2021-04-02,Good Friday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2021-05-28,2021-05-31,Memorial Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2021-07-02,2021-07-05,Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2021-09-03,2021-09-06,Labor Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2021-11-24,2021-11-25,Thanksgiving Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2021-12-23,2021-12-24,Christmas Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2021-12-30,2021-12-31,New Year's Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2022-01-14,2022-01-17,Martin Luther King Jr. Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2022-02-18,2022-02-21,Washington's Birthday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2022-04-14,2022-04-15,Good Friday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2022-05-27,2022-05-30,Memorial Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2022-06-17,2022-06-20,Juneteenth National Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2022-07-01,2022-07-04,Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2022-09-02,2022-09-05,Labor Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2022-11-23,2022-11-24,Thanksgiving Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2022-12-23,2022-12-26,Christmas Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2022-12-30,2023-01-02,New Year's Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2023-01-13,2023-01-16,Martin Luther King Jr. Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2023-02-17,2023-02-20,Washington's Birthday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2023-04-06,2023-04-07,Good Friday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2023-05-26,2023-05-29,Memorial Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2023-06-16,2023-06-19,Juneteenth National Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2023-06-30,2023-07-04,Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2023-09-01,2023-09-04,Labor Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2023-11-22,2023-11-23,Thanksgiving Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2023-12-22,2023-12-25,Christmas Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2023-12-29,2024-01-01,New Year's Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2024-01-12,2024-01-15,Martin Luther King Jr. Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2024-02-16,2024-02-19,Washington's Birthday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2024-03-28,2024-03-29,Good Friday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2024-05-24,2024-05-27,Memorial Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2024-06-18,2024-06-19,Juneteenth National Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2024-07-02,2024-07-04,Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2024-08-30,2024-09-02,Labor Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2024-11-27,2024-11-28,Thanksgiving Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2024-12-23,2024-12-25,Christmas Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2024-12-31,2025-01-01,New Year's Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2025-01-17,2025-01-20,Martin Luther King Jr. Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2025-02-14,2025-02-17,Washington's Birthday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2025-04-17,2025-04-18,Good Friday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2025-05-23,2025-05-26,Memorial Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2025-06-18,2025-06-19,Juneteenth National Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2025-07-02,2025-07-04,Independence Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2025-08-29,2025-09-01,Labor Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2025-11-26,2025-11-27,Thanksgiving Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2025-12-23,2025-12-25,Christmas Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2025-12-31,2026-01-01,New Year's Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2026-01-16,2026-01-19,Martin Luther King Jr. Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2026-02-13,2026-02-16,Washington's Birthday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2026-04-02,2026-04-03,Good Friday,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
2026-05-22,2026-05-25,Memorial Day,true,deterministic_nyse_holiday_rules,last regular session before full NYSE holiday; early-close sessions excluded to match local RTH cache
