session_date,prior_close,prior_rth_return,prior_realized_variance,prior_bipower_variation,prior_jump_variation,prior_jump_share,prior_positive_jump_variation,prior_negative_jump_variation,prior_signed_jump_share,jump_variation_3d_mean,jump_share_3d_mean,jump_share_5d_mean,jump_variation_change_5d,jump_var_rank_252,jump_share_rank_252,jump_var3_rank_252,jump_share3_rank_252,negative_jump_rank_252,positive_jump_rank_252,signed_jump_rank_252,jump_change_rank_252
2011-01-20,1278.75,-0.008913001356326333,3.70448609541235e-05,3.247990458327595e-05,4.564956370847546e-06,0.12322779066442727,4.852811989505194e-06,9.466937219850307e-06,-0.32222109220534206,3.8142808470729356e-06,0.11940314085753312,0.158869423459247,1.8730708606744081e-06,,,,,,,,
2011-01-21,1277.25,0.0011757789535566943,4.837221319168993e-05,4.113359063367855e-05,7.238622558011383e-06,0.14964422920502088,1.0513885311546228e-05,1.265774814439507e-05,-0.0925210057773958,4.378564018393724e-06,0.1092695702970657,0.1472094967053769,2.712279493254377e-06,,,,,,,,
2011-01-24,1280.25,-0.003696498054474695,2.9543208318610773e-05,2.7714299951193995e-05,1.8289083674167774e-06,0.061906220465048636,3.011297500511668e-06,3.6161341901962966e-06,-0.0912626063777683,4.544162432091902e-06,0.11159274677816561,0.11395197444853378,-4.227480172830844e-06,,,,,,,,
2011-01-25,1287.5,0.006645817044566016,3.5950376382907513e-05,3.104870085745859e-05,4.901675525448926e-06,0.13634559686500003,1.1134235435783118e-05,5.433106254345419e-06,0.3441185247500903,4.656402150292362e-06,0.11596534884502319,0.10521210564424917,-6.440975186000907e-07,,,,,,,,
2011-01-26,1287.75,0.0033112582781456013,5.1856710702910307e-05,4.390374283490655e-05,7.952967868003755e-06,0.15336429480779654,1.4317168297805483e-05,1.3012265886457245e-05,0.04774714333821252,4.894517253623153e-06,0.11720537071261507,0.12489762640145867,6.6208547416815105e-06,,,,,,,,
2011-01-27,1293.0,0.0017431725740848503,4.443965529170402e-05,3.945627419260003e-05,4.983381099103992e-06,0.11213815828212077,1.2973267038358263e-05,1.1818629147004687e-05,0.04657319806119831,5.946008164185558e-06,0.13394934998497246,0.12267969992499736,4.18424728256446e-07,,,,,,,,
2011-01-28,1296.25,0.002319737096462493,3.549609538687941e-05,3.414412344005372e-05,1.3519719468256907e-06,0.038087906066576166,4.405575611945543e-06,9.814041441786873e-06,-0.3803524250620867,4.762773637977813e-06,0.10119678638549784,0.10036843529730843,-5.886650611185692e-06,,,,,,,,
2011-01-31,1273.0,-0.018882466281310184,8.698466928999706e-05,7.977994150049657e-05,7.204727789500494e-06,0.0828275585607016,1.666166279113873e-05,3.346653718584365e-05,-0.33523793797545687,4.513360278476725e-06,0.07768454096979953,0.10455270291643903,5.375819422083716e-06,,,,,,,,
2011-02-01,1282.5,0.004700352526439522,4.802699802749858e-05,4.469579049226996e-05,3.3312075352286187e-06,0.0693611441906339,1.4546339028651342e-05,1.1319463623029414e-05,0.12475450497617735,3.962635757184934e-06,0.06342553627263724,0.0911558123815658,-1.570467990220307e-06,,,,,,,,
2011-02-02,1303.75,0.010267338240991908,3.0094692770263288e-05,2.8030618726120717e-05,2.0640740441425715e-06,0.06858598158483588,9.857232912962067e-06,1.6631277228300059e-06,0.7112715868177057,4.200003122957228e-06,0.07359156144539047,0.07420014973697367,-5.888893823861183e-06,,,,,,,,
2011-02-03,1300.5,0.00038461538461542766,2.833510303998375e-05,2.549830059916941e-05,2.8368024408143418e-06,0.10011618580710016,2.510338118137297e-06,8.670920045137869e-06,-0.5509739456007732,2.7440280067285107e-06,0.07935443719418998,0.07179575524196954,-2.14657865828965e-06,,,,,,,,
2011-02-04,1303.75,0.0040431266846361336,3.896212167951561e-05,3.757091258804695e-05,1.3912090914686612e-06,0.03570670773301576,9.695556987698115e-06,8.059376653234113e-06,0.09215355954313179,2.0973618588085247e-06,0.06813629170831727,0.07131951557525747,3.923714464297047e-08,,,,,,,,
2011-02-07,1307.25,0.0023001725129385697,3.960336506096299e-05,3.705974600268437e-05,2.543619058278624e-06,0.06422734670054256,7.664658270222209e-06,1.2017943036478926e-05,-0.2211742593584212,2.2572101968538756e-06,0.06668341341355284,0.06759947320322565,-4.66110873122187e-06,,,,,,,,
2011-02-08,1315.5,0.0038153376573826225,2.749390080717401e-05,2.505805522053198e-05,2.4358455866420302e-06,0.08859585272114034,6.325495105517822e-06,4.660273413766806e-06,0.15157989983384898,2.123557912129772e-06,0.06284330238489956,0.07144641490932695,-8.953619485865885e-07,,,,,,,,
2011-02-09,1321.5,0.003416856492027387,2.3168206928726662e-05,1.74625601570828e-05,5.7056467716438615e-06,0.2462705374307293,3.094046947176616e-06,4.329376254382813e-06,-0.16640965679374078,3.5617038055215053e-06,0.13303124561747073,0.10698332607850562,3.64157272750129e-06,,,,,,,,
2011-02-10,1318.75,0.0007588692847657619,3.1730090575489894e-05,2.6456099623264372e-05,5.273990952225522e-06,0.1662141789251446,6.538333898609153e-06,5.560265677293632e-06,0.08084144079481513,4.471827770170471e-06,0.16702685635900474,0.12020292470211451,2.43718851141118e-06,,,,,,,,
2011-02-11,1319.25,0.005909264201296116,5.515779663169381e-05,4.600998716897192e-05,9.147809462721894e-06,0.16584798562213668,1.7749014510190645e-05,1.779171509094372e-05,-0.0012014548162712034,6.709149062197092e-06,0.19277756732600357,0.1462311802799387,7.756600371253233e-06,,,,,,,,
2011-02-14,1327.0,0.010085632730732597,3.913029766079224e-05,3.781240949913429e-05,1.3178881616579492e-06,0.03367948215171505,1.2457635574202828e-05,7.2307697821575966e-06,0.26547938735712134,5.246562858868455e-06,0.12191388223299877,0.1401216073701732,-1.2257308966206746e-06,,,,,,,,
2011-02-15,1329.75,0.002828054298642524,1.8966799484780456e-05,1.6710519966812666e-05,2.2562795179677894e-06,0.11895942274173867,3.3706837092247935e-06,9.587228665152175e-07,0.5571111884536525,4.2406590474492105e-06,0.10616229683853014,0.14619432137429286,-1.7956606867424086e-07,,,,,,,,
2011-02-17,1326.0,0.00018857250612858145,2.8007163287627548e-05,2.582480890579727e-05,2.182354381830278e-06,0.07792129318553141,5.661410667382838e-06,5.4833281663054e-06,0.015979064537531534,1.9188406871520056e-06,0.07685339935966172,0.11252447252525329,-3.5232923898135836e-06,,,,,,,,
2011-02-18,1338.25,0.006013907160308252,2.3161253016400214e-05,2.1221512753671312e-05,1.9397402627289023e-06,0.08374936629531203,5.980659940048223e-06,3.5933127432616956e-06,0.249358053940172,2.126124720842323e-06,0.09354336074086071,0.09603150999928677,-3.3342506894966194e-06,,,,,,,,
2011-02-22,1341.5,0.001493094438223208,2.2649181148511e-05,1.986912980903875e-05,2.7800513394722485e-06,0.12274401097520536,2.370687385763909e-06,5.127483764001598e-06,-0.36766250371917736,2.300715328010476e-06,0.09480489015201628,0.0874107150699005,-6.367758123249645e-06,,,,,,,,
2011-02-23,1314.0,-0.009423294383716585,7.208754428672935e-05,6.198767623589833e-05,1.0099868050831017e-05,0.14010559176018858,1.617466687456361e-05,2.4056963191626106e-05,-0.1959228672587817,4.9398865510107225e-06,0.115532989676902,0.10869593699159522,8.781979889173068e-06,,,,,,,,
2011-02-24,1306.25,-0.005330287454787697,8.33338368813574e-05,7.399513644877174e-05,9.338700432585655e-06,0.11206372803740199,1.326255354111514e-06,1.0795714499180908e-05,-0.7811815455470231,7.40620660762964e-06,0.12497111025759865,0.10731679805072787,7.082420914617865e-06,,,,,,,,
2011-02-25,1305.0,0.00038328861632819233,9.22125328912878e-05,8.474222765296782e-05,7.470305238319979e-06,0.08101182132288844,8.934420733276116e-06,1.3385181779598818e-05,-0.19941040812690577,8.969624573912217e-06,0.11106038037349301,0.10793490367819927,5.2879508564897016e-06,,,,,,,,
2011-02-28,1319.0,0.006486074017550525,3.118044613651224e-05,2.874678831281632e-05,2.433657823695918e-06,0.07805076980108087,7.345225313699232e-06,4.665850745685781e-06,0.22307531438200215,6.414221164867184e-06,0.0903754397204571,0.10679518437935305,4.939175609670158e-07,,,,,,,,
2011-03-01,1327.25,0.0026440037771482405,3.092881288992143e-05,2.6418039302120433e-05,4.510773587800998e-06,0.1458437348971416,4.920911745777024e-06,6.1380615837701366e-06,-0.11005993067558575,4.804912216605632e-06,0.10163544200703696,0.11141512916374027,1.7307222483287492e-06,,,,,,,,
2011-03-02,1304.5,-0.020277882087870847,8.53252746108865e-05,8.211798370302465e-05,3.207290907861844e-06,0.03758899016133529,0.0,1.4280836437254082e-05,-1.0,3.383907439786253e-06,0.08716116495318592,0.09091180884396963,-6.892577142969173e-06,,,,,,,,
2011-03-03,1307.75,0.0036454336147351274,7.257806295058303e-05,7.038192673231462e-05,2.196136218268413e-06,0.030258953311604893,2.4079687011378797e-05,2.1769558723631842e-05,0.050385306251241845,3.3047335713104183e-06,0.07123055945669392,0.07455085389881022,-7.142564214317242e-06,,,,,,,,
2011-03-04,1330.25,0.008147025388404616,3.894584789861906e-05,3.6087109612479583e-05,2.858738286139477e-06,0.07340290275823837,1.4758747289004731e-05,6.0632459747590185e-06,0.4176113787039968,2.754055137423245e-06,0.047083615410392854,0.0730290701858802,-4.611566952180502e-06,,,,,,,,
2011-03-07,1320.25,-0.0069575028206092515,6.890353163660503e-05,6.423609678631427e-05,4.66743485029076e-06,0.06773868827082272,1.5195655570260183e-05,1.8146865794442164e-05,-0.08851190921950623,3.24076978489955e-06,0.057133514780221994,0.07096665387982856,2.2337770265948416e-06,,,,,,,,
2011-03-08,1309.75,-0.010949594109873506,9.006383580458691e-05,9.103097798617433e-05,0.0,0.0,9.868013372054479e-06,4.879943788921609e-06,0.33822105181669354,2.508724378810079e-06,0.047047197009687035,0.04179790690040025,-4.510773587800998e-06,,,,,,,,
2011-03-11,1321.25,0.007242233657327901,5.27939162769984e-05,4.479965791464053e-05,7.994258362357873e-06,0.15142385574151587,1.9076990580844732e-05,1.2449102890863685e-05,0.2102349818866371,4.220564404216211e-06,0.07305418133744619,0.06456488001643637,4.786967454496029e-06,,,,,,,,
2011-03-16,1303.75,0.010267338240991908,6.726172603919043e-05,5.9439567713393424e-05,7.822158325797006e-06,0.1162943442938021,2.3638586408161836e-05,1.9652389921484828e-05,0.09207915424044547,5.272138896051626e-06,0.08923940001177266,0.08177195821287582,5.626022107528593e-06,,,,,,,,
2011-03-17,1252.5,-0.015330188679245293,0.00028357215559720195,0.0002802286908084995,3.3434647887024783e-06,0.01179052570116115,7.697209775996174e-05,0.00010599583329328063,-0.1586274456198184,6.3866271589524526e-06,0.09316957524549303,0.06944948280146038,4.847265025630012e-07,,,,,,,,
2011-03-18,1268.5,-0.0015741833923652582,0.00010906578959452855,9.903089182146087e-05,1.0034897773067685e-05,0.09200774881265886,2.1943530582630745e-05,1.73069151426528e-05,0.11812898820130407,7.0668402958557235e-06,0.07336420626920737,0.0743032949098276,5.3674629227769255e-06,,,,,,,,
