day,month,year,daily_policy_index
21,1,1993,145.34
22,1,1993,82.69
23,1,1993,31.7
24,1,1993,177.41
25,1,1993,92.91
26,1,1993,64.19
27,1,1993,149.32
28,1,1993,128.23
29,1,1993,32.65
30,1,1993,83.04
31,1,1993,134.64
1,2,1993,150.75
2,2,1993,27.93
3,2,1993,75.28
4,2,1993,67.4
5,2,1993,41.02
6,2,1993,83.09
7,2,1993,100.1
8,2,1993,79.99
9,2,1993,27.59
10,2,1993,79.34
11,2,1993,120.02
12,2,1993,8.1
13,2,1993,31.34
14,2,1993,159.2
15,2,1993,82.85
16,2,1993,162.13
17,2,1993,188.75
18,2,1993,178.66
19,2,1993,202.42
20,2,1993,145.25
21,2,1993,199.33
22,2,1993,253.37
23,2,1993,119.16
24,2,1993,161.79
25,2,1993,44.59
26,2,1993,81.51
27,2,1993,81.65
28,2,1993,275.77
1,3,1993,180.94
2,3,1993,99.17
3,3,1993,87.04
4,3,1993,87.88
5,3,1993,39.88
6,3,1993,79.07
7,3,1993,161.43
8,3,1993,145.14
9,3,1993,99.41
10,3,1993,64.07
11,3,1993,117.34
12,3,1993,143.39
13,3,1993,121.82
14,3,1993,256.15
15,3,1993,136.71
16,3,1993,138.41
17,3,1993,144.67
18,3,1993,278.23
19,3,1993,79.1
20,3,1993,9.87
21,3,1993,223.82
22,3,1993,218.26
23,3,1993,183.94
24,3,1993,130.74
25,3,1993,127.54
26,3,1993,150.14
27,3,1993,92.36
28,3,1993,127.86
29,3,1993,360.09
30,3,1993,101.41
31,3,1993,106.73
1,4,1993,66.58
2,4,1993,79.62
3,4,1993,49.57
4,4,1993,338.64
5,4,1993,181.66
6,4,1993,64.42
7,4,1993,130.58
8,4,1993,98.04
9,4,1993,84.89
10,4,1993,44.96
11,4,1993,173.77
12,4,1993,120.76
13,4,1993,76.72
14,4,1993,41.21
15,4,1993,68.01
16,4,1993,97.99
17,4,1993,62.83
18,4,1993,161.34
19,4,1993,104.61
20,4,1993,83.24
21,4,1993,264.1
22,4,1993,119.23
23,4,1993,65.15
24,4,1993,103.49
25,4,1993,135.07
26,4,1993,111.78
27,4,1993,233.88
28,4,1993,169.89
29,4,1993,93.24
30,4,1993,79.74
1,5,1993,61.95
2,5,1993,152.34
3,5,1993,91.55
4,5,1993,27.37
5,5,1993,254.22
6,5,1993,112.26
7,5,1993,150.94
8,5,1993,102.49
9,5,1993,304.79
10,5,1993,135.52
11,5,1993,209.86
12,5,1993,103.23
13,5,1993,109.94
14,5,1993,166.74
15,5,1993,81.73
16,5,1993,185.41
17,5,1993,148.53
18,5,1993,189.8
19,5,1993,142.89
20,5,1993,87.23
21,5,1993,113.31
22,5,1993,136.0
23,5,1993,182.48
24,5,1993,129.82
25,5,1993,239.33
26,5,1993,274.65
27,5,1993,95.39
28,5,1993,294.98
29,5,1993,179.31
30,5,1993,139.37
31,5,1993,234.33
1,6,1993,185.66
2,6,1993,151.97
3,6,1993,98.56
4,6,1993,107.09
5,6,1993,127.43
6,6,1993,246.41
7,6,1993,137.69
8,6,1993,55.26
9,6,1993,122.85
10,6,1993,74.92
11,6,1993,159.35
12,6,1993,42.35
13,6,1993,117.21
14,6,1993,82.71
15,6,1993,133.36
16,6,1993,127.21
17,6,1993,105.37
18,6,1993,287.55
19,6,1993,53.88
20,6,1993,118.36
21,6,1993,83.53
22,6,1993,116.6
23,6,1993,110.75
24,6,1993,306.61
25,6,1993,102.64
26,6,1993,76.79
27,6,1993,174.47
28,6,1993,96.36
29,6,1993,136.68
30,6,1993,206.72
1,7,1993,210.97
2,7,1993,92.79
3,7,1993,146.54
4,7,1993,239.23
5,7,1993,209.18
6,7,1993,109.14
7,7,1993,121.49
8,7,1993,101.61
9,7,1993,33.9
10,7,1993,109.4
11,7,1993,195.17
12,7,1993,106.4
13,7,1993,115.72
14,7,1993,59.17
15,7,1993,54.13
16,7,1993,69.32
17,7,1993,55.08
18,7,1993,153.93
19,7,1993,208.99
20,7,1993,134.96
21,7,1993,134.44
22,7,1993,30.99
23,7,1993,76.44
24,7,1993,67.43
25,7,1993,179.74
26,7,1993,96.26
27,7,1993,76.87
28,7,1993,279.67
29,7,1993,83.53
30,7,1993,67.93
31,7,1993,185.92
1,8,1993,270.79
2,8,1993,169.27
3,8,1993,169.28
4,8,1993,155.0
5,8,1993,289.42
6,8,1993,136.99
7,8,1993,495.35
8,8,1993,263.21
9,8,1993,157.89
10,8,1993,280.75
11,8,1993,94.27
12,8,1993,53.96
13,8,1993,34.34
14,8,1993,221.3
15,8,1993,198.79
16,8,1993,93.94
17,8,1993,28.75
18,8,1993,68.84
19,8,1993,186.63
20,8,1993,154.54
21,8,1993,132.22
22,8,1993,141.7
23,8,1993,107.29
24,8,1993,86.74
25,8,1993,50.81
26,8,1993,67.82
27,8,1993,92.72
28,8,1993,107.7
29,8,1993,96.35
30,8,1993,141.91
31,8,1993,46.81
1,9,1993,58.87
2,9,1993,45.03
3,9,1993,49.45
4,9,1993,53.05
5,9,1993,134.59
6,9,1993,243.31
7,9,1993,179.81
8,9,1993,134.14
9,9,1993,104.02
10,9,1993,90.6
11,9,1993,213.21
12,9,1993,98.73
13,9,1993,125.39
14,9,1993,181.74
15,9,1993,388.62
16,9,1993,108.32
17,9,1993,131.84
18,9,1993,109.79
19,9,1993,87.16
20,9,1993,114.19
21,9,1993,36.84
22,9,1993,161.37
23,9,1993,257.4
24,9,1993,87.97
25,9,1993,131.77
26,9,1993,201.85
27,9,1993,149.58
28,9,1993,61.98
29,9,1993,98.74
30,9,1993,51.6
1,10,1993,57.18
2,10,1993,49.47
3,10,1993,102.76
4,10,1993,44.52
5,10,1993,54.66
6,10,1993,160.97
7,10,1993,51.13
8,10,1993,104.7
9,10,1993,39.74
10,10,1993,95.68
11,10,1993,66.4
12,10,1993,77.09
13,10,1993,88.51
14,10,1993,51.28
15,10,1993,71.99
16,10,1993,60.35
17,10,1993,95.39
18,10,1993,88.39
19,10,1993,371.65
20,10,1993,46.41
21,10,1993,50.14
22,10,1993,47.92
23,10,1993,49.84
24,10,1993,109.12
25,10,1993,66.01
26,10,1993,53.6
27,10,1993,31.67
28,10,1993,125.02
29,10,1993,39.83
30,10,1993,68.41
31,10,1993,115.91
1,11,1993,108.76
2,11,1993,70.6
3,11,1993,137.05
4,11,1993,70.34
5,11,1993,70.16
6,11,1993,139.53
7,11,1993,175.55
8,11,1993,164.57
9,11,1993,53.57
10,11,1993,91.68
11,11,1993,28.87
12,11,1993,49.74
13,11,1993,80.61
14,11,1993,171.9
15,11,1993,76.55
16,11,1993,205.24
17,11,1993,215.82
18,11,1993,175.89
19,11,1993,109.97
20,11,1993,187.33
21,11,1993,113.84
22,11,1993,118.92
23,11,1993,91.71
24,11,1993,40.64
25,11,1993,8.45
26,11,1993,30.42
27,11,1993,57.01
28,11,1993,95.92
29,11,1993,23.24
30,11,1993,65.9
1,12,1993,174.12
2,12,1993,36.08
3,12,1993,117.18
4,12,1993,60.22
5,12,1993,21.54
6,12,1993,73.6
7,12,1993,26.18
8,12,1993,76.74
9,12,1993,72.09
10,12,1993,31.36
11,12,1993,69.53
12,12,1993,119.63
13,12,1993,77.25
14,12,1993,108.07
15,12,1993,158.43
16,12,1993,299.53
17,12,1993,57.03
18,12,1993,61.11
19,12,1993,129.43
20,12,1993,79.06
21,12,1993,100.94
22,12,1993,49.55
23,12,1993,74.18
24,12,1993,40.53
25,12,1993,32.49
26,12,1993,213.93
27,12,1993,160.06
28,12,1993,51.65
29,12,1993,34.8
30,12,1993,75.33
31,12,1993,38.51
1,1,1994,42.38
2,1,1994,214.69
3,1,1994,94.09
4,1,1994,76.64
5,1,1994,85.3
6,1,1994,23.16
7,1,1994,75.44
8,1,1994,53.38
9,1,1994,216.35
10,1,1994,126.46
11,1,1994,90.04
12,1,1994,79.28
13,1,1994,185.05
14,1,1994,80.15
15,1,1994,10.43
16,1,1994,149.84
17,1,1994,79.93
18,1,1994,58.96
19,1,1994,243.79
20,1,1994,91.72
21,1,1994,40.9
22,1,1994,62.65
23,1,1994,149.58
24,1,1994,46.0
25,1,1994,115.72
26,1,1994,112.75
27,1,1994,29.8
28,1,1994,32.47
29,1,1994,30.17
30,1,1994,122.06
31,1,1994,88.68
1,2,1994,36.45
2,2,1994,62.7
3,2,1994,59.29
4,2,1994,103.75
5,2,1994,50.91
6,2,1994,53.55
7,2,1994,164.57
8,2,1994,99.91
9,2,1994,87.69
10,2,1994,73.18
11,2,1994,118.95
12,2,1994,31.11
13,2,1994,83.61
14,2,1994,96.64
15,2,1994,97.0
16,2,1994,85.59
17,2,1994,41.5
18,2,1994,45.7
19,2,1994,28.82
20,2,1994,131.27
21,2,1994,99.12
22,2,1994,86.15
23,2,1994,52.86
24,2,1994,78.36
25,2,1994,100.49
26,2,1994,60.16
27,2,1994,102.75
28,2,1994,106.63
1,3,1994,51.75
2,3,1994,38.05
3,3,1994,71.28
4,3,1994,23.33
5,3,1994,29.62
6,3,1994,72.78
7,3,1994,41.64
8,3,1994,51.82
9,3,1994,15.09
10,3,1994,34.91
11,3,1994,38.43
12,3,1994,48.92
13,3,1994,110.46
14,3,1994,95.0
15,3,1994,99.05
16,3,1994,68.23
17,3,1994,27.02
18,3,1994,30.79
19,3,1994,140.3
20,3,1994,251.27
21,3,1994,141.18
22,3,1994,35.57
23,3,1994,92.51
24,3,1994,154.09
25,3,1994,291.76
26,3,1994,70.52
27,3,1994,81.77
28,3,1994,123.35
29,3,1994,107.02
30,3,1994,47.65
31,3,1994,179.21
1,4,1994,215.61
2,4,1994,240.74
3,4,1994,157.62
4,4,1994,489.12
5,4,1994,198.56
6,4,1994,116.23
7,4,1994,64.8
8,4,1994,70.84
9,4,1994,170.69
10,4,1994,126.25
11,4,1994,132.14
12,4,1994,43.5
13,4,1994,15.04
14,4,1994,63.08
15,4,1994,54.69
16,4,1994,78.73
17,4,1994,101.9
18,4,1994,76.88
19,4,1994,69.99
20,4,1994,59.6
21,4,1994,42.36
22,4,1994,91.04
23,4,1994,89.13
24,4,1994,173.56
25,4,1994,135.53
26,4,1994,135.06
27,4,1994,67.97
28,4,1994,55.93
29,4,1994,69.29
30,4,1994,29.66
1,5,1994,79.37
2,5,1994,62.92
3,5,1994,60.76
4,5,1994,58.46
5,5,1994,206.49
6,5,1994,45.35
7,5,1994,78.72
8,5,1994,196.14
9,5,1994,43.37
10,5,1994,242.31
11,5,1994,112.71
12,5,1994,89.75
13,5,1994,84.32
14,5,1994,49.63
15,5,1994,157.98
16,5,1994,157.23
17,5,1994,360.72
18,5,1994,204.64
19,5,1994,89.4
20,5,1994,84.37
21,5,1994,109.41
22,5,1994,138.67
23,5,1994,98.1
24,5,1994,80.12
25,5,1994,76.54
26,5,1994,41.88
27,5,1994,98.99
28,5,1994,141.44
29,5,1994,103.5
30,5,1994,50.82
31,5,1994,42.54
1,6,1994,70.82
2,6,1994,14.41
3,6,1994,46.79
4,6,1994,39.61
5,6,1994,127.91
6,6,1994,32.97
7,6,1994,61.93
8,6,1994,128.04
9,6,1994,27.92
10,6,1994,77.86
11,6,1994,30.29
12,6,1994,110.6
13,6,1994,108.46
14,6,1994,71.89
15,6,1994,22.91
16,6,1994,70.57
17,6,1994,101.54
18,6,1994,41.49
19,6,1994,74.16
20,6,1994,108.78
21,6,1994,143.72
22,6,1994,135.46
23,6,1994,79.89
24,6,1994,103.37
25,6,1994,51.12
26,6,1994,89.8
27,6,1994,75.81
28,6,1994,133.26
29,6,1994,87.1
30,6,1994,86.25
1,7,1994,55.71
2,7,1994,74.27
3,7,1994,163.13
4,7,1994,134.94
5,7,1994,80.25
6,7,1994,128.4
7,7,1994,60.8
8,7,1994,84.34
9,7,1994,74.7
10,7,1994,197.67
11,7,1994,258.0
12,7,1994,166.69
13,7,1994,95.92
14,7,1994,88.29
15,7,1994,24.16
16,7,1994,71.76
17,7,1994,106.37
18,7,1994,66.59
19,7,1994,72.0
20,7,1994,64.55
21,7,1994,42.74
22,7,1994,15.72
23,7,1994,111.07
24,7,1994,91.04
25,7,1994,65.67
26,7,1994,142.58
27,7,1994,62.87
28,7,1994,49.96
29,7,1994,39.51
30,7,1994,41.68
31,7,1994,114.02
1,8,1994,54.78
2,8,1994,54.14
3,8,1994,40.02
4,8,1994,128.77
5,8,1994,55.77
6,8,1994,61.49
7,8,1994,98.25
8,8,1994,99.4
9,8,1994,53.34
10,8,1994,63.32
11,8,1994,28.37
12,8,1994,86.42
13,8,1994,71.55
14,8,1994,118.96
15,8,1994,76.77
16,8,1994,98.58
17,8,1994,227.37
18,8,1994,177.41
19,8,1994,133.69
20,8,1994,62.56
21,8,1994,166.67
22,8,1994,220.28
23,8,1994,146.69
24,8,1994,40.18
25,8,1994,29.24
26,8,1994,39.3
27,8,1994,93.42
28,8,1994,122.82
29,8,1994,45.59
30,8,1994,36.51
31,8,1994,31.54
1,9,1994,48.61
2,9,1994,39.11
3,9,1994,69.2
4,9,1994,129.29
5,9,1994,175.96
6,9,1994,110.37
7,9,1994,73.1
8,9,1994,14.38
9,9,1994,91.14
10,9,1994,46.27
11,9,1994,76.52
12,9,1994,62.11
13,9,1994,88.49
14,9,1994,59.47
15,9,1994,62.78
16,9,1994,92.98
17,9,1994,76.55
18,9,1994,96.23
19,9,1994,210.22
20,9,1994,382.1
21,9,1994,89.97
22,9,1994,116.13
23,9,1994,29.71
24,9,1994,56.96
25,9,1994,160.33
26,9,1994,146.3
27,9,1994,137.84
28,9,1994,75.45
29,9,1994,69.5
30,9,1994,66.93
1,10,1994,83.01
2,10,1994,144.85
3,10,1994,82.38
4,10,1994,59.61
5,10,1994,66.85
6,10,1994,68.25
7,10,1994,81.56
8,10,1994,150.25
9,10,1994,130.71
10,10,1994,52.58
11,10,1994,53.2
12,10,1994,114.05
13,10,1994,34.51
14,10,1994,81.34
15,10,1994,18.56
16,10,1994,159.29
17,10,1994,115.49
18,10,1994,68.49
19,10,1994,45.25
20,10,1994,48.64
21,10,1994,51.98
22,10,1994,55.62
23,10,1994,101.68
24,10,1994,41.94
25,10,1994,94.64
26,10,1994,214.16
27,10,1994,67.06
28,10,1994,30.05
29,10,1994,27.58
30,10,1994,78.31
31,10,1994,92.09
1,11,1994,50.82
2,11,1994,108.0
3,11,1994,58.77
4,11,1994,36.3
5,11,1994,81.0
6,11,1994,137.14
7,11,1994,92.18
8,11,1994,88.93
9,11,1994,111.5
10,11,1994,270.85
11,11,1994,83.49
12,11,1994,69.16
13,11,1994,188.19
14,11,1994,232.26
15,11,1994,52.04
16,11,1994,142.23
17,11,1994,114.48
18,11,1994,44.44
19,11,1994,9.25
20,11,1994,144.48
21,11,1994,115.5
22,11,1994,131.08
23,11,1994,118.06
24,11,1994,189.27
25,11,1994,64.44
26,11,1994,176.09
27,11,1994,75.87
28,11,1994,135.09
29,11,1994,203.86
30,11,1994,240.11
1,12,1994,35.07
2,12,1994,118.96
3,12,1994,37.61
4,12,1994,86.55
5,12,1994,84.39
6,12,1994,101.47
7,12,1994,45.14
8,12,1994,48.9
9,12,1994,75.29
10,12,1994,57.17
11,12,1994,126.63
12,12,1994,84.02
13,12,1994,122.82
14,12,1994,120.53
15,12,1994,68.52
16,12,1994,128.31
17,12,1994,39.35
18,12,1994,161.97
19,12,1994,54.09
20,12,1994,61.34
21,12,1994,46.29
22,12,1994,118.77
23,12,1994,143.42
24,12,1994,80.48
25,12,1994,122.4
26,12,1994,145.15
27,12,1994,77.99
28,12,1994,115.46
29,12,1994,64.12
30,12,1994,113.47
31,12,1994,99.28
1,1,1995,312.74
2,1,1995,261.73
3,1,1995,251.08
4,1,1995,47.84
5,1,1995,72.45
6,1,1995,108.02
7,1,1995,9.8
8,1,1995,138.88
9,1,1995,75.18
10,1,1995,90.77
11,1,1995,86.99
12,1,1995,176.97
13,1,1995,89.69
14,1,1995,188.78
15,1,1995,175.13
16,1,1995,115.33
17,1,1995,80.99
18,1,1995,108.93
19,1,1995,66.5
20,1,1995,59.38
21,1,1995,111.49
22,1,1995,176.09
23,1,1995,94.13
24,1,1995,242.32
25,1,1995,219.96
26,1,1995,177.69
27,1,1995,103.09
28,1,1995,65.09
29,1,1995,100.49
30,1,1995,121.91
31,1,1995,289.84
1,2,1995,166.61
2,2,1995,92.2
3,2,1995,101.79
4,2,1995,56.19
5,2,1995,180.97
6,2,1995,170.19
7,2,1995,98.77
8,2,1995,63.43
9,2,1995,80.29
10,2,1995,102.43
11,2,1995,46.13
12,2,1995,111.11
13,2,1995,106.04
14,2,1995,89.6
15,2,1995,63.9
16,2,1995,123.79
17,2,1995,57.36
18,2,1995,81.65
19,2,1995,140.11
20,2,1995,154.9
21,2,1995,148.22
22,2,1995,77.41
23,2,1995,122.79
24,2,1995,455.09
25,2,1995,376.22
26,2,1995,185.52
27,2,1995,192.13
28,2,1995,118.81
1,3,1995,147.09
2,3,1995,70.12
3,3,1995,84.32
4,3,1995,165.98
5,3,1995,118.7
6,3,1995,78.74
7,3,1995,81.18
8,3,1995,109.24
9,3,1995,282.25
10,3,1995,96.65
11,3,1995,173.76
12,3,1995,195.18
13,3,1995,124.92
14,3,1995,87.56
15,3,1995,76.8
16,3,1995,49.91
17,3,1995,49.0
18,3,1995,26.86
19,3,1995,120.32
20,3,1995,81.24
21,3,1995,65.06
22,3,1995,28.12
23,3,1995,32.68
24,3,1995,76.28
25,3,1995,17.93
26,3,1995,95.75
27,3,1995,59.68
28,3,1995,112.5
29,3,1995,92.23
30,3,1995,103.03
31,3,1995,120.07
1,4,1995,89.76
2,4,1995,172.54
3,4,1995,85.79
4,4,1995,94.48
5,4,1995,104.6
6,4,1995,102.8
7,4,1995,42.36
8,4,1995,27.37
9,4,1995,89.72
10,4,1995,79.82
11,4,1995,32.97
12,4,1995,14.24
13,4,1995,39.76
14,4,1995,44.58
15,4,1995,20.03
16,4,1995,118.99
17,4,1995,74.68
18,4,1995,57.81
19,4,1995,50.66
20,4,1995,32.32
21,4,1995,34.71
22,4,1995,53.04
23,4,1995,71.08
24,4,1995,39.87
25,4,1995,80.08
26,4,1995,21.12
27,4,1995,213.45
28,4,1995,69.85
29,4,1995,44.48
30,4,1995,80.55
1,5,1995,80.99
2,5,1995,48.34
3,5,1995,96.19
4,5,1995,92.48
5,5,1995,48.65
6,5,1995,62.41
7,5,1995,86.15
8,5,1995,80.27
9,5,1995,79.98
10,5,1995,48.2
11,5,1995,44.6
12,5,1995,34.85
13,5,1995,43.92
14,5,1995,116.24
15,5,1995,49.3
16,5,1995,79.39
17,5,1995,27.81
18,5,1995,51.27
19,5,1995,56.81
20,5,1995,52.7
21,5,1995,91.27
22,5,1995,99.11
23,5,1995,122.55
24,5,1995,48.75
25,5,1995,97.89
26,5,1995,56.85
27,5,1995,17.89
28,5,1995,41.64
29,5,1995,35.39
30,5,1995,59.86
31,5,1995,44.86
1,6,1995,111.28
2,6,1995,77.14
3,6,1995,61.77
4,6,1995,124.82
5,6,1995,111.36
6,6,1995,32.89
7,6,1995,78.38
8,6,1995,114.2
9,6,1995,57.91
10,6,1995,53.74
11,6,1995,80.86
12,6,1995,60.3
13,6,1995,32.96
14,6,1995,50.1
15,6,1995,12.97
16,6,1995,93.04
17,6,1995,107.43
18,6,1995,94.39
19,6,1995,60.61
20,6,1995,64.99
21,6,1995,222.41
22,6,1995,387.73
23,6,1995,72.66
24,6,1995,55.76
25,6,1995,161.19
26,6,1995,61.6
27,6,1995,58.14
28,6,1995,130.65
29,6,1995,113.49
30,6,1995,58.32
1,7,1995,72.01
2,7,1995,189.02
3,7,1995,95.14
4,7,1995,32.29
5,7,1995,75.28
6,7,1995,172.98
7,7,1995,128.34
8,7,1995,85.8
9,7,1995,178.03
10,7,1995,145.67
11,7,1995,51.82
12,7,1995,188.49
13,7,1995,13.64
14,7,1995,44.9
15,7,1995,36.55
16,7,1995,111.06
17,7,1995,92.75
18,7,1995,85.11
19,7,1995,52.08
20,7,1995,131.06
21,7,1995,105.15
22,7,1995,46.37
23,7,1995,89.47
24,7,1995,83.34
25,7,1995,81.87
26,7,1995,102.56
27,7,1995,33.67
28,7,1995,36.42
29,7,1995,92.18
30,7,1995,99.01
31,7,1995,30.38
1,8,1995,58.93
2,8,1995,44.59
3,8,1995,41.27
4,8,1995,89.29
5,8,1995,103.4
6,8,1995,48.67
7,8,1995,62.02
8,8,1995,41.67
9,8,1995,22.44
10,8,1995,34.08
11,8,1995,22.44
12,8,1995,9.39
13,8,1995,61.53
14,8,1995,40.72
15,8,1995,50.93
16,8,1995,131.78
17,8,1995,34.41
18,8,1995,44.42
19,8,1995,28.3
20,8,1995,75.17
21,8,1995,31.45
22,8,1995,42.41
23,8,1995,36.34
24,8,1995,19.88
25,8,1995,36.24
26,8,1995,27.17
27,8,1995,70.99
28,8,1995,60.0
29,8,1995,16.73
30,8,1995,36.17
31,8,1995,26.6
1,9,1995,50.15
2,9,1995,25.5
3,9,1995,153.85
4,9,1995,114.77
5,9,1995,20.5
6,9,1995,29.14
7,9,1995,67.21
8,9,1995,75.66
9,9,1995,25.12
10,9,1995,71.2
11,9,1995,38.98
12,9,1995,24.09
13,9,1995,28.21
14,9,1995,19.28
15,9,1995,28.44
16,9,1995,25.88
17,9,1995,88.65
18,9,1995,19.37
19,9,1995,31.7
20,9,1995,96.7
21,9,1995,44.96
22,9,1995,27.93
23,9,1995,33.66
24,9,1995,130.9
25,9,1995,77.94
26,9,1995,97.02
27,9,1995,49.27
28,9,1995,32.3
29,9,1995,48.34
30,9,1995,33.06
1,10,1995,143.86
2,10,1995,36.28
3,10,1995,114.88
4,10,1995,26.52
5,10,1995,38.07
6,10,1995,41.29
7,10,1995,32.56
8,10,1995,68.32
9,10,1995,78.39
10,10,1995,41.79
11,10,1995,41.35
12,10,1995,106.86
13,10,1995,75.51
14,10,1995,89.6
15,10,1995,179.0
16,10,1995,116.58
17,10,1995,47.37
18,10,1995,55.3
19,10,1995,125.22
20,10,1995,34.47
21,10,1995,57.95
22,10,1995,168.53
23,10,1995,56.98
24,10,1995,120.93
25,10,1995,62.02
26,10,1995,93.24
27,10,1995,47.93
28,10,1995,73.86
29,10,1995,159.75
30,10,1995,95.52
31,10,1995,70.81
1,11,1995,77.3
2,11,1995,73.65
3,11,1995,131.32
4,11,1995,64.45
5,11,1995,196.85
6,11,1995,38.23
7,11,1995,15.57
8,11,1995,37.83
9,11,1995,18.11
10,11,1995,33.0
11,11,1995,110.21
12,11,1995,91.39
13,11,1995,38.37
14,11,1995,131.87
15,11,1995,149.98
16,11,1995,269.91
17,11,1995,47.3
18,11,1995,132.62
19,11,1995,67.78
20,11,1995,86.23
21,11,1995,116.43
22,11,1995,62.05
23,11,1995,87.28
24,11,1995,60.61
25,11,1995,85.96
26,11,1995,153.21
27,11,1995,149.52
28,11,1995,55.06
29,11,1995,85.4
30,11,1995,75.98
1,12,1995,146.32
2,12,1995,132.76
3,12,1995,82.96
4,12,1995,58.2
5,12,1995,39.23
6,12,1995,55.75
7,12,1995,230.93
8,12,1995,229.6
9,12,1995,51.4
10,12,1995,95.93
11,12,1995,38.73
12,12,1995,62.99
13,12,1995,54.5
14,12,1995,62.55
15,12,1995,77.55
16,12,1995,34.26
17,12,1995,118.48
18,12,1995,78.98
19,12,1995,321.26
20,12,1995,280.07
21,12,1995,140.04
22,12,1995,107.09
23,12,1995,49.42
24,12,1995,184.28
25,12,1995,14.09
26,12,1995,99.26
27,12,1995,102.03
28,12,1995,64.93
29,12,1995,55.14
30,12,1995,193.07
31,12,1995,257.26
1,1,1996,179.42
2,1,1996,230.74
3,1,1996,135.69
4,1,1996,93.54
5,1,1996,36.13
6,1,1996,77.36
7,1,1996,154.25
8,1,1996,136.18
9,1,1996,144.06
10,1,1996,129.9
11,1,1996,203.44
12,1,1996,125.19
13,1,1996,59.78
14,1,1996,134.45
15,1,1996,87.04
16,1,1996,92.24
17,1,1996,108.25
18,1,1996,80.22
19,1,1996,67.55
20,1,1996,49.44
21,1,1996,147.57
22,1,1996,188.14
23,1,1996,94.4
24,1,1996,122.1
25,1,1996,65.84
26,1,1996,33.23
27,1,1996,112.41
28,1,1996,65.42
29,1,1996,83.71
30,1,1996,174.63
31,1,1996,168.06
1,2,1996,81.12
2,2,1996,95.81
3,2,1996,17.15
4,2,1996,197.61
5,2,1996,95.82
6,2,1996,200.64
7,2,1996,40.1
8,2,1996,115.22
9,2,1996,40.42
10,2,1996,16.63
11,2,1996,118.39
12,2,1996,152.44
13,2,1996,46.05
14,2,1996,46.52
15,2,1996,24.06
16,2,1996,84.26
17,2,1996,57.3
18,2,1996,284.3
19,2,1996,105.21
20,2,1996,49.75
21,2,1996,172.8
22,2,1996,61.47
23,2,1996,46.31
24,2,1996,41.41
25,2,1996,95.65
26,2,1996,159.0
27,2,1996,75.24
28,2,1996,59.6
29,2,1996,42.59
1,3,1996,32.54
2,3,1996,80.31
3,3,1996,146.78
4,3,1996,91.74
5,3,1996,67.46
6,3,1996,92.08
7,3,1996,48.05
8,3,1996,71.82
9,3,1996,48.49
10,3,1996,94.65
11,3,1996,91.3
12,3,1996,132.0
13,3,1996,77.6
14,3,1996,70.57
15,3,1996,116.24
16,3,1996,8.28
17,3,1996,79.37
18,3,1996,83.23
19,3,1996,61.09
20,3,1996,104.89
21,3,1996,40.63
22,3,1996,57.91
23,3,1996,97.97
24,3,1996,71.12
25,3,1996,72.52
26,3,1996,52.61
27,3,1996,84.71
28,3,1996,164.94
29,3,1996,123.57
30,3,1996,49.18
31,3,1996,116.77
1,4,1996,121.73
2,4,1996,57.07
3,4,1996,19.11
4,4,1996,30.31
5,4,1996,132.2
6,4,1996,70.64
7,4,1996,86.43
8,4,1996,95.01
9,4,1996,103.42
10,4,1996,32.46
11,4,1996,89.17
12,4,1996,166.92
13,4,1996,33.48
14,4,1996,81.59
15,4,1996,70.7
16,4,1996,97.06
17,4,1996,12.55
18,4,1996,54.31
19,4,1996,13.04
20,4,1996,63.75
21,4,1996,92.52
22,4,1996,72.1
23,4,1996,7.56
24,4,1996,19.04
25,4,1996,41.29
26,4,1996,25.66
27,4,1996,48.03
28,4,1996,102.3
29,4,1996,45.98
30,4,1996,61.5
1,5,1996,63.85
2,5,1996,47.79
3,5,1996,58.34
4,5,1996,8.08
5,5,1996,144.93
6,5,1996,55.53
7,5,1996,60.43
8,5,1996,61.78
9,5,1996,42.21
10,5,1996,164.78
11,5,1996,8.05
12,5,1996,76.43
13,5,1996,18.58
14,5,1996,7.52
15,5,1996,25.35
16,5,1996,113.6
17,5,1996,32.96
18,5,1996,24.1
19,5,1996,120.12
20,5,1996,36.63
21,5,1996,139.98
22,5,1996,231.98
23,5,1996,83.17
24,5,1996,71.1
25,5,1996,74.05
26,5,1996,95.95
27,5,1996,86.1
28,5,1996,56.5
29,5,1996,86.77
30,5,1996,24.7
31,5,1996,176.6
1,6,1996,57.23
2,6,1996,110.23
3,6,1996,48.25
4,6,1996,60.81
5,6,1996,64.59
6,6,1996,30.25
7,6,1996,33.86
8,6,1996,49.94
9,6,1996,78.68
10,6,1996,85.36
11,6,1996,45.81
12,6,1996,45.59
13,6,1996,30.41
14,6,1996,137.19
15,6,1996,33.6
16,6,1996,75.05
17,6,1996,85.07
18,6,1996,54.71
19,6,1996,54.18
20,6,1996,12.46
21,6,1996,54.73
22,6,1996,93.21
23,6,1996,74.45
24,6,1996,87.37
25,6,1996,165.14
26,6,1996,73.19
27,6,1996,25.03
28,6,1996,48.57
29,6,1996,214.69
30,6,1996,168.99
1,7,1996,64.46
2,7,1996,47.82
3,7,1996,66.52
4,7,1996,51.79
5,7,1996,69.13
6,7,1996,56.22
7,7,1996,79.85
8,7,1996,107.66
9,7,1996,24.72
10,7,1996,41.31
11,7,1996,81.7
12,7,1996,56.22
13,7,1996,43.48
14,7,1996,73.07
