signal_date,opex_date,calendar_month,signal_type,is_quarterly_month,regular_session,source,notes
2011-01-20,2011-01-21,2011-01,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-12-20,2018-12-21,2018-12,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-12-21,2018-12-21,2018-12,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-12-26,2018-12-21,2018-12,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-01-17,2019-01-18,2019-01,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-01-18,2019-01-18,2019-01,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-01-22,2019-01-18,2019-01,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-02-14,2019-02-15,2019-02,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-02-15,2019-02-15,2019-02,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-02-19,2019-02-15,2019-02,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-03-14,2019-03-15,2019-03,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-03-15,2019-03-15,2019-03,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-03-18,2019-03-15,2019-03,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-04-17,2019-04-18,2019-04,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-04-18,2019-04-18,2019-04,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-04-22,2019-04-18,2019-04,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-05-16,2019-05-17,2019-05,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-05-17,2019-05-17,2019-05,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-05-20,2019-05-17,2019-05,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-06-20,2019-06-21,2019-06,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-06-21,2019-06-21,2019-06,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-06-24,2019-06-21,2019-06,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-07-18,2019-07-19,2019-07,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-07-19,2019-07-19,2019-07,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-07-22,2019-07-19,2019-07,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-08-15,2019-08-16,2019-08,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-08-16,2019-08-16,2019-08,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-08-19,2019-08-16,2019-08,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-09-19,2019-09-20,2019-09,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-09-20,2019-09-20,2019-09,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-09-23,2019-09-20,2019-09,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-10-17,2019-10-18,2019-10,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-10-18,2019-10-18,2019-10,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-10-21,2019-10-18,2019-10,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-11-14,2019-11-15,2019-11,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-11-15,2019-11-15,2019-11,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-11-18,2019-11-15,2019-11,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-12-19,2019-12-20,2019-12,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-12-20,2019-12-20,2019-12,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2019-12-23,2019-12-20,2019-12,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-01-16,2020-01-17,2020-01,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-01-17,2020-01-17,2020-01,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-01-21,2020-01-17,2020-01,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-02-20,2020-02-21,2020-02,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-02-21,2020-02-21,2020-02,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-02-24,2020-02-21,2020-02,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-03-19,2020-03-20,2020-03,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-03-20,2020-03-20,2020-03,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-03-23,2020-03-20,2020-03,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-04-16,2020-04-17,2020-04,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-04-17,2020-04-17,2020-04,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-04-20,2020-04-17,2020-04,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-05-14,2020-05-15,2020-05,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-05-15,2020-05-15,2020-05,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-05-18,2020-05-15,2020-05,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-06-18,2020-06-19,2020-06,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-06-19,2020-06-19,2020-06,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-06-22,2020-06-19,2020-06,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-07-16,2020-07-17,2020-07,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-07-17,2020-07-17,2020-07,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-07-20,2020-07-17,2020-07,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-08-20,2020-08-21,2020-08,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-08-21,2020-08-21,2020-08,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-08-24,2020-08-21,2020-08,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-09-17,2020-09-18,2020-09,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-09-18,2020-09-18,2020-09,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-09-21,2020-09-18,2020-09,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-10-15,2020-10-16,2020-10,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-10-16,2020-10-16,2020-10,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-10-19,2020-10-16,2020-10,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-11-19,2020-11-20,2020-11,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-11-20,2020-11-20,2020-11,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-11-23,2020-11-20,2020-11,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-12-17,2020-12-18,2020-12,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-12-18,2020-12-18,2020-12,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2020-12-21,2020-12-18,2020-12,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-01-14,2021-01-15,2021-01,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-01-15,2021-01-15,2021-01,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-01-19,2021-01-15,2021-01,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-02-18,2021-02-19,2021-02,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-02-19,2021-02-19,2021-02,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-02-22,2021-02-19,2021-02,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-03-18,2021-03-19,2021-03,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-03-19,2021-03-19,2021-03,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-03-22,2021-03-19,2021-03,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-04-15,2021-04-16,2021-04,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-04-16,2021-04-16,2021-04,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-04-19,2021-04-16,2021-04,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-05-20,2021-05-21,2021-05,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-05-21,2021-05-21,2021-05,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-05-24,2021-05-21,2021-05,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-06-17,2021-06-18,2021-06,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-06-18,2021-06-18,2021-06,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-06-21,2021-06-18,2021-06,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-07-15,2021-07-16,2021-07,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-07-16,2021-07-16,2021-07,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-07-19,2021-07-16,2021-07,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-08-19,2021-08-20,2021-08,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-08-20,2021-08-20,2021-08,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-08-23,2021-08-20,2021-08,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-09-16,2021-09-17,2021-09,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-09-17,2021-09-17,2021-09,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-09-20,2021-09-17,2021-09,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-10-14,2021-10-15,2021-10,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-10-15,2021-10-15,2021-10,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-10-18,2021-10-15,2021-10,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-11-18,2021-11-19,2021-11,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-11-19,2021-11-19,2021-11,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-11-22,2021-11-19,2021-11,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-12-16,2021-12-17,2021-12,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-12-17,2021-12-17,2021-12,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2021-12-20,2021-12-17,2021-12,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-01-20,2022-01-21,2022-01,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-01-21,2022-01-21,2022-01,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-01-24,2022-01-21,2022-01,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-02-17,2022-02-18,2022-02,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-02-18,2022-02-18,2022-02,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-02-22,2022-02-18,2022-02,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-03-17,2022-03-18,2022-03,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-03-18,2022-03-18,2022-03,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-03-21,2022-03-18,2022-03,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-04-13,2022-04-14,2022-04,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-04-14,2022-04-14,2022-04,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-04-18,2022-04-14,2022-04,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-05-19,2022-05-20,2022-05,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-05-20,2022-05-20,2022-05,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-05-23,2022-05-20,2022-05,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-06-16,2022-06-17,2022-06,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-06-17,2022-06-17,2022-06,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-06-21,2022-06-17,2022-06,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-07-14,2022-07-15,2022-07,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-07-15,2022-07-15,2022-07,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-07-18,2022-07-15,2022-07,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-08-18,2022-08-19,2022-08,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-08-19,2022-08-19,2022-08,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-08-22,2022-08-19,2022-08,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-09-15,2022-09-16,2022-09,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-09-16,2022-09-16,2022-09,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-09-19,2022-09-16,2022-09,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-10-20,2022-10-21,2022-10,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-10-21,2022-10-21,2022-10,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-10-24,2022-10-21,2022-10,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-11-17,2022-11-18,2022-11,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2022-11-18,2022-11-18,2022-11,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
