period_end,effective_date,download_url,local_file,total_all,total_ch7,total_ch11,total_ch13,total_other,business_all,business_ch7,business_ch11,business_ch13,business_other,nonbusiness_all,nonbusiness_ch7,nonbusiness_ch11,nonbusiness_ch13,total_all_qoq_pct,total_all_yoy_pct,total_all_z16,total_ch7_qoq_pct,total_ch7_yoy_pct,total_ch7_z16,total_ch11_qoq_pct,total_ch11_yoy_pct,total_ch11_z16,total_ch13_qoq_pct,total_ch13_yoy_pct,total_ch13_z16,business_all_qoq_pct,business_all_yoy_pct,business_all_z16,business_ch11_qoq_pct,business_ch11_yoy_pct,business_ch11_z16,nonbusiness_all_qoq_pct,nonbusiness_all_yoy_pct,nonbusiness_all_z16,business_share_pct,chapter11_share_pct,business_ch11_share_pct,available_quarters_since_start
2019-12-31,2020-02-14,https://www.uscourts.gov/sites/default/files/bf_f2.3_1231.2019.xlsx,/private/tmp/uscourts_bankruptcy/f2_2019-12-31.xlsx,180724.0,110085.0,1713.0,68739.0,187.0,5712.0,3620.0,1503.0,402.0,187.0,175012.0,106465.0,210.0,68337.0,-7.807988573177571,-0.9460126061934804,-1.7859953795393966,-8.564997466714285,1.251793532246781,-0.15341242446586612,5.5452865064695045,-14.606181455633106,-0.04190727653430561,-6.889265154080593,-3.935434281322059,1.6137317474967834,2.0911528150133973,-2.4423569598633676,-0.3403750921412448,8.051761322789353,-15.656565656565657,-0.3110543814345836,-8.098826371202772,-0.896401370367228,-1.8025009484975845,3.1606206148602287,0.9478541864943228,26.313025210084035,39
2020-03-31,2020-05-15,https://www.uscourts.gov/sites/default/files/bf_f2.3_0331.2020.xlsx,/private/tmp/uscourts_bankruptcy/f2_2020-03-31.xlsx,181098.0,112671.0,2074.0,66153.0,200.0,5952.0,3491.0,1865.0,396.0,200.0,175146.0,109180.0,209.0,65757.0,0.20694539740155893,-5.552194592790382,-1.5395543015050641,2.349093882000264,-4.183178841738244,-0.02505371811963181,21.07413893753649,7.572614107883813,0.7732337783365323,-3.7620564744904605,-8.221534704976484,1.3155564352196374,4.201680672268915,6.020662629141427,0.4989740435220838,24.085163007318688,13.236187006678811,1.4273383834931999,0.07656617831919288,-5.901251813248809,-1.555294532537585,3.2866182950667593,1.1452362809086793,31.334005376344088,40
2020-06-30,2020-08-14,https://www.uscourts.gov/sites/default/files/bf_f2.3_0630.2020.xlsx,/private/tmp/uscourts_bankruptcy/f2_2020-06-30.xlsx,124395.0,93693.0,2150.0,28347.0,205.0,5154.0,2700.0,2047.0,202.0,205.0,119241.0,90993.0,103.0,28145.0,-31.31067157008912,-39.71328735721313,-7.042049440739372,-16.843730862422447,-29.059686688422314,-0.624867855310855,3.6644165863066513,22.857142857142865,0.8969909506178811,-57.14933563103715,-60.793073401474395,0.05068742658641499,-13.407258064516125,-11.12260734609415,-2.0114020034702165,9.758713136729224,36.10372340425532,2.0598945883336657,-31.919084649378238,-40.54004188690536,-6.840927476945474,4.1432533461955865,1.7283652879938902,39.71672487388436,41
2020-09-30,2020-11-16,https://www.uscourts.gov/sites/default/files/bf_f2.3_0930.2020.xlsx,/private/tmp/uscourts_bankruptcy/f2_2020-09-30.xlsx,126243.0,92651.0,2246.0,31113.0,233.0,5521.0,2902.0,2110.0,276.0,233.0,120722.0,89749.0,136.0,30837.0,1.4855902568431167,-35.600163240320356,-3.295218453820603,-1.112142849519171,-23.045424719885045,-0.5817253246888683,4.4651162790697585,38.38570548367222,1.143363717700065,9.757646311779023,-57.85573992549949,0.08161129105150595,7.120682964687619,-1.322609472743519,-0.5895874667025051,3.0776746458231585,51.68943206326384,2.2557100113935618,1.2420224587180506,-36.607241315934566,-3.195993596852472,4.373311787584262,1.7791085446321777,38.21771418221337,42
2020-12-31,2021-02-15,https://www.uscourts.gov/sites/default/files/bf_f2.3_1231.2020.xlsx,/private/tmp/uscourts_bankruptcy/f2_2020-12-31.xlsx,112363.0,79655.0,1858.0,30694.0,156.0,4964.0,2791.0,1755.0,262.0,156.0,107399.0,76864.0,103.0,30432.0,-10.994669011351121,-37.82618799938027,-2.988234230558907,-14.026831874453594,-27.642276422764223,-0.9510127672704821,-17.27515583259127,8.464681844716871,0.20572032265907625,-1.3467039501173117,-55.34703734415689,0.011638245161841481,-10.08875203767433,-13.095238095238093,-2.623206806629002,-16.824644549763036,16.766467065868262,0.47502307490457085,-11.036099468199668,-38.63335085594131,-2.869437574858068,4.417824372791755,1.6535692354244724,35.35455278001612,43
2021-03-31,2021-05-17,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0331.2021.xlsx,/private/tmp/uscourts_bankruptcy/f2_2021-03-31.xlsx,110002.0,78939.0,1565.0,29296.0,202.0,4231.0,2386.0,1444.0,199.0,202.0,105771.0,76553.0,121.0,29097.0,-2.1012254923773788,-39.258302134755766,-2.349813243987026,-0.8988764044943864,-29.938493489895357,-0.888314640404778,-15.769644779332614,-24.54194792671167,-0.4510131905464566,-4.554636085228381,-55.71478239837951,-0.09205683664020971,-14.766317485898472,-28.91465053763441,-4.314737943534843,-17.72079772079772,-22.57372654155496,-0.9240687037062862,-1.5158427918323225,-39.609811243191395,-2.2312717108686364,3.846293703750841,1.4227014054289921,34.129047506499646,44
2021-06-30,2021-08-16,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0630.2021.xlsx,/private/tmp/uscourts_bankruptcy/f2_2021-06-30.xlsx,113299.0,84350.0,1198.0,27650.0,101.0,3752.0,2346.0,1065.0,240.0,101.0,109547.0,82004.0,133.0,27410.0,2.997218232395782,-8.919972667711729,-1.8122888264810555,6.854659927285622,-9.971929599863383,-0.6161733036480763,-23.45047923322684,-44.27906976744186,-1.1988506493819506,-5.618514472965597,-2.458813983843089,-0.20814999852659102,-11.321200661782083,-27.20217306946061,-3.7497725925848417,-26.246537396121884,-47.97264289203713,-2.517744092427733,3.569976647663342,-8.129754027557635,-1.7027633190853044,3.31159145270479,1.0573791472122438,28.384861407249467,45
2021-09-30,2021-11-15,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0930.2021.xlsx,/private/tmp/uscourts_bankruptcy/f2_2021-09-30.xlsx,98533.0,67412.0,998.0,30040.0,83.0,3147.0,1975.0,895.0,194.0,83.0,95386.0,65437.0,103.0,29846.0,-13.032771692600997,-21.949731866321297,-1.97300299605034,-20.080616478956724,-27.24093641730796,-1.0820885729173262,-16.69449081803005,-55.56544968833481,-1.4688778408820111,8.643761301989139,-3.4487191849066345,-0.1938448573448314,-16.124733475479747,-42.9994566201775,-3.6903897018052882,-15.962441314553988,-57.58293838862559,-2.6178152919954125,-12.926871571106469,-20.987061181888965,-1.8577845136600866,3.193853835770757,1.0128586361929506,28.43978392119479,46
2021-12-31,2022-02-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_1231.2021.xlsx,/private/tmp/uscourts_bankruptcy/f2_2021-12-31.xlsx,91506.0,57444.0,1069.0,32928.0,65.0,3160.0,1930.0,953.0,212.0,65.0,88346.0,55514.0,116.0,32716.0,-7.131620878284428,-18.56216014168365,-1.8433305873304378,-14.786684863229095,-27.88399974891721,-1.2770120561900093,7.114228456913829,-42.46501614639398,-1.1706180772408334,9.613848202396813,7.278295432332049,-0.16731175636483483,0.41309183349220735,-36.34165995165189,-2.521560497237228,6.480446927374306,-45.698005698005694,-1.9517823231613338,-7.380538024448036,-17.740388644214566,-1.747509218329191,3.453325464996831,1.1682294057220293,30.158227848101266,47
2022-03-31,2022-05-16,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0331.2022.xlsx,/private/tmp/uscourts_bankruptcy/f2_2022-03-31.xlsx,91995.0,55839.0,1063.0,35028.0,65.0,3065.0,1856.0,935.0,209.0,65.0,88930.0,53983.0,128.0,34819.0,0.5343911874631235,-16.369702369047832,-1.5533899184158304,-2.79402548569041,-29.263101888800215,-1.1764054386080884,-0.5612722170252549,-32.07667731629393,-1.047305761537499,6.3775510204081565,19.565811032222836,-0.17600830970860043,-3.0063291139240556,-27.558496809264955,-2.0874628693922035,-1.8887722980062915,-35.24930747922438,-1.6786785613742063,0.6610372852194679,-15.922133666127769,-1.4660885679279043,3.3317028099353228,1.155497581390293,30.505709624796083,48
2022-06-30,2022-08-15,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0630.2022.xlsx,/private/tmp/uscourts_bankruptcy/f2_2022-06-30.xlsx,98535.0,59019.0,1291.0,38152.0,73.0,3325.0,1839.0,1173.0,240.0,73.0,95210.0,57180.0,118.0,37912.0,7.109082015326917,-13.031006451954564,-1.1971451290299921,5.694944393703327,-30.030823947836392,-0.9409177740928558,21.448730009407345,7.7629382303839645,-0.4998673691730663,8.918579422176553,37.98191681735985,-0.15182390810369337,8.482871125611746,-11.380597014925375,-1.4705802215586257,25.454545454545464,10.140845070422543,-0.8064345226117045,7.0617339480490315,-13.08753320492574,-1.1199662982386331,3.374435479778759,1.310194347186279,35.278195488721806,49
2022-09-30,2022-11-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0930.2022.xlsx,/private/tmp/uscourts_bankruptcy/f2_2022-09-30.xlsx,101715.0,57369.0,1331.0,42950.0,65.0,3527.0,1975.0,1204.0,283.0,65.0,98188.0,55394.0,127.0,42667.0,3.227279646826009,3.229374930226414,-0.987107964725451,-2.795709856148021,-14.89794101940307,-0.8809352871687076,3.098373353989148,33.366733466933866,-0.3888352074563718,12.576011742503667,42.97603195739015,-0.058785252845690826,6.075187969924811,12.07499205592628,-1.0865048246295377,2.6427962489343537,34.52513966480446,-0.6894726477577962,3.1278227076987797,2.9375380034806,-0.9154723923639575,3.467531829130414,1.3085582264169493,34.13666005103487,50
2022-12-31,2023-02-14,https://www.uscourts.gov/sites/default/files/2025-03/bf_f2.3_1231.2022.xlsx,/private/tmp/uscourts_bankruptcy/f2_2022-12-31.xlsx,95416.0,53195.0,1227.0,40939.0,55.0,3519.0,2031.0,1147.0,286.0,55.0,91897.0,51164.0,80.0,40653.0,-6.192793589932655,4.272943850676469,-1.0224742313654858,-7.27570639195384,-7.396769027226513,-1.4597634944621776,-7.813673929376408,14.780168381665115,-0.9701219354834,-4.682188591385328,24.328838678328466,-0.3170692548074705,-0.226821661468668,11.36075949367088,-1.0224614736712807,-4.73421926910299,20.356768100734524,-0.8075368667711589,-6.407096590214689,4.01942362981913,-1.018930236468504,3.688060702607529,1.2859478494172885,32.5944870701904,51
2023-03-31,2023-05-15,https://www.uscourts.gov/sites/default/files/document/bf_f2.3_0331.2023.xlsx,/private/tmp/uscourts_bankruptcy/f2_2023-03-31.xlsx,107541.0,61576.0,1518.0,44390.0,57.0,4063.0,2294.0,1418.0,294.0,57.0,103478.0,59282.0,100.0,44096.0,12.707512366898644,16.898744496983543,-0.6072383546744374,15.755240154149819,10.274181127885518,-0.9452550478280005,23.716381418092915,42.80338664158043,-0.12485557021315483,8.429614792740425,26.727189676829965,-0.035056458649541954,15.458937198067634,32.56117455138663,-0.40317208319167286,23.62685265911073,51.657754010695186,0.008272691113023858,12.6021524097631,16.358933993028234,-0.6106221384742552,3.7780939362661683,1.4115546628727649,34.90031996062023,52
2023-06-30,2023-08-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0630.2023.xlsx,/private/tmp/uscourts_bankruptcy/f2_2023-06-30.xlsx,113942.0,66921.0,1906.0,45046.0,69.0,4554.0,2376.0,1802.0,307.0,69.0,109388.0,64545.0,104.0,44739.0,5.952148482904196,15.636068402090618,-0.3454097683263042,8.680329998700786,13.388908656534326,-0.6183500316883465,25.559947299077734,47.637490317583264,0.9390283983823609,1.4778103176391166,18.069825959320607,0.10748328394348111,12.084666502584307,36.962406015037594,0.14089478642902326,27.080394922425953,53.623188405797094,1.0762655864293438,5.711358936199007,14.891292931414757,-0.35772441711597724,3.996770286637061,1.6727808885222306,39.56960913482653,53
2023-09-30,2023-11-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0930.2023.xlsx,/private/tmp/uscourts_bankruptcy/f2_2023-09-30.xlsx,116666.0,66938.0,1818.0,47802.0,108.0,4855.0,2691.0,1725.0,331.0,108.0,111811.0,64247.0,93.0,47471.0,2.3906900001755327,14.698913631224508,-0.14669821214851256,0.025403087222253262,16.679739929230063,-0.5254003017301255,-4.616998950682061,36.58903080390683,0.6745734913947855,6.118190294365755,11.29685681024446,0.4258939771503426,6.609574000878338,37.652395803799266,0.5309858893029498,-4.2730299667036675,43.27242524916943,0.7944420613444281,2.215051011079816,13.874404204179736,-0.16715406567190053,4.161452351156292,1.5582946188263933,35.53038105046344,54
2023-12-31,2024-02-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_1231.2023.xlsx,/private/tmp/uscourts_bankruptcy/f2_2023-12-31.xlsx,114767.0,65799.0,2210.0,46691.0,67.0,5390.0,2824.0,2119.0,380.0,67.0,109377.0,62975.0,91.0,46311.0,-1.6277235869919249,20.280665716441693,-0.065598194825525,-1.7015745914129465,23.693956198890874,-0.48779797324207214,21.562156215621563,80.11409942950284,1.6168727655057538,-2.3241705367976206,14.050172207430567,0.5534252962270344,11.019567456230694,53.168513782324524,1.1676688649057958,22.840579710144926,84.74280732345247,1.7326914967360558,-2.176887783849535,19.021295580922114,-0.11099065595577047,4.696471982364268,1.9256406458302473,39.31354359925788,55
2024-03-31,2024-05-15,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0331.2024.xlsx,/private/tmp/uscourts_bankruptcy/f2_2024-03-31.xlsx,122345.0,72133.0,2100.0,47982.0,130.0,5468.0,2918.0,2021.0,399.0,130.0,116877.0,69215.0,79.0,47583.0,6.6029433547971195,13.765912535684066,0.485306889300668,9.626286113770721,17.144666753280504,0.002522701038869677,-4.977375565610864,38.3399209486166,1.1791620189807415,2.764986828296667,8.091912592926342,0.9533816392355962,1.4471243042671667,34.58035934038888,1.3089585413196623,-4.624823029731006,42.524682651621994,1.2763469504827847,6.8570174716805266,12.948646089023752,0.44258111033639275,4.469328538150313,1.7164575585434632,36.96049743964886,56
2024-06-30,2024-08-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0630.2024.xlsx,/private/tmp/uscourts_bankruptcy/f2_2024-06-30.xlsx,132710.0,80030.0,2576.0,49910.0,194.0,6276.0,3151.0,2462.0,469.0,194.0,126434.0,76879.0,114.0,49441.0,8.47194409252523,16.471538150989097,2.1958699545180087,10.9478324761205,19.58876884684928,0.8394513863036134,22.666666666666657,35.15215110178384,2.277198962677372,4.018173481722309,10.797851085556974,1.6962201850237701,14.77688368690564,37.8129117259552,2.3436142095605823,21.820880752102912,36.625971143174255,2.2362662974604004,8.176972372665281,15.583062127472846,2.167358882855905,4.729108582623766,1.9410745233968802,39.22880815806246,57
2024-09-30,2024-11-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0930.2024.xlsx,/private/tmp/uscourts_bankruptcy/f2_2024-09-30.xlsx,134037.0,80622.0,2105.0,51216.0,94.0,5557.0,3167.0,1984.0,312.0,94.0,128480.0,77455.0,121.0,50904.0,0.9999246477281343,14.889513654363729,2.0980367704023424,0.739722604023485,20.442797812901482,1.0645370832978847,-18.284161490683225,15.78657865786579,1.0153219719023638,2.6167100781406605,7.141960587423113,1.6493508011347449,-11.456341618865517,14.45932028836252,1.2787284236406016,-19.415109666937447,15.014492753623188,0.982377207079278,1.6182356011832155,14.908193290463378,2.159691528868634,4.145870170176892,1.570461887389303,35.70271729350369,58
2024-12-31,2025-02-14,https://www.uscourts.gov/sites/default/files/2025-01/bf_f2.3_1231.2024.xlsx,/private/tmp/uscourts_bankruptcy/f2_2024-12-31.xlsx,127921.0,77771.0,2085.0,47934.0,131.0,5739.0,3311.0,1968.0,329.0,131.0,122182.0,74460.0,117.0,47605.0,-4.562919193953907,11.46148283043036,1.4395691916422155,-3.536255612611938,18.194805392179212,0.9928134095822796,-0.9501187648456089,-5.65610859728507,1.01408679602993,-6.408153701968134,2.662183290141562,1.0087383098363547,3.275148461400046,6.474953617810764,1.4575416803337835,-0.8064516129032251,-7.126002831524303,0.9837402300352678,-4.901930261519305,11.707214496649199,1.428837856705033,4.486362676964689,1.629912211443,34.291688447464715,59
2025-03-31,2025-05-15,https://www.uscourts.gov/sites/default/files/document/bf_f2.3_0331.2025.xlsx,/private/tmp/uscourts_bankruptcy/f2_2025-03-31.xlsx,134063.0,82059.0,2039.0,49850.0,115.0,5648.0,3300.0,1910.0,323.0,115.0,128415.0,78759.0,129.0,49527.0,4.801400864596128,9.577833176672534,1.7457495957583349,5.513623330033046,13.760692054954049,1.45742037938406,-2.2062350119904095,-2.90476190476191,0.864628512515538,3.9971627654691977,3.8931265891375855,1.141771662103251,-1.5856420979264652,3.2918800292611516,1.2534637047388262,-2.9471544715447107,-5.49233052944087,0.8147825676829665,5.10140609909806,9.871916630303645,1.7777448788392294,4.212944660346255,1.520926728478402,33.817280453257794,60
2025-06-30,2025-08-14,https://www.uscourts.gov/sites/default/files/document/bf_f2.3_0630.2025.xlsx,/private/tmp/uscourts_bankruptcy/f2_2025-06-30.xlsx,146162.0,92659.0,2138.0,51195.0,170.0,5987.0,3477.0,1997.0,343.0,170.0,140175.0,89182.0,141.0,50852.0,9.024861445738196,10.136387612086505,2.3376599646883074,12.91753494436929,15.78033237535923,2.461006610515773,4.8553212358999565,-17.003105590062106,0.990403119660377,2.698094282848551,2.574634341815263,1.209412249894164,6.002124645892359,-4.604843849585727,1.4325504621596945,4.5549738219895275,-18.88708367181153,0.9190938063104281,9.157808667211764,10.868120916841995,2.3986782800649555,4.096139899563498,1.4627604986248135,33.35560380825121,61
2025-09-30,2025-11-14,https://www.uscourts.gov/sites/default/files/document/bf_f2.3_0930.2025.xlsx,/private/tmp/uscourts_bankruptcy/f2_2025-09-30.xlsx,148821.0,92025.0,2659.0,54057.0,80.0,6574.0,3663.0,2509.0,322.0,80.0,142247.0,88362.0,150.0,53735.0,1.8192142964655655,11.029790281787854,2.0699641599326264,-0.6842292707670006,14.14378209421745,2.1328374765380964,24.36856875584659,26.318289786223282,1.9546224291061418,5.590389686492814,5.547094657919405,1.5733392555648287,9.804576582595615,18.301241677163937,1.7721205916506109,25.63845768652979,26.4616935483871,1.8712348599820419,1.47815230961299,10.715286425902871,2.083430726285306,4.417387331089027,1.786710208908689,38.16550045634317,62
2025-12-31,2026-02-16,https://www.uscourts.gov/sites/default/files/document/bf_f2.3_1231.2025.xlsx,/private/tmp/uscourts_bankruptcy/f2_2025-12-31.xlsx,144620.0,89578.0,2355.0,52552.0,135.0,6432.0,3756.0,2227.0,314.0,135.0,138188.0,85822.0,128.0,52238.0,-2.822854301476274,13.05415060857873,1.5026813741174674,-2.6590600380331453,15.181751552635303,1.5749525778988807,-11.432869499811959,12.949640287769792,1.0799693187334771,-2.7840982666444636,9.634080193599527,1.2281520798246324,-2.160024338302402,12.075274438055406,1.4146589335384954,-11.239537664408129,13.160569105691057,1.0566672341805672,-2.853487244019204,13.100129315283748,1.5040123115522983,4.447517632415987,1.6284054764209652,34.62375621890547,63
2026-03-31,2026-05-15,https://www.uscourts.gov/sites/default/files/document/bf_f2.3_0331.2026.xlsx,/private/tmp/uscourts_bankruptcy/f2_2026-03-31.xlsx,152262.0,95452.0,2784.0,53903.0,123.0,6901.0,3778.0,2640.0,360.0,123.0,145361.0,91674.0,144.0,53543.0,5.284193057668363,13.574961025786392,1.7586722443645812,6.5574136506731495,16.321183538673402,1.830145219572156,18.216560509554135,36.537518391368316,1.8794433348805868,2.570787029989341,8.130391173520568,1.4275476511628937,7.291666666666674,22.184844192634557,1.6688932110479626,18.545127974854058,38.2198952879581,1.8333839000338386,5.19075462413523,13.196277693415869,1.7591617415106353,4.53231929174712,1.8284273160736098,38.25532531517171,64
