campaign_id,variant_id,run_id,reached_wfa,reason,source_summary
es_morning_orderflow_momentum_continuation,first30_signed_flow_continuation_1000,rescue1,False,Run failed limited_core_grid_test before WFA.,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/rescue1/campaign_test_summary.json
es_morning_orderflow_momentum_continuation,first30_signed_flow_continuation_1000,run1,False,Run failed limited_core_grid_test before WFA.,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/run1/campaign_test_summary.json
es_morning_orderflow_momentum_continuation,first45_large10_flow_continuation_1015,rescue1,False,Run failed limited_core_grid_test before WFA.,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/rescue1/campaign_test_summary.json
es_morning_orderflow_momentum_continuation,first45_large10_flow_continuation_1015,run1,False,Run failed limited_core_grid_test before WFA.,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/run1/campaign_test_summary.json
es_morning_orderflow_momentum_continuation,first60_large20_flow_continuation_1030,rescue1,False,Run failed limited_core_grid_test before WFA.,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/rescue1/campaign_test_summary.json
es_morning_orderflow_momentum_continuation,first60_large20_flow_continuation_1030,run1,False,Run failed limited_core_grid_test before WFA.,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/run1/campaign_test_summary.json
es_morning_orderflow_momentum_continuation,first60_signed_flow_continuation_1030,rescue1,False,Run failed limited_core_grid_test before WFA.,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/rescue1/campaign_test_summary.json
es_morning_orderflow_momentum_continuation,first60_signed_flow_continuation_1030,run1,False,Run failed limited_core_grid_test before WFA.,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/run1/campaign_test_summary.json
es_morning_orderflow_momentum_continuation,first90_broad_large_alignment_1100,rescue1,False,Run failed limited_core_grid_test before WFA.,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/rescue1/campaign_test_summary.json
es_morning_orderflow_momentum_continuation,first90_broad_large_alignment_1100,run1,False,Run failed limited_core_grid_test before WFA.,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/run1/campaign_test_summary.json
