campaign_id,variant_id,run_id,stage,parameter_source,trade_log_csv,total_trades,net_profit,profit_factor,apex_rule_violations
es_morning_orderflow_momentum_continuation,first30_signed_flow_continuation_1000,rescue1,limited_core_grid_test,fixed_config_mechanics_cross_check,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,126,-323.75,0.9750289240262244,0
es_morning_orderflow_momentum_continuation,first30_signed_flow_continuation_1000,run1,limited_core_grid_test,fixed_config_mechanics_cross_check,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,175,-1481.25,0.9074507966260543,0
es_morning_orderflow_momentum_continuation,first45_large10_flow_continuation_1015,rescue1,limited_core_grid_test,fixed_config_mechanics_cross_check,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,117,-2553.75,0.8003322908522283,0
es_morning_orderflow_momentum_continuation,first45_large10_flow_continuation_1015,run1,limited_core_grid_test,fixed_config_mechanics_cross_check,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,149,-2551.25,0.8188997338065661,0
es_morning_orderflow_momentum_continuation,first60_large20_flow_continuation_1030,rescue1,limited_core_grid_test,fixed_config_mechanics_cross_check,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,139,530.0,1.0393978814346776,0
es_morning_orderflow_momentum_continuation,first60_large20_flow_continuation_1030,run1,limited_core_grid_test,fixed_config_mechanics_cross_check,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,138,-383.75,0.9674443266171792,0
es_morning_orderflow_momentum_continuation,first60_signed_flow_continuation_1030,rescue1,limited_core_grid_test,fixed_config_mechanics_cross_check,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,173,-2196.25,0.8706756955689681,0
es_morning_orderflow_momentum_continuation,first60_signed_flow_continuation_1030,run1,limited_core_grid_test,fixed_config_mechanics_cross_check,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,198,-3415.0,0.8106984478935698,0
es_morning_orderflow_momentum_continuation,first90_broad_large_alignment_1100,rescue1,limited_core_grid_test,fixed_config_mechanics_cross_check,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,152,-3828.75,0.7704930316199611,0
es_morning_orderflow_momentum_continuation,first90_broad_large_alignment_1100,run1,limited_core_grid_test,fixed_config_mechanics_cross_check,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,180,-4281.25,0.7577450841703212,0
