session_date,net_pnl,gross_pnl,trades,wins,losses
2011-01-14,32.5,37.5,1,1,0
2011-04-20,-30.0,-25.0,1,0,1
2011-04-26,-30.0,-25.0,1,0,1
2011-05-27,-92.5,-87.5,1,0,1
2011-05-31,332.5,337.5,1,1,0
2011-06-09,-192.5,-187.5,1,0,1
2011-06-14,20.0,25.0,1,1,0
2011-06-29,295.0,300.0,1,1,0
2011-07-07,107.5,112.5,1,1,0
2011-07-21,195.0,200.0,1,1,0
2011-10-24,7.5,12.5,1,1,0
2011-12-27,-67.5,-62.5,1,0,1
2012-01-10,-42.5,-37.5,1,0,1
2012-01-17,-342.5,-337.5,1,0,1
2012-01-19,-5.0,0.0,1,0,1
2012-02-21,-230.0,-225.0,1,0,1
2012-03-26,282.5,287.5,1,1,0
2012-04-02,-167.5,-162.5,1,0,1
2012-04-25,182.5,187.5,1,1,0
2012-04-26,357.5,362.5,1,1,0
2012-06-19,-17.5,-12.5,1,0,1
2012-06-29,370.0,375.0,1,1,0
2012-08-03,-42.5,-37.5,1,0,1
2012-10-04,20.0,25.0,1,1,0
2012-12-07,57.5,62.5,1,1,0
2012-12-17,195.0,200.0,1,1,0
2013-01-02,520.0,525.0,1,1,0
2013-01-09,-80.0,-75.0,1,0,1
2013-02-08,57.5,62.5,1,1,0
2013-02-25,-1517.5,-1512.5,1,0,1
2013-04-24,-105.0,-100.0,1,0,1
2013-05-22,-1130.0,-1125.0,1,0,1
2013-07-09,-67.5,-62.5,1,0,1
2013-07-15,-42.5,-37.5,1,0,1
2013-07-22,82.5,87.5,1,1,0
2013-08-08,-80.0,-75.0,1,0,1
2013-08-26,-555.0,-550.0,1,0,1
2013-08-29,-242.5,-237.5,1,0,1
2013-09-16,-255.0,-250.0,1,0,1
2013-11-14,395.0,400.0,1,1,0
2013-12-06,182.5,187.5,1,1,0
2014-01-15,7.5,12.5,1,1,0
2014-02-21,-405.0,-400.0,1,0,1
2014-03-31,-5.0,0.0,1,0,1
2014-04-02,182.5,187.5,1,1,0
2014-04-09,795.0,800.0,1,1,0
2014-06-06,-5.0,0.0,1,0,1
2014-07-24,-167.5,-162.5,1,0,1
2014-08-11,-67.5,-62.5,1,0,1
2014-08-25,20.0,25.0,1,1,0
2014-08-29,95.0,100.0,1,1,0
2014-10-03,-117.5,-112.5,1,0,1
2014-10-17,-305.0,-300.0,1,0,1
2014-10-31,57.5,62.5,1,1,0
2014-11-06,195.0,200.0,1,1,0
