trade_id,strategy_name,session_date,direction,level_type,setup_mode,feature_method,price_reference,level_reference,prev_rth_high,current_close,close_above_prev_rth_high_points,min_close_above_prev_high_ticks,hour_window_minutes,hour_window_start_timestamp,hour_window_end_timestamp,hour_open,hour_close,hour_return_points,hour_return_ticks,hour_signed_volume_delta,hour_volume,hour_delta_ratio,min_negative_hour_ticks,min_hour_delta,positive_delta_dislocation_signal_timestamp,positive_delta_dislocation_intended_entry_timestamp,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
13,positive_delta_dislocation,2012-01-10,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1277.25,1287.25,10.0,1.0,60,2012-01-10 14:30:00-05:00,2012-01-10 15:30:00-05:00,1287.5,1287.25,-0.25,-1.0,2420.0,100014.0,0.024196612474253604,1.0,500.0,2012-01-10 15:30:00-05:00,2012-01-10 15:30:00-05:00,16:00:00,1277.25,2012-01-10 14:30:00-05:00,1287.75,1287.0,2012-01-10 15:30:00-05:00,2012-01-10 15:30:00-05:00,1287.5,1087.5,1487.5,200.0,1,0.0,2.25,fixed_contracts,2012-01-10 16:00:00-05:00,1286.75,eod_flatten,-37.5,-42.5,-0.00375,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
14,positive_delta_dislocation,2012-01-17,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1285.0,1295.25,10.25,1.0,60,2012-01-17 09:30:00-05:00,2012-01-17 10:30:00-05:00,1296.5,1295.25,-1.25,-5.0,3950.0,345052.0,0.011447549934502626,1.0,500.0,2012-01-17 10:30:00-05:00,2012-01-17 10:30:00-05:00,16:00:00,1285.0,2012-01-17 09:30:00-05:00,1295.75,1295.0,2012-01-17 10:30:00-05:00,2012-01-17 10:30:00-05:00,1295.25,1095.25,1495.25,200.0,1,1.75,9.25,fixed_contracts,2012-01-17 16:00:00-05:00,1288.5,eod_flatten,-337.5,-342.5,-0.03375,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
15,positive_delta_dislocation,2012-01-19,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1304.25,1309.75,5.5,1.0,60,2012-01-19 14:30:00-05:00,2012-01-19 15:30:00-05:00,1310.0,1309.75,-0.25,-1.0,3543.0,192823.0,0.018374364054080685,1.0,500.0,2012-01-19 15:30:00-05:00,2012-01-19 15:30:00-05:00,16:00:00,1304.25,2012-01-19 14:30:00-05:00,1310.25,1309.75,2012-01-19 15:30:00-05:00,2012-01-19 15:30:00-05:00,1310.0,1110.0,1510.0,200.0,1,0.5,1.5,fixed_contracts,2012-01-19 16:00:00-05:00,1310.0,eod_flatten,0.0,-5.0,0.0,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
16,positive_delta_dislocation,2012-02-21,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1361.25,1364.25,3.0,1.0,60,2012-02-21 11:30:00-05:00,2012-02-21 12:30:00-05:00,1364.5,1364.25,-0.25,-1.0,9509.0,148137.0,0.06419058034117067,1.0,500.0,2012-02-21 12:30:00-05:00,2012-02-21 12:30:00-05:00,16:00:00,1361.25,2012-02-21 11:30:00-05:00,1364.25,1364.0,2012-02-21 12:30:00-05:00,2012-02-21 12:30:00-05:00,1364.25,1164.25,1564.25,200.0,1,0.25,8.5,fixed_contracts,2012-02-21 16:00:00-05:00,1359.75,eod_flatten,-225.0,-230.0,-0.0225,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
17,positive_delta_dislocation,2012-03-26,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1393.25,1404.75,11.5,1.0,60,2012-03-26 10:30:00-04:00,2012-03-26 11:30:00-04:00,1405.5,1404.75,-0.75,-3.0,4104.0,138728.0,0.029583069027161065,1.0,500.0,2012-03-26 11:30:00-04:00,2012-03-26 11:30:00-04:00,16:00:00,1393.25,2012-03-26 10:30:00-04:00,1405.25,1404.5,2012-03-26 11:30:00-04:00,2012-03-26 11:30:00-04:00,1405.25,1205.25,1605.25,200.0,1,6.0,2.0,fixed_contracts,2012-03-26 16:00:00-04:00,1411.0,eod_flatten,287.5,282.5,0.02875,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
18,positive_delta_dislocation,2012-04-02,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1406.0,1415.75,9.75,1.0,60,2012-04-02 14:30:00-04:00,2012-04-02 15:30:00-04:00,1416.0,1415.75,-0.25,-1.0,5910.0,87172.0,0.06779699903638783,1.0,500.0,2012-04-02 15:30:00-04:00,2012-04-02 15:30:00-04:00,16:00:00,1406.0,2012-04-02 14:30:00-04:00,1416.5,1415.75,2012-04-02 15:30:00-04:00,2012-04-02 15:30:00-04:00,1416.25,1216.25,1616.25,200.0,1,0.0,4.0,fixed_contracts,2012-04-02 16:00:00-04:00,1413.0,eod_flatten,-162.5,-167.5,-0.01625,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
19,positive_delta_dislocation,2012-04-25,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1371.25,1382.75,11.5,1.0,60,2012-04-25 11:30:00-04:00,2012-04-25 12:30:00-04:00,1383.0,1382.75,-0.25,-1.0,1192.0,93520.0,0.012745936698032506,1.0,500.0,2012-04-25 12:30:00-04:00,2012-04-25 12:30:00-04:00,16:00:00,1371.25,2012-04-25 11:30:00-04:00,1383.0,1381.25,2012-04-25 12:30:00-04:00,2012-04-25 12:30:00-04:00,1382.75,1182.75,1582.75,200.0,1,4.75,2.5,fixed_contracts,2012-04-25 16:00:00-04:00,1386.5,eod_flatten,187.5,182.5,0.01875,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
20,positive_delta_dislocation,2012-04-26,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1387.5,1388.75,1.25,1.0,60,2012-04-26 11:30:00-04:00,2012-04-26 12:30:00-04:00,1389.25,1388.75,-0.5,-2.0,2118.0,142876.0,0.01482404322629413,1.0,500.0,2012-04-26 12:30:00-04:00,2012-04-26 12:30:00-04:00,16:00:00,1387.5,2012-04-26 11:30:00-04:00,1388.75,1388.5,2012-04-26 12:30:00-04:00,2012-04-26 12:30:00-04:00,1388.75,1188.75,1588.75,200.0,1,9.5,1.25,fixed_contracts,2012-04-26 16:00:00-04:00,1396.0,eod_flatten,362.5,357.5,0.03625,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
21,positive_delta_dislocation,2012-06-19,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1341.75,1350.75,9.0,1.0,60,2012-06-19 10:30:00-04:00,2012-06-19 11:30:00-04:00,1351.0,1350.75,-0.25,-1.0,3261.0,299043.0,0.010904786268195544,1.0,500.0,2012-06-19 11:30:00-04:00,2012-06-19 11:30:00-04:00,16:00:00,1341.75,2012-06-19 10:30:00-04:00,1351.0,1350.5,2012-06-19 11:30:00-04:00,2012-06-19 11:30:00-04:00,1351.25,1151.25,1551.25,200.0,1,5.75,1.0,fixed_contracts,2012-06-19 16:00:00-04:00,1351.0,eod_flatten,-12.5,-17.5,-0.00125,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
22,positive_delta_dislocation,2012-06-29,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1324.25,1348.75,24.5,1.0,60,2012-06-29 10:30:00-04:00,2012-06-29 11:30:00-04:00,1349.25,1348.75,-0.5,-2.0,5006.0,279122.0,0.017934809868086356,1.0,500.0,2012-06-29 11:30:00-04:00,2012-06-29 11:30:00-04:00,16:00:00,1324.25,2012-06-29 10:30:00-04:00,1349.25,1348.5,2012-06-29 11:30:00-04:00,2012-06-29 11:30:00-04:00,1349.0,1149.0,1549.0,200.0,1,8.0,1.5,fixed_contracts,2012-06-29 16:00:00-04:00,1356.5,eod_flatten,375.0,370.0,0.0375,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
23,positive_delta_dislocation,2012-08-03,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1369.5,1387.5,18.0,1.0,60,2012-08-03 10:30:00-04:00,2012-08-03 11:30:00-04:00,1388.0,1387.5,-0.5,-2.0,6713.0,245535.0,0.027340297717229723,1.0,500.0,2012-08-03 11:30:00-04:00,2012-08-03 11:30:00-04:00,16:00:00,1369.5,2012-08-03 10:30:00-04:00,1388.25,1387.5,2012-08-03 11:30:00-04:00,2012-08-03 11:30:00-04:00,1387.75,1187.75,1587.75,200.0,1,2.75,3.25,fixed_contracts,2012-08-03 16:00:00-04:00,1387.0,eod_flatten,-37.5,-42.5,-0.00375,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
24,positive_delta_dislocation,2012-10-04,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1448.75,1454.5,5.75,1.0,60,2012-10-04 13:30:00-04:00,2012-10-04 14:30:00-04:00,1455.5,1454.5,-1.0,-4.0,8727.0,128685.0,0.06781676186035669,1.0,500.0,2012-10-04 14:30:00-04:00,2012-10-04 14:30:00-04:00,16:00:00,1448.75,2012-10-04 13:30:00-04:00,1454.75,1454.5,2012-10-04 14:30:00-04:00,2012-10-04 14:30:00-04:00,1455.0,1255.0,1655.0,200.0,1,1.75,1.25,fixed_contracts,2012-10-04 16:00:00-04:00,1455.5,eod_flatten,25.0,20.0,0.0025,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
25,positive_delta_dislocation,2012-12-07,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1413.5,1415.0,1.5,1.0,60,2012-12-07 14:30:00-05:00,2012-12-07 15:30:00-05:00,1415.25,1415.0,-0.25,-1.0,5726.0,128042.0,0.04471970134799519,1.0,500.0,2012-12-07 15:30:00-05:00,2012-12-07 15:30:00-05:00,16:00:00,1413.5,2012-12-07 14:30:00-05:00,1415.0,1413.75,2012-12-07 15:30:00-05:00,2012-12-07 15:30:00-05:00,1415.25,1215.25,1615.25,200.0,1,2.25,0.5,fixed_contracts,2012-12-07 16:00:00-05:00,1416.5,eod_flatten,62.5,57.5,0.00625,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
26,positive_delta_dislocation,2012-12-17,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1419.0,1426.0,7.0,1.0,60,2012-12-17 12:30:00-05:00,2012-12-17 13:30:00-05:00,1427.75,1426.0,-1.75,-7.0,1174.0,13522.0,0.08682147611300103,1.0,500.0,2012-12-17 13:30:00-05:00,2012-12-17 13:30:00-05:00,16:00:00,1419.0,2012-12-17 12:30:00-05:00,1426.25,1426.0,2012-12-17 13:30:00-05:00,2012-12-17 13:30:00-05:00,1426.25,1226.25,1626.25,200.0,1,4.75,4.0,fixed_contracts,2012-12-17 16:00:00-05:00,1430.25,eod_flatten,200.0,195.0,0.02,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
27,positive_delta_dislocation,2013-01-02,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1422.75,1446.0,23.25,1.0,60,2013-01-02 11:30:00-05:00,2013-01-02 12:30:00-05:00,1446.75,1446.0,-0.75,-3.0,1651.0,135207.0,0.012210906240061535,1.0,500.0,2013-01-02 12:30:00-05:00,2013-01-02 12:30:00-05:00,16:00:00,1422.75,2013-01-02 11:30:00-05:00,1446.0,1445.0,2013-01-02 12:30:00-05:00,2013-01-02 12:30:00-05:00,1446.0,1246.0,1646.0,200.0,1,11.0,1.75,fixed_contracts,2013-01-02 16:00:00-05:00,1456.5,eod_flatten,525.0,520.0,0.0525,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
28,positive_delta_dislocation,2013-01-09,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1455.75,1456.75,1.0,1.0,60,2013-01-09 11:30:00-05:00,2013-01-09 12:30:00-05:00,1457.75,1456.75,-1.0,-4.0,6060.0,125250.0,0.04838323353293413,1.0,500.0,2013-01-09 12:30:00-05:00,2013-01-09 12:30:00-05:00,16:00:00,1455.75,2013-01-09 11:30:00-05:00,1457.0,1456.5,2013-01-09 12:30:00-05:00,2013-01-09 12:30:00-05:00,1457.0,1257.0,1657.0,200.0,1,0.25,4.5,fixed_contracts,2013-01-09 16:00:00-05:00,1455.5,eod_flatten,-75.0,-80.0,-0.0075,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
29,positive_delta_dislocation,2013-02-08,long,positive_delta_dislocation_pdh_negative_hour_positive_delta_long,pdh_negative_hour_positive_delta_long,sierra_rolling_60m_trade_delta_at_previous_rth_high,current_signal_bar_close,previous_rth_high,1509.5,1512.25,2.75,1.0,60,2013-02-08 12:30:00-05:00,2013-02-08 13:30:00-05:00,1512.75,1512.25,-0.5,-2.0,10379.0,73207.0,0.14177605966642534,1.0,500.0,2013-02-08 13:30:00-05:00,2013-02-08 13:30:00-05:00,16:00:00,1509.5,2013-02-08 12:30:00-05:00,1512.25,1512.0,2013-02-08 13:30:00-05:00,2013-02-08 13:30:00-05:00,1512.25,1312.25,1712.25,200.0,1,2.0,1.25,fixed_contracts,2013-02-08 16:00:00-05:00,1513.5,eod_flatten,62.5,57.5,0.00625,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
