campaign_id,variant_id,run_id,window_id,train_start,train_end,test_start,test_end,objective,train_objective,selected_params,train_mar,train_cagr,train_max_drawdown_pct,train_net_profit,train_profit_factor,train_max_drawdown,test_mar,test_cagr,test_max_drawdown_pct,test_net_profit,test_profit_factor,test_max_drawdown,test_trades,test_passed,early_exit,early_exit_reason
es_aqr_bab_factor_state,low_bab_z63_rebound_long_1100,rescue1,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.0,"{'entry.params.bab_rank_threshold': 0.275, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",0.0,0.0,0.02091968277797722,0.0,1.0,3205.0,-0.3811286271107167,-0.012510949849704578,0.03282605650629908,-1753.75,0.8619637937819756,4980.0,67,False,,
es_aqr_bab_factor_state,low_bab_z63_rebound_long_1100,rescue1,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,-0.016083765700449542,{},-0.016083765700449542,-0.000429032063988255,0.026674851647227337,-255.0,0.9921411510902227,4073.75,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,selected_train_profit_factor_below_minimum
