campaign_id,variant_id,symbol,run_id,stage,status,reason
nq_rolling_stat_envelope_orderflow_reversion,morning_5m_signed_6bar_reversion_1130,NQ,run1,walk_forward_analysis,skipped,limited_core_grid_test failed
nq_rolling_stat_envelope_orderflow_reversion,late_morning_5m_large10_12bar_reversion_1230,NQ,run1,walk_forward_analysis,skipped,limited_core_grid_test failed
nq_rolling_stat_envelope_orderflow_reversion,midday_5m_signed_18bar_reversion_1400,NQ,run1,walk_forward_analysis,skipped,limited_core_grid_test failed
nq_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,NQ,run1,walk_forward_analysis,skipped,limited_core_grid_test failed
nq_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,NQ,run1,walk_forward_analysis,skipped,limited_core_grid_test failed
